# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871933. Accessed 11 Nov 2022.
# Comment: Data was not modified in any way.

Age [ka BP],Δδ18O [‰]
2407.5,1.3349
2408,1.3115
2408.5,1.2481
2409,1.3518
2409.5,1.1941
2410,1.2552
2410.5,1.2144
2411,1.1501
2411.5,1.1811
2412,1.2659
2412.5,1.3012
2413,1.2876
2413.5,1.0447
2414,0.8984
2414.5,0.8507
2415,0.9017
2415.5,0.9239
2416,0.6338
2416.5,0.3629
2417,0.7029
2417.5,0.9302
2418,1.0073
2418.5,1.0442
2419,0.9985
2419.5,0.9819
2420,0.9906
2420.5,0.9718
2421,1.0419
2421.5,1.1198
2422,1.1824
2422.5,1.0735
2423,0.9918
2423.5,1.0418
2424,0.8493
2424.5,0.9366
2425,0.9165
2425.5,0.7268
2426,0.9569
2426.5,0.9903
2427,1.5082
2427.5,1.8
2428,1.2633
2428.5,1.2744
2429,1.5897
2429.5,1.706
2430,1.7199
2430.5,1.7386
2431,1.7135
2431.5,1.6481
2432,1.6699
2432.5,1.7007
2433,1.3423
2433.5,1.0502
2434,0.9275
2434.5,0.8751
2435,0.8267
2435.5,0.7784
2436,0.7392
2436.5,0.7555
2437,0.7811
2437.5,0.8066
2438,0.8322
2438.5,0.8577
2439,0.8663
2439.5,0.826
2440,0.7826
2440.5,0.7392
2441,0.6957
2441.5,0.6523
2442,0.6314
2442.5,0.6431
2443,0.6552
2443.5,0.6672
2444,0.6793
2444.5,0.6947
2445,0.7625
2445.5,0.8483
2446,0.9342
2446.5,1.0201
2447,1.106
2447.5,1.1783
2448,1.1691
2448.5,1.1464
2449,1.1237
2449.5,1.1009
2450,1.0782
2450.5,1.0286
2451,0.9014
2451.5,0.7693
2452,0.703
2452.5,0.7328
2453,0.7633
2453.5,0.8033
2454,0.8569
2454.5,0.9107
2455,0.9645
2455.5,1.0183
2456,1.0718
2456.5,1.121
2457,1.1688
2457.5,1.2166
2458,1.2644
2458.5,1.3122
2459,1.3531
2459.5,1.3528
2460,1.3456
2460.5,1.3384
2461,1.3312
2461.5,1.324
2462,1.3092
2462.5,1.2722
2463,1.2338
2463.5,1.1951
2464,1.1302
2464.5,1.1473
2465,1.2034
2465.5,1.2452
2466,1.2661
2466.5,1.2564
2467,1.1688
2467.5,1.1208
2468,1.1024
2468.5,1.0693
2469,1.0804
2469.5,1.1559
2470,1.2397
2470.5,1.2599
2471,1.2717
2471.5,1.3414
2472,1.415
2472.5,1.4726
2473,1.4169
2473.5,1.3131
2474,1.1958
2474.5,1.2043
2475,1.4197
2475.5,1.4964
2476,1.5092
2476.5,1.4762
2477,1.4723
2477.5,1.5508
2478,1.6132
2478.5,1.6846
2479,1.6301
2479.5,1.6298
2480,1.719
2480.5,1.8575
2481,2.1103
2481.5,2.3208
2482,2.521
2482.5,2.4824
2483,2.3763
2483.5,2.4743
2484,2.5655
2484.5,2.5379
2485,2.4987
2485.5,2.4647
2486,2.6074
2486.5,2.7999
2487,2.7433
2487.5,2.4477
2488,1.926
2488.5,1.6238
2489,1.4938
2489.5,1.5176
2490,1.6226
2490.5,1.5861
2491,1.3184
2491.5,1.4653
2492,1.4123
2492.5,0.8474
2493,0.8551
2493.5,0.9308
2494,0.85
2494.5,0.8035
2495,0.699
2495.5,0.6055
2496,0.6
2496.5,0.652
2497,0.6241
2497.5,0.7797
2498,0.7236
2498.5,0.8929
2499,0.9933
2499.5,1.0318
2500,1.02
2500.5,0.9483
2501,0.9038
2501.5,0.8981
2502,0.9149
2502.5,0.9012
2503,0.8825
2503.5,0.8647
2504,0.8625
2504.5,0.8656
2505,0.8686
2505.5,0.8551
2506,0.8303
2506.5,0.8055
2507,0.777
2507.5,0.738
2508,0.6982
2508.5,0.671
2509,0.7188
2509.5,0.8253
2510,0.9964
2510.5,1.126
2511,1.241
2511.5,1.3569
2512,1.5816
2512.5,1.881
2513,2.1804
2513.5,2.0864
2514,1.4512
2514.5,1.3139
2515,1.3501
2515.5,1.3863
2516,1.4224
2516.5,1.4558
2517,1.4444
2517.5,1.4176
2518,1.3908
2518.5,1.3715
2519,1.3573
2519.5,1.3432
2520,1.3746
2520.5,1.4723
2521,1.5215
2521.5,1.4284
2522,1.6746
2522.5,2.0466
2523,2.436
2523.5,2.7543
2524,2.3502
2524.5,2.0578
2525,2.0084
2525.5,2.0517
2526,1.6602
2526.5,1.6063
2527,1.6293
2527.5,1.589
2528,1.6582
2528.5,1.5886
2529,1.5709
2529.5,1.5925
2530,1.4973
2530.5,1.3859
2531,1.3095
2531.5,1.3156
2532,1.2766
2532.5,1.2529
2533,1.2161
2533.5,1.2604
2534,1.3874
2534.5,1.3877
2535,1.5049
2535.5,1.5324
2536,1.4472
2536.5,1.3199
2537,1.2787
2537.5,1.3255
2538,1.3431
2538.5,1.2104
2539,1.2864
2539.5,1.2543
2540,1.2923
2540.5,1.1015
2541,1.0144
2541.5,1.0442
2542,1.0294
2542.5,0.8818
2543,0.9162
2543.5,0.8846
2544,0.9694
2544.5,0.902
2545,0.944
2545.5,0.8262
2546,0.7876
2546.5,0.8679
2547,0.9062
2547.5,0.9638
2548,1.0472
2548.5,0.9829
2549,0.8969
2549.5,0.8548
2550,0.7485
2550.5,0.7508
2551,1.0379
2551.5,1.099
2552,1.0878
2552.5,1.1574
2553,1.2221
2553.5,1.1049
2554,1.1309
2554.5,1.1978
2555,1.1336
2555.5,1.195
2556,0.9865
2556.5,0.9065
2557,0.9617
2557.5,1.1524
2558,1.1766
2558.5,1.2069
2559,1.1545
2559.5,1.2089
2560,1.1947
2560.5,1.0889
2561,1.0028
2561.5,1.0576
2562,1.0338
2562.5,1.0086
2563,1.0094
2563.5,1.0681
2564,1.0276
2564.5,0.9787
2565,0.9686
2565.5,0.9045
2566,0.9507
2566.5,0.9024
2567,0.9635
2567.5,0.801
2568,0.8039
2568.5,0.8433
2569,0.9409
2569.5,0.8662
2570,0.946
2570.5,0.941
2571,0.8924
2571.5,0.8628
2572,0.8696
2572.5,0.823
2573,0.8375
2573.5,0.8784
2574,0.8894
2574.5,0.8998
2575,0.9306
2575.5,0.9828
2576,1.1532
2576.5,0.9471
2577,0.7724
2577.5,0.839
2578,0.9331
2578.5,0.8881
2579,0.8978
2579.5,0.9211
2580,0.8968
2580.5,0.7936
2581,0.7327
2581.5,0.7447
2582,0.7122
2582.5,0.5628
2583,0.6113
2583.5,0.7173
2584,0.6136
2584.5,0.6075
2585,0.6164
2585.5,0.6781
2586,0.8632
2586.5,0.8041
2587,0.9372
2587.5,0.9143
2588,0.8804
2588.5,1.0009
2589,0.9879
2589.5,0.9819
2590,0.9885
2590.5,1.0534
2591,0.8698
2591.5,0.8476
2592,0.9995
2592.5,0.9136
2593,0.933
2593.5,0.9499
2594,1.0386
2594.5,1.0765
2595,1.0786
2595.5,1.0307
2596,1.007
2596.5,1.0161
2597,0.9885
2597.5,1.0806
2598,1.1945
2598.5,1.0874
2599,1.2173
2599.5,1.2925
2600,1.3103
2600.5,1.3625
2601,1.2772
2601.5,1.4566
2602,1.4951
2602.5,1.4453
2603,1.3955
2603.5,1.3457
2604,1.2959
2604.5,1.2461
2605,1.199
2605.5,1.1684
2606,1.1406
2606.5,1.1128
2607,1.085
2607.5,1.0572
2608,1.0294
2608.5,1.0016
2609,0.9738
2609.5,0.946
2610,0.9182
2610.5,0.8904
2611,0.8626
2611.5,0.845
2612,0.8425
2612.5,0.8401
2613,0.8377
2613.5,0.8353
2614,0.8329
2614.5,0.8312
2615,0.8338
2615.5,0.8371
2616,0.8405
2616.5,0.8438
2617,0.8471
2617.5,0.8502
2618,0.8493
2618.5,0.8471
2619,0.8449
2619.5,0.8426
2620,0.8404
2620.5,0.8382
2621,0.836
2621.5,0.8338
2622,0.8315
2622.5,0.8293
2623,0.8271
2623.5,0.8248
2624,0.8191
2624.5,0.8032
2625,0.7867
2625.5,0.7702
2626,0.7537
2626.5,0.7372
2627,0.7207
2627.5,0.7042
2628,0.6876
2628.5,0.6711
2629,0.6546
2629.5,0.6381
2630,0.6216
2630.5,0.6104
2631,0.6028
2631.5,0.5952
2632,0.5875
2632.5,0.5799
2633,0.5723
2633.5,0.5646
2634,0.557
2634.5,0.5494
2635,0.5418
2635.5,0.5341
2636,0.5265
2636.5,0.5223
2637,0.5386
2637.5,0.5583
2638,0.578
2638.5,0.5978
2639,0.6175
2639.5,0.6372
2640,0.6569
2640.5,0.6766
2641,0.6964
2641.5,0.7161
2642,0.7358
2642.5,0.7555
2643,0.7727
2643.5,0.7881
2644,0.8034
2644.5,0.8188
2645,0.8342
2645.5,0.8496
2646,0.8636
2646.5,0.8734
2647,0.883
2647.5,0.8925
2648,0.9021
2648.5,0.9116
2649,0.9203
2649.5,0.9236
2650,0.926
2650.5,0.9285
2651,0.9326
2651.5,0.9631
2652,0.9206
2652.5,0.8549
2653,0.8837
2653.5,0.8998
2654,0.9239
2654.5,0.9424
2655,0.9454
2655.5,0.8325
2656,0.8524
2656.5,0.8781
2657,0.7776
2657.5,0.7546
2658,0.8946
2658.5,1.0031
2659,1.0074
2659.5,1.0567
2660,1.0192
2660.5,0.9739
2661,0.9494
2661.5,0.8438
2662,0.6924
2662.5,0.7782
2663,0.9133
2663.5,0.7542
2664,0.9586
2664.5,1.0959
2665,0.9055
2665.5,0.6753
2666,0.7955
2666.5,0.8394
2667,0.8372
2667.5,0.8503
2668,0.8464
2668.5,0.8009
2669,0.7425
2669.5,0.9091
2670,0.8311
2670.5,0.646
2671,0.8002
2671.5,0.6954
2672,0.5511
2672.5,0.5162
2673,0.7645
2673.5,0.6522
2674,0.4217
2674.5,0.3151
2675,0.5821
2675.5,0.7056
2676,0.9832
2676.5,1.1081
2677,0.9248
2677.5,0.9206
2678,1.2032
2678.5,1.1944
2679,0.9844
2679.5,1.1526
2680,1.1612
2680.5,1.0779
2681,1.0298
2681.5,0.9053
2682,1.0032
2682.5,0.996
2683,1.0042
2683.5,1.1105
2684,1.272
2684.5,1.1821
2685,0.9535
2685.5,1.0324
2686,0.9938
2686.5,1.012
2687,1.0976
2687.5,1.0125
2688,0.9435
2688.5,0.9761
2689,0.9185
2689.5,0.9024
2690,0.921
2690.5,0.8901
2691,0.8754
2691.5,0.8866
2692,1.1098
2692.5,1.1171
2693,0.9806
2693.5,1.0791
2694,1.0177
2694.5,1.0292
2695,0.95
2695.5,0.782
2696,0.6437
2696.5,0.6919
2697,0.761
2697.5,0.7112
2698,0.8917
2698.5,0.9226
2699,1.0606
2699.5,0.9224
2700,0.8806
2700.5,0.9601
2701,0.9168
2701.5,0.8558
2702,0.9219
2702.5,1.0916
2703,1.1182
2703.5,0.9837
2704,1.0187
2704.5,0.9847
2705,1.0316
2705.5,0.9785
2706,0.8445
2706.5,0.7636
2707,0.8338
2707.5,0.9284
2708,0.822
2708.5,0.8201
2709,0.761
2709.5,0.7527
2710,0.7543
2710.5,0.6662
2711,0.8092
2711.5,0.8501
2712,0.9021
2712.5,0.9474
2713,0.8701
2713.5,0.949
2714,0.9944
2714.5,1.0063
2715,1.0386
2715.5,1.0444
2716,0.8543
2716.5,0.9052
2717,0.8838
2717.5,0.8051
2718,0.7921
2718.5,0.823
2719,0.8686
2719.5,0.8531
2720,0.8298
2720.5,0.8666
2721,1.026
2721.5,0.9366
2722,0.8652
2722.5,0.8805
2723,0.8981
2723.5,0.8508
2724,0.722
2724.5,0.724
2725,0.7771
2725.5,0.7533
2726,0.7609
2726.5,0.7092
2727,0.726
2727.5,0.7268
2728,0.5996
2728.5,0.405
2729,0.2856
2729.5,0.3117
2730,0.6963
2730.5,0.8005
2731,0.7381
2731.5,0.718
2732,0.9932
2732.5,0.9668
2733,0.881
2733.5,0.7995
2734,0.7884
2734.5,0.9869
2735,0.9245
2735.5,1.0114
2736,1.1359
2736.5,1.0178
2737,0.8827
2737.5,0.928
2738,1.1177
2738.5,1.0435
2739,0.9325
2739.5,0.7279
2740,0.9905
2740.5,0.8541
2741,0.9138
2741.5,1.1046
2742,0.9645
2742.5,0.9815
2743,1.0796
2743.5,0.8573
2744,0.8426
2744.5,1.1445
2745,0.8949
2745.5,1.0364
2746,1.0333
2746.5,1.0067
2747,0.9873
2747.5,1.167
2748,1.0507
2748.5,1.2261
2749,1.0792
2749.5,0.9004
2750,1.2401
2750.5,1.1873
2751,0.9965
2751.5,1.0074
2752,1.021
2752.5,1.062
2753,1.0856
2753.5,0.8554
2754,0.8434
2754.5,0.7862
2755,0.7072
2755.5,0.7277
2756,0.8063
2756.5,0.7097
2757,0.668
2757.5,0.7433
2758,0.9114
2758.5,0.8672
2759,0.7837
2759.5,0.7661
2760,0.86
2760.5,0.8195
2761,0.7649
2761.5,0.7028
2762,0.7438
2762.5,0.8056
2763,0.9648
2763.5,1.1078
2764,1.0631
2764.5,0.963
2765,1.0085
2765.5,1.0345
2766,1.0859
2766.5,1.1023
2767,1.0881
2767.5,1.0104
2768,1.0559
2768.5,1.1072
2769,1.0666
2769.5,1.0596
2770,1.2051
2770.5,1.2348
2771,1.1226
2771.5,1.1282
2772,1.0532
2772.5,1.1467
2773,0.9829
2773.5,1.0821
2774,1.0583
2774.5,1.0669
2775,1.056
2775.5,1.1124
2776,1.1577
2776.5,1.0338
2777,1.0164
2777.5,1.0412
2778,1.0095
2778.5,1.1361
2779,1.0887
2779.5,0.9118
2780,0.8649
2780.5,0.8765
2781,0.9592
2781.5,0.9166
2782,0.8533
2782.5,0.8396
2783,0.858
2783.5,0.8937
2784,0.878
2784.5,0.9284
2785,0.909
2785.5,0.9556
2786,0.8633
2786.5,0.6952
2787,0.7169
2787.5,0.6496
2788,0.8454
2788.5,0.9743
2789,0.878
2789.5,0.8609
2790,0.9365
2790.5,0.8784
2791,1.1708
2791.5,1.3562
2792,1.2862
2792.5,1.1451
2793,0.9676
2793.5,0.76
2794,0.8322
2794.5,0.8528
2795,0.9965
2795.5,0.9413
2796,0.8636
2796.5,0.8168
2797,0.7175
2797.5,0.7458
2798,0.8316
2798.5,0.8832
2799,1.066
2799.5,0.8819
2800,1.0073
2800.5,1.2882
2801,1.3182
2801.5,1.3064
2802,1.2944
2802.5,1.279
2803,1.259
2803.5,1.1977
2804,1.1226
2804.5,1.1038
2805,1.1261
2805.5,1.1358
2806,1.1082
2806.5,1.0967
2807,1.1303
2807.5,1.1679
2808,1.1916
2808.5,1.1825
2809,1.115
2809.5,1.0278
2810,0.9725
2810.5,0.9416
2811,0.9365
2811.5,0.9094
2812,0.8874
2812.5,0.9097
2813,0.9396
2813.5,0.9642
2814,0.9652
2814.5,0.9674
2815,0.9714
2815.5,0.9624
2816,0.9348
2816.5,0.9176
2817,0.93
2817.5,0.9398
2818,0.9225
2818.5,0.9006
2819,0.8588
2819.5,0.7912
2820,0.7359
2820.5,0.6091
2821,0.6787
2821.5,0.6244
2822,0.6298
2822.5,0.6169
2823,0.6519
2823.5,0.6339
2824,0.4407
2824.5,0.348
2825,0.4092
2825.5,0.3519
2826,0.2786
2826.5,0.3219
2827,0.291
2827.5,0.2102
2828,0.1762
2828.5,0.162
2829,0.1704
2829.5,0.2281
2830,0.2779
2830.5,0.3182
2831,0.3362
2831.5,0.3174
2832,0.3159
2832.5,0.4066
2833,0.4714
2833.5,0.5483
2834,0.634
2834.5,0.686
2835,0.6253
2835.5,0.6347
2836,0.5394
2836.5,0.8159
2837,0.9106
2837.5,0.7408
2838,0.8639
2838.5,1.021
2839,0.9325
2839.5,0.8848
2840,0.9894
2840.5,1.1326
2841,1.045
2841.5,0.9569
2842,0.9381
2842.5,0.8987
2843,0.9427
2843.5,0.9604
2844,0.9573
2844.5,0.9647
2845,1.0445
2845.5,1.0853
2846,1.1199
2846.5,1.2317
2847,1.2361
2847.5,1.1487
2848,1.0773
2848.5,1.0137
2849,0.9502
2849.5,0.8867
2850,0.8231
2850.5,0.7596
2851,0.6987
2851.5,0.6417
2852,0.6081
2852.5,0.6085
2853,0.6092
2853.5,0.6098
2854,0.6105
2854.5,0.6112
2855,0.6086
2855.5,0.5968
2856,0.5844
2856.5,0.572
2857,0.5891
2857.5,0.5927
2858,0.6186
2858.5,0.6347
2859,0.6399
2859.5,0.6785
2860,0.6342
2860.5,0.7012
2861,0.8765
2861.5,0.9034
2862,0.8404
2862.5,1.0081
2863,1.1765
2863.5,1.1545
2864,1.2277
2864.5,1.3615
2865,1.294
2865.5,1.357
2866,1.2698
2866.5,1.2644
2867,1.2022
2867.5,1.0248
2868,1.0458
2868.5,0.8923
2869,1.0002
2869.5,0.7708
2870,0.7186
2870.5,0.703
2871,0.6925
2871.5,0.5707
2872,0.383
2872.5,0.2543
2873,0.287
2873.5,0.3371
2874,0.3592
2874.5,0.4401
2875,0.3553
2875.5,0.3296
2876,0.4036
2876.5,0.4694
2877,0.5438
2877.5,0.5923
2878,0.6167
2878.5,0.6362
2879,0.6272
2879.5,0.6631
2880,0.7325
2880.5,0.7737
2881,0.7347
2881.5,0.6924
2882,0.7002
2882.5,0.755
2883,0.8486
2883.5,0.9692
2884,1.0822
2884.5,1.145
2885,1.147
2885.5,1.165
2886,1.2404
2886.5,1.3239
2887,1.24
2887.5,0.8583
2888,0.5027
2888.5,0.4852
2889,0.8818
2889.5,1.2132
2890,1.2018
2890.5,1.1106
2891,1.0775
2891.5,1.0968
2892,1.1177
2892.5,1.1083
2893,1.0568
2893.5,1.0196
2894,1.1635
2894.5,1.2458
2895,1.242
2895.5,1.0084
2896,0.9329
2896.5,0.9332
2897,0.8428
2897.5,0.915
2898,0.9983
2898.5,1.0576
2899,1.0495
2899.5,0.9838
2900,1.0021
2900.5,1.013
2901,0.9344
2901.5,0.9032
2902,0.8071
2902.5,0.8047
2903,0.9372
2903.5,1.0748
2904,1.1443
2904.5,1.0577
2905,0.9804
2905.5,1.0524
2906,1.0515
2906.5,0.9551
2907,0.9213
2907.5,0.9452
2908,1.053
2908.5,1.2314
2909,1.1199
2909.5,0.9404
2910,1.0952
2910.5,1.1882
2911,1.087
2911.5,1.1807
2912,1.2182
2912.5,1.0751
2913,1.0817
2913.5,1.0778
2914,1.0048
2914.5,0.9415
2915,0.9079
2915.5,0.8909
2916,0.8772
2916.5,0.8571
2917,0.8462
2917.5,0.852
2918,0.9
2918.5,0.9646
2919,1.035
2919.5,1.0847
2920,1.115
2920.5,1.066
2921,0.977
2921.5,0.8516
2922,0.7671
2922.5,0.719
2923,0.7109
2923.5,0.719
2924,0.7548
2924.5,0.7728
2925,0.7806
2925.5,0.8072
2926,0.8425
2926.5,0.8839
2927,0.8924
2927.5,0.8894
2928,0.8866
2928.5,0.9268
2929,1.0275
2929.5,1.0994
2930,1.1208
2930.5,1.0253
2931,0.9321
2931.5,0.8577
2932,0.8538
2932.5,0.8692
2933,0.8706
2933.5,0.8576
2934,0.8347
2934.5,0.7981
2935,0.7316
2935.5,0.5928
2936,0.489
2936.5,0.4449
2937,0.5969
2937.5,0.7807
2938,0.8519
2938.5,0.8456
2939,0.8189
2939.5,0.7605
2940,0.7104
2940.5,0.6754
2941,0.5454
2941.5,0.3686
2942,0.4954
2942.5,0.7252
2943,0.706
2943.5,0.5171
2944,0.4618
2944.5,0.4982
2945,0.5441
2945.5,0.604
2946,0.5817
2946.5,0.4396
2947,0.3242
2947.5,0.2896
2948,0.2632
2948.5,0.2559
2949,0.2839
2949.5,0.5037
2950,0.7384
2950.5,0.702
2951,0.5733
2951.5,0.601
2952,0.7352
2952.5,0.7736
2953,0.7464
2953.5,0.7432
2954,0.7753
2954.5,0.8213
2955,0.8872
2955.5,0.9404
2956,0.9564
2956.5,0.9449
2957,0.7825
2957.5,0.6362
2958,0.5728
2958.5,0.646
2959,0.6957
2959.5,0.6672
2960,0.5079
2960.5,0.3975
2961,0.3972
2961.5,0.4619
2962,0.5164
2962.5,0.547
2963,0.804
2963.5,0.5706
2964,0.5831
2964.5,0.6716
2965,0.6958
2965.5,0.5781
2966,0.6393
2966.5,0.6048
2967,0.4876
2967.5,0.5023
2968,0.574
2968.5,0.6522
2969,0.8038
2969.5,0.6914
2970,0.5938
2970.5,0.5295
2971,0.5617
2971.5,0.6754
2972,0.617
2972.5,0.5648
2973,0.685
2973.5,0.681
2974,0.6831
2974.5,0.8577
2975,0.8754
2975.5,0.8017
2976,0.7026
2976.5,0.597
2977,0.5504
2977.5,0.5882
2978,0.5143
2978.5,0.6048
2979,0.7926
2979.5,0.8055
2980,0.6238
2980.5,0.6603
2981,0.7216
2981.5,0.7749
2982,0.7589
2982.5,0.694
2983,0.6277
2983.5,0.5573
2984,0.4866
2984.5,0.4471
2985,0.498
2985.5,0.5547
2986,0.6004
2986.5,0.6142
2987,0.626
2987.5,0.6104
2988,0.5547
2988.5,0.4986
2989,0.4774
2989.5,0.507
2990,0.537
2990.5,0.5528
2991,0.548
2991.5,0.543
2992,0.5346
2992.5,0.5213
2993,0.508
2993.5,0.5136
2994,0.5467
2994.5,0.58
2995,0.5984
2995.5,0.595
2996,0.5912
2996.5,0.56
2997,0.51
2997.5,0.4603
2998,0.45
2998.5,0.4667
2999,0.4839
2999.5,0.5725
3000,0.71
3000.5,0.796
3001,0.7327
3001.5,0.6717
3002,0.6808
3002.5,0.702
3003,0.7618
3003.5,0.8482
3004,0.8675
3004.5,0.7892
3005,0.7299
3005.5,0.7901
3006,0.8663
3006.5,0.8792
3007,0.8703
3007.5,0.8393
3008,0.7759
3008.5,0.7335
3009,0.7525
3009.5,0.7728
3010,0.7527
3010.5,0.7185
3011,0.6675
3011.5,0.605
3012,0.5542
3012.5,0.5375
3013,0.5262
3013.5,0.5673
3014,0.6259
3014.5,0.63
3015,0.5967
3015.5,0.5733
3016,0.579
3016.5,0.5758
3017,0.5417
3017.5,0.5697
3018,0.691
3018.5,0.794
3019,0.8839
3019.5,0.9619
3020,1.027
3020.5,1.0155
3021,0.9834
3021.5,1.0433
3022,1.1054
3022.5,0.99
3023,0.8722
3023.5,0.9172
3024,0.9938
3024.5,1.083
3025,1.1237
3025.5,1.0217
3026,0.9087
3026.5,0.7954
3027,0.7186
3027.5,0.7854
3028,1.0153
3028.5,0.8075
3029,0.6273
3029.5,0.9632
3030,0.9757
3030.5,0.8265
3031,0.916
3031.5,0.8494
3032,0.7064
3032.5,0.8109
3033,0.8906
3033.5,0.8914
3034,0.6906
3034.5,0.6562
3035,0.8984
3035.5,0.9107
3036,0.9083
3036.5,0.9917
3037,0.925
3037.5,0.8625
3038,0.9597
3038.5,1.0175
3039,1.024
3039.5,0.9322
3040,0.9211
3040.5,0.9386
3041,0.8657
3041.5,0.7871
3042,0.7682
3042.5,0.8362
3043,0.905
3043.5,0.9447
3044,0.9
3044.5,0.85
3045,0.8179
3045.5,0.8933
3046,0.9867
3046.5,1.0629
3047,1.0362
3047.5,0.9925
3048,0.9471
3048.5,0.876
3049,0.7962
3049.5,0.72
3050,0.704
3050.5,0.8571
3051,0.8238
3051.5,0.6806
3052,0.6911
3052.5,0.6878
3053,0.5708
3053.5,0.5462
3054,0.5887
3054.5,0.6233
3055,0.6799
3055.5,0.8019
3056,0.7144
3056.5,0.5329
3057,0.69
3057.5,0.815
3058,0.7409
3058.5,0.6683
3059,0.6225
3059.5,0.5825
3060,0.576
3060.5,0.6827
3061,0.811
3061.5,0.8897
3062,0.8919
3062.5,0.8919
3063,0.8917
3063.5,0.914
3064,0.9523
3064.5,0.985
3065,0.9244
3065.5,0.8088
3066,0.6969
3066.5,0.6336
3067,0.6117
3067.5,0.5944
3068,0.6101
3068.5,0.6397
3069,0.6676
3069.5,0.6747
3070,0.691
3070.5,0.7092
3071,0.734
3071.5,0.7475
3072,0.76
3072.5,0.773
3073,0.7863
3073.5,0.7996
3074,0.8068
3074.5,0.8097
3075,0.8126
3075.5,0.8156
3076,0.8185
3076.5,0.8215
3077,0.8224
3077.5,0.7912
3078,0.7491
3078.5,0.7078
3079,0.778
3079.5,0.9247
3080,1.0698
3080.5,1.0362
3081,0.88
3081.5,0.7238
3082,0.6625
3082.5,0.7397
3083,0.818
3083.5,0.8709
3084,0.8869
3084.5,0.9025
3085,0.8684
3085.5,0.7094
3086,0.6583
3086.5,0.6825
3087,0.6734
3087.5,0.5868
3088,0.6589
3088.5,0.7389
3089,0.6843
3089.5,0.5912
3090,0.6306
3090.5,0.6096
3091,0.6864
3091.5,0.8114
3092,0.8053
3092.5,0.5592
3093,0.7121
3093.5,0.8214
3094,0.667
3094.5,0.6507
3095,0.6901
3095.5,0.7387
3096,0.7671
3096.5,0.747
3097,0.6796
3097.5,0.8214
3098,0.8477
3098.5,0.6225
3099,0.75
3099.5,0.9747
3100,1.1435
3100.5,1.0114
3101,0.9003
3101.5,0.972
3102,1.0679
3102.5,1.1599
3103,1.2152
3103.5,0.9586
3104,0.7444
3104.5,0.7517
3105,0.8071
3105.5,0.8129
3106,0.7286
3106.5,0.7307
3107,0.7321
3107.5,0.6934
3108,0.7269
3108.5,0.7637
3109,0.7636
3109.5,0.6775
3110,0.6068
3110.5,0.6649
3111,0.7075
3111.5,0.7553
3112,0.8379
3112.5,0.8553
3113,0.8482
3113.5,0.8382
3114,0.8425
3114.5,0.8723
3115,0.9532
3115.5,0.9075
3116,0.8102
3116.5,0.707
3117,0.815
3117.5,0.9291
3118,0.8521
3118.5,0.819
3119,0.8072
3119.5,0.8031
3120,0.83
3120.5,0.8128
3121,0.6392
3121.5,0.4875
3122,0.468
3122.5,0.7842
3123,0.885
3123.5,0.8922
3124,0.8622
3124.5,0.775
3125,0.7149
3125.5,0.7843
3126,0.795
3126.5,0.7603
3127,0.6617
3127.5,0.6114
3128,0.6144
3128.5,0.6671
3129,0.6771
3129.5,0.6793
3130,0.7492
3130.5,0.7286
3131,0.6623
3131.5,0.652
3132,0.5857
3132.5,0.4727
3133,0.3448
3133.5,0.4914
3134,0.7579
3134.5,0.8236
3135,0.8567
3135.5,0.8822
3136,1.0044
3136.5,1.1312
3137,1.085
3137.5,1.0159
3138,0.9822
3138.5,0.9754
3139,1.0292
3139.5,1.0406
3140,0.9184
3140.5,0.8244
3141,0.7836
3141.5,0.8757
