/* DESCRIPTION:
Reference:	Fleitmann, D., H. Cheng, S. Badertscher, R.L. Edwards, M. Mudelsee, O.M. Göktürk, A. Fankhauser, R. Pickering, C.C. Raible, A. Matter, J. Kramers, and O. Tüysüz.  2009. Timing and climatic impact of Greenland interstadials recorded in stalagmites from northern Turkey. Geophys. Res. Lett., 36, L19707, doi:10.1029/2009GL040050
Data from:	https://www.ncei.noaa.gov/access/paleo-search/study/8637. Accessed 22 Nov 2022.
Comment:	Years were converted to ka.
*/
Age [ka BP]	  del13C	    del18O
17.7045	-6.65	-12.87
17.724	-6.35	-12.88
17.7435	-6.44	-12.84
17.763	-6.68	-12.83
17.7825	-7.34	-12.86
17.802	-7.5	-12.95
17.8215	-7.3	-13.01
17.841	-7.17	-12.92
17.8605	-6.81	-12.94
17.88	-6.7	-12.85
17.8995	-6.79	-13.01
17.919	-6.94	-12.9
17.9385	-7.2	-12.7
17.958	-7.15	-12.71
17.9775	-6.88	-12.71
17.997	-6.76	-12.63
18.0165	-6.79	-12.64
18.036	-6.82	-12.65
18.0555	-7.08	-12.73
18.075	-7.4	-12.83
18.0945	-7.31	-12.89
18.114	-7.36	-12.86
18.1335	-7.12	-12.88
18.153	-7.05	-12.8
18.1725	-7.5	-12.91
18.192	-7.66	-12.96
18.2115	-7.57	-12.98
18.231	-7.45	-12.91
18.2505	-7.15	-12.79
18.27	-7.32	-12.62
18.2895	-7.26	-12.54
18.309	-7.16	-12.62
18.3285	-6.96	-12.62
18.348	-7.02	-12.6
18.3675	-7.07	-12.78
18.387	-7.12	-12.82
18.4065	-6.95	-12.84
18.426	-7.02	-12.75
18.4455	-7.13	-12.66
18.465	-7.23	-12.61
18.4845	-7.1	-12.62
18.504	-7.13	-12.77
18.5235	-7.23	-12.76
18.543	-7.04	-12.59
18.5625	-6.99	-12.41
18.582	-7.23	-12.4
18.6015	-7.55	-12.53
18.621	-7.54	-12.67
18.6405	-7.37	-12.71
18.66	-7.29	-12.66
18.6795	-7.37	-12.73
18.699	-7.45	-12.69
18.7185	-7.17	-12.71
18.738	-7.25	-12.7
18.7575	-7.22	-12.61
18.777	-7.22	-12.59
18.7965	-7.17	-12.68
18.816	-7.05	-12.63
18.8355	-7.12	-12.68
18.855	-7.19	-12.56
18.8745	-7.39	-12.62
18.894	-7.68	-12.76
18.9135	-7.93	-12.82
18.933	-7.87	-12.65
18.9525	-7.59	-12.58
18.972	-7.82	-12.58
18.9915	-8.05	-12.53
19.011	-7.65	-12.36
19.0305	-7.5	-12.43
19.05	-7.4	-12.46
19.0695	-7.42	-12.52
19.089	-7.16	-12.39
19.1085	-6.77	-12.51
19.128	-6.61	-12.43
19.1475	-6.63	-12.48
19.167	-6.98	-12.65
19.1865	-7.03	-12.54
19.206	-7	-12.41
19.2231	-7.26	-12.52
19.2401	-7.19	-12.5
19.2572	-6.99	-12.56
19.2743	-7.09	-12.51
19.2913	-7.18	-12.53
19.3084	-7.07	-12.5
19.3254	-7.22	-12.67
19.3425	-7.19	-12.86
19.3596	-7.05	-12.76
19.3766	-7.03	-12.66
19.3937	-6.9	-12.66
19.4107	-6.91	-12.72
19.4278	-7.08	-12.59
19.4449	-7.23	-12.38
19.4619	-7.28	-12.51
19.479	-7.35	-12.58
19.4961	-7.39	-12.58
19.5131	-7.34	-12.41
19.5302	-7.39	-12.38
19.5472	-7.12	-12.36
19.5643	-7.19	-12.36
19.5814	-6.91	-12.43
19.5984	-7.02	-12.54
19.6155	-7.06	-12.8
19.6326	-6.87	-12.8
19.6496	-6.9	-12.72
19.6667	-6.86	-12.59
19.6837	-6.73	-12.39
19.7008	-7.04	-12.46
19.7179	-7.17	-12.53
19.7349	-7.29	-12.64
19.752	-7.29	-12.69
19.7691	-7.44	-12.63
19.7861	-7.34	-12.71
19.8032	-7.29	-12.76
19.8202	-7.2	-12.54
19.8373	-6.98	-12.61
19.8544	-7.16	-12.67
19.8714	-7.01	-12.63
19.8885	-7.28	-12.71
19.9055	-6.96	-12.67
19.9226	-7.03	-12.68
19.9397	-7.24	-12.74
19.9567	-7.27	-12.71
19.9738	-6.86	-12.69
19.9909	-6.86	-12.55
20.0079	-6.91	-12.34
20.025	-6.71	-12.44
20.042	-6.94	-12.43
20.0591	-7.14	-12.48
20.0762	-7.45	-12.6
20.0932	-7.84	-12.61
20.1103	-8.01	-12.71
20.1274	-7.86	-12.83
20.1444	-7.99	-12.72
20.1615	-8.21	-12.87
20.1785	-7.84	-12.77
20.1956	-7.61	-12.63
20.2127	-7.56	-12.52
20.2297	-7.77	-12.58
20.2468	-7.77	-12.46
20.2638	-7.97	-12.55
20.2809	-8.23	-12.54
20.298	-7.87	-12.49
20.315	-7.63	-12.49
20.3321	-7.38	-12.51
20.3492	-7.19	-12.51
20.3662	-7.31	-12.58
20.3833	-7.72	-12.73
20.4003	-7.94	-12.86
20.4174	-7.36	-12.63
20.4345	-7.28	-12.68
20.4515	-7.3	-12.67
20.4686	-7.41	-12.84
20.4857	-7.59	-12.77
20.5027	-7.4	-12.76
20.5198	-7.54	-12.69
20.5368	-7.62	-12.71
20.5539	-7.44	-12.59
20.571	-7.32	-12.62
20.588	-7.93	-12.68
20.6051	-7.18	-12.6
20.6222	-7.19	-12.76
20.6392	-7.47	-12.76
20.6563	-7.61	-12.85
20.6733	-7.54	-12.75
20.6904	-7.62	-12.43
20.7075	-8.26	-12.57
20.7245	-8.16	-12.56
20.7416	-8.01	-12.6
20.7586	-8.09	-12.66
20.7757	-8.1	-12.79
20.7928	-8.16	-12.95
20.8098	-8.3	-12.94
20.8269	-8.15	-12.66
20.844	-7.99	-12.83
20.861	-7.67	-12.69
20.8781	-7.57	-12.55
20.8951	-7.5	-12.63
20.9122	-7.06	-12.57
20.9293	-7.33	-12.62
20.9463	-7.46	-12.77
20.9634	-7.24	-12.65
20.9805	-7.27	-12.66
20.9975	-7.37	-12.72
21.0146	-7.51	-12.75
21.0316	-7.51	-12.8
21.0487	-7.21	-12.71
21.0658	-7.23	-12.77
21.0828	-7.32	-12.83
21.0999	-7.68	-12.91
21.117	-7.58	-12.79
21.134	-7.66	-12.71
21.1511	-7.44	-12.69
21.1681	-7.53	-12.81
21.1852	-7.47	-12.77
21.2023	-7.51	-12.81
21.2193	-7.5	-12.87
21.2364	-7.58	-12.67
21.2534	-7.59	-12.55
21.2705	-7.74	-12.64
21.2876	-7.92	-12.68
21.3046	-8.02	-12.57
21.3217	-8.13	-12.72
21.3388	-7.71	-12.55
21.3558	-7.34	-12.62
21.3729	-7.43	-12.58
21.3899	-7.37	-12.45
21.407	-6.93	-12.45
21.424	-6.42	-12.33
21.441	-6.31	-12.31
21.458	-6.75	-12.35
21.475	-6.95	-12.59
21.492	-7.01	-12.31
21.509	-7.39	-12.34
21.526	-7.61	-12.31
21.543	-7.76	-12.65
21.56	-7.61	-12.78
21.577	-7.59	-12.88
21.594	-7.24	-12.72
21.611	-7.02	-12.71
21.628	-7	-12.67
21.645	-6.97	-12.76
24.115	-7.023	-12.771
24.1446	-7.09	-12.916
24.1742	-7.144	-12.941
24.2039	-7.108	-12.981
24.2335	-6.948	-13.019
24.2631	-7.005	-13.32
24.2927	-6.797	-13.216
24.3224	-6.374	-12.88
24.352	-6.397	-12.73
24.3816	-6.491	-12.622
24.4112	-6.782	-12.644
24.4408	-7.101	-12.652
24.4705	-7.38	-12.734
24.5001	-7.809	-12.899
24.5297	-7.929	-12.902
24.5593	-7.715	-13.041
24.589	-7.771	-13.148
24.6186	-7.772	-13.096
24.6482	-7.682	-13.002
24.6778	-7.589	-12.934
24.7074	-7.555	-12.921
24.7371	-7.628	-12.878
24.7667	-7.85	-12.833
24.7963	-7.873	-12.867
24.8259	-7.863	-12.885
24.8555	-7.879	-12.943
24.8852	-8.061	-12.877
24.9148	-8.094	-12.793
24.9444	-7.88	-12.949
24.974	-7.999	-13.056
25.0037	-8.078	-13.053
25.0333	-7.979	-12.937
25.0629	-8.016	-12.905
25.0925	-7.978	-12.939
25.1221	-8.009	-12.998
25.1518	-8.179	-12.906
25.1814	-8.086	-12.989
25.211	-8.012	-12.615
25.2605	-6.859	-12.461
25.3101	-6.576	-12.528
25.3596	-6.525	-12.57
25.4092	-6.387	-12.564
25.4587	-6.493	-12.589
25.5082	-6.513	-12.609
25.5578	-6.32	-12.684
25.6073	-6.36	-12.674
25.6569	-6.362	-12.644
25.7064	-6.305	-12.71
25.756	-6.378	-12.713
25.8055	-6.629	-12.76
25.855	-6.792	-12.643
25.9046	-6.812	-12.709
25.9541	-6.657	-12.791
26.0037	-6.85	-12.741
26.0532	-6.909	-12.79
26.1027	-7.052	-12.711
26.1523	-6.825	-12.595
26.2018	-7.084	-12.782
26.2514	-7.198	-12.874
26.3009	-7.166	-12.769
26.3504	-7.07	-12.869
26.4	-7.183	-12.773
26.4495	-6.971	-12.84
26.4991	-7.022	-12.982
26.5486	-7.135	-13.067
26.5981	-7.192	-12.959
26.6477	-7.139	-13.005
26.6972	-7.141	-12.811
26.7468	-7.071	-12.703
26.7963	-7.089	-12.785
26.8458	-7.256	-12.837
26.8954	-7.334	-12.786
26.9449	-7.18	-12.593
26.9945	-7.089	-12.593
27.044	-7.047	-12.724
27.056	-7.341	-12.775
27.068	-7.299	-12.787
27.08	-7.195	-12.888
27.092	-7.331	-12.924
27.104	-7.371	-12.85
27.116	-7.246	-12.769
27.128	-7.242	-12.797
27.14	-7.384	-12.883
27.152	-7.293	-12.928
27.164	-7.461	-12.897
27.176	-7.382	-12.964
27.188	-7.482	-12.92
27.2	-7.469	-12.949
27.212	-7.318	-12.916
27.224	-7.457	-12.826
27.236	-7.446	-12.932
27.248	-7.405	-12.961
27.26	-7.326	-12.951
27.272	-7.327	-12.996
27.284	-7.254	-12.951
27.296	-7.259	-12.971
27.308	-7.558	-12.855
27.32	-7.454	-12.944
27.332	-7.221	-12.751
27.3444	-7.378	-12.691
27.3568	-7.609	-12.639
27.3692	-7.705	-12.667
27.3816	-7.522	-12.725
27.394	-7.53	-12.866
27.4064	-7.691	-12.901
27.4187	-7.92	-12.905
27.4311	-8.005	-12.75
27.4435	-8.118	-12.789
27.4559	-8.143	-12.756
27.4683	-8.212	-12.679
27.4807	-8.114	-12.69
27.4931	-7.897	-12.766
27.5055	-7.839	-12.745
27.5179	-7.779	-12.821
27.5303	-7.716	-12.867
27.5427	-7.367	-12.915
27.555	-7.608	-13.047
27.5674	-7.366	-13.063
27.5798	-7.522	-13.006
27.5922	-7.245	-13.027
27.6046	-7.364	-13.054
27.617	-7.721	-13.182
27.6294	-7.945	-13.127
27.6418	-7.956	-13.145
27.6542	-7.675	-13.064
27.6666	-7.695	-13.135
27.679	-8.08	-13.155
27.6914	-7.929	-13.149
27.7037	-7.882	-13.193
27.7161	-7.864	-13.146
27.7285	-7.818	-13.169
27.7409	-7.616	-13.11
27.7533	-7.788	-13.113
27.7657	-7.979	-12.916
27.7781	-8.235	-12.805
27.7905	-8.445	-12.715
27.8029	-8.39	-12.553
27.8153	-8.426	-12.57
27.8277	-8.796	-12.587
27.84	-8.971	-12.602
27.8524	-8.998	-12.467
27.8648	-8.863	-12.405
27.8772	-8.938	-12.454
27.8896	-8.525	-12.316
27.902	-8.318	-12.388
27.9481	-8.058	-12.468
27.9942	-7.846	-12.698
28.0403	-7.8	-12.849
28.0864	-7.74	-12.909
28.1325	-7.848	-13.032
28.1786	-7.803	-13.197
28.2246	-7.657	-13.103
28.2707	-7.101	-13.015
28.3168	-7.149	-13.11
28.3629	-7.225	-13.003
28.409	-7.348	-12.948
28.4551	-7.405	-12.879
28.5012	-7.018	-13.077
28.5473	-7.187	-13.17
28.5934	-7.135	-13.194
28.6395	-7.381	-13.168
28.6856	-7.534	-13.226
28.7316	-7.616	-13.143
28.7777	-7.601	-13.246
28.8238	-7.528	-13.211
28.8699	-7.768	-13.152
28.916	-7.734	-13.293
28.9621	-7.912	-13.106
29.0082	-7.941	-13.152
29.0543	-8.039	-13.107
29.1004	-8.012	-13.044
29.1465	-8.337	-12.942
29.1926	-8.366	-13.173
29.2386	-8.309	-12.893
29.2847	-8.454	-12.513
29.3308	-8.536	-12.169
29.3769	-8.38	-12.133
29.423	-7.911	-12.529
29.4475	-7.631	-12.694
29.4719	-7.842	-12.955
29.4964	-7.793	-12.941
29.5209	-7.821	-12.864
29.5453	-7.505	-12.9
29.5698	-7.513	-12.963
29.5943	-7.794	-13.053
29.6187	-7.901	-13.162
29.6432	-7.857	-13.095
29.6676	-7.884	-13.032
29.6921	-8.139	-13.136
29.7166	-8.236	-13.215
29.741	-8.037	-13.107
29.7655	-7.894	-13.198
29.79	-7.851	-13.215
29.8144	-7.451	-13.109
29.8389	-7.422	-12.916
29.8634	-7.277	-13.084
29.8878	-6.945	-13.056
29.9123	-6.805	-13.176
29.9368	-7.172	-13.088
29.9612	-7.072	-12.952
29.9857	-7.132	-13.05
30.0101	-7.121	-13.272
30.0346	-7.266	-13.203
30.0591	-7.323	-13.33
30.0835	-7.394	-13.438
30.108	-7.456	-13.658
30.1345	-7.532	-13.62
30.1609	-7.548	-13.422
30.1873	-7.833	-13.367
30.2138	-7.968	-13.261
30.2402	-8.156	-13.297
30.2667	-8.071	-13.372
30.2931	-8.159	-13.33
30.3196	-8.361	-13.402
30.346	-8.081	-13.315
30.3725	-8.265	-13.026
30.3989	-7.893	-13.207
30.4254	-7.912	-13.321
30.4518	-7.609	-13.226
30.4783	-7.428	-13.195
30.5047	-7.589	-13.078
30.5312	-7.908	-13.132
30.5576	-7.809	-13.225
30.5841	-7.803	-13.257
30.6105	-7.87	-13.109
30.637	-7.964	-13.066
30.6634	-7.865	-13.057
30.6899	-7.651	-12.935
30.7163	-7.668	-12.953
30.7428	-7.615	-13.027
30.7692	-8.039	-13.142
30.7957	-8.147	-13.065
30.8221	-7.968	-12.98
30.8486	-7.981	-12.909
30.875	-8.167	-12.67
30.907	-8.057	-12.782
30.9389	-7.541	-12.868
30.9709	-7.368	-12.933
31.0028	-7.79	-12.954
31.0348	-7.735	-12.994
31.0667	-7.993	-12.931
31.0987	-8.005	-12.779
31.1306	-7.967	-12.876
31.1626	-8.117	-12.906
31.1946	-8.402	-13.036
31.2265	-8.6	-13.058
31.2585	-8.875	-12.932
31.2904	-8.836	-13.061
31.3224	-8.923	-13.136
31.3543	-8.82	-13.029
31.3863	-8.62	-13.014
31.4182	-8.364	-12.937
31.4502	-8.476	-12.795
31.4821	-8.61	-12.645
31.5141	-8.461	-12.734
31.5461	-8.251	-12.719
31.578	-8.307	-12.857
31.61	-8.281	-12.951
31.6419	-8.352	-12.736
31.6739	-8.299	-12.625
31.7058	-8.277	-12.784
31.7378	-8.077	-12.801
31.7697	-8.074	-12.908
31.8017	-8.005	-12.714
31.8336	-8.197	-12.619
31.8656	-7.933	-12.871
31.8976	-7.837	-12.804
31.9295	-7.963	-12.959
31.9615	-8.093	-12.887
31.9934	-8.263	-12.805
32.0254	-8.331	-12.813
32.0573	-8.303	-12.933
32.0893	-8.412	-12.73
32.1212	-8.46	-12.734
32.1532	-8.764	-12.884
32.1851	-8.878	-12.762
32.2171	-8.918	-12.703
32.2491	-9.087	-12.565
32.281	-8.961	-12.417
32.2915	-8.932	-12.61
32.302	-8.452	-12.55
32.3125	-8.33	-12.46
32.323	-8.729	-12.372
32.3335	-8.901	-12.287
32.344	-9.136	-12.211
32.3545	-9.302	-12.098
32.365	-9.467	-12.252
32.3755	-9.156	-12.085
32.386	-8.791	-12.073
32.3965	-8.974	-12.246
32.407	-9.079	-12.264
32.4332	-8.96	-12.061
32.4593	-8.634	-12.155
32.4855	-8.908	-12.319
32.5117	-9.021	-12.171
32.5378	-8.658	-12.144
32.564	-8.358	-12.375
32.5902	-8.265	-12.854
32.6163	-7.969	-13.154
32.6425	-7.886	-13.061
32.6687	-8.066	-12.981
32.6948	-7.834	-12.886
32.721	-7.781	-13.074
32.7472	-7.664	-13.215
32.7733	-7.806	-13.184
32.7995	-8.189	-13.125
32.8257	-8.04	-13.29
32.8518	-8.135	-13.197
32.878	-8.318	-13.159
32.9078	-8.204	-13.148
32.9375	-8.271	-13.109
32.9673	-8.327	-13.232
32.997	-8.296	-13.412
33.0268	-8.386	-13.294
33.0565	-8.104	-13.111
33.0863	-7.925	-12.935
33.116	-7.947	-12.894
33.1458	-8.329	-13.002
33.1755	-8.168	-12.963
33.2053	-8.395	-12.91
33.235	-8.303	-12.993
33.2648	-8.38	-12.958
33.2945	-8.235	-12.979
33.3243	-8.288	-12.991
33.354	-8.387	-12.985
33.387	-8.355	-13.039
33.4199	-8.426	-13.047
33.4529	-8.646	-13.158
33.4859	-8.863	-13.088
33.5188	-9.278	-12.814
33.5518	-9.179	-12.643
33.5848	-9.047	-12.655
33.6177	-9.103	-12.736
33.6507	-8.939	-12.668
33.6837	-8.86	-12.343
33.7166	-8.99	-12.26
33.7496	-9.359	-12.017
33.7826	-9.379	-12.073
33.8155	-9.252	-12.069
33.8485	-9.006	-11.945
33.8815	-8.826	-12.268
33.9144	-8.716	-12.622
33.9474	-8.243	-12.729
33.9804	-7.988	-12.931
34.0133	-8.088	-12.885
34.0463	-8.108	-12.921
34.0793	-7.981	-13.044
34.1122	-7.801	-13.06
34.1452	-7.715	-13.21
34.1782	-7.659	-13.129
34.2111	-7.263	-12.908
34.2441	-7.363	-12.845
34.2771	-7.55	-12.938
34.31	-7.676	-12.862
34.343	-7.949	-13.014
34.4083	-8.045	-12.98
34.4736	-8.378	-13.145
34.5389	-8.572	-13.034
34.6043	-8.535	-13.046
34.6696	-8.173	-12.9
34.7349	-8.263	-13.021
34.8002	-8.312	-13.057
34.8655	-8.315	-12.992
34.9308	-8.167	-12.921
34.9961	-8.11	-12.793
35.0614	-8.552	-12.646
35.1268	-9.016	-12.734
35.1921	-9.093	-12.749
35.2574	-8.933	-12.82
35.3227	-9.069	-12.787
35.388	-9.058	-12.634
35.4533	-8.88	-12.632
35.5186	-8.879	-12.596
35.5839	-8.782	-12.413
35.6493	-9.067	-12.394
35.7146	-9.274	-12.365
35.7799	-8.964	-12.418
35.8452	-8.297	-12.464
35.9105	-7.938	-12.4
35.9758	-7.564	-13.04
36.0411	-7.532	-13.097
36.1064	-7.361	-13.127
36.1718	-7.31	-13.139
36.2371	-7.444	-12.997
36.3024	-7.519	-12.962
36.3677	-7.416	-12.983
36.433	-7.668	-12.901
36.4964	-8.16	-12.879
36.5598	-8.461	-12.758
36.6232	-8.588	-12.62
36.6866	-8.779	-12.48
36.75	-8.713	-12.592
36.8134	-8.615	-12.531
36.8768	-9.181	-12.299
36.9402	-9.236	-12.331
37.0036	-9.217	-12.261
37.067	-9.271	-12.223
37.1089	-9.578	-12.456
37.1509	-9.875	-12.378
37.1928	-9.706	-12.343
37.2347	-9.965	-12.271
37.2766	-9.649	-12.445
37.3185	-9.709	-12.409
37.3605	-9.784	-12.354
37.4024	-9.486	-12.486
37.4443	-9.409	-12.533
37.4862	-9.536	-12.395
37.5282	-9.442	-12.595
37.5701	-9.207	-12.493
37.612	-9.341	-12.458
37.6455	-9.313	-12.605
37.679	-9.086	-12.618
37.7125	-8.836	-12.461
37.746	-8.504	-12.694
37.7795	-8.238	-12.624
37.813	-8.252	-12.712
37.8465	-8.555	-12.63
37.88	-8.225	-12.755
37.9135	-8.087	-12.64
37.947	-8.269	-12.424
37.9805	-8.456	-12.394
38.014	-8.754	-12.518
38.0342	-8.659	-12.386
38.0544	-8.543	-11.792
38.0746	-8.275	-11.653
38.0947	-7.991	-12.381
38.1149	-8.035	-12.599
38.1351	-8.063	-12.751
38.1553	-8.032	-12.77
38.1755	-7.82	-12.938
38.1956	-7.687	-12.827
38.2158	-7.586	-12.914
38.236	-7.066	-12.963
38.2707	-6.779	-13.1
38.3054	-6.925	-13.158
38.3401	-6.513	-13.103
38.3747	-6.443	-13.2
38.4094	-6.862	-13.336
38.4441	-6.856	-13.259
38.4788	-6.907	-13.299
38.5135	-6.541	-13.107
38.5482	-6.268	-12.889
38.5829	-6.375	-13.039
38.6175	-6.378	-13.02
38.6522	-6.534	-13.23
38.6869	-6.672	-13.375
38.7216	-6.68	-13.384
38.7563	-6.739	-13.386
38.791	-6.519	-13.238
38.8257	-6.515	-13.245
38.8603	-6.555	-13.218
38.895	-6.404	-13.173
38.9297	-6.469	-13.154
38.9644	-6.64	-13.118
38.9991	-6.446	-13.083
39.0338	-6.189	-12.848
39.0685	-6.252	-12.95
39.1031	-6.386	-13.088
39.1378	-6.673	-13.192
39.1725	-6.896	-13.182
39.2072	-6.901	-13.091
39.2419	-6.899	-13.075
39.2766	-7.19	-13.121
39.3113	-6.879	-13.119
39.3459	-6.646	-12.928
39.3806	-6.666	-12.973
39.4153	-6.94	-13.335
39.45	-6.962	-13.223
39.4789	-6.535	-13.043
39.5077	-6.672	-13.024
39.5366	-6.901	-13.028
39.5654	-7.25	-13.036
39.5943	-7.423	-13.122
39.6231	-7.644	-13.152
39.652	-7.579	-13.346
39.6808	-7.411	-13.238
39.7097	-7.36	-13.1
39.7385	-7.418	-13.124
39.7674	-7.31	-12.888
39.7962	-7.32	-12.975
39.8251	-7.536	-13.078
39.8539	-7.678	-12.928
39.8828	-7.763	-12.657
39.9116	-7.839	-12.715
39.9405	-7.863	-12.754
39.9693	-8.167	-12.656
39.9982	-8.176	-12.539
40.027	-8.38	-12.655
40.0559	-8.584	-12.677
40.0847	-8.43	-12.493
40.1136	-8.661	-12.467
40.1424	-8.848	-12.5
40.1713	-8.649	-12.446
40.2002	-8.502	-12.433
40.229	-8.406	-12.497
40.266	-8.306	-12.833
40.303	-8.117	-12.845
40.34	-7.882	-12.957
40.377	-7.643	-13.166
40.414	-7.588	-13.269
40.451	-7.332	-13.442
40.488	-6.687	-13.157
40.525	-6.855	-13.246
40.562	-7.124	-13.218
40.599	-7.327	-13.089
40.636	-7.536	-13.135
40.673	-7.578	-13.171
40.71	-7.181	-13.368
40.747	-6.93	-13.211
40.784	-7.374	-12.998
40.821	-7.492	-13.105
40.858	-7.481	-13.053
40.895	-7.701	-13.075
40.932	-7.772	-13.066
40.969	-7.849	-12.881
41.006	-7.618	-12.661
41.043	-7.478	-12.49
41.08	-7.332	-12.768
41.117	-7.444	-12.722
41.154	-7.451	-12.863
41.191	-7.457	-12.982
41.228	-7.362	-12.986
41.265	-7.197	-13.093
41.2765	-7.005	-13.03
41.288	-6.955	-12.871
41.2995	-7.089	-12.993
41.311	-7.113	-13
41.3225	-7.079	-13.082
41.334	-6.972	-13.223
41.3455	-7.123	-12.948
41.357	-7.198	-12.748
41.3685	-7.255	-12.882
41.38	-7.208	-12.987
41.3915	-7.136	-13.007
41.403	-7.034	-12.935
41.4059	-7.067	-12.841
41.4089	-7.002	-12.859
41.4118	-7.054	-12.905
41.4148	-7.291	-12.871
41.4177	-7.438	-12.799
41.4206	-7.598	-12.919
41.4236	-7.453	-12.946
41.4265	-7.683	-12.63
41.4295	-7.731	-12.876
41.4324	-7.842	-12.898
41.4353	-7.585	-13.097
41.4383	-7.581	-13.068
41.4412	-7.858	-13.092
41.4442	-7.927	-13.155
41.4471	-8.101	-13.151
41.45	-8.198	-13.106
41.453	-8.387	-13.023
41.4559	-8.327	-12.86
41.4589	-8.347	-12.928
41.4618	-8.37	-12.945
41.4647	-8.422	-12.839
41.4677	-8.492	-12.84
41.4706	-8.588	-12.886
41.4736	-8.653	-12.825
41.4765	-8.536	-13.031
41.4794	-8.716	-13.042
41.4824	-8.867	-13.198
41.4853	-8.691	-13.154
41.4883	-8.573	-13.059
41.4912	-8.573	-12.877
41.4941	-8.604	-12.624
41.4971	-8.361	-12.57
41.5	-8.225	-12.701
41.503	-8.425	-12.317
41.5059	-8.316	-12.348
41.5088	-8.355	-12.515
41.5118	-8.26	-12.886
41.5147	-8.155	-12.695
41.5177	-7.89	-12.82
41.5206	-7.77	-13.117
41.5235	-7.877	-13.124
41.5265	-8.034	-12.906
41.5294	-8.111	-12.633
41.5324	-7.892	-12.463
41.5353	-7.756	-12.616
41.5382	-7.857	-12.695
41.5412	-8.012	-12.481
41.5441	-7.707	-12.321
41.5471	-8.173	-12.361
41.55	-8.43	-12.324
41.5786	-8.201	-12.346
41.6071	-8.174	-12.289
41.6357	-8.059	-12.228
41.6643	-8.011	-12.213
41.6928	-7.643	-12.381
41.7214	-7.305	-12.582
41.75	-7.169	-12.674
41.7785	-7.052	-12.948
41.8071	-6.748	-13.014
41.8357	-6.57	-12.845
41.8642	-6.803	-12.897
41.8928	-6.758	-12.756
41.9214	-6.964	-13.056
41.9499	-6.964	-13.158
41.9785	-6.735	-13.068
42.0071	-6.644	-12.896
42.0356	-7.047	-12.922
42.0642	-7.019	-12.918
42.0928	-6.998	-12.794
42.1213	-7.208	-12.849
42.1499	-7.295	-12.83
42.1785	-7.329	-12.876
42.207	-7.194	-12.904
42.2356	-7.365	-12.911
42.2642	-7.493	-13.15
42.2927	-7.424	-13.162
42.3213	-7.199	-13.033
42.3499	-7.464	-13.064
42.3784	-7.581	-13.269
42.407	-7.81	-13.363
42.4282	-7.698	-13.074
42.4495	-7.759	-13.178
42.4707	-7.746	-13.234
42.4919	-7.775	-13.216
42.5132	-7.871	-13.283
42.5344	-7.956	-13.271
42.5556	-7.962	-13.162
42.5769	-7.914	-13.222
42.5981	-7.912	-13.147
42.6193	-8.106	-13.089
42.6406	-8.23	-13.065
42.6618	-8.139	-13.054
42.683	-8.273	-13.057
42.7043	-8.209	-12.942
42.7255	-8.33	-12.955
42.7467	-8.319	-12.917
42.768	-8.382	-12.919
42.7892	-8.323	-12.923
42.8105	-8.356	-12.875
42.8317	-8.422	-12.901
42.8529	-8.468	-12.865
42.8742	-8.486	-12.769
42.8954	-8.509	-12.774
42.9166	-8.551	-12.8
42.9379	-8.511	-12.79
42.9591	-8.593	-12.786
42.9803	-8.63	-12.756
43.0016	-8.625	-12.768
43.0228	-8.676	-12.673
43.044	-8.647	-12.627
43.0653	-8.794	-12.632
43.0865	-8.856	-12.662
43.1077	-8.924	-12.711
43.129	-8.933	-12.747
43.1502	-8.926	-12.831
43.1714	-9.011	-12.719
43.1927	-8.87	-12.542
43.2139	-8.884	-12.621
43.2351	-8.92	-12.709
43.2564	-8.879	-12.833
43.2776	-8.863	-12.793
43.2988	-8.85	-12.778
43.3201	-8.917	-12.69
43.3413	-8.786	-12.705
43.3625	-8.89	-12.684
43.3838	-8.809	-12.502
43.405	-8.791	-12.451
43.4262	-8.875	-12.369
43.4475	-8.832	-12.306
43.4687	-8.805	-12.251
43.4899	-8.954	-12.28
43.5112	-8.992	-12.38
43.5324	-9.088	-12.264
43.5536	-9.154	-12.131
43.5749	-9.078	-12.266
43.5961	-8.826	-12.376
43.6173	-8.804	-12.281
43.6386	-8.711	-12.259
43.6598	-8.587	-12.273
43.681	-8.482	-12.262
43.7023	-8.465	-12.255
43.7235	-8.39	-12.357
43.7447	-8.371	-12.265
43.766	-8.337	-12.278
43.7872	-8.357	-12.233
43.8085	-8.315	-12.193
43.8297	-8.237	-12.32
43.8509	-8.406	-12.11
43.8722	-8.689	-12.061
43.8934	-8.923	-12.093
43.9146	-9.024	-12.042
43.9359	-9.083	-11.991
43.9571	-9.095	-12.06
43.9783	-9.071	-11.993
43.9996	-9.016	-12.047
44.0208	-9.076	-11.994
44.042	-9.044	-12.076
44.0633	-8.902	-12.168
44.0845	-8.855	-12.037
44.1057	-8.7	-11.96
44.127	-8.381	-11.964
44.1482	-8.219	-12.166
44.1694	-8.171	-12.339
44.1907	-7.916	-12.477
44.2119	-7.889	-12.562
44.2331	-7.82	-12.598
44.2544	-7.351	-12.628
44.2756	-7.23	-12.584
44.2968	-7.349	-12.608
44.3181	-7.139	-12.613
44.3393	-6.938	-12.583
44.3605	-6.687	-12.487
44.3818	-6.866	-12.525
