# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871936. Accessed 11 Nov 2022.
# Comment: Cibicidoides sp. δ18O and Cibicidoides sp. δ13C include C. kullenbergi and C. wuellerstorfi, which are listed as separate variables in the original dataset.

Depth cr mean [rmcd],Age [ka BP],Cibicidoides sp. δ18O [‰ PDB],Cibicidoides sp. δ13C [‰ PDB]
50.7,780.02,3.08,0.91
50.72,780.36,3.22,0.8
50.74,780.71,3.1,0.88
50.76,781.06,3.14,0.86
50.78,781.4,3.11,0.93
50.8,781.75,3.1,0.9
50.82,782.1,3.04,0.85
50.84,782.45,3.11,0.87
50.86,782.79,3.19,0.82
50.88,783.14,3.15,0.84
50.88,783.14,2.99,0.61
50.9,783.49,2.9,0.7
50.92,783.83,3,0.39
50.94,784.18,2.92,0.76
50.96,784.53,2.89,0.78
50.98,784.88,2.92,0.5
51,785.22,3.01,0.53
51.02,785.57,2.94,0.68
51.04,785.92,2.82,0.4
51.06,786.26,2.92,0.82
51.08,786.61,2.9,0.7
51.1,786.96,3.02,0.65
51.12,787.31,3.23,0
51.14,787.65,3.03,0.26
51.16,788,3.13,0.18
51.18,788.36,3.68,-0.38
51.2,788.72,3.32,-0.08
51.22,789.08,3.56,-0.36
51.24,789.44,3.7,-0.3
51.26,789.81,3.63,-0.32
51.28,790.17,3.67,-0.31
51.3,790.53,3.59,-0.44
51.32,790.89,3.86,-0.46
51.34,791.25,3.84,-0.4
51.58,795.58,3.59,-1.37
51.62,796.31,3.18,0.56
51.64,796.67,4.25,-0.27
51.66,797.03,4.25,-0.34
51.68,797.39,4.29,-0.54
51.7,797.75,3.89,-0.06
51.74,798.47,4.33,-0.4
51.76,798.83,4.24,-0.29
51.78,799.19,4.26,-0.13
51.82,799.92,4.18,-0.35
51.86,800.64,3.96,0.01
51.88,801,4.06,-0.11
51.92,801.72,3.99,0.03
51.98,802.81,3.97,-0.23
52,803.17,3.93,-0.39
52.04,803.89,4.04,0.06
52.06,804.25,3.88,-0.15
52.08,804.61,3.99,0.26
52.1,804.97,4,-0.36
52.12,805.33,3.8,-0.28
52.14,805.69,4.03,-0.28
52.16,806.06,3.85,-0.44
52.18,806.42,3.99,0.15
52.2,806.78,3.94,0.26
52.22,807.14,3.83,0.17
52.24,807.5,3.78,-0.53
52.26,807.86,3.75,0.34
52.28,808.22,3.78,0.08
52.3,808.58,3.79,0.15
52.32,808.94,3.91,-0.21
52.34,809.31,3.95,0.4
52.38,810.03,4.04,0.38
52.4,810.39,3.74,-0.08
52.42,810.75,3.69,-0.02
52.46,811.47,3.45,0.32
52.48,811.83,3.66,0.17
52.5,812.19,3.61,0.17
52.52,812.56,3.66,0.31
52.54,812.92,3.58,0.26
52.56,813.28,3.66,0.25
52.58,813.64,3.33,0.77
52.6,814,3.38,0.58
52.62,814.27,3.32,0.46
52.64,814.54,3.48,0.54
52.68,815.09,3.4,0.49
52.7,815.36,3.46,0.21
52.72,815.63,3.38,0.33
52.74,815.9,3.24,0.71
52.76,816.17,3.27,0.42
52.78,816.44,3.29,0.47
52.82,816.99,3.41,0.54
52.84,817.26,3.33,0.56
52.86,817.53,3.34,0.46
52.88,817.8,3.09,0.4
52.9,818.07,3.16,0.78
52.92,818.34,3.18,0.67
52.94,818.62,3.13,0.72
52.96,818.89,3.27,0.73
52.98,819.16,3.27,0.59
53,819.43,3.34,0.78
53.02,819.7,3.16,0.64
53.04,819.97,3.36,0.72
53.06,820.25,3.35,0.73
53.08,820.52,3.36,0.51
53.1,820.79,3.23,0.58
53.12,821.06,3.18,0.69
53.14,821.33,3.27,0.12
53.16,821.6,3.7,0.04
53.18,821.87,3.4,0.49
53.2,822.15,3.68,0.32
53.22,822.42,3.38,0.06
53.24,822.69,3.57,0.15
53.26,822.96,3.61,0.13
53.28,823.23,3.47,0.4
53.3,823.5,3.63,0.46
53.32,823.78,3.59,0.18
53.34,824.05,3.54,0.12
53.36,824.32,3.52,-0.09
53.38,824.59,3.61,0.09
53.4,824.86,3.53,0.05
53.42,825.13,3.47,0.56
53.44,825.4,3.38,0.13
53.46,825.68,3.43,0.47
53.48,825.95,3.49,0.6
53.5,826.22,3.59,0.61
53.52,826.49,3.38,0.41
53.54,826.76,3.55,0.62
53.56,827.03,3.5,0.79
53.58,827.31,3.66,0.19
53.6,827.58,3.21,0.22
53.62,827.85,3.4,0.5
53.64,828.12,3.32,0.29
53.66,828.39,3.33,0.47
53.68,828.66,3.3,0.5
53.7,828.93,3.27,0.54
53.72,829.21,3.3,0.2
53.74,829.48,3.28,0.58
53.76,829.75,3.18,0.46
53.78,830.02,3.24,0.04
53.8,830.29,3.01,0.56
53.82,830.56,3.16,0.41
53.9,831.65,3.26,-0.12
54,833.01,3.6,-0.1
54.04,833.55,3.72,-0.16
54.06,833.82,3.68,-0.07
54.08,834.09,3.7,-0.14
54.1,834.37,3.51,0.08
54.12,834.64,3.57,-0.06
54.14,834.91,3.54,0.11
54.16,835.18,3.4,0.58
54.18,835.45,3.24,0.7
54.2,835.72,3.34,0.46
54.22,835.99,3.25,0.1
54.26,836.54,3.24,0.57
54.28,836.81,3.18,0.04
54.31,837.22,3.23,0.7
54.33,837.49,3.49,0.7
54.35,837.76,3.3,0.42
54.37,838.03,3.41,0.44
54.39,838.3,3.35,0.73
54.43,838.85,3.21,0.61
54.45,839.12,3.24,0.61
54.47,839.39,3.01,0.56
54.49,839.66,3.3,0.57
54.51,839.93,3.19,0.55
54.53,840.2,3.27,0.44
54.55,840.48,3.2,0.16
54.57,840.75,3.18,0.36
54.59,841.02,3.11,0.63
54.61,841.29,3.16,0.55
54.63,841.56,3.14,0.51
54.65,841.83,3.18,0.59
54.67,842.1,3.15,0.64
54.69,842.38,3.14,0.3
54.71,842.65,3.12,0.62
54.73,842.92,3.13,0.72
54.75,843.19,3.01,0.5
54.79,843.73,2.87,0.49
54.81,844.01,3.03,0.74
54.83,844.28,2.9,0.64
54.85,844.55,3.06,0.34
54.87,844.82,2.96,0.38
54.89,845.09,2.93,0.32
54.91,845.36,3.08,-0.12
54.93,845.63,2.95,0.31
54.95,845.91,3.04,-0.13
54.97,846.18,2.95,-0.12
54.99,846.45,3.01,0.13
55.01,846.72,3.01,-0.1
55.03,846.99,3.45,-0.14
55.05,847.26,3.44,0.3
55.07,847.54,3.31,-0.05
55.09,847.81,3.31,0.21
55.11,848.08,3.35,0.43
55.13,848.35,3.45,0.22
55.15,848.62,3.4,0.66
55.17,848.89,3.2,0.24
55.19,849.16,3.31,0.54
55.21,849.44,3.21,0.5
55.23,849.71,3.34,0.14
55.25,849.98,3.18,-0.15
55.27,850.25,3.28,0.58
55.29,850.52,3.2,0.51
55.31,850.79,3.27,0.46
55.33,851.07,3.08,0.75
55.35,851.34,3.15,0.56
55.37,851.61,3.24,0.42
55.39,851.88,3.19,0.51
55.41,852.15,3.2,0.56
55.43,852.42,3.06,0.63
55.45,852.69,3.15,0.52
55.47,852.97,2.97,0.21
55.49,853.24,3.09,0.82
55.51,853.51,3.03,0.78
55.53,853.78,2.95,0.85
55.55,854.05,3,0.45
55.57,854.32,2.96,0.83
55.59,854.6,3.07,0.64
55.61,854.87,3.07,0.61
55.63,855.14,3.23,0.62
55.65,855.41,2.84,0.73
55.67,855.68,2.85,0.53
55.71,856.22,2.75,0.68
55.73,856.5,2.95,0.27
55.75,856.77,2.94,-0.15
55.77,857.04,2.85,0.27
55.81,857.58,2.89,0.77
55.83,857.85,2.91,0.45
55.85,858.13,2.86,0.8
55.87,858.4,2.99,0.84
55.89,858.67,3.01,0.7
55.91,858.94,2.92,0.66
55.93,859.21,2.85,0.41
55.97,859.75,2.84,0.42
56.03,860.57,2.91,0.42
56.05,860.84,2.83,0.08
56.07,861.11,2.77,0.21
56.23,863.28,2.87,0.62
56.29,864.1,2.89,0.41
56.33,864.64,2.71,-0.47
56.35,864.91,2.8,0.11
56.39,865.46,2.94,0.01
56.43,866,3.17,-0.27
56.45,866.34,3.68,-0.5
56.47,866.69,3.69,-0.42
56.49,867.03,3.75,-0.55
56.51,867.37,3.77,-0.48
56.53,867.71,3.77,-0.38
56.55,868.06,4.12,-0.62
56.57,868.4,3.8,-0.62
56.59,868.74,4.13,-0.8
56.61,869.09,4.21,-0.63
56.63,869.43,4.04,-0.49
56.67,870.11,4.12,-0.89
56.69,870.46,4.52,-0.35
56.71,870.8,4.39,-0.29
56.73,871.14,4.26,-0.42
56.75,871.49,4.42,-0.29
56.77,871.83,4.43,-0.2
56.79,872.17,4.4,-0.18
56.81,872.51,4.58,0.03
56.85,873.2,4.47,-0.51
56.87,873.54,4.43,-0.01
56.89,873.89,4.63,-0.15
56.91,874.23,4.34,-0.15
56.93,874.57,4.47,-0.13
56.95,874.91,4.37,-0.35
56.97,875.26,4.41,0.07
56.99,875.6,4.29,-0.27
57.03,876.29,4.36,-0.06
57.05,876.63,4.13,-0.34
57.07,876.97,4.37,-0.53
57.09,877.31,4.38,-0.06
57.11,877.66,4.2,0.26
57.13,878,4.2,0.24
57.15,878.34,4.15,-0.08
57.19,879.03,4.2,-0.56
57.21,879.37,4.03,-0.45
57.25,880.06,4.07,-0.41
57.27,880.4,4.06,-0.24
57.29,880.74,3.94,-0.4
57.59,885.89,4.19,-0.15
57.73,888.29,4.05,-0.92
57.77,888.97,3.93,-0.52
57.81,889.66,4,-0.46
57.95,892.06,4.07,-0.39
58.05,893.77,4.15,-0.49
58.07,894.11,3.36,0.63
58.11,894.8,4.07,-0.24
58.13,895.14,4.16,-0.07
58.17,895.83,4.16,0.04
58.19,896.17,4.04,-0.43
58.21,896.51,4.13,-0.32
58.23,896.86,4.15,-0.15
58.29,897.89,4,0.27
58.33,898.57,4.01,-0.45
58.35,898.91,3.95,0.18
58.39,899.6,4.15,-0.09
58.41,899.94,3.86,0.1
58.43,900.29,3.74,0.19
58.45,900.63,3.96,0.26
58.47,900.97,3.83,-0.04
58.49,901.31,3.94,0.2
58.51,901.66,3.78,-0.08
58.53,902,3.74,0.05
58.55,902.24,3.73,-0.18
58.57,902.48,3.71,-0.21
58.59,902.71,3.56,0.26
58.61,902.95,3.56,0.02
58.63,903.19,3.68,0.22
58.65,903.43,3.67,0
58.67,903.67,3.6,-0.24
58.69,903.9,3.55,0.29
58.71,904.14,3.55,-0.41
58.73,904.38,3.43,0.42
58.75,904.62,3.41,0.03
58.77,904.86,3.4,0.01
58.83,905.57,3.34,0.42
58.87,906.05,3.52,0.05
58.89,906.29,3.38,0.04
58.91,906.52,3.5,0.05
58.93,906.76,3.43,0.09
58.95,907,3.52,0.38
58.97,907.24,3.42,-0.06
58.99,907.48,3.64,-0.61
59.01,907.71,3.45,0.56
59.03,907.95,3.53,0.3
59.05,908.19,3.53,-0.06
59.07,908.43,3.56,0.15
59.09,908.67,3.62,0.1
59.11,908.9,3.57,0.45
59.13,909.14,3.34,0.18
59.15,909.38,3.53,0.11
59.17,909.62,3.6,-0.45
59.19,909.86,3.5,0.03
59.21,910.1,3.53,0.19
59.23,910.33,3.47,-0.2
59.25,910.57,3.84,0.08
59.27,910.81,3.68,0.21
59.29,911.05,3.58,-0.28
59.31,911.29,3.7,0.1
59.33,911.52,3.74,0
59.35,911.76,3.6,-0.17
59.37,912,3.77,0.15
59.39,912.24,3.56,-0.48
59.41,912.48,3.5,-0.03
59.43,912.71,3.62,-0.19
59.45,912.95,3.75,-0.07
59.47,913.19,3.59,-0.36
59.49,913.43,3.54,0.04
59.51,913.67,3.48,0.25
59.53,913.9,3.49,-0.29
59.55,914.14,3.56,0.04
59.57,914.38,3.49,-0.05
59.59,914.62,3.64,0.19
59.61,914.86,3.81,-0.05
59.63,915.1,3.73,-0.28
59.65,915.33,3.78,-1.27
59.67,915.57,3.7,-0.17
59.69,915.81,3.65,-0.15
59.71,916.05,3.63,0.09
59.73,916.29,3.75,-0.45
59.75,916.52,3.72,-0.13
59.77,916.76,3.61,0.12
59.79,917,3.63,-0.02
59.81,917.24,3.75,-0.23
59.83,917.48,3.56,-0.1
59.85,917.71,3.6,-0.38
59.87,917.95,3.67,-0.56
59.89,918.19,3.63,-0.04
59.93,918.67,3.81,-0.67
59.95,918.9,3.73,-0.61
59.97,919.14,3.59,-0.19
59.99,919.38,3.91,-0.56
60.01,919.62,3.76,-0.42
60.05,920.1,3.88,-0.53
60.07,920.33,3.95,-0.53
60.11,920.81,3.99,-0.62
60.13,921.05,3.95,-0.75
60.17,921.52,4.2,-0.41
60.19,921.76,4.1,-0.47
60.21,922,4.62,-0.62
60.27,922.6,4.39,-0.31
60.29,922.8,4.31,-0.35
60.39,923.81,4.32,-0.2
60.43,924.21,4.36,-0.25
60.45,924.41,4.35,-0.21
60.47,924.61,4.28,-0.2
60.49,924.81,4.16,-0.3
60.51,925.01,4.2,-0.36
60.53,925.22,4.04,-0.24
60.57,925.62,4.05,0.2
60.59,925.82,4.14,-0.24
60.61,926.02,4.02,0.24
60.63,926.22,3.83,0.17
60.65,926.42,3.87,-0.27
60.67,926.62,3.91,0.38
60.69,926.82,3.71,-0.12
60.71,927.02,3.9,0.38
60.73,927.22,3.82,-0.11
60.75,927.43,3.75,0.32
60.77,927.63,3.71,0.02
60.79,927.83,3.6,-0.17
60.85,928.43,3.46,0.46
60.87,928.63,3.39,-0.51
60.89,928.83,3.75,-0.02
60.91,929.03,3.84,0.02
60.93,929.23,3.74,-0.36
60.95,929.44,3.98,-0.19
60.97,929.64,3.85,0.05
60.99,929.84,3.8,-0.55
61.01,930.04,3.62,0.01
61.03,930.24,3.68,0.45
61.07,930.64,3.7,-0.12
61.09,930.84,3.75,-0.13
61.11,931.04,3.58,0.19
61.17,931.65,3.53,-0.67
61.19,931.85,3.87,-0.26
61.21,932.05,3.8,0.1
61.23,932.25,3.85,0.09
61.25,932.45,3.78,-0.09
61.27,932.65,3.56,-0.16
61.29,932.85,3.6,0.09
61.31,933.05,3.53,0.14
61.33,933.25,3.37,0.03
61.35,933.45,3.33,0.38
61.37,933.66,3.41,0.09
61.39,933.86,3.34,0.59
61.41,934.06,3.41,0.2
61.43,934.26,3.36,0.42
61.45,934.46,3.21,0.08
61.47,934.66,3.12,0.47
61.49,934.86,3.21,0.09
61.51,935.06,3.28,-0.08
61.53,935.26,3.34,0.12
61.55,935.46,3.19,0.39
61.57,935.67,3.45,0.21
61.59,935.87,3.38,0.41
61.61,936.07,3.34,0.32
61.63,936.27,3.2,0.52
61.65,936.47,3.12,0.47
61.67,936.67,3.02,0.27
61.69,936.87,3.1,0.27
61.71,937.07,3.13,0.38
61.73,937.27,3.08,0.66
61.75,937.47,3.21,0.36
61.77,937.67,3.42,-0.16
61.79,937.88,3.26,0.13
61.81,938.08,3.21,0.31
61.83,938.28,3.1,-0.03
61.85,938.48,3.23,-0.18
61.87,938.68,3.08,0.52
61.89,938.88,3.19,0.21
61.91,939.08,3.24,0.5
61.93,939.28,3.17,0.08
61.95,939.48,3.1,0.27
61.97,939.68,3.05,0.25
61.99,939.89,3.15,0.38
62.03,940.29,3.14,0.33
62.05,940.49,3.01,0.34
62.07,940.69,3.21,0.28
62.09,940.89,3.13,0.24
62.11,941.09,3.01,0.54
62.13,941.29,3.02,-0.06
62.15,941.49,3,0.65
62.19,941.89,3.08,0.75
62.21,942.1,3.02,0.6
62.23,942.3,3.02,0.51
62.25,942.5,2.95,0.8
62.27,942.7,2.97,0.58
62.29,942.9,2.85,0.39
62.31,943.1,2.93,0.35
62.33,943.3,2.83,0.62
62.35,943.5,3,0.56
62.37,943.7,2.94,0.79
62.39,943.9,2.97,0.63
62.41,944.11,2.89,0.79
62.43,944.31,2.95,0.65
62.45,944.51,2.83,0.56
62.47,944.71,2.79,0.51
62.49,944.91,2.9,0.1
62.51,945.11,2.91,0.46
62.53,945.31,2.8,0.7
62.55,945.51,2.9,0.31
62.57,945.71,2.78,0.61
62.59,945.91,2.99,0.63
62.61,946.11,2.86,0.82
62.63,946.32,2.88,0.83
62.65,946.52,2.93,0.51
62.67,946.72,2.97,0.73
62.69,946.92,2.97,0.31
62.71,947.12,2.95,0.6
62.73,947.32,2.94,0.79
62.75,947.52,2.88,0.86
62.77,947.72,2.83,0.76
62.79,947.92,2.86,0.81
62.81,948.12,2.69,0.93
62.83,948.33,2.86,0.76
62.85,948.53,2.84,0.32
62.87,948.73,2.87,0.76
62.89,948.93,2.93,0.77
62.91,949.13,2.87,0.73
62.93,949.33,2.84,0.75
62.95,949.53,2.98,0.7
62.97,949.73,2.95,0.92
62.97,949.73,2.74,0.75
62.99,949.93,2.9,0.83
63.01,950.13,2.9,0.8
63.03,950.33,2.87,0.69
63.05,950.54,2.8,0.85
63.07,950.74,2.76,0.28
63.09,950.94,2.77,0.86
63.11,951.14,2.94,0.81
63.13,951.34,2.88,0.83
63.15,951.54,2.85,0.81
63.19,951.94,2.71,0.47
63.21,952.14,2.73,0.66
63.23,952.34,2.85,0.59
63.25,952.55,2.88,0.75
63.27,952.75,2.93,0.85
63.29,952.95,2.96,0.37
63.31,953.15,2.85,0.83
63.33,953.35,2.85,0.64
63.35,953.55,2.89,-0.05
63.37,953.75,2.79,0.63
63.39,953.95,2.87,0.7
63.41,954.15,2.89,0.51
63.43,954.35,2.81,0.55
63.45,954.56,2.93,0.73
63.47,954.76,2.79,0.28
63.49,954.96,2.77,0.41
63.51,955.16,2.65,0.27
63.53,955.36,2.71,0.04
63.55,955.56,2.91,0.38
63.57,955.76,2.75,0.58
63.59,955.96,2.83,0.42
63.61,956.16,2.68,0.19
63.63,956.36,2.73,0.31
63.65,956.56,2.69,0.38
63.67,956.77,2.92,0.24
63.69,956.97,2.8,0.37
63.71,957.17,2.92,0.09
63.73,957.37,3.11,-0.19
63.75,957.57,2.67,0.32
63.77,957.77,3.16,-0.23
63.79,957.97,3.38,-0.35
63.81,958.17,3.2,-0.1
63.83,958.37,3.41,-0.26
63.85,958.57,3.31,-0.41
63.87,958.78,3.6,-0.38
63.89,958.98,3.67,-0.05
63.91,959.18,3.65,-0.29
63.93,959.38,3.82,-0.42
63.95,959.58,3.75,-0.31
64.02,960.28,3.92,-0.44
64.05,960.58,4.17,-0.16
64.07,960.78,4.19,-0.27
64.14,961.49,4.32,0.22
64.17,961.79,4.23,0.01
64.19,961.99,4.22,-0.15
64.23,962.39,4.04,0.55
64.27,962.79,4.04,0.14
64.3,963.1,4.2,-0.17
64.33,963.4,4.34,0.02
64.35,963.6,4.13,0.36
64.37,963.8,4.11,-0.19
64.39,964,4.17,-0.19
64.41,964.21,4.11,-0.15
64.43,964.42,4.05,0.23
64.45,964.63,4,0.22
64.47,964.84,4.09,0.16
64.5,965.15,4.12,0.39
64.66,966.82,4.08,-0.16
64.69,967.13,4.09,0
64.71,967.34,4.12,-0.27
64.73,967.55,4.05,0.3
64.75,967.76,4.08,0.19
64.77,967.97,3.88,0.04
64.8,968.28,3.83,-0.14
64.83,968.6,3.83,0.07
64.87,969.01,3.96,-0.01
64.89,969.22,3.83,0.1
64.92,969.54,3.68,0.06
64.95,969.85,3.86,-0.07
64.97,970.06,3.85,0.03
64.99,970.27,3.86,-0.46
65.01,970.48,3.53,-0.3
65.03,970.69,3.71,0.31
65.05,970.9,3.62,0.72
65.07,971.1,3.54,0.48
65.09,971.31,3.55,0.44
65.11,971.52,3.4,0.75
65.13,971.73,3.46,0.57
65.15,971.94,3.5,0.46
65.17,972.15,3.44,0.66
65.19,972.36,3.43,0.7
65.21,972.57,3.37,0.57
65.23,972.78,3.48,0.65
65.25,972.99,3.29,0.31
65.28,973.3,3.4,0.68
65.31,973.61,3.24,0.58
65.33,973.82,3.36,0.84
65.35,974.03,3.44,0.62
65.37,974.24,3.48,-0.2
65.39,974.45,3.44,0.38
65.41,974.66,3.42,0.42
65.43,974.87,3.38,0.15
65.45,975.07,3.68,0.16
65.47,975.28,3.32,0.58
65.49,975.49,3.49,0.55
65.51,975.7,3.32,0.59
65.53,975.91,3.22,0.34
65.55,976.12,3.31,0.43
65.57,976.33,3.21,0.53
65.59,976.54,3.48,0.3
65.61,976.75,3.21,0.45
65.63,976.96,3.23,0.19
65.65,977.16,3.07,0.56
65.67,977.37,3.2,0.38
65.69,977.58,3.1,0.79
65.71,977.79,2.92,0.06
65.73,978,3.09,0.16
65.75,978.46,3.24,0.35
65.77,978.92,3.18,0.4
65.79,979.38,3.27,0.24
65.81,979.85,3.14,0.85
65.83,980.31,3.32,0.33
65.85,980.77,3.18,0.15
65.87,981.23,3.45,0.31
65.89,981.69,3.43,0.22
65.93,982.62,3.69,-0.26
65.95,983.08,3.68,-0.27
65.97,983.54,3.81,-0.06
65.99,984,3.83,-0.05
66.01,984.16,3.5,0.14
66.03,984.32,3.73,-0.17
66.05,984.48,3.9,0.11
66.07,984.64,3.72,0.21
66.09,984.8,3.72,0.25
66.11,984.95,3.78,0.47
66.13,985.11,3.81,0.26
66.15,985.27,3.7,0.22
66.17,985.43,3.64,0.57
66.19,985.59,3.47,0.52
66.21,985.75,3.7,0.41
66.23,985.91,3.56,0.39
66.25,986.07,3.62,0.13
66.27,986.23,3.52,0.51
66.29,986.39,3.63,0.34
66.31,986.55,3.91,-0.26
66.33,986.7,3.9,0.19
66.35,986.86,3.89,0.12
66.37,987.02,3.73,-0.12
66.39,987.18,3.79,-0.42
66.41,987.34,3.73,-0.19
66.43,987.5,3.54,-0.08
66.45,987.66,3.84,0.2
66.47,987.82,3.82,-0.18
66.49,987.98,3.77,-0.06
66.51,988.14,3.71,0.02
66.53,988.3,3.76,0.08
66.56,988.53,3.6,-0.06
66.59,988.77,3.67,0.05
66.61,988.93,3.61,-0.01
66.63,989.09,3.66,0.26
66.65,989.25,3.68,0.2
66.67,989.41,3.6,0.43
66.69,989.57,3.57,0.3
66.71,989.73,3.58,0.1
66.73,989.89,3.59,0.13
66.75,990.05,3.5,0.12
66.77,990.2,3.44,0.21
66.8,990.44,3.37,0.05
66.85,990.84,3.34,0.24
66.87,991,3.62,0.01
66.89,991.16,3.46,0.81
66.91,991.32,3.47,0.1
66.93,991.48,3.38,0.75
66.95,991.64,3.45,0.7
66.97,991.8,3.44,0.42
66.99,991.95,3.34,0.59
67.01,992.11,3.37,0.24
67.03,992.27,3.49,0.64
67.05,992.43,3.33,0.64
67.07,992.59,3.33,1
67.09,992.75,3.35,0.81
67.11,992.91,3.43,0.61
67.13,993.07,3.4,0.64
67.15,993.23,3.26,0.97
67.17,993.39,3.37,0.15
67.19,993.55,3.51,0.93
67.21,993.7,3.25,0.7
67.25,994.02,3.2,0.78
67.27,994.18,3.21,0.69
67.29,994.34,3.21,0.15
67.31,994.5,3.29,0.6
67.33,994.66,3.37,0.55
67.35,994.82,3.24,1.03
67.37,994.98,3.29,0.79
67.39,995.14,3.21,0.86
67.41,995.3,3.24,0.92
67.43,995.45,3.29,0.47
67.45,995.61,3.29,0.72
67.47,995.77,3.34,0.82
67.51,996.09,3.2,0.6
67.53,996.25,3.28,0.71
67.55,996.41,3.23,0.72
67.57,996.57,3.26,0.08
67.61,996.89,3.38,0.33
67.63,997.05,3.35,0.41
67.65,997.2,3.34,0.3
67.67,997.36,3.42,0.5
67.69,997.52,3.32,0.91
67.71,997.68,3.18,0.77
67.73,997.84,3.32,-0.05
67.75,998,3.32,0.86
67.77,998.38,3.16,0.46
67.79,998.75,3.36,0.28
67.81,999.13,3.27,0.25
67.83,999.5,3.63,0.55
67.85,999.88,3.6,0.14
67.87,1000.25,3.64,0.21
67.89,1000.63,3.74,-0.04
67.91,1001,3.82,0.34
67.93,1001.38,3.74,0.17
67.95,1001.75,3.79,0.49
67.97,1002.13,3.83,0.16
67.99,1002.5,3.76,0.11
68.01,1002.88,3.85,0.31
68.03,1003.25,4.08,-0.02
68.05,1003.63,3.94,0.07
68.07,1004,4.06,0.44
68.09,1004.24,3.98,-0.09
68.11,1004.47,3.93,-0.08
68.13,1004.71,3.98,0.32
68.15,1004.95,3.89,0.49
68.17,1005.19,3.89,0.34
68.19,1005.42,3.81,0.45
68.23,1005.9,3.62,0.42
68.25,1006.14,3.73,0.12
68.27,1006.37,3.8,0.07
68.29,1006.61,3.85,0.32
68.31,1006.85,3.93,0.11
68.33,1007.08,3.74,0.38
68.35,1007.32,3.69,0.24
68.37,1007.56,3.62,0.42
68.39,1007.8,3.72,0.51
68.41,1008.03,3.82,-0.04
68.43,1008.27,3.69,0.53
68.45,1008.51,3.77,-0.01
68.47,1008.75,3.75,0.8
68.49,1008.98,3.75,0.47
68.51,1009.22,3.6,0.8
68.53,1009.46,3.63,0.92
68.55,1009.69,3.5,0.34
68.6,1010.29,3.63,0.45
68.63,1010.64,3.76,0.6
68.65,1010.88,3.62,1.01
68.67,1011.12,3.64,0.41
68.69,1011.36,3.77,0.38
68.71,1011.59,3.42,0.4
68.74,1011.95,3.31,0.21
68.77,1012.31,3.6,1.01
68.79,1012.54,3.57,0.83
68.81,1012.78,3.38,0.99
68.83,1013.02,3.34,0.86
68.85,1013.25,3.27,0.27
68.87,1013.49,3.28,0.82
68.89,1013.73,3.21,0.79
68.91,1013.97,3.46,0.81
68.93,1014.2,3.39,1.01
68.95,1014.44,3.33,0.79
68.97,1014.68,3.29,0.81
69.01,1015.15,3.19,0.88
69.05,1015.63,2.96,0.4
69.07,1015.86,2.9,0.61
69.11,1016.34,3.1,-0.17
69.13,1016.58,3.41,-0.21
69.15,1016.81,3.08,-0.02
69.17,1017.05,3.46,0.18
69.19,1017.29,3.48,-0.45
69.21,1017.53,3.7,0.56
69.23,1017.76,3.52,0.36
69.25,1018,3.59,0.5
69.27,1018.24,3.54,0.47
69.29,1018.47,3.39,0.7
69.31,1018.71,3.37,0.63
69.33,1018.95,3.4,0.56
69.35,1019.19,3.25,0.22
69.37,1019.42,3.29,0.93
69.39,1019.66,3.32,0.88
69.39,1019.66,3.15,0.82
69.41,1019.9,3.35,0.59
69.41,1019.9,3.23,0.7
69.47,1020.61,3.18,0.83
69.49,1020.85,3.13,1.08
69.51,1021.08,3.14,0.97
69.53,1021.32,3.02,0.86
69.55,1021.56,3,0.89
69.57,1021.8,3.04,1.01
69.59,1022.03,2.94,0.73
69.61,1022.27,2.98,0.68
69.63,1022.51,2.92,0.6
69.65,1022.75,2.98,0.48
69.67,1022.98,3.04,0.88
69.69,1023.22,2.94,0.98
69.71,1023.46,2.9,0.63
69.73,1023.69,2.95,0.42
69.75,1023.93,2.86,0.72
69.77,1024.17,2.86,0.5
69.79,1024.41,2.86,0.93
69.81,1024.64,3.03,0.74
69.83,1024.88,2.99,0.43
69.85,1025.12,2.94,0.45
69.87,1025.36,3.12,0
69.89,1025.59,2.95,0.21
69.91,1025.83,3.17,0.51
69.93,1026.07,3.15,0.51
69.95,1026.31,3.04,-0.12
69.97,1026.54,3.18,0.36
69.99,1026.78,2.97,0.44
70.01,1027.02,3.04,0.13
70.03,1027.25,3.07,0.53
70.05,1027.49,3.06,0.71
70.07,1027.73,3.09,0.77
70.09,1027.97,3.2,0.83
70.11,1028.2,3.13,0.86
70.13,1028.44,3.15,0.63
70.15,1028.68,3.08,0.62
70.17,1028.92,3.1,0.22
70.19,1029.15,3.14,0.63
70.21,1029.39,3.17,0.4
70.23,1029.63,3.07,0.83
70.25,1029.86,3.23,0.82
70.27,1030.1,3.28,0.53
70.29,1030.34,3.15,0.65
70.31,1030.58,3.14,0.46
70.33,1030.81,3.14,0.69
70.35,1031.05,3.44,0.24
70.37,1031.29,3.32,0.23
70.39,1031.53,3.22,0.69
70.41,1031.76,3.3,0.55
70.43,1032,3.3,0.61
70.45,1032.31,3.52,0.37
70.47,1032.63,3.66,0.22
