/* DESCRIPTION:
Reference:	Hodell, DA et al. (2008): Onset of 'Hudson Strait' Heinrich Events in the eastern North Atlantic at the end of the middle Pleistocene transition (~640 ka)? Paleoceanography, 23(4), PA4218, https://doi.org/10.1029/2008PA001591
Data from:	https://doi.org/10.1594/PANGAEA.831737. Accessed 11 Nov 2022.
Comment:	Data was not modified in any way.
*/
Depth [m]	Age [ka BP]	Ca/Sr	Si/Sr
7.95	116.11	67.142	0.34392
7.96	116.25	69.566	0.46935
7.97	116.38	70.716	0.39122
7.98	116.52	72.028	0.36873
7.99	116.66	66.926	0.29613
8	116.79	74.67	0.31904
8.01	116.93	69.922	0.40449
8.02	117.07	73.773	0.42688
8.03	117.2	67.411	0.33947
8.04	117.34	70.131	0.37429
8.05	117.47	68.178	0.37966
8.06	117.61	69.843	0.25337
8.07	117.75	70.701	0.42212
8.08	117.88	68.811	0.32691
8.09	118.02	75.777	0.4257
8.1	118.15	70.494	0.34795
8.11	118.29	73.197	0.33429
8.12	118.43	68.466	0.35192
8.13	118.56	64.871	0.32082
8.14	118.7	64.352	0.32361
8.15	118.83	67.905	0.34626
8.16	118.97	73.298	0.37188
8.17	119.11	71.315	0.33897
8.18	119.24	70.788	0.33925
8.19	119.38	69.886	0.28663
8.2	119.51	71.047	0.28243
8.21	119.65	66.873	0.30616
8.22	119.79	69.871	0.28806
8.23	119.92	71.092	0.34294
8.24	120.06	71.386	0.3049
8.25	120.2	69.922	0.34931
8.26	120.33	68.295	0.32471
8.27	120.47	69.998	0.23845
8.28	120.6	68.943	0.33789
8.29	120.74	71.009	0.24
8.3	120.88	68.373	0.29982
8.31	121.01	68.238	0.36414
8.32	121.15	73.126	0.25908
8.33	121.28	70.655	0.29423
8.34	121.42	69.808	0.31273
8.35	121.56	72.059	0.2251
8.36	121.69	72.452	0.2249
8.37	121.83	70.485	0.2394
8.38	121.96	63.592	0.27923
8.39	122.1	64.314	0.21345
8.4	122.24	70.231	0.27799
8.41	122.37	67.311	0.33661
8.42	122.51	67.618	0.34458
8.43	122.64	70.552	0.37792
8.44	122.78	68.995	0.36804
8.45	122.92	70.673	0.37606
8.46	123.05	69.703	0.41987
8.47	123.19	70.451	0.35047
8.48	123.33	70.647	0.5
8.49	123.46	69.499	0.50512
8.5	123.6	72.555	0.50789
8.51	123.73	71.227	0.55281
8.52	123.87	70.368	0.5525
8.53	124.01	72.76	0.57273
8.54	124.14	71.109	0.68004
8.55	124.28	70.118	0.69107
8.56	124.41	73.804	0.56092
8.57	124.55	72.085	0.59633
8.58	124.69	73.193	0.75268
8.59	124.82	69.926	0.7416
8.6	124.96	80.803	1.0962
8.61	125.09	70.634	1.1359
8.62	125.23	69.38	0.7893
8.63	125.37	75.546	1.3536
8.64	125.5	69.255	0.95561
8.65	125.64	71.92	1.0759
8.66	125.78	76.401	1.4532
8.67	125.91	74.957	1.2813
8.68	126.05	41.836	0.84371
8.69	126.18	79.578	1.8706
8.7	126.32	75.829	1.3827
8.71	126.46	74.872	1.7705
8.72	126.59	79.31	2.6328
8.73	126.73	79.548	2.3892
8.74	126.86	67.23	1.9843
8.75	127	79.714	3.089
8.76	127.21	78.388	4.1992
8.77	127.43	80.393	2.8737
8.78	127.64	81.273	2.625
8.79	127.86	80.045	6.7373
8.8	128.07	79.781	7.2857
8.82	128.5	97.287	10.843
8.83	128.71	87.56	10.9
8.84	128.93	52.777	10.851
8.85	129.14	64.484	15.841
8.86	129.36	63.208	13.181
8.87	129.57	62.303	12.846
8.88	129.79	68.619	11.724
8.89	130	80.451	18.342
8.9	130.21	80.479	18.881
8.91	130.43	85.123	21.609
8.92	130.64	78.597	20.477
8.93	130.86	47.297	16.8
8.94	131.07	78.227	18.465
8.95	131.29	73.649	17.133
8.96	131.5	83.758	15.648
8.97	131.71	96.925	17.154
8.98	131.93	93.719	15.262
8.99	132.14	87.475	9.9846
9	132.36	79.303	9
9.01	132.57	79.854	6.6599
9.02	132.79	84.545	13.81
9.03	133	78.651	11.514
9.04	133.21	80.931	10.56
9.05	133.43	90.122	9.8122
9.06	133.64	67.463	6.8035
9.07	133.86	72.955	5
9.08	134.07	86.221	7.5756
9.09	134.29	69.1	5.0139
9.1	134.5	85.605	13.332
9.11	134.71	75.837	11.906
9.12	134.93	57.043	6.2332
9.13	135.14	77.903	4.4673
9.14	135.36	69.466	4.8265
9.15	135.57	81.94	9.4873
9.16	135.79	65.052	6.6976
9.17	136	73.672	3.9064
9.18	136.23	75.86	4.013
9.19	136.46	69.009	3.5816
9.2	136.7	70.558	3.3748
9.21	136.93	80.689	4.0985
9.22	137.16	79.898	3.896
9.23	137.39	68.299	3.1706
9.24	137.62	72.8	4.1563
9.25	137.86	57.23	3.0254
9.26	138.09	58.412	3.1495
9.27	138.32	63.156	4.0588
9.28	138.55	62.426	3.7335
9.29	138.78	51.91	4.2039
9.3	139.02	60.864	4.2561
9.31	139.25	56.183	4.3653
9.32	139.48	60.891	10.008
9.33	139.71	66.459	7.726
9.34	139.95	62.339	5.1667
9.35	140.18	68.452	7.2738
9.36	140.41	66.45	5.7566
9.37	140.64	61.86	5.0337
9.38	140.87	50.929	4.2242
9.39	141.11	53.596	5.3453
9.4	141.34	67.722	5.7037
9.41	141.57	63.559	6.8725
9.42	141.8	68.148	6.161
9.43	142.03	62.422	5.2642
9.44	142.27	76.781	7.3989
9.45	142.5	65.18	8.043
9.46	142.73	62.132	7.559
9.47	142.96	73.12	7.3824
9.48	143.19	73.263	7.5612
9.49	143.43	81.211	8.6581
9.5	143.66	75.909	7.6292
9.51	143.89	83.088	8.5864
9.52	144.12	70.266	7.6503
9.53	144.35	75.532	7.2672
9.54	144.59	81.587	10.352
9.55	144.82	76.289	8.2099
9.56	145.05	68.695	8.2829
9.57	145.28	81.978	10.377
9.58	145.51	65.4	11.136
9.59	145.75	70.077	8.9712
9.6	145.98	67.247	7.9551
9.61	146.21	70.008	12.933
9.62	146.44	70.432	12.663
9.63	146.68	62.17	9.1522
9.64	146.91	70.411	10.364
9.65	147.14	65.062	8.1517
9.66	147.37	64.5	9.5551
9.67	147.6	65.243	14.277
9.68	147.84	69.211	14.079
9.69	148.07	71.354	15.744
9.7	148.3	63.67	15.311
9.71	148.53	70.744	13.06
9.72	148.76	63.235	12.107
9.73	149	71.175	14.286
9.74	149.23	63.986	14.954
9.75	149.46	65.794	16.737
9.76	149.69	78.006	19.737
9.77	149.92	74.074	16.383
9.78	150.16	75.532	15.89
9.79	150.39	66.613	14.226
9.8	150.62	67.266	15.369
9.81	150.85	49.747	9.5023
9.82	151.08	64	12.227
9.83	151.32	56.893	10
9.84	151.55	67.063	7.7414
9.85	151.78	80.813	13.142
9.86	152.01	86.436	16.755
9.87	152.24	70.902	11.984
9.88	152.48	65.665	10.436
9.89	152.71	74.996	11.569
9.9	152.94	71.422	11.41
9.91	153.17	88.597	11.752
9.92	153.41	73.098	9.8508
9.93	153.64	86.552	10.746
9.94	153.87	69.17	8.0653
9.95	154.1	75.981	7.0107
9.96	154.33	88.299	9.8797
9.97	154.57	88.192	7.2712
9.98	154.8	77.131	5.5701
9.99	155.03	65.346	6.8134
10	155.26	72.553	7.8635
10.01	155.49	66.101	3.5335
10.02	155.73	92.246	4.6493
10.03	155.96	76.682	3.1315
10.04	156.19	78.929	3.1807
10.05	156.42	83.133	3.0973
10.06	156.65	77.268	3.4828
10.07	156.89	86.544	4.7084
10.08	157.12	76.561	5.0115
10.09	157.35	76.01	8.2614
10.1	157.58	75.002	5.7011
10.11	157.81	74.422	4.8664
10.12	158.05	69.948	5.4799
10.13	158.28	66.108	9.0151
10.14	158.51	73.667	4.6956
10.15	158.74	70.269	2.8861
10.16	158.97	62.333	2.0782
10.17	159.21	77.043	2.1313
10.18	159.44	81.087	2.9395
10.19	159.67	79.295	3.6661
10.2	159.9	67.159	4.7408
10.21	160.14	82.702	3.4534
10.22	160.37	84.329	3.4438
10.23	160.6	80.191	4.9145
10.24	160.83	74.197	6.9677
10.25	161.06	68.522	8.3492
10.26	161.3	62.437	7.4175
10.27	161.53	70.6	7.9206
10.28	161.76	74.15	6.9222
10.29	161.99	71.266	6.8563
10.3	162.22	74.719	6.8481
10.37	163.85	80.857	1.3511
10.38	164.08	75.558	1.3625
10.39	164.31	78.35	1.3647
10.4	164.54	68.112	1.4606
10.41	164.78	69.966	1.0771
10.42	165.01	77.288	1.1526
10.43	165.24	73.092	0.89046
10.44	165.47	78.248	0.9358
10.45	165.7	71.329	0.90755
10.46	165.94	80.943	0.97052
10.47	166.17	83.747	1.0038
10.48	166.4	77.351	1.0327
10.49	166.63	80.609	1.0547
10.5	166.86	74.542	0.96717
10.51	167.1	76.069	1.2342
10.52	167.33	77.26	1.4389
10.53	167.56	75.531	1.8545
10.54	167.79	78.2	1.3654
10.55	168.03	79.751	2.6746
10.56	168.26	78.025	2.4656
10.57	168.49	70.881	2.3319
10.58	168.72	67.473	2.6762
10.59	168.95	85.33	4.5176
10.6	169.19	86.923	4.3174
10.61	169.42	85.906	6.032
10.62	169.65	74.06	4.1566
10.63	169.88	79.693	2.9656
10.64	170.11	79.609	3.7563
10.65	170.35	79.489	4.3805
10.66	170.58	75.293	4.6157
10.67	170.81	78.49	4.7666
10.68	171.04	82.241	5.0341
10.69	171.27	82.577	5.5304
10.7	171.51	80.975	4.8949
10.71	171.74	87.097	5.8954
10.72	171.97	81.208	6.0465
10.73	172.2	82.914	4.6792
10.74	172.43	74.775	6.1343
10.75	172.67	72.466	7.0114
10.76	172.9	75.43	6.897
10.77	173.13	74.287	8.2739
10.78	173.36	66.651	6.6302
10.79	173.59	67.899	6.8016
10.8	173.83	72.566	6.1563
10.81	174.06	77.085	6.0248
10.82	174.29	56.311	6.2837
10.83	174.52	64.314	6.9437
10.84	174.76	71.438	5.3085
10.85	174.99	76.144	5.7416
10.86	175.22	69.004	4.9339
10.87	175.45	64.889	3.4447
10.88	175.68	68.314	6.6585
10.89	175.92	72.528	7.1713
10.9	176.15	69.956	4.6512
10.91	176.38	69.927	4.1267
10.92	176.61	74.603	4.2961
10.93	176.84	75.472	3.6106
10.94	177.08	70.995	5.4
10.95	177.31	62.904	4.7615
10.96	177.54	76.985	6.3106
10.97	177.77	80.123	6.5802
10.98	178	69.046	6.0418
10.99	178.24	72.495	5.4749
11	178.47	66.84	6.5538
11.01	178.7	70.666	5.9038
11.02	178.93	74.499	5.54
11.03	179.16	72.192	5.9064
11.04	179.4	69.358	5.7921
11.05	179.63	71.48	7.4972
11.06	179.86	66.474	5.8246
11.07	180.09	67.87	6.8761
11.08	180.32	69.267	8.8252
11.09	180.56	79.933	5.7698
11.1	180.79	70.154	5.4956
11.11	181.02	72.927	5.4511
11.12	181.25	72.107	6.185
11.13	181.49	70.14	6.1667
11.14	181.72	69.108	5.8249
11.15	181.95	69.482	5.6983
11.16	182.18	68.003	7.3217
11.17	182.41	65.01	6.1527
11.18	182.65	77.625	7.3556
11.19	182.88	74.797	5.4987
11.2	183.11	65.071	4.7414
11.21	183.34	68.277	4.6018
11.22	183.57	67.246	4.7452
11.23	183.81	71.944	6.2225
11.24	184.04	78.966	6.0769
11.25	184.27	72.888	5.6733
11.26	184.5	68.815	4.9438
11.27	184.73	70.871	4.7479
11.28	184.97	75.341	5.6341
11.29	185.2	75.729	5.1704
11.3	185.43	69.803	4.0798
11.31	185.66	75.927	5.3463
11.32	185.89	69.205	4.2541
11.33	186.13	77.337	5.3643
11.34	186.36	70.041	4.7835
11.35	186.59	71.249	4.6483
11.36	186.82	71.013	4.1914
11.37	187.05	83.809	5.5346
11.38	187.29	68.225	4.7857
11.39	187.52	70.583	3.42
11.4	187.75	76.217	4.3185
11.41	187.98	74.691	4.179
11.42	188.22	79.1	3.8831
11.43	188.45	66.322	3.1777
11.44	188.68	77.362	3.9167
11.45	188.91	76.05	3.4328
11.46	189.14	77.2	3.4356
11.47	189.38	74.136	3.6177
11.48	189.61	78.792	3.1218
11.49	189.84	67.339	4.4505
11.5	190.07	75.719	2.253
11.51	190.3	77.844	2.3656
11.52	190.54	74.536	2.075
11.53	190.77	74.833	3.2282
11.54	191	68.603	2.461
11.55	191.11	75.833	2.225
11.56	191.23	71.085	2.6017
11.57	191.34	80.641	2.9328
11.58	191.45	74.172	2.8311
11.59	191.57	88.112	3.7138
11.6	191.68	75.319	3.1053
11.61	191.8	72.833	2.6458
11.62	191.91	73.607	3.6444
11.63	192.02	73.387	3.844
11.64	192.14	71.814	4.2911
11.65	192.25	74.313	3.0706
11.66	192.36	74.794	3.3275
11.67	192.48	76.838	3.3718
11.68	192.59	80.468	3.3869
11.69	192.7	80.127	6.1889
11.7	192.82	77.138	6.7449
11.71	192.93	86.657	7.9732
11.72	193.05	80.402	7.9972
11.73	193.16	76.962	8.9512
11.74	193.27	81.571	10.591
11.75	193.39	72.39	13.188
11.76	193.5	83.137	8.1823
11.77	193.61	73.595	4.3628
11.78	193.73	70.819	4.9292
11.79	193.84	69.928	13.122
11.8	193.95	68.896	6.1795
11.81	194.07	89.653	6.4363
11.82	194.18	91.412	5.6194
11.83	194.3	85.682	9.4907
11.84	194.41	78.188	6.1376
11.85	194.52	74.792	4.4873
11.87	194.75	74.365	1.057
11.88	194.86	76.415	0.92642
11.89	194.98	69.417	1.1841
11.9	195.09	73.032	1.0657
11.91	195.2	74.754	1.0011
11.92	195.32	73.522	1
11.93	195.43	76.921	1.1408
11.94	195.55	74.365	1.024
11.95	195.66	72.991	0.95122
11.96	195.77	91.866	1.3924
11.97	195.89	77.347	1.2497
11.98	196	73.883	0.9748
11.99	196.11	75.006	1.0599
12	196.23	80.176	1.328
12.01	196.34	78.21	1.3152
12.02	196.45	78.743	1.1943
12.03	196.57	77.265	1.627
12.04	196.68	76.643	0.95323
12.05	196.8	74.01	0.86589
12.06	196.91	83.561	0.82265
12.07	197.02	76.461	0.75992
12.08	197.14	71.025	0.76505
12.09	197.25	72.877	0.64264
12.1	197.36	79.725	0.73794
12.11	197.48	75.514	0.6192
12.12	197.59	71.876	0.64453
12.13	197.7	78.524	0.79039
12.14	197.82	78.012	0.67975
12.15	197.93	73.169	0.59478
12.16	198.05	75.769	0.67508
12.17	198.16	73.931	0.64809
12.18	198.27	75.654	0.71596
12.19	198.39	75.073	0.76166
12.2	198.5	75.306	0.73849
12.21	198.61	71.033	0.6722
12.22	198.73	78.397	0.81573
12.23	198.84	77.697	0.86667
12.24	198.95	74.848	0.87013
12.25	199.07	72.126	0.83563
12.26	199.18	79.354	0.91101
12.27	199.3	77.742	1.1835
12.28	199.41	74.917	1.0135
12.29	199.52	71.848	0.9924
12.3	199.64	71.283	0.926
12.31	199.75	70.195	0.82051
12.32	199.86	79.56	1.0708
12.33	199.98	72.049	0.99884
12.34	200.09	76.589	1.507
12.35	200.2	71.413	1.2284
12.36	200.32	77.554	1.3175
12.37	200.43	71.191	1.1905
12.38	200.55	72.611	1.5593
12.39	200.66	73.273	1.4432
12.4	200.77	75.894	1.4974
12.41	200.89	79.929	1.8244
12.42	201	80.735	1.7507
12.43	201.15	71.652	2.0471
12.44	201.31	71.37	1.8336
12.45	201.46	82.374	2.5977
12.46	201.62	79.387	2.5133
12.47	201.77	72.181	2.4187
12.48	201.93	79.182	2.2179
12.49	202.08	72.75	2.5147
12.5	202.24	68.184	2.8236
12.51	202.39	75.757	2.7954
12.52	202.54	77.578	2.4478
12.53	202.7	75.064	1.9027
12.54	202.85	76.935	1.1154
12.55	203.01	75.992	1.9102
12.56	203.16	80.87	1.4282
12.57	203.32	74.45	0.96429
12.58	203.47	75.257	0.94118
12.59	203.63	72.061	0.71996
12.6	203.78	76.348	0.84872
12.61	203.93	68.842	0.7762
12.62	204.09	74.679	1.2841
12.63	204.24	77.087	0.85648
12.64	204.4	77.476	0.85244
12.65	204.55	69.606	0.80592
12.66	204.71	76.25	0.83899
12.67	204.86	74.597	0.80642
12.68	205.02	69.834	0.69796
12.69	205.17	69.854	0.668
12.7	205.33	71.232	0.8393
12.71	205.48	73.722	0.73021
12.72	205.63	69.373	0.73715
12.73	205.79	70.536	0.66075
12.74	205.94	74.698	0.69713
12.75	206.1	74.497	0.73651
12.76	206.25	70.946	0.82803
12.77	206.41	72.053	0.69877
12.78	206.56	74.031	0.70514
12.79	206.72	77.28	0.75771
12.8	206.87	73.708	0.72984
12.81	207.02	75.688	0.78054
12.82	207.18	73.107	0.7339
12.83	207.33	69.663	0.70209
12.84	207.49	71.972	0.79639
12.85	207.64	72.586	0.76416
12.86	207.8	74.177	0.61675
12.87	207.95	75.128	0.77044
12.88	208.11	72.201	0.62739
12.89	208.26	75.599	0.72678
12.9	208.41	73.471	0.71868
12.91	208.57	76.651	0.80828
12.92	208.72	75.028	0.8177
12.93	208.88	71.198	0.60062
12.94	209.03	70.954	0.69534
12.95	209.19	73.82	0.80146
12.96	209.34	74.717	0.73256
12.97	209.5	73.529	0.72297
12.98	209.65	77.499	0.73593
12.99	209.8	78.896	0.67189
13	209.96	78.181	0.65246
13.01	210.11	79.302	0.6644
13.02	210.27	72.856	0.73837
13.03	210.42	74.621	0.59082
13.04	210.58	75.776	0.76694
13.05	210.73	73.611	0.64805
13.06	210.89	74.989	0.63704
13.07	211.04	78.765	0.80706
13.08	211.2	74.819	0.68723
13.09	211.35	74.359	0.65622
13.1	211.5	71.581	0.52863
13.11	211.66	69.573	0.62266
13.12	211.81	75.125	0.67759
13.13	211.97	45.479	0.54089
13.14	212.12	81.395	0.92155
13.15	212.28	73.597	0.84924
13.16	212.43	77.923	0.90774
13.17	212.59	71.646	0.99783
13.18	212.74	37.521	0.51485
13.19	212.89	81.536	0.78923
13.2	213.05	73.973	0.65021
13.21	213.2	75.679	0.89034
13.22	213.36	79.137	0.94476
13.23	213.51	72.482	0.67732
13.24	213.67	81.244	1.3
13.25	213.82	83.535	1.3844
13.26	213.98	86.912	1.8134
13.27	214.13	71.425	1.3995
13.28	214.28	76.39	1.46
13.29	214.44	75.259	1.3118
13.3	214.59	79.299	1.5523
13.31	214.75	84.877	1.9779
13.32	214.9	74.214	1.6463
13.33	215.06	77.557	1.7511
13.34	215.21	77.666	1.8932
13.35	215.37	76.921	1.8859
13.37	215.67	82.464	1.4296
13.38	215.83	90.549	2.198
13.39	215.98	78.716	2.1743
13.4	216.14	77.338	2.1233
13.41	216.29	76.595	2.0621
13.42	216.45	82.293	2.4562
13.43	216.6	80.309	2.6312
13.44	216.76	81.418	2.8919
13.45	216.91	87.408	2.648
13.46	217.07	76.249	2.5864
13.47	217.22	77.798	3.3878
13.48	217.37	79.762	3.6
13.49	217.53	81.461	3.4842
13.5	217.68	79.074	3.3714
13.51	217.84	81.453	3.5639
13.52	217.99	78.594	4.4672
13.53	218.15	71.976	4.7754
13.54	218.3	77.15	5.4474
13.55	218.46	65.231	3.9394
13.56	218.61	73.729	4.2196
13.57	218.76	76.213	6.5355
13.58	218.92	52.202	9.2163
13.59	219.07	66.564	12.84
13.6	219.23	62.884	10.661
13.61	219.38	61.917	10.423
13.62	219.54	55.872	10.664
13.63	219.69	61.462	11.811
13.64	219.85	69.16	7.224
13.65	220	64.618	12.956
13.66	220.14	56.617	12.861
13.67	220.28	62.242	13.203
13.68	220.41	84.495	16.324
13.69	220.55	75.187	13.158
13.7	220.69	86.493	14.602
13.71	220.83	72.903	11.81
13.72	220.96	53.633	11.306
13.73	221.1	74.968	12.129
13.74	221.24	61.184	14.764
13.75	221.38	70.92	10.035
13.76	221.51	69.602	8.7329
13.77	221.65	70.555	10.993
13.78	221.79	63.758	12.683
13.79	221.93	62.444	9
13.8	222.07	75.881	5.349
13.81	222.2	78.673	4.1343
13.82	222.34	76.677	4.617
13.83	222.48	73.078	3.2585
13.84	222.62	73.33	3.2761
13.85	222.75	75.077	5.4426
13.86	222.89	76.931	5.6005
13.87	223.03	85.372	3.613
13.88	223.17	72.502	3.4831
13.89	223.31	77.483	2.7842
13.9	223.44	77.723	2.7953
13.91	223.58	75.043	2.4643
13.92	223.72	74.884	2.6941
13.93	223.86	80.47	7.5178
13.94	223.99	82.535	4.5861
13.95	224.13	72.309	3.1683
13.96	224.27	77.505	3.3062
13.97	224.41	74.998	3.2053
13.98	224.54	74.774	4.2424
13.99	224.68	79.202	5.3728
14	224.82	78.529	4.3539
14.01	224.96	77.055	3.7996
14.02	225.1	76.651	5.2985
14.03	225.23	71.572	4.6472
14.04	225.37	72.414	6.5349
14.05	225.51	70.691	3.2864
14.06	225.65	69.188	5.3299
14.07	225.78	75.657	4.3389
14.08	225.92	72.171	3.3676
14.09	226.06	76.739	3.1816
14.1	226.2	78.049	3.0412
14.11	226.34	62.397	3.1606
14.12	226.47	76.089	2.5552
14.13	226.61	75.283	3.3435
14.14	226.75	69.308	2.5883
14.15	226.89	81.083	2.6803
14.16	227.02	76.202	3.5456
14.17	227.16	70.573	3.5594
14.18	227.3	76.279	3.4802
14.19	227.44	79.416	3.0079
14.2	227.57	82.547	2.9216
14.21	227.71	82.527	2.5532
14.22	227.85	78.977	3.0365
14.23	227.99	81.485	3.8675
14.24	228.13	78.508	2.7281
14.25	228.26	72.753	1.062
14.26	228.4	73.988	1.64
14.27	228.54	80.814	2.3686
14.28	228.68	76.028	2.492
14.29	228.81	83.004	1.7483
14.3	228.95	82.531	1.1242
14.31	229.09	78.53	1.127
14.32	229.23	76.018	1.2584
14.33	229.37	76.229	0.982
14.34	229.5	73.389	0.86501
14.35	229.64	77.13	1.3451
14.36	229.78	71.14	1.397
14.37	229.92	77.209	1.0715
14.38	230.05	79.3	0.95785
14.39	230.19	72.975	0.85963
14.4	230.33	70.887	1.0154
14.41	230.47	74.896	0.90879
14.42	230.6	83.264	1.4797
14.42	230.6	85.177	0.8834
14.43	230.74	82.075	1.1265
14.44	230.88	76.041	0.82256
14.45	231.02	77.005	0.98641
14.46	231.16	88.445	0.98363
14.47	231.29	74.188	0.95426
14.48	231.43	79.508	0.93341
14.49	231.57	71.753	0.8194
14.5	231.71	75.042	1.5679
14.51	231.84	84.404	0.76608
14.52	231.98	75.253	0.65851
14.53	232.12	75.495	0.74974
14.54	232.26	74.984	0.85239
14.55	232.4	75.734	0.77345
14.56	232.53	72.301	0.69168
14.57	232.67	71.436	0.59167
14.58	232.81	38.48	0.50748
14.59	232.95	74.345	0.73006
14.6	233.08	74.93	0.57362
14.61	233.22	71.404	0.60431
14.62	233.36	71.472	0.59505
14.63	233.5	75.814	0.5587
14.64	233.63	77.098	0.6883
14.65	233.77	73.272	0.60444
14.66	233.91	71.892	0.5396
14.67	234.05	75.648	0.55773
14.68	234.19	76.565	0.65231
14.69	234.32	78.889	0.59809
14.7	234.46	79.632	0.5493
14.71	234.6	76.702	0.57008
14.72	234.74	75.712	0.54277
14.73	234.87	76.814	0.60888
14.74	235.01	78.48	0.60066
14.75	235.15	73.131	0.60205
14.76	235.29	74.105	0.6343
14.77	235.43	75.962	0.72857
14.78	235.56	77.867	0.69737
14.79	235.7	73.038	0.67732
14.8	235.84	74.721	0.79805
14.81	235.98	79.42	0.80223
14.82	236.11	76.324	0.82391
14.83	236.25	74.962	0.86261
14.84	236.39	71.201	0.90213
14.85	236.53	78.3	1.0337
14.86	236.66	77.917	1.0485
14.87	236.8	78.072	1.0615
14.88	236.94	78.17	1.0993
14.89	237.08	78.055	1.3697
14.9	237.22	73.381	1.2354
14.91	237.35	79.401	1.5793
14.92	237.49	75.076	1.6991
14.93	237.63	81.105	1.8103
14.94	237.77	84.453	1.4777
14.95	237.9	77.868	2.5402
14.96	238.04	80.408	2.5726
14.97	238.18	81.319	2.1708
14.98	238.32	82.731	2.6386
14.99	238.46	76.854	2.7714
15	238.59	86.307	3.3048
15.01	238.73	75.486	2.4859
15.02	238.87	78.958	3.1385
15.03	239.01	86.776	3.2452
15.04	239.14	100.62	4.1765
15.05	239.28	90.808	3.4818
15.06	239.42	80.212	3.2015
15.07	239.56	79.36	3.3374
15.08	239.69	91.401	3.9442
15.09	239.83	91.291	2.8901
15.1	239.97	94.163	3.7256
15.11	240.11	82.129	3.1698
15.12	240.25	88.404	3.4449
15.13	240.38	89.089	3.2424
15.14	240.52	83.109	3.4536
15.15	240.66	109.16	5.1441
15.16	240.8	105.27	5.4922
15.17	240.93	101.66	5.1627
15.18	241.07	114.02	7.2108
15.19	241.21	173.25	10.978
15.2	241.35	154.06	10.12
15.21	241.49	189.61	12.763
15.22	241.62	220.85	14.171
15.23	241.76	254.86	11.326
15.24	241.9	242.01	8.8957
15.25	242.04	223.49	6.9712
15.26	242.17	208.76	7.0925
15.27	242.31	240.87	7.9385
15.28	242.45	236.83	7.5388
15.29	242.59	212.48	8.9702
15.3	242.72	119.76	15.564
15.31	242.86	100.69	16.016
15.32	243	50.081	18.769
15.33	243.14	76.134	15.005
15.34	243.28	101.89	19.494
15.35	243.42	62.31	17.358
15.36	243.55	46.476	20.738
15.37	243.69	48.891	29.235
15.38	243.83	44.192	24.774
15.39	243.97	36.062	21.975
15.4	244.11	47.837	25.81
15.41	244.25	34.021	21.524
15.42	244.39	39.569	28.046
15.43	244.53	44.282	24.902
15.44	244.66	45.77	27.727
15.45	244.8	59.542	14.858
15.46	244.94	87.114	11.647
15.47	245.08	80.178	5.658
15.48	245.22	86.168	5.9182
15.49	245.36	81.668	2.6064
15.5	245.5	70.412	2.9272
15.51	245.64	76.358	5.2869
15.52	245.77	78.671	2.1367
15.53	245.91	77.014	2.519
15.54	246.05	81.356	3.0946
15.55	246.19	76.97	2.7937
15.56	246.33	69.24	3.3282
15.57	246.47	70.673	3.3364
15.58	246.61	85.356	2.915
15.59	246.74	87.595	3.3717
15.6	246.88	75.917	2.9571
15.61	247.02	83.793	3.9901
15.62	247.16	91.726	3.91
15.63	247.3	90.453	4.5807
15.64	247.44	82.679	5.9339
15.65	247.58	110.22	8.6047
15.66	247.72	120.44	9.5601
15.67	247.85	118.89	7.3424
15.68	247.99	112.32	10.142
15.69	248.13	196.35	12.861
15.7	248.27	225.22	11.86
15.71	248.41	218.73	10.316
15.72	248.55	214.27	10.024
15.73	248.69	169.4	6.8889
15.74	248.82	108.29	4.238
15.75	248.96	81.454	3.4041
15.76	249.1	81.477	2.8443
15.77	249.24	89.181	7.096
15.78	249.38	77.206	9.3922
15.79	249.52	72.281	2.7349
15.81	249.8	79.982	3.748
15.82	249.93	75.274	3.2917
15.83	250.07	81.69	4.5693
15.84	250.21	80.415	5.4854
15.85	250.35	82.373	5.368
15.86	250.49	87.969	5.8505
15.87	250.63	76.867	5.4138
15.88	250.77	67.536	4.1484
15.89	250.91	76.376	4.2811
15.9	251.04	73.643	4.8674
15.91	251.18	64.637	5.9023
15.92	251.32	62.862	5.5621
15.93	251.46	68.608	5.0634
15.94	251.6	64.602	8.01
15.95	251.74	67.501	8.2693
15.96	251.88	72.501	5.8801
15.97	252.01	84.651	4.7443
15.98	252.15	72.731	9.2717
15.99	252.29	57.349	9.0894
16	252.43	72.016	7.1526
16.01	252.57	74.509	6.9387
16.02	252.71	79.049	5.6563
16.03	252.85	66.112	5.4213
16.04	252.99	68.725	4.1858
16.05	253.12	76.788	4.6212
16.06	253.26	71.941	3.7639
16.07	253.4	76.671	4.8036
16.08	253.54	68.815	4.6903
16.09	253.68	66.178	4.9054
16.1	253.82	70.254	4.3127
16.11	253.96	73.948	4.7756
16.12	254.09	80.084	6.5916
16.13	254.23	68.565	5.2154
16.14	254.37	75.654	5.0758
16.15	254.51	78.202	6.0427
16.16	254.65	78.994	5.1299
16.17	254.79	71.341	4.8871
16.18	254.93	75.648	5.1426
16.19	255.07	87.8	6.1217
16.2	255.2	72.467	4.5579
16.21	255.34	83.788	4.5366
16.22	255.48	70.479	5.7304
16.23	255.62	87.175	3.483
16.24	255.76	82.496	3.1831
16.25	255.9	72.645	2.7453
16.26	256.04	79.374	2.585
