/* DESCRIPTION:
Reference:	Hodell, DA et al. (2008): Onset of 'Hudson Strait' Heinrich Events in the eastern North Atlantic at the end of the middle Pleistocene transition (~640 ka)? Paleoceanography, 23(4), PA4218, https://doi.org/10.1029/2008PA001591
Data from:	https://doi.org/10.1594/PANGAEA.831737. Accessed 11 Nov 2022.
Comment:	Data was not modified in any way.
*/
Depth [m]	Age [ka BP]	Ca/Sr	Si/Sr
77.74	1102.9	63.534	1.1122
77.75	1103	64.216	1.0572
77.76	1103.1	66.2	1.1961
77.77	1103.2	60.747	1.1114
77.78	1103.3	60.818	1.0422
77.79	1103.4	65.221	1.3308
77.8	1103.5	62.483	1.1656
77.81	1103.6	61.835	1.1393
77.82	1103.7	62.924	1.0728
77.83	1103.8	66.828	1.1977
77.84	1103.9	58.389	0.99578
77.85	1104	56.045	1.025
77.86	1104.1	59.504	0.99914
77.87	1104.2	62.845	1.0244
77.88	1104.3	65.977	1.061
77.89	1104.4	63.343	1.1201
77.9	1104.5	59.78	1.0169
77.91	1104.6	61.219	0.88415
77.92	1104.7	62.645	0.97491
77.93	1104.8	61.222	1.0402
77.94	1104.9	63.968	0.97406
77.95	1105	65.056	1.1785
77.96	1105.1	63.007	1.0483
77.97	1105.2	60.104	1.0164
77.98	1105.3	60.971	1.0749
77.99	1105.4	65.521	1.1838
78	1105.5	63.182	1.1154
78.01	1105.6	66.363	1.2389
78.02	1105.7	63.759	1.1269
78.03	1105.8	63.996	1.14
78.04	1105.9	63.331	1.3336
78.05	1106	60.835	1.0619
78.06	1106.1	61.552	1.1676
78.07	1106.2	62.578	1.1306
78.08	1106.3	63.174	1.1902
78.09	1106.4	65.622	1.2472
78.1	1106.5	61.245	1.278
78.11	1106.6	59.033	0.97887
78.12	1106.7	60.025	1.042
78.13	1106.8	59.044	0.9591
78.14	1106.9	61.448	0.99225
78.15	1107	60.495	1.0785
78.16	1107.1	60.319	0.99916
78.17	1107.2	60.233	0.87427
78.18	1107.3	59.554	0.78917
78.19	1107.4	58.87	0.61639
78.2	1107.5	57.948	0.77506
78.21	1107.6	60.83	0.82092
78.22	1107.7	60.608	0.80325
78.23	1107.8	62.184	0.84261
78.23	1107.8	67.723	3.5086
78.24	1107.9	63.794	3.3728
78.25	1108	68.391	3.7618
78.26	1108.1	66.311	3.7786
78.27	1108.2	64.463	3.907
78.28	1108.3	68.675	3.9699
78.29	1108.4	62.22	3.7541
78.3	1108.5	68.101	4.1585
78.31	1108.6	67.249	3.5355
78.32	1108.7	66.445	3.2525
78.33	1108.8	67.562	4.163
78.34	1108.9	62.912	3.2966
78.35	1109	67.323	2.9793
78.36	1109.1	72.023	3.4864
78.37	1109.2	62.194	2.7437
78.38	1109.3	63.662	2.3963
78.39	1109.4	64.243	2.4857
78.4	1109.6	66.986	2.5394
78.41	1109.7	60.89	2.2905
78.42	1109.8	61.968	2.2769
78.43	1109.9	62.687	2.2537
78.44	1110	66.581	2.1998
78.45	1110.1	67.983	2.4343
78.46	1110.2	64.885	2.3978
78.47	1110.3	66.474	2.3923
78.48	1110.4	66.377	2.679
78.49	1110.5	63.491	2.4783
78.5	1110.6	70.989	2.5682
78.51	1110.7	66.171	2.4741
78.52	1110.8	64.589	2.5323
78.53	1110.9	62.65	2.5115
78.54	1111	59.804	2.2528
78.55	1111.1	65.414	2.2315
78.56	1111.2	65.869	2.3984
78.57	1111.3	70.508	2.7218
78.58	1111.4	69.955	2.6195
78.59	1111.5	71.29	3.1451
78.6	1111.6	61.009	2.8158
78.61	1111.7	57.734	2.4336
78.62	1111.8	57.833	2.2353
78.63	1111.9	67.924	2.8667
78.64	1112	62.923	2.6129
78.65	1112.1	62.447	2.4226
78.66	1112.2	65.212	2.2123
78.67	1112.3	66.167	1.9073
78.68	1112.4	60.806	1.9891
78.7	1112.7	64.068	1.6595
78.71	1112.8	63.554	1.751
78.72	1112.9	64.278	1.9349
78.73	1113	65.406	2.1121
78.74	1113.1	63.881	2.0573
78.75	1113.2	59.988	1.9528
78.76	1113.3	62.534	1.9167
78.77	1113.4	58.353	1.8611
78.78	1113.5	63.33	1.6712
78.79	1113.6	64.788	1.8971
78.8	1113.7	69.736	2.0043
78.81	1113.8	67.312	1.9597
78.82	1113.9	66.491	1.9364
78.83	1114	61.542	1.7177
78.84	1114.1	64.665	2.0451
78.85	1114.2	70.184	2.2745
78.86	1114.3	61.645	1.891
78.87	1114.4	62.211	1.7774
78.88	1114.5	67.513	2.2629
78.89	1114.6	66.246	2.1447
78.9	1114.7	69.25	2.2205
78.91	1114.8	64.766	2.1018
78.92	1114.9	68.814	2.3337
78.93	1115	66.827	2.3152
78.94	1115.1	63.68	2.2999
78.95	1115.2	66.63	2.3441
78.96	1115.3	69.867	2.5275
78.97	1115.4	73.286	2.7154
78.98	1115.6	67.224	2.705
78.99	1115.7	65.108	2.2607
79	1115.8	67.505	2.4011
79.01	1115.9	67.656	2.4417
79.02	1116	66.738	2.3598
79.03	1116.1	67.592	2.6596
79.04	1116.2	64.009	2.4314
79.05	1116.3	69.479	2.3658
79.06	1116.4	65.53	2.328
79.07	1116.5	69.176	2.5056
79.08	1116.6	67.424	2.4512
79.09	1116.7	69.229	2.823
79.1	1116.8	69.429	2.6891
79.11	1116.9	64.489	2.4558
79.12	1117	68.326	2.5496
79.13	1117.1	63.027	2.2836
79.14	1117.2	70.145	2.3017
79.15	1117.3	70.72	2.4282
79.16	1117.4	72.353	2.7214
79.17	1117.5	67.161	2.4727
79.18	1117.6	66.986	2.4906
79.19	1117.7	72.801	2.6275
79.2	1117.8	69.483	2.7563
79.21	1117.9	66.231	2.7314
79.22	1118	74.21	2.8358
79.23	1118.1	64.284	2.6368
79.24	1118.2	71.458	2.816
79.25	1118.3	71.728	2.8658
79.26	1118.4	73.92	2.6793
79.27	1118.6	66.498	2.5433
79.28	1118.7	69.128	2.7995
79.29	1118.8	62.321	2.9734
79.3	1118.9	64.362	2.611
79.31	1119	68.039	3.0292
79.32	1119.1	72.873	3.3136
79.33	1119.2	71.397	3.5563
79.34	1119.3	69.733	3.7556
79.35	1119.4	71.761	3.8665
79.36	1119.5	68.14	4.3333
79.37	1119.6	66.149	5.1477
79.38	1119.7	74.699	6.1307
79.39	1119.8	68.064	6.4613
79.4	1119.9	66.375	7.353
79.41	1120	69.899	6.2265
79.42	1120.1	68.805	7.4416
79.43	1120.2	73.621	7.8054
79.44	1120.3	53.606	12.174
79.45	1120.4	58.666	14.669
79.46	1120.5	46.58	23.18
79.47	1120.6	33.837	27.158
79.48	1120.7	33.116	23.216
79.49	1120.8	18.586	39.013
79.5	1120.9	14.032	34.463
79.51	1121	9.6791	36.824
79.52	1121.1	13.349	43.414
79.53	1121.2	27.27	31.48
79.54	1121.3	24.027	29.938
79.55	1121.4	29.055	22.168
79.56	1121.6	45.841	18.45
79.57	1121.7	62.495	15.583
79.58	1121.8	60.398	16.311
79.59	1121.9	59.254	17.609
79.6	1122	56.114	17.472
79.61	1122.1	54.91	14.847
79.62	1122.2	63.718	15.321
79.63	1122.3	55.514	12.238
79.64	1122.4	61.544	12.236
79.65	1122.5	56.91	9.6894
79.66	1122.6	61.747	10.048
79.67	1122.7	69.557	12.417
79.68	1122.8	61.603	10.484
79.69	1122.9	60.343	9.8851
79.7	1123	59.821	9.7285
79.71	1123.1	59.881	9.5354
79.72	1123.2	57.023	9.1423
79.73	1123.3	64.93	10.183
79.74	1123.4	60.285	9.7946
79.75	1123.5	59.89	10.27
79.76	1123.6	55.795	9.0711
79.77	1123.7	57.554	10.012
79.78	1123.8	48.14	9.2018
79.79	1123.9	62.754	10.91
79.8	1124	55.44	9.7116
79.81	1124.1	55.612	9.158
79.82	1124.2	56.393	9.2366
79.83	1124.3	50.466	9.3777
79.84	1124.4	62.224	10.943
79.85	1124.6	65.05	12.316
79.86	1124.7	54.535	12.201
79.87	1124.8	51.958	12.748
79.88	1124.9	50.099	12.686
79.89	1125	50.131	18.457
79.9	1125.1	50.663	21.532
79.91	1125.2	45.752	13.964
79.92	1125.3	58.894	14.551
79.93	1125.4	54.46	13.785
79.94	1125.5	50.539	11.734
79.95	1125.6	56.651	11.046
79.96	1125.7	56.69	8.4339
79.97	1125.8	61.449	9.2113
79.98	1125.9	62.51	7.714
79.99	1126	65.087	6.701
80	1126.1	64.709	8.0042
80.01	1126.2	60.347	4.9546
80.02	1126.2	68.425	5.3782
80.03	1126.3	72.25	5.5541
80.04	1126.4	59.65	4.9388
80.05	1126.5	65.117	5.6339
80.06	1126.6	68.296	5.4621
80.07	1126.6	70.701	4.9635
80.08	1126.7	68.947	4.9353
80.09	1126.8	72.797	5.7601
80.1	1126.9	62.7	5.1437
80.11	1126.9	76.933	6.0595
80.12	1127	64.293	4.9577
80.13	1127.1	71.865	5.3003
80.14	1127.2	71.418	5.4646
80.15	1127.3	62.567	4.3945
80.16	1127.3	54.477	3.589
80.17	1127.4	69.522	4.2753
80.18	1127.5	60.363	3.2351
80.19	1127.6	62.812	3.3831
80.21	1127.7	62.464	4.5703
80.22	1127.8	60.275	5.0828
80.23	1127.9	61.857	5.0478
80.24	1128	66.5	5.1543
80.25	1128.1	55.39	4.0317
80.26	1128.1	65.818	5.8253
80.27	1128.2	52.287	5.4052
80.28	1128.3	54.307	4.8436
80.29	1128.4	61.969	4.7797
80.3	1128.4	61.092	4.9933
80.31	1128.5	62.796	5.6426
80.32	1128.6	64.462	6.3777
80.33	1128.7	59.574	6.5889
80.34	1128.8	53.91	7.4723
80.35	1128.8	65.836	8.7037
80.36	1128.9	64.108	10.272
80.37	1129	60.104	10.463
80.38	1129.1	60.868	11.596
80.39	1129.2	59.624	9.4717
80.4	1129.2	62.254	7.1197
80.41	1129.3	61.778	9.7143
80.42	1129.4	68.593	10.528
80.43	1129.5	57.732	7.9606
80.44	1129.6	68.381	7.168
80.45	1129.6	66.874	5.1907
80.46	1129.7	66.933	5.6017
80.47	1129.8	64.901	4.6717
80.48	1129.9	67.327	4.2428
80.49	1129.9	69.936	4.2171
80.5	1130	70.823	4.5931
80.51	1130.1	62.291	4.2796
80.52	1130.2	62.976	3.7854
80.53	1130.3	71.084	4.3476
80.54	1130.3	66.679	4.2268
80.55	1130.4	66.202	4.8098
80.56	1130.5	69.614	4.3265
80.57	1130.6	65.38	4.2365
80.58	1130.7	68.707	4.2946
80.59	1130.7	67.136	4.1997
80.6	1130.8	66.91	4.2185
80.61	1130.9	66.547	4.2884
80.62	1131	68.595	5.3143
80.63	1131.1	69.326	6.0166
80.64	1131.1	72.852	6.4854
80.65	1131.2	66.485	5.7771
80.66	1131.3	65.578	5.639
80.67	1131.4	68.829	6.7266
80.68	1131.4	72.576	7.8088
80.69	1131.5	71.803	9.7324
80.7	1131.6	67.198	7.6882
80.71	1131.7	68.108	6.7388
80.72	1131.8	76.188	10.122
80.73	1131.8	68.576	18.993
80.74	1131.9	84.004	22.677
80.75	1132	61.233	17.396
80.76	1132.1	91.592	28.316
80.77	1132.3	68.424	24.921
80.78	1132.4	50.144	22.568
80.79	1132.5	49.091	22.216
80.8	1132.6	56.58	20.522
80.81	1132.8	56.187	23.614
80.82	1132.9	40.462	26.255
80.83	1133	39.543	25.988
80.84	1133.1	53.269	25.775
80.85	1133.3	53.351	25.329
80.86	1133.4	40.461	28.567
80.87	1133.5	28.346	20.976
80.88	1133.7	34.151	24.124
80.89	1133.8	38.758	27.886
80.9	1133.9	29.285	23.985
80.91	1134	40.427	25.264
80.92	1134.2	68.583	20.25
80.93	1134.3	99.457	15.883
80.94	1134.4	80.215	9.1551
80.95	1134.5	66.91	9.1381
80.96	1134.7	75.928	8.7449
80.97	1134.8	68.302	6.4125
80.98	1134.9	68.516	6.4553
80.99	1135.1	72.454	5.6264
81	1135.2	71.877	5.051
81.01	1135.3	66.366	4.8358
81.02	1135.4	64.836	4.7149
81.03	1135.6	69.548	4.9738
81.04	1135.7	71.744	4.9028
81.05	1135.8	58.855	4.1803
81.06	1135.9	71.973	4.7667
81.07	1136.1	65.501	4.6822
81.08	1136.2	62.324	4.3
81.09	1136.3	64.565	4.5581
81.1	1136.4	67.313	5.4426
81.11	1136.6	61.497	6.304
81.12	1136.7	66.177	6.2106
81.13	1136.8	65.657	5.9485
81.14	1137	67.995	5.2371
81.15	1137.1	69.622	5.4795
81.16	1137.2	69.633	6.0638
81.17	1137.3	76.313	7.9873
81.18	1137.5	67.355	7.7745
81.19	1137.6	72.937	8.519
81.2	1137.7	74.838	11.344
81.21	1137.8	61.272	7.5493
81.22	1138	76.442	7.9527
81.23	1138.1	81.624	9.3266
81.24	1138.2	72.612	9.142
81.25	1138.4	66.35	4.937
81.26	1138.5	63.377	5.4562
81.27	1138.6	67.806	3.9791
81.28	1138.7	68.021	3.7691
81.29	1138.9	69.345	3.8886
81.3	1139	66.893	3.3499
81.31	1139.1	68.476	3.2139
81.32	1139.2	66.977	3.0167
81.33	1139.4	67.37	2.9893
81.34	1139.5	69.825	3.0492
81.35	1139.6	67.508	2.9589
81.36	1139.8	67.196	3.0037
81.37	1139.9	63.887	2.6149
81.38	1140	72.549	2.9892
81.39	1140.1	71.751	3.1464
81.4	1140.3	72.001	3.6657
81.41	1140.4	78.316	4.4211
81.42	1140.5	73.306	4.3245
81.43	1140.6	69.879	3.5707
81.44	1140.8	81.156	3.9921
81.45	1140.9	68.286	3.7297
81.46	1141	63.712	3.3917
81.47	1141.2	76.016	3.3791
81.48	1141.3	62.849	3.1495
81.49	1141.4	67.451	3.4273
81.5	1141.5	65.443	2.8042
81.51	1141.7	66.26	2.9907
81.52	1141.8	68.91	2.8892
81.53	1141.9	65.042	2.6533
81.54	1142	65.072	2.4545
81.55	1142.2	74.792	3.0625
81.56	1142.3	66.748	2.2135
81.57	1142.4	65.803	2.1849
81.58	1142.5	66.624	2.2869
81.59	1142.7	66.75	2.1096
81.6	1142.8	60.729	1.5541
81.61	1142.9	68.137	1.6302
81.62	1143.1	71.172	1.9229
81.63	1143.2	71.129	1.8858
81.64	1143.3	66.952	1.9874
81.65	1143.4	72.36	2.0827
81.66	1143.6	74.286	2.3284
81.67	1143.7	72.92	2.2089
81.68	1143.8	69.099	2.1822
81.69	1143.9	67.61	2.2427
81.7	1144.1	67.227	2.1313
81.71	1144.2	70.318	2.2698
81.72	1144.3	68.948	2.2148
81.73	1144.5	65.101	2.1636
81.74	1144.6	64.691	2.1884
81.75	1144.7	71.979	2.4184
81.76	1144.8	68.095	2.3807
81.77	1145	63.415	1.9937
81.78	1145.1	65.737	1.8134
81.79	1145.2	65.306	1.9517
81.8	1145.3	71.655	1.7258
81.81	1145.5	63.937	1.6682
81.82	1145.6	65.178	1.8353
81.83	1145.7	65.953	1.8385
81.84	1145.9	62.827	1.7458
81.85	1146	64.549	1.9871
81.86	1146.1	72.671	2.1771
81.87	1146.2	63.671	1.5924
81.88	1146.4	69.661	1.6652
81.89	1146.5	66.48	1.5109
81.9	1146.6	64.473	1.4966
81.91	1146.7	64.488	1.3774
81.92	1146.9	64.243	1.4046
81.93	1147	64.355	1.3263
81.94	1147.1	62.857	1.2123
81.95	1147.3	62.22	1.1951
81.96	1147.4	69.886	1.3532
81.97	1147.5	65.561	1.3216
81.98	1147.6	63.759	1.1766
81.99	1147.8	69.639	1.2704
82	1147.9	63.062	1.1793
82.01	1148	64.523	1.4818
82.02	1148.1	60.872	1.1593
82.03	1148.3	65.793	1.1817
82.04	1148.4	65.07	1.1521
82.05	1148.5	60.737	1.181
82.06	1148.7	65.637	1.1473
82.07	1148.8	60.568	0.93273
82.08	1148.9	59.417	1.115
82.09	1149	65.491	1.2129
82.1	1149.2	61.472	0.97176
82.11	1149.3	59.727	0.97954
82.12	1149.4	62.184	1.0282
82.13	1149.5	61.605	1.0404
82.14	1149.7	58.375	1.0159
82.15	1149.8	61.335	1.0403
82.16	1149.9	61.216	0.97136
82.17	1150	64.71	0.95913
82.18	1150.2	63.04	0.94022
82.19	1150.3	64.011	0.93604
82.2	1150.4	66.504	0.98246
82.21	1150.6	61.38	1.0115
82.22	1150.7	62.189	0.9376
82.23	1150.8	64.405	0.96513
82.24	1150.9	61.652	0.87697
82.25	1151.1	63.298	0.86332
82.26	1151.2	64.681	0.9316
82.27	1151.3	64.227	1.0496
82.28	1151.4	60.883	0.97088
82.29	1151.6	65.829	0.95128
82.3	1151.7	59.354	0.86043
82.31	1151.8	62.673	0.961
82.32	1152	67.859	0.99196
82.33	1152.1	61.818	0.91742
82.34	1152.2	63.212	0.96741
82.35	1152.3	61.94	0.88073
82.36	1152.5	61.931	1.0736
82.37	1152.6	62.038	0.93012
82.38	1152.7	60.828	0.9105
82.39	1152.8	58.683	0.83063
82.4	1153	61.86	0.97603
82.41	1153.1	64.016	0.94219
82.42	1153.2	64.488	0.94535
82.43	1153.4	58.805	0.75099
82.45	1153.6	60.399	0.97355
82.46	1153.7	58.178	0.84774
82.47	1153.9	60.166	0.93724
82.48	1154	66.346	0.94664
82.49	1154.1	62.956	0.91892
82.5	1154.2	62.774	1.0447
82.51	1154.4	63.284	1.2406
82.52	1154.5	49.958	1.0146
82.53	1154.6	59.379	1.0049
82.54	1154.8	60.688	1.1339
82.55	1154.9	67.954	1.3685
82.56	1155	62.735	1.2064
82.57	1155.1	60.651	1.2431
82.58	1155.3	64.786	1.3809
82.59	1155.4	63.233	1.3829
82.6	1155.5	64.533	1.3617
82.61	1155.6	63.599	1.4758
82.62	1155.8	64.203	1.499
82.63	1155.9	64.213	1.2758
82.64	1156	66.437	1.5426
82.65	1156.1	63.436	1.692
82.66	1156.3	64.921	1.8599
82.67	1156.4	56.432	1.6446
82.68	1156.5	63.079	1.572
82.69	1156.7	61.836	1.6211
82.7	1156.8	70.65	1.8052
82.71	1156.9	68.384	2.0705
82.72	1157	63.906	2.0671
82.73	1157.2	68.762	2.3179
82.74	1157.3	63.59	2.1459
82.75	1157.4	64.304	2.1347
82.76	1157.5	64.979	2.2348
82.77	1157.7	67.384	2.1413
82.78	1157.8	59.814	1.7927
82.79	1157.9	72.097	2.1957
82.8	1158.1	66.613	2.1273
82.81	1158.2	72.021	2.3017
82.82	1158.3	62.911	1.8146
82.83	1158.4	71.007	2.0588
82.84	1158.6	67.272	1.9989
82.85	1158.7	58.507	1.5206
82.86	1158.8	67.382	1.8649
82.87	1158.9	63.752	1.8262
82.88	1159.1	67.286	2.098
82.89	1159.2	70.12	2.0704
82.9	1159.3	69.453	2.3975
82.91	1159.5	62.5	2.2767
82.92	1159.6	61.314	1.9475
82.93	1159.7	69.842	2.0208
82.94	1159.8	67.268	1.9141
82.95	1160	68.362	2.0401
82.96	1160.1	63.309	1.9729
82.97	1160.2	63.121	1.8925
82.98	1160.3	65.453	1.9937
82.99	1160.5	69.862	2.0297
83	1160.6	68.62	1.8438
83.01	1160.7	67.413	1.8175
83.02	1160.9	63.634	1.8306
83.03	1161	61.425	1.6282
83.04	1161.1	65.145	1.6667
83.05	1161.2	60.006	1.4493
83.06	1161.4	64.75	1.4592
83.07	1161.5	63.51	1.5079
83.08	1161.6	65.621	1.5724
83.09	1161.7	66.736	1.6569
83.1	1161.9	65.232	1.5439
83.11	1162	68.791	1.6544
83.12	1162.1	65.093	1.4288
83.13	1162.3	64.641	1.511
83.14	1162.4	58.796	1.2728
83.15	1162.5	59.4	1.2736
83.16	1162.6	64.287	1.2804
83.17	1162.8	63.249	1.165
83.24	1163.6	71.177	1.3785
83.25	1163.8	66.395	1.2859
83.26	1163.9	63.579	1.3039
83.27	1164	65.537	1.093
83.28	1164.2	62.146	1.2117
83.29	1164.3	64.526	1.3238
83.3	1164.4	60.298	1.2904
83.31	1164.5	62.56	1.193
83.32	1164.7	62.698	1.1951
83.33	1164.8	64.587	1.2056
83.34	1164.9	64.381	1.2754
83.35	1165	61	1.3077
83.36	1165.2	64.993	1.3252
83.37	1165.3	63.407	1.3875
83.38	1165.4	61.023	1.3533
83.39	1165.6	62.223	1.4339
83.4	1165.7	67.182	1.5283
83.41	1165.8	67.107	1.4347
83.42	1165.9	66.193	1.5897
83.43	1166.1	63.836	1.4629
83.44	1166.2	64.667	1.5298
83.45	1166.3	64.635	1.6024
83.46	1166.4	64.139	1.6083
83.47	1166.6	63.426	1.6213
83.48	1166.7	62.89	1.6312
83.49	1166.8	63.169	1.4753
83.5	1167	66.324	1.6825
83.51	1167.1	66.82	1.7833
83.52	1167.2	63.494	1.8582
83.53	1167.3	64.349	1.782
83.54	1167.5	65.03	1.8523
83.55	1167.6	59.235	1.6722
83.56	1167.7	59.397	1.6171
83.57	1167.8	60.449	1.6436
83.58	1168	64.505	1.5963
83.59	1168.1	62.923	1.5713
83.6	1168.2	65.333	1.7871
83.61	1168.4	65.781	1.761
83.62	1168.5	59.58	1.4813
83.63	1168.6	60.658	1.5964
83.64	1168.7	61.819	1.5255
83.65	1168.9	66.882	1.7057
83.66	1169	61.697	1.5168
83.67	1169.1	70.937	1.5678
83.68	1169.2	73.8	2.2439
83.69	1169.4	65.496	1.976
83.7	1169.5	65.506	1.8927
83.71	1169.6	64.726	1.894
83.72	1169.7	63.762	2.0095
83.73	1169.9	60.454	1.7692
83.74	1170	65.808	1.8248
83.75	1170.1	66.442	1.867
83.76	1170.3	65.728	1.939
83.77	1170.4	62.013	1.9155
83.78	1170.5	63.278	1.7446
83.79	1170.6	68.553	1.9489
83.8	1170.8	67.658	2.0171
83.81	1170.9	65.871	2.1749
83.82	1171	64.026	1.7801
83.83	1171.1	66.88	1.9179
83.84	1171.3	65.559	1.8483
83.85	1171.4	65.238	1.6923
83.86	1171.5	59.693	1.6353
83.87	1171.7	60.819	1.6902
83.88	1171.8	65.453	1.573
83.89	1171.9	66.303	1.8681
83.9	1172	65.357	1.942
83.91	1172.2	65.251	1.851
83.92	1172.3	58.952	1.5226
83.93	1172.4	62.02	1.5885
83.94	1172.5	61.043	1.4631
83.95	1172.7	59.917	1.3049
83.96	1172.8	63.315	1.3791
83.97	1172.9	63.754	1.422
83.98	1173.1	63.814	1.4808
83.99	1173.2	62.608	1.5005
84	1173.3	62.149	1.2817
84.01	1173.4	63.867	1.4275
84.02	1173.6	64.513	1.5139
84.03	1173.7	68.351	1.4896
84.04	1173.8	65.7	1.5706
84.05	1173.9	66.374	1.5269
84.06	1174.1	57.269	1.3539
84.07	1174.2	58.124	1.2986
84.08	1174.3	63.779	1.3856
84.09	1174.5	61.981	1.4177
84.1	1174.6	58.679	1.2331
84.11	1174.7	62.59	1.4005
84.12	1174.8	63.531	1.3514
84.13	1175	64.077	1.261
84.14	1175.1	62.355	1.2473
84.15	1175.2	64.92	1.3361
84.16	1175.3	63.551	1.3217
84.17	1175.5	63.227	1.2934
84.18	1175.6	62.979	1.3654
84.19	1175.7	64.052	1.3388
84.2	1175.9	65.433	1.3597
84.21	1176	65.532	1.2882
84.22	1176.1	59.116	1.1636
84.23	1176.2	68.026	1.2518
84.24	1176.4	61.891	0.98803
84.25	1176.5	67.463	1.2963
84.26	1176.6	65.371	1.397
84.27	1176.7	59.666	1.1111
84.28	1176.9	63.044	1.1805
84.29	1177	70.328	1.3659
84.3	1177.1	61.326	1.2622
84.31	1177.2	56.546	1.1357
84.32	1177.4	53.589	0.98479
84.33	1177.5	66.01	1.0947
84.34	1177.6	63.705	1.1268
84.35	1177.8	65.687	1.2399
84.36	1177.9	65.899	1.2806
84.37	1178	62.083	1.2045
84.38	1178.1	60.564	1.1486
84.39	1178.3	62.469	1.2146
84.4	1178.4	56.192	0.9377
84.41	1178.5	59.268	0.91184
84.42	1178.6	61.989	1.0248
84.43	1178.8	61.882	0.96941
84.44	1178.9	60.824	1.0699
84.45	1179	61.82	1.1148
84.46	1179.2	59.418	1.0211
84.47	1179.3	55.743	0.83667
84.48	1179.4	63.802	0.89437
84.49	1179.5	62.634	0.85516
84.5	1179.7	63.298	0.91176
84.51	1179.8	61.357	0.81224
84.52	1179.9	68.192	0.99721
84.53	1180	62.502	0.88508
84.54	1180.2	62.285	1.0668
84.55	1180.3	61.991	0.96267
84.56	1180.4	61.31	0.91783
84.57	1180.6	59.056	0.98944
84.58	1180.7	60.801	1.0764
84.59	1180.8	61.278	1.0224
84.6	1180.9	62.919	0.93924
84.61	1181.1	63.061	0.93266
84.62	1181.2	58.683	0.82541
84.63	1181.3	59.133	0.81109
84.64	1181.4	60.721	0.8917
84.65	1181.6	62.984	0.89339
84.66	1181.7	58.173	0.85848
84.67	1181.8	60.345	0.8332
84.68	1182	62.35	0.80428
84.69	1182.1	58.939	0.77658
84.7	1182.2	60.852	0.66331
84.71	1182.3	63.851	0.66638
84.74	1182.7	63.481	0.78296
84.75	1182.8	62.883	0.80417
84.76	1183	63.777	0.9161
84.77	1183.1	62.111	1.0389
84.78	1183.2	59.842	1.0437
84.79	1183.3	61.188	1.0727
84.8	1183.5	62.554	1.0925
84.81	1183.6	58.623	0.97295
84.82	1183.7	59.316	0.96915
84.83	1183.9	58.01	0.95282
84.84	1184	60.298	0.99756
84.85	1184.1	62.733	0.84531
84.86	1184.2	62.363	0.88023
84.87	1184.4	57.687	0.87644
84.88	1184.5	69.056	1.0379
84.89	1184.6	63.145	0.92155
84.9	1184.7	63.731	0.8395
84.91	1184.9	60.23	0.97033
84.92	1185	65.505	0.94574
84.93	1185.1	61.127	0.89434
84.94	1185.3	62.662	1.0275
84.95	1185.4	59.352	0.92817
84.96	1185.5	60.06	0.91269
84.97	1185.6	64.059	1.0507
84.98	1185.8	63.357	1.0172
84.99	1185.9	63.888	0.98053
85	1186	77.01	1.3374
85.01	1186.1	60.275	1.0278
85.02	1186.3	61.276	0.88351
85.03	1186.4	69.461	0.91874
85.04	1186.5	68.361	1.0678
85.05	1186.7	69.611	1.0296
85.06	1186.8	68.189	1.0947
85.07	1186.9	80.194	1.2061
85.08	1187	63.71	1.2265
85.09	1187.2	67.387	1.2145
85.1	1187.3	67.648	1.3409
85.11	1187.4	61.966	1.2065
85.12	1187.5	61.975	1.2081
85.13	1187.7	66.057	1.5387
85.25	1189.2	64.465	1.4452
85.26	1189.3	65.863	1.5994
85.27	1189.5	65.059	1.7176
85.28	1189.6	61.908	1.7664
85.29	1189.7	67.992	1.7832
85.3	1189.8	65.187	1.6807
85.31	1190	63.126	1.7634
85.32	1190.1	65.88	1.9445
85.33	1190.2	67.821	2.4098
85.34	1190.3	65.132	2.2046
85.35	1190.5	58.977	1.9488
85.36	1190.6	61.654	1.9293
85.37	1190.7	60.74	1.9053
85.38	1190.8	64.044	1.9825
85.39	1191	64.084	1.9668
85.4	1191.1	67.629	2.2457
85.41	1191.2	63.824	2.3357
85.42	1191.4	59.384	3.031
85.43	1191.5	58.7	2.8386
85.44	1191.6	64.394	3.0091
85.45	1191.7	66.08	2.9515
85.46	1191.9	68.884	3.1523
85.47	1192	66.86	3.1029
85.48	1192.1	61.341	2.774
85.49	1192.2	68.694	2.939
85.5	1192.4	65.773	2.7915
85.51	1192.5	62.043	3.1213
85.52	1192.6	61.813	3.5258
85.53	1192.8	63.088	3.2638
85.54	1192.9	64.695	3.8437
85.55	1193	68.337	4.0421
85.56	1193.1	65.735	4.4894
85.57	1193.3	62.801	4.6921
85.58	1193.4	70.076	5.2341
85.59	1193.5	75.973	7.1233
85.6	1193.6	66.135	6.9449
85.61	1193.8	64.208	6.8133
85.62	1193.9	69.375	6.1607
85.63	1194	62.037	5.1664
85.64	1194.2	68.601	4.7299
85.65	1194.3	73.701	5.5415
85.66	1194.4	62.78	3.6713
85.67	1194.5	62.49	4.8038
85.68	1194.7	64.132	4.616
85.69	1194.8	76.154	6.2845
85.7	1194.9	61.454	5.1889
85.71	1195	64.886	3.7311
85.72	1195.2	67.195	3.9144
85.73	1195.3	62.82	3.3799
85.74	1195.4	65.173	3.4988
85.75	1195.6	64.986	3.6755
85.76	1195.7	67.414	3.7305
