# DESCRIPTION:
# Reference: Wagner, Bernd; Vogel, Hendrik; Francke, Alexander; Friedrich, Tobias; Donders, Timme H; Lacey, Jack H; Leng, Melanie J; Regattieri, Eleonora; Sadori, Laura; Wilke, Thomas; Zanchetta, Giovanni; Albrecht, Christian; Bertini, Adele; Combourieu-Nebout, Nathalie; Cvetkoska, Aleksandra; Giaccio, Biagio; Grazhdani, Andon; Hauffe, Torsten; Holtvoeth, Jens; Joannin, Sébastien; Jovanovska, Elena; Just, Janna; Kouli, Katerina; Kousis, Ilias; Koutsodendris, Andreas; Krastel, Sebastian; Lagos, Markus; Leicher, Niklas; Levkov, Zlatko; Lindhorst, Katja; Masi, Alessia; Melles, Martin; Mercuri, Anna Maria; Nomade, Sébastien; Nowaczyk, Norbert R; Panagiotopoulos, Konstantinos; Peyron, Odile; Reed, Jane M; Sagnotti, Leonardo; Sinopoli, Gaia; Stelbrink, Björn; Sulpizio, Roberto; Timmermann, Axel; Tofilovska, Slavica; Torri, Paola; Wagner-Cremer, Friederike; Wonik, Thomas; Zhang, Xiaosen (2019): Mediterranean winter rainfall in phase with African monsoons during the past 1.36 million years. Nature, https://doi.org/10.1038/s41586-019-1529-0
# Data from: https://doi.org/10.1594/PANGAEA.896847. Accessed 28 Nov 2022.
# Comment: Data was not modified in any way.

Depth [m],Age [ka BP],TIC [%],TOC [%],Qz peak area,δ13C cal [‰ PDB],δ18O cal [‰ PDB],Quercus deci [%],AP-Pinus [%]
210.99,543.10225,2.88,2.1,0.19003,1.11,-6.09,30.581,57.1865
211.15,543.61025,3.64,1.82,,1.04,-6.06,,
211.32,544.1272,2.1,2.04,0.17937,0.71,-6.59,,
211.47,544.6044,1.89,1.89,,0.7,-5.95,,
211.63,545.1025,2.61,1.91,0.19044,1.21,-6.18,36.4217,57.1885
211.79,545.60625,1.68,1.99,,0.65,-5.54,,
211.95,546.1082,3.15,1.22,0.17043,0.77,-6.68,,
212.11,546.622,1.54,2.02,,0.53,-4.52,,
212.27,547.15765,2.65,1.3,0.20641,1.85,-4.45,16.7183,33.1269
212.43,547.69605,2.51,0.99,,1.48,-4.85,,
212.59,548.24255,1.5,1.49,0.21452,0.42,-5.24,,
212.75,548.7871,2.49,1.27,,1.26,-4.44,,
212.91,549.32675,1.98,2.1,0.21077,0.94,-4.18,34.5277,53.0945
213.07,549.8592,0.97,2.12,,0.66,-5.57,,
213.23,550.39945,2.73,1.33,0.21335,1.08,-5.38,,
213.39,550.92305,2.61,1.52,,0.36,-5.48,,
213.55,551.427,2.53,0.94,0.23783,0.19,-5.9,28.9474,44.7368
213.71,551.95075,3.23,1.9,,0.65,-5.07,,
213.87,552.4734,2.27,1.65,0.21572,0.81,-5.65,,
214.03,552.9969,1.38,1.97,,0.34,-5.07,,
214.19,553.5221,1.71,1.47,0.22943,0.62,-5.34,34.1463,46.3415
214.35,554.04025,2.06,1.3,,0.85,-4.52,,
214.51,554.5663,3.19,1.04,0.20964,0.76,-5.63,,
214.67,555.07305,3.14,1.98,,0.74,-6.3,,
214.83,555.55185,4.15,0.66,0.19307,0.97,-5.52,23.301,41.7476
214.99,556.02435,2.21,1.66,,0.34,-5.99,,
215.15,556.48975,2.54,1.36,0.20447,0.7,-5.48,,
215.31,556.96775,2.16,0.99,,0.74,-5.31,,
215.47,557.4369,2.3,0.74,0.30088,0.68,-5.63,20.8333,34.2593
215.63,557.90385,2.75,0.7,,0.75,-5.51,,
215.79,558.37905,3.45,0.87,0.24637,0.11,-6.33,,
215.95,559.03995,4.49,1.12,,-0.26,-6.79,,
216.11,559.28565,4.97,1.06,0.16398,0.08,-6.73,46.0905,72.0165
216.27,559.7229,3.54,1.07,,-0.01,-7.23,,
216.43,560.1673,4.09,1.3,0.20598,0.31,-6.56,,
216.59,560.61935,5.05,0.76,,1.42,-5.29,,
216.75,561.0679,4.12,0.95,0.20386,1.69,-4.56,24.6777,42.1731
216.91,561.5077,4.33,0.86,,1.27,-5.36,,
217.07,561.9498,4.17,1.08,0.19565,1.34,-5.21,,
217.23,562.37925,4.39,1.14,,1.06,-5.57,,
217.39,562.73415,4.23,1.01,0.19488,1.01,-5.42,23.2365,33.195
217.55,563.07465,4.41,1.23,,0.41,-6.05,,
217.71,563.41775,2.29,2.17,0.17751,0.2,-5.89,,
217.87,563.7593,3.09,2.2,,0.08,-5.94,,
218.03,564.10265,3.75,1.68,0.17733,0.1,-5.89,52.6863,75.7366
218.19,564.4442,2.91,1.01,,0.95,-5.4,,
218.35,564.7746,3.16,1.01,0.21046,0.96,-4.75,,
218.51,565.1024,1.86,0.94,,0.58,-5.84,,
218.67,565.42795,1.52,0.87,0.32638,0.91,-5.75,25.1816,39.4673
218.83,565.7554,1.87,0.99,,0.92,-4.92,,
218.99,566.0885,3.69,1.05,0.23223,1.17,-5.25,,
219.15,566.42,1.7,0.94,,0.57,-5.54,,
219.31,566.74525,1.79,0.89,0.29906,0.99,-5.41,15.1515,27.2727
219.47,567.07045,1.98,0.9,,0.97,-4.49,,
219.63,567.39395,1.9,0.81,0.31717,0.51,-3.34,,
219.79,567.71365,3.2,0.9,,1.44,-5.07,,
219.95,568.052,2.94,1.05,0.26767,1.1,-5.05,10.0917,21.1009
220.11,568.4009,3.86,1.14,,0.52,-5.61,,
220.27,568.74265,2.7,1.19,0.24196,-0.24,-6.78,,
220.43,569.09265,2.81,1.56,,0.27,-6.02,,
220.59,569.4432,1.05,1.41,0.27636,1.19,-4.17,40.2597,73.3766
220.75,569.7897,2.73,1.16,,0.23,-6.33,,
220.91,570.1373,3.28,1.21,0.22389,0.17,-6.16,,
221.07,570.47795,3.35,1.23,,0.15,-6.25,,
221.23,570.84265,2.9,1.15,0.24283,0.21,-5.95,33.6134,74.2297
221.39,571.1993,2.77,1.2,,0.04,-5.84,,
221.55,571.5694,3.31,1.15,0.24225,-0.01,-5.85,,
221.71,571.9412,3.64,1.14,,-0.03,-5.88,,
221.87,572.3065,3.96,1.64,0.21593,,,35.7895,83.6842
222.03,572.67605,4.18,1.22,,-0.08,-5.67,,
222.19,573.05405,4.9,1.35,0.17707,-0.07,-5.88,,
222.35,573.41525,4.83,1.49,,-0.34,-5.66,,
222.51,573.78985,5.31,1.34,0.17319,-0.52,-6.15,37.4165,81.7372
222.67,574.15015,4.87,1.22,,-0.32,-5.92,,
222.83,574.52705,5.67,1.26,0.15169,-0.36,-5.84,,
222.99,574.8886,6.23,1.41,,-0.3,-5.7,,
223.15,575.2536,5.47,1.3,0.15378,-0.25,-5.86,56.3559,92.3729
223.31,575.618,5.83,1.36,,-0.47,-6.45,,
223.47,575.98895,6.14,0.96,0.13734,-0.59,-6.2,,
223.63,576.3543,5.82,1.03,,-0.74,-6.6,,
223.79,576.71055,7.14,0.89,0.13073,-0.52,-6.53,41.3483,89.6629
223.95,577.06965,7.54,0.7,,-0.15,-5.81,,
224.11,577.4314,6.32,0.92,0.13773,-0.45,-6.45,,
224.27,577.79305,6.72,0.9,,-0.45,-6.76,,
224.43,578.1673,6.18,0.86,0.15065,0.05,-6.04,63.1579,90.4605
224.59,578.5267,8.07,0.89,,0.7,-4.88,,
224.75,578.8938,8,1.03,0.09537,0.93,-4.62,,
224.91,579.25365,6.83,1.16,,0.93,-5.03,,
225.07,579.6153,5.62,1.17,0.14548,0.55,-5.92,68.5714,91.4286
225.23,579.9381,5.6,0.77,,0.51,-5.97,,
225.39,580.26465,4.73,0.91,0.19147,0.79,-5.97,,
225.55,580.59365,3.98,0.86,,0.79,-5.75,,
225.71,580.9183,3.26,1.02,0.25369,0.89,-5.62,63.7749,79.8359
225.87,581.24335,2.87,0.85,,1.79,-4.64,,
226.03,581.57255,2.94,0.74,0.28409,1,-5.82,,
226.19,581.89535,2.07,0.73,,1.37,-4.7,,
226.35,582.2212,0.97,0.91,0.27801,1.01,-5.23,51.2048,58.7349
226.51,582.5557,1.08,0.92,,-0.24,-5.28,,
226.67,582.8992,1.42,0.8,0.29395,1.26,-5.1,,
226.83,583.24005,1.74,0.73,,,,,
226.99,583.5847,1.23,0.87,0.2873,1.96,-4.11,36.2712,45.4237
227.15,583.9289,1.09,0.91,,1.52,-3.86,,
227.31,584.2766,1.98,0.72,0.27662,1.93,-4.26,,
227.47,584.61625,1.09,0.81,,0.96,-5.08,,
227.63,584.9619,1.18,1.03,0.30015,0.96,-3.99,17.5047,30.3538
227.79,585.38045,2.56,0.83,,2.31,-5.2,,
227.95,585.81895,1.62,0.91,0.24319,1.28,-5.2,,
228.11,586.2534,1.59,1,,1.2,-5.1,,
228.27,586.69265,2.38,0.86,0.23527,1.65,-5.22,22.8013,29.6417
228.43,587.13365,2.19,1.03,,1.21,-5.24,,
228.59,587.5664,2.46,1.02,0.23819,1.32,-5.19,,
228.75,588.0022,4.12,0.98,,1.38,-5.26,,
228.91,588.4251,3.97,1.37,0.18847,0.88,-6.09,50,58.0153
229.07,588.8264,4.93,1.45,,1,-5.59,,
229.23,589.2035,4.19,1.31,0.17905,0.73,-6.44,,
229.39,589.5949,5.4,1.26,,,,,
229.55,589.97775,5.37,1.43,0.15256,0.76,-6.05,58.7699,72.6651
229.71,590.3667,3.65,1.35,,0.71,-5.94,,
229.87,590.74765,2.79,1.32,0.22522,1.2,-5.1,,
230.03,591.13035,3.36,1.28,,1,-5.06,,
230.18,591.4877,4.09,1.22,0.17591,0.42,-5.91,59.3361,72.6141
230.35,591.9272,4.78,1.12,,0.57,-5.21,,
230.51,592.35485,4.99,0.88,0.18533,0.99,-4.63,,
230.67,592.7845,4.48,1.33,,0.76,-5.22,,
230.83,593.21825,3.91,1.38,0.17771,0.2,-6.11,30.5296,77.5701
230.99,593.65765,4.03,1.39,,-0.06,-6.26,,
231.15,594.0975,3.61,1.42,0.16831,-0.01,-6.11,,
231.31,594.52335,4.16,1.65,,-0.08,-5.64,,
231.47,594.951,3.16,1.7,0.17927,-0.2,-5.92,26.0586,33.5601
231.64,595.4854,2.52,1.88,,-0.28,-5.94,,
231.79,595.92235,4.67,1.68,0.14224,-0.29,-5.24,,
231.95,596.4353,4.22,1.67,,-0.02,-5.01,,
232.11,596.94565,3.98,1.32,0.17919,0.04,-5.34,46.7492,61.9195
232.27,597.45335,2.73,1.16,,0.75,-4.95,,
232.43,597.9652,3.11,1.25,0.20612,0.77,-4.87,,
232.59,598.4715,4.79,1.14,,0.71,-4.9,,
232.75,598.9856,4.07,1.19,0.18904,0.8,-4.79,11.2179,21.7949
232.91,599.45785,5.8,1.26,,-0.33,-5.93,,
233.07,599.8832,5.11,1.36,0.13825,-0.5,-6.38,,
233.23,600.3029,5.39,1.36,,-0.18,-5.79,,
233.39,600.72555,5.04,1.44,0.14111,-0.27,-6.25,54.1667,66.3462
233.55,601.14345,6.52,1.18,,0.17,-5.57,,
233.71,601.57185,6.91,0.75,0.13192,0.13,-6.04,,
233.87,601.9991,5.17,0.94,,0.82,-5.6,,
234.03,602.4342,3.75,1.03,0.20459,1.41,-4.94,28.7129,35.6436
234.19,602.8536,4.3,0.8,,1.19,-5.23,,
234.35,603.25135,3.94,0.83,0.22153,0.82,-5.58,,
234.51,603.652,3.7,0.77,,0.98,-5.06,,
234.66,604.0267,4.59,0.95,0.19163,0.82,-5.68,26.8437,34.8083
234.83,604.4551,4.94,0.62,,0.53,-6.05,,
234.99,604.8601,6.21,0.79,0.13354,0.43,-5.84,,
235.15,605.26355,5.35,0.95,,0.51,-5.85,,
235.31,605.67075,6.25,1.16,0.12348,0.54,-5.57,51.2903,60.9677
235.47,606.0729,6.74,1.01,,0.46,-5.39,,
235.63,606.5253,6.37,0.8,0.11675,0.1,-6.14,,
235.79,606.98215,6.07,1,,0,-6.04,,
235.95,607.4306,7.12,0.84,0.11529,-0.15,-6.04,50.2994,68.2635
236.11,607.87625,6.86,1.03,,-0.07,-5.94,,
236.27,608.31655,6.56,1.02,0.12588,-0.2,-5.99,,
236.43,608.75265,6.69,0.93,,0.03,-5.31,,
236.59,609.19405,6.98,1.01,0.11632,-0.16,-5.6,54.2274,70.8455
236.75,609.63105,7.05,1.03,,-0.04,-5.49,,
236.91,610.0022,7.46,0.9,0.0955,-0.21,-5.83,,
237.07,610.3701,7.05,1.29,,-0.05,-5.26,,
237.23,610.73605,6.92,1.31,0.10524,-0.04,-5.4,47.0219,68.652
237.39,611.11055,8,1.16,,0.1,-5.01,,
237.55,611.482,7.36,1.3,0.09693,-0.05,-5.3,,
237.71,611.85805,5.84,1.41,,-0.12,-5.6,,
237.87,612.2341,5.79,1.33,0.13239,-0.21,-5.74,27.957,88.172
238.03,612.6025,6.4,1.46,,0.24,-4.69,,
238.19,612.97645,6.56,1.08,0.11642,0.16,-4.51,,
238.35,613.35245,6.2,1.09,,0.24,-4.59,,
238.51,613.72475,6.03,1.3,0.12497,0.24,-4.55,18.3099,83.0986
238.67,614.09885,6.08,1.18,,0.01,-4.77,,
238.83,614.46765,6.97,1.12,0.10161,-0.17,-4.59,,
238.99,614.83935,6.85,1.15,,-0.45,-4.85,,
239.15,615.21215,7.16,0.93,0.10747,-0.3,-4.72,15.3846,85.7988
239.31,615.57945,7.31,1.13,,-0.44,-4.77,,
239.47,615.96355,7.11,1.19,0.11129,-0.45,-4.87,,
239.63,616.34705,7.48,1.07,,-0.22,-4.41,,
239.79,616.73505,7.85,1.08,0.09874,-0.3,-4.52,26.4706,79.4118
239.95,617.118,8.57,0.69,,-0.03,-4.1,,
240.11,617.49935,8.27,0.98,0.0928,-0.03,-4.6,,
240.27,617.89585,7.89,1.25,,-0.12,-4.92,,
240.43,618.28375,8.27,1.09,0.08761,-0.1,-4.96,47.2727,78.6364
240.59,618.6618,6.35,1.76,,0.23,-5.23,,
240.75,619.0362,7.63,1.17,0.10959,0.3,-4.91,,
240.91,619.3974,7.26,1.07,,0.07,-5.63,,
241.07,619.757,6.82,1.13,0.13011,0.1,-5.62,49.8282,67.354
241.23,620.12035,6.37,0.93,,0.18,-6.25,,
241.39,620.48455,6.68,1.06,0.16394,0.41,-5.75,,
241.55,620.8418,6.32,0.97,,0.34,-6.31,,
241.71,621.20705,6.89,0.92,0.16448,0.61,-6.31,39.0909,45
241.87,621.5599,4.54,1.62,,0.73,-6.68,,
242.03,621.9435,4,1.26,0.2286,0.56,-7.44,,
242.19,622.33285,2.9,1.35,,0.47,-6.98,,
242.35,622.71895,2.47,1.2,0.2518,0.78,-6.79,20.1835,27.9817
242.51,623.10955,1.88,1.12,,0.75,-5.05,,
242.67,623.51025,1.59,0.98,0.26984,0.78,-4.41,,
242.83,623.9081,1.36,0.97,,0.98,-4.94,,
242.99,624.305,1.22,0.96,0.25357,1.16,-4.25,11.1969,17.3745
243.15,624.70105,0.88,1.06,,,,,
243.31,625.0887,0.16,0.96,0.2751,,,,
243.47,625.4686,0.71,1.21,,,,,
243.63,625.8435,0.16,1.16,0.28531,,,15.3285,28.4672
243.79,626.2179,0.54,0.84,,,,,
243.95,626.59185,0.22,0.8,0.2879,,,,
244.11,626.96455,0.29,0.94,,,,,
244.27,627.35595,0.13,0.62,0.27669,,,7.14286,35.1648
244.43,627.74495,1.58,0.71,,,,,
244.59,628.14435,0.15,0.66,0.29695,,,,
244.75,628.58525,0.46,0.76,,,,,
244.91,629.019,0.09,0.6,0.27528,,,6.89655,26.8966
245.07,629.45935,0.12,0.57,,,,,
245.23,629.89025,0.72,0.65,0.30357,,,,
245.39,630.32625,0.29,0.72,,,,,
245.55,630.7531,0.23,0.76,0.2672,,,2.13904,14.9733
245.71,631.1787,0.48,0.81,,,,,
245.87,631.62805,0.76,0.65,0.2865,,,,
246.03,632.14785,0.21,0.62,,,,,
246.19,632.68145,0.56,0.56,0.30241,,,12.0482,24.6988
246.35,633.2025,0.44,0.65,,,,,
246.51,633.7246,0.22,0.6,0.29957,,,,
246.67,634.2382,0.24,0.68,,,,,
246.83,634.7525,0.19,0.74,0.30788,,,10.9453,27.8607
246.99,635.2654,0.16,0.69,,,,,
247.15,635.783,0.16,0.65,0.3236,,,,
247.31,636.18855,0.66,0.71,,,,,
247.47,636.58895,0.08,0.66,0.33904,,,10.1604,28.877
247.63,636.9985,0.09,0.61,,,,,
247.79,637.3959,0.78,0.83,0.25462,,,,
247.95,637.7973,0.16,1.04,,,,,
248.11,638.21245,0.19,1,0.25539,,,16,30
248.27,638.61225,0.18,0.95,,,,,
248.43,639.01225,0.26,0.89,0.26059,,,,
248.59,639.53565,0.71,0.87,,,,,
248.75,640.0841,0.22,1,0.24739,,,3.80623,15.2249
248.91,640.62335,0.26,0.83,,,,,
249.07,641.1658,0.3,0.9,0.23978,,,,
249.23,641.7089,0.11,0.93,,,,,
249.39,642.25215,0.05,0.81,0.2743,,,7.14286,24.2857
249.55,642.78885,0.09,0.72,,,,,
249.71,643.31995,0.15,0.88,0.2633,,,,
249.87,643.8297,0.13,0.85,,,,,
250.03,644.3421,0.33,0.83,0.28425,,,4.84581,19.3833
250.19,644.842,0.25,0.92,,,,,
250.35,645.3474,0.12,1.16,0.2386,,,,
250.51,645.84525,0.09,0.87,,,,,
250.67,646.3597,0.08,1.11,0.27725,,,2.92887,11.7155
250.83,646.86935,0.05,0.81,,,,,
250.99,647.36485,1.01,0.71,0.27816,,,,
251.15,647.8624,1.23,0.66,,,,,
251.31,648.36055,0.11,0.7,0.29215,,,1.66113,11.6279
251.47,648.85295,0.77,0.85,,,,,
251.63,649.34995,0.19,0.85,0.27799,,,,
251.79,649.85075,0.09,0.92,,,,,
251.95,650.3394,0.08,0.79,0.27358,,,5.94059,20.297
252.11,650.84095,0.11,0.73,,,,,
252.27,651.3316,0.05,0.84,0.1994,,,,
252.43,651.76025,0.05,0.79,,,,,
252.59,652.12985,0.05,0.62,0.29046,,,8.83978,19.8895
252.75,652.50985,0.18,0.58,,,,,
252.91,652.88775,0.33,0.71,0.30763,,,,
253.07,653.2632,1.01,0.64,,,,,
253.23,653.6375,0.16,0.55,0.33621,,,3.14342,10.2161
253.39,654.0198,0.79,0.66,,,,,
253.55,654.39995,0.24,0.63,0.34581,,,,
253.71,654.8694,0.12,0.59,,,,,
253.87,655.4694,0.49,0.65,0.35094,,,4.32277,12.6801
254.03,656.0733,0.5,0.71,,,,,
254.19,656.66575,0.19,0.73,0.34616,,,,
254.35,657.25845,0.31,0.84,,,,,
254.51,657.84415,1.16,0.79,0.29217,,,5.45455,18.6364
254.67,658.4337,0.26,0.71,,,,,
254.83,659.013,0.78,0.86,0.31687,,,,
254.99,659.61625,3.25,0.71,,,,,
255.15,660.24895,0.59,0.81,0.35504,,,13.4021,27.8351
255.31,660.88395,1.05,0.78,,,,,
255.47,661.51545,0.88,0.66,0.26923,,,,
255.63,662.14785,1,0.8,,,,,
255.79,662.77385,0.68,0.96,0.32351,,,6.33484,20.8145
255.95,663.4066,0.27,0.94,,,,,
256.11,664.0372,0.27,0.92,0.3436,,,,
256.27,664.64745,0.43,0.93,,,,,
256.43,665.21015,0.66,0.95,0.28031,0.04,-3.55,5.33808,13.1673
256.59,665.77155,3.07,1.07,,0.86,-5.38,,
256.75,666.3381,2.23,1.17,0.23538,0.09,-5.22,,
256.91,666.89715,2.07,1.24,,-0.07,-5.61,,
257.07,667.4497,1.33,1.07,0.29403,,,3.40909,12.5
257.23,668.0097,2.96,1.27,,0.15,-5.12,,
257.39,668.5773,3.73,1.28,0.19708,-0.04,-4.94,,
257.55,669.1311,2.44,1.46,,-0.79,-6.61,,
257.71,669.6726,4.57,1.33,0.16795,-0.36,-5.95,29.1429,52.5714
257.87,670.2195,2.51,1.34,,-0.88,-6.74,,
258.03,670.7631,1.27,1.36,0.26805,-1.11,-5.48,,
258.19,671.30495,1.25,1.36,,-1.04,-5.33,,
258.35,671.85885,1.53,1.52,0.24396,-0.14,-5.65,19.7183,38.7324
258.51,672.40375,1.67,1.29,,0.89,-4.64,,
258.67,672.9603,1.83,1.17,0.22416,0.47,-4.98,,
258.83,673.52335,0.15,1.02,,,,,
258.99,674.01665,0.95,1.16,0.26847,,,16.8675,39.759
259.16,674.541,0.2,1.3,,,,,
259.31,675.0134,0.29,1.21,0.26771,,,,
259.47,675.51815,0.75,1.17,,,,,
259.63,676.0177,1.49,1.12,0.19573,,,16.8675,44.5783
259.79,676.52365,0.21,0.85,,,,,
259.95,677.0364,0.74,0.83,0.28329,,,,
260.11,677.54605,0.41,0.79,,,,,
260.27,678.7024,0.6,0.85,0.26938,,,4.23729,17.7966
260.563,680.6063,0.98,0.99,,,,,
260.723,681.9729,1.68,1.19,0.27509,-1.21,-6.65,,
260.883,683.3276,3.22,1.39,,-1.24,-6.93,,
261.043,684.6869,3.64,1.14,0.20017,-1.05,-6.4,16.4835,48.3516
261.203,686.0408,5.26,1.27,,-0.8,-6.35,,
261.363,687.3989,3.8,1.05,0.14991,-0.63,-6.74,,
261.523,688.75155,3.56,1.06,,-0.87,-6.88,,
261.683,689.8321,3.57,1,0.22879,-0.99,-6.8,21.4286,51.7857
261.843,690.9243,4.56,0.92,,-0.91,-7.08,,
262.003,692.0121,7.07,0.94,0.14349,-0.51,-6.16,,
262.163,693.0979,8.03,0.89,,-0.06,-5.76,,
262.323,694.1879,8.44,0.62,0.09821,0.1,-5.5,48.951,65.7343
262.483,695.2778,8.28,0.56,,0.02,-5.69,,
262.643,696.3701,8.53,0.47,0.09596,-0.11,-5.81,,
262.803,697.4611,7.84,0.35,,0.1,-5.72,,
262.963,698.13235,8.14,0.39,0.11226,-0.14,-6.1,37.5566,52.4887
263.123,698.75985,7.58,0.75,,-0.03,-6.09,,
263.283,699.386,6.85,0.59,0.13804,-0.31,-6.77,,
263.443,700.0043,6.2,0.72,,-0.41,-7.01,,
263.603,700.6171,7.55,0.71,0.12999,0.36,-5.41,24.1026,48.2051
263.763,701.23555,7.08,0.77,,-0.24,-5.9,,
263.923,701.85865,6.1,0.88,0.18308,-0.79,-7.08,,
264.083,702.48,7.5,0.73,,-0.49,-5.89,,
264.243,703.15275,6.07,1.14,0.1383,-0.54,-5.41,34.7826,64.6739
264.403,703.85735,3.95,1,,-1.2,-6.51,,
264.563,704.571,4.24,1.07,0.19387,-1.23,-6.37,,
264.723,705.27295,6.58,1.14,,-0.59,-5.32,,
264.883,705.98165,6.36,1.06,0.14451,-0.57,-5.24,16.1491,38.5093
265.043,706.6933,5.76,1.16,,-0.36,-4.97,,
265.203,707.3993,7.05,0.83,0.14006,-0.3,-4.8,,
265.363,708.09535,6.9,0.85,,-0.2,-4.8,,
265.523,708.8312,6.75,1.13,0.13542,-0.24,-5.07,27.2727,50.5051
265.683,709.5647,6.2,0.82,,-0.27,-5.46,,
265.843,710.3118,5.72,1.1,0.15876,-0.17,-5.87,,
266.003,711.04805,4.3,1.17,,-0.36,-6.58,,
266.163,711.7987,3.25,1.17,0.20357,-0.13,-6.94,14.5833,40.625
266.323,712.54035,1.56,1.13,,-0.17,-6.7,,
266.483,713.2875,1.11,0.75,0.24216,,,,
266.643,714.0229,0.77,0.5,,,,,
266.803,714.83745,0.31,0.41,0.3056,,,5.41176,16.2353
266.963,715.71855,0.31,0.4,,,,,
267.123,716.58295,0.29,0.42,0.29321,,,,
267.283,717.4595,0.59,0.38,,,,,
267.443,718.3409,0.97,0.48,0.29058,,,4.814,15.9737
267.603,719.232,0.28,0.32,,,,,
267.763,720.1116,0.6,0.4,0.30158,,,,
267.923,720.9843,0.11,0.38,,,,,
268.083,721.6754,0.46,0.41,0.30679,,,3.75,21.25
268.243,722.1162,0.1,0.43,,,,,
268.403,722.5639,0.72,0.44,0.34293,,,,
268.563,723.0073,0.3,0.46,,,,,
268.723,723.45545,0.27,0.48,0.33472,,,1.84332,12.4424
268.883,723.8963,0.09,0.44,,,,,
269.043,724.3433,0.44,0.53,0.36295,,,,
269.203,724.78955,0.4,0.63,,,,,
269.363,725.2616,0.47,0.76,0.26479,,,5.42169,25.3012
269.523,725.82075,0.48,0.85,,,,,
269.683,726.3864,0.3,0.68,0.31435,,,,
269.843,726.94915,0.26,0.69,,,,,
270.003,727.5218,0.3,0.93,0.26953,,,5.6,27.6
270.163,728.0931,0.64,0.77,,,,,
270.323,728.65935,0.31,0.86,0.30899,,,,
270.483,729.2196,1.89,1.09,,,,,
270.643,729.77235,0.25,0.96,0.31175,,,1.35135,14.8649
270.803,730.3176,0.37,1.3,,,,,
270.963,730.8667,0.12,1.19,0.29287,,,,
271.123,731.42235,0.99,1.32,,,,,
271.283,731.9902,3.74,1.28,0.1748,0.73,-5.27,11.6959,41.5205
271.443,732.5398,2.91,1.2,,0.16,-5.7,,
271.603,733.0999,3.51,0.87,0.20096,-0.01,-6.06,,
271.773,733.6988,4.88,1.04,,-0.24,-6.63,,
271.923,734.2252,4.92,0.99,0.14715,0.18,-6.16,23.7288,53.775
272.083,734.78665,3.71,1,,-0.04,-6.02,,
272.243,735.33655,4.6,1.06,0.19819,-0.16,-6.4,,
272.403,735.9032,4.08,0.99,,-0.39,-7.04,,
272.563,736.4558,4.75,0.89,0.19061,-0.19,-6.14,25.5319,47.3404
272.723,737.01645,3.38,0.78,,-0.45,-7.09,,
272.883,737.57565,3.14,0.8,0.26016,-0.07,-6.2,,
273.043,738.1339,3.22,0.62,,0.69,-5.42,,
273.203,738.6909,3.94,0.82,0.22049,1,-4.55,2.32558,17.4419
273.363,739.10335,3.56,0.88,,0.61,-5.57,,
273.523,739.5099,2.91,1.02,0.22038,-0.42,-6.93,,
273.683,739.90575,1.2,1.06,,-0.8,-6.85,,
273.843,740.3012,1.19,0.93,0.27379,-0.8,-7.22,2.2508,92.6045
274.003,740.70135,3.3,0.94,,-0.47,-6.81,,
274.163,741.08735,3.76,1.09,0.19304,-0.17,-6.41,,
274.323,741.4769,4.14,1,,-0.07,-5.9,,
274.483,741.87025,3.32,1.07,0.19912,-0.17,-6.5,3.18182,18.6364
274.643,742.222,3.32,1.11,,-0.07,-6.18,,
274.803,742.57265,3.12,1.1,0.20155,-0.18,-6.15,,
274.963,742.91755,3.25,1.32,,-0.16,-3.53,,
275.123,743.2696,2.75,0.96,0.21952,0.04,-5.54,15.4176,45.6103
275.283,743.621,0.41,1.34,,,,,
275.443,743.97795,0.09,1.13,0.25276,,,,
275.603,744.3225,0.12,0.68,,,,,
275.763,744.6687,0.79,0.68,0.2793,,,3.85852,18.9711
275.923,745.05495,0.42,0.57,,,,,
276.083,745.46585,0.54,0.53,0.36208,,,,
276.243,745.8819,0.41,0.62,,,,,
276.403,746.29225,0.46,0.53,0.3521,,,5.72519,35.4962
276.563,746.70625,0.67,0.7,,,,,
276.723,747.11755,0.41,0.63,0.34427,,,,
276.883,747.5187,0.32,0.71,,,,,
277.043,747.93215,0.12,0.69,0.26567,,,5.51724,20.6897
277.203,748.35055,0.21,0.55,,,,,
277.363,748.7907,0.83,0.67,0.29037,,,,
277.523,749.23255,1.86,0.61,,,,,
277.683,749.67625,0.21,0.86,0.30609,,,18,40.2857
277.843,750.11195,0.33,0.68,,,,,
278.003,750.5554,0.32,0.78,0.28396,,,,
278.163,750.9902,0.31,0.91,,,,,
278.323,751.4399,0.27,0.85,0.31942,,,0,89.6414
278.483,751.8476,0.26,0.78,,,,,
278.643,752.2211,0.28,0.83,0.32576,,,,
278.803,752.6033,1.1,0.76,,,,,
278.963,752.97645,0.61,0.95,0.29695,,,11.1538,20.7692
279.123,753.3563,0.18,0.97,,,,,
279.283,753.73745,0.27,1.03,0.26326,,,,
279.443,754.12685,0.17,1.07,,,,,
279.603,754.5088,0.2,0.71,0.294,,,11.4391,29.8893
279.763,754.90315,3.01,0.81,,,,,
279.923,755.316,0.35,1.02,0.31937,,,,
280.083,755.7282,0.62,1,,,,,
280.243,756.1336,0.19,0.91,0.32336,,,15.3846,41.2587
280.403,756.5448,0.26,0.99,,,,,
280.563,756.9505,0.18,0.91,0.30536,,,,
