# DESCRIPTION:
# Reference: Prokopenko, A.A.,Hinnov, L.A.,Williams, D.F.,Kuzmin, M.I. 2006. Orbital forcing of continental climate during the Pleistocene: a complete astronomically tuned climatic record from Lake Baikal, SE Siberia. Quaternary Science Reviews, 25, 3431-3457. https://doi.org/10.1016/j.quascirev.2006.10.002.
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/6068. Accessed 07 Jan 2023.
# Comment: Data was not modified in any way.

Composite Depth [m],SP-tuned age [ka BP],Biogenic silica [%]
71.4,1693.5,21.6
71.42,1694.2,17.2
71.44,1694.8,16
71.46,1695.4,18.2
71.48,1696,14.5
71.5,1696.6,20.8
71.52,1697.2,26.1
71.54,1697.8,25.1
71.56,1698.4,22.4
71.58,1699,20.3
71.6,1699.6,17.6
71.62,1700.2,16.8
71.64,1700.8,13.6
71.66,1701.4,11.8
71.68,1702,9.5
71.7,1702.6,6
71.72,1703.2,5.2
71.74,1703.8,5.4
71.76,1704.4,5.5
71.77,1704.7,4.7
71.79,1705.4,4.7
71.83,1706.6,5.2
71.85,1707.2,4.8
71.88,1708.1,4.5
71.91,1709,5.2
71.95,1710.2,4
71.97,1710.8,3.7
71.99,1711.4,3.8
72.01,1712,3.6
72.03,1712.6,3.2
72.05,1713.2,3.2
72.07,1713.8,3.4
72.09,1714.4,3.4
72.11,1715,3.5
72.13,1715.6,3.2
72.15,1716.3,3.7
72.17,1716.9,3.5
72.19,1717.5,3.3
72.21,1718.1,3.7
72.23,1718.7,3.5
72.25,1719.3,3.2
72.27,1719.9,3.5
72.29,1720.5,3.5
72.31,1721.1,3.4
72.33,1721.7,3.4
72.35,1722.3,3.8
72.37,1722.9,3.5
72.39,1723.5,3.4
72.41,1724.1,3.3
72.43,1724.7,3.3
72.45,1725.3,3.3
72.47,1725.9,3.2
72.49,1726.5,3.4
72.51,1727.1,3.4
72.53,1727.8,4
72.55,1728.4,4.5
72.57,1729,5.6
72.59,1729.6,7.5
72.61,1730.2,10
72.63,1730.8,10.8
72.65,1731.4,9.1
72.67,1732,8.4
72.69,1732.6,7.6
72.71,1733.2,7
72.73,1733.8,10.2
72.75,1734.2,9.3
72.77,1734.6,8.9
72.79,1735,6.8
72.81,1735.3,5
72.83,1735.7,4.4
72.85,1736.1,4.7
72.87,1736.5,5.3
72.89,1736.9,5.8
72.91,1737.3,6.1
72.93,1737.6,5
72.95,1738,4.5
72.97,1738.4,3.7
72.99,1738.8,4
73.01,1739.2,3.9
73.03,1739.5,4.5
73.05,1739.9,3.8
73.07,1740.3,3.8
73.09,1740.7,3.9
73.11,1741.1,4
73.13,1741.5,3
73.15,1741.8,4.3
73.17,1742.2,4.6
73.19,1742.6,4.2
73.21,1743,4.1
73.23,1743.4,4.2
73.25,1743.8,3.4
73.27,1744.1,3.1
73.29,1744.5,3.4
73.31,1744.9,3.5
73.33,1745.3,3.5
73.35,1745.7,3.4
73.37,1746,3.4
73.39,1746.4,3.4
73.41,1746.8,3.5
73.43,1747.2,3.4
73.45,1747.6,3.2
73.47,1748,3.1
73.49,1748.3,3.5
73.51,1748.7,3.4
73.53,1749.1,3.4
73.55,1749.5,3.6
73.57,1749.9,3.2
73.59,1750.3,3.4
73.61,1750.6,3.5
73.63,1751,3.8
73.65,1751.4,3.5
73.67,1751.8,3.8
73.69,1752.2,4.1
73.71,1752.6,4
73.73,1752.9,5.8
73.75,1753.3,7.1
73.77,1753.7,8.7
73.79,1754.1,11.7
73.81,1754.5,12.5
73.83,1754.8,16.3
73.85,1755.4,10
73.87,1756,10.5
73.89,1756.5,12.7
73.91,1757.1,10.4
73.93,1757.6,9.9
73.95,1758.2,10.7
73.97,1758.8,8.5
73.99,1759.3,7.2
74.005,1759.7,4.1
74.025,1760.3,4.5
74.045,1760.9,3.7
74.065,1761.4,3.5
74.085,1762,3.5
74.105,1762.5,3.7
74.125,1763.1,4.1
74.145,1763.7,3.9
74.165,1764.2,3.7
74.185,1764.8,3.4
74.205,1765.3,3.5
74.22,1765.8,5.4
74.23,1766,6.2
74.24,1766.3,6.1
74.25,1766.6,5.6
74.26,1766.9,6
74.27,1767.2,6.4
74.28,1767.4,5.6
74.29,1767.7,6.7
74.3,1768,6
74.31,1768.3,7.1
74.32,1768.5,7
74.33,1768.8,7
74.35,1769.4,9.9
74.37,1769.9,9.3
74.39,1770.5,13.1
74.41,1771.1,16.4
74.43,1771.6,14.9
74.45,1772.2,13.1
74.47,1772.7,7.8
74.49,1773.3,10.4
74.51,1773.9,12.3
74.53,1774.4,13.4
74.55,1775,17.1
74.57,1775.5,16.5
74.59,1776.1,16.4
74.61,1776.7,17
74.63,1777.2,19.3
74.65,1777.8,23
74.67,1778.3,18
74.69,1778.9,15.8
74.71,1779.5,15
74.73,1780,11.9
74.75,1780.6,9.4
74.77,1781.1,12.4
74.79,1781.7,12.4
74.81,1782.3,11.1
74.83,1782.8,10
74.85,1783.4,7.9
74.87,1783.9,6
74.89,1784.5,7.8
74.91,1785,13
74.93,1785.6,10.5
74.95,1786.2,9.9
74.97,1786.7,7.1
74.99,1787.3,6.6
75.01,1787.8,5.6
75.03,1788.4,5.6
75.05,1789,5.2
75.07,1789.5,5.4
75.09,1790.1,5.4
75.11,1790.6,5.5
75.13,1791.2,5.1
75.15,1791.8,5.1
75.17,1792.3,4.9
75.19,1792.9,4.6
75.21,1793.4,5.6
75.23,1794,5.2
75.25,1794.6,5.6
75.27,1795.1,5.7
75.29,1795.7,4.9
75.31,1796.2,4.9
75.33,1796.8,5.3
75.35,1797.3,4.9
75.37,1797.9,5.3
75.39,1798.5,4.9
75.41,1799,4.9
75.43,1799.6,4.4
75.45,1800.1,5.2
75.47,1800.7,5
75.49,1801.3,4.9
75.51,1801.8,5
75.53,1802.4,4.6
75.55,1802.9,5.4
75.57,1803.5,4.9
75.59,1804.1,4.7
75.61,1804.6,4.7
75.63,1805.2,5.1
75.65,1805.7,5.1
75.67,1806.3,5.4
75.69,1806.9,5.6
75.71,1807.4,5.1
75.73,1808,5.1
75.75,1808.5,7.7
75.77,1809.1,5.3
75.79,1809.7,5.3
75.81,1810.2,4.5
75.83,1810.8,4.8
75.85,1811.3,5.4
75.87,1811.9,5.2
75.89,1812.4,5.6
75.91,1813,6.7
75.92,1813.3,7.1
75.93,1813.6,7.2
75.94,1813.8,7.6
75.95,1814.1,7.7
75.96,1814.4,7.2
75.97,1814.7,9.2
75.98,1815,9.5
75.99,1815.2,9.6
76,1815.5,9.8
76.01,1815.8,9.5
76.02,1816.1,8.5
76.03,1816.4,8.1
76.04,1816.6,7.8
76.05,1816.9,6.9
76.06,1817.2,6.4
76.07,1817.5,5.8
76.08,1817.8,11.1
76.09,1818,10.8
76.1,1818.3,11.2
76.11,1818.6,12
76.12,1818.9,16.1
76.13,1819.2,15.8
76.14,1819.4,12.3
76.16,1820,9.2
76.18,1820.6,9.4
76.2,1821.1,9.2
76.22,1821.7,9.1
76.25,1822.5,8.4
76.27,1823.1,8.7
76.29,1823.6,8.3
76.31,1824.2,7.9
76.33,1824.8,7.7
76.35,1825.3,8.8
76.37,1825.9,9.6
76.39,1826.4,9.6
76.41,1827,13.6
76.43,1827.5,12.8
76.45,1828.1,11.4
76.47,1828.7,11.7
76.49,1829.2,11.1
76.51,1829.8,13.1
76.53,1830.3,11.7
76.55,1830.9,12.4
76.59,1832,5
76.71,1835.4,5.3
76.75,1836.5,5.4
76.79,1837.6,4.8
76.83,1838.7,5.2
76.87,1839.9,5.9
76.91,1841,5.4
76.95,1842.1,5.2
76.99,1843.2,5.3
