# DESCRIPTION:
# Reference: WAIS Divide Project Members (2015): Precise interpolar phasing of abrupt climate change during the last ice age. Nature, 520, 661–665, hhttps://doi.org/10.1038/nature14401.
# Data from: https://www.nature.com/articles/nature14401#Sec14. Accessed 07 Jan 2023.
# Comment: Several variables from the original dataset are not included here.
# Comment: Depth and Age are averages of their 'Top' and 'Bottom' values.

Depth (average) [m],WD2014 Age (average) [ka BP],ss Na [ng/b]
1704.35,9.07564,7.236
1704.45,9.07673,29.601
1704.55,9.07774,40.316
1704.65,9.07871,29.611
1704.75,9.07967,38.139
1704.85,9.08059,17.154
1704.95,9.08163,13.179
1705.05,9.08274,10.335
1705.15,9.08359,14.272
1705.25,9.08435,20.762
1705.35,9.08519,14.711
1705.45,9.08601,7.789
1705.55,9.08688,8.891
1705.65,9.08778,18.917
1705.75,9.08866,24.701
1705.85,9.08973,13.479
1705.95,9.09081,11.795
1706.05,9.09175,11.412
1706.15,9.09279,11.504
1706.25,9.09377,11.569
1706.35,9.09463,18.477
1706.45,9.09546,17.686
1706.55,9.09629,18.183
1706.65,9.09712,11.713
1706.75,9.09795,59.901
1706.85,9.09878,50.746
1706.95,9.09961,11.9
1707.05,9.10049,13.773
1707.15,9.1015,11.369
1707.25,9.10247,19.406
1707.35,9.10338,8.607
1707.45,9.1043,14.209
1707.55,9.10515,8.417
1707.65,9.10598,8.306
1707.75,9.10684,13.719
1707.85,9.10792,13.678
1707.95,9.10926,27.905
1708.05,9.11058,13.111
1708.15,9.11169,13.681
1708.25,9.11259,9.7
1708.35,9.11347,8.581
1708.45,9.11439,17.353
1708.55,9.11521,29.189
1708.65,9.11596,14.841
1708.75,9.1168,12.969
1708.85,9.11783,17.371
1708.95,9.11885,33.142
1709.05,9.1198,14.18
1709.15,9.12092,24.09
1709.25,9.12219,17.124
1709.35,9.12329,6.924
1709.45,9.12422,6.612
1709.55,9.12514,16.494
1709.65,9.12601,18.379
1709.75,9.12685,13.428
1709.85,9.12785,13.183
1709.95,9.12896,14.265
1710.05,9.13014,19.688
1710.15,9.13124,19.35
1710.25,9.13223,19.372
1710.35,9.13319,16.239
1710.45,9.13415,9.308
1710.55,9.13511,9.782
1710.65,9.13604,8.886
1710.75,9.13691,18.59
1710.85,9.13766,25.429
1710.95,9.13854,13.793
1711.05,9.1396,12.698
1711.15,9.14056,8.633
1711.25,9.14158,9.523
1711.35,9.14259,9.548
1711.45,9.14342,11.192
1711.55,9.14432,7.08
1711.65,9.14541,8.107
1711.75,9.1464,13.676
1711.85,9.14727,11.539
1711.95,9.14815,10.943
1712.05,9.14899,15.71
1712.15,9.14988,23.998
1712.25,9.15094,20.503
1712.35,9.15198,13.546
1712.45,9.15291,10.094
1712.55,9.15398,12.591
1712.65,9.15508,11.034
1712.75,9.15603,8.636
1712.85,9.15697,11.959
1712.95,9.15796,13.917
1713.05,9.15897,6.853
1713.15,9.16003,7.93
1713.25,9.16113,13.38
1713.35,9.16229,9.961
1713.45,9.16333,11.712
1713.55,9.16421,13.748
1713.65,9.16506,13.997
1713.75,9.16587,10.325
1713.85,9.16669,12.412
1713.95,9.16766,17.79
1714.05,9.16865,9.022
1714.15,9.16941,17.312
1714.25,9.17022,10.44
1714.35,9.17132,15.695
1714.45,9.17238,10.035
1714.55,9.17329,8.92
1714.65,9.17424,14.838
1714.75,9.17524,47.755
1714.85,9.17625,13.773
1714.95,9.17733,12.65
1715.05,9.17835,29.184
1715.15,9.17937,15.712
1715.25,9.18053,14.471
1715.35,9.18155,17.411
1715.45,9.18262,18.509
1715.55,9.1837,25.221
1715.65,9.1847,10.913
1715.75,9.18564,14.145
1715.85,9.18652,10.454
1715.95,9.18763,9.316
1716.05,9.18877,13.672
1716.15,9.1898,10.876
1716.25,9.19088,11.832
1716.35,9.19191,10.979
1716.45,9.19283,12.207
1716.55,9.19371,7.807
1716.65,9.19458,14.655
1716.75,9.19554,10.03
1716.85,9.19647,11.721
1716.95,9.19733,13.84
1717.05,9.19837,8.967
1717.15,9.19936,12.432
1717.25,9.2002,16.552
1717.35,9.20115,13.88
1717.45,9.20216,8.367
1717.55,9.20314,15.809
1717.65,9.20427,7.435
1717.75,9.20533,7.07
1717.85,9.20625,7.045
1717.95,9.2072,18.628
1718.05,9.20813,11.918
1718.15,9.20907,11.852
1718.25,9.20997,11.179
1718.35,9.21078,12.308
1718.45,9.21178,12.073
1718.55,9.21291,9.799
1718.65,9.2139,9.377
1718.75,9.21473,12.341
1718.85,9.21567,11.914
1718.95,9.21678,14.389
1719.05,9.21777,12.346
1719.15,9.21868,11.266
1719.25,9.21961,9.817
1719.35,9.22066,8.829
1719.45,9.22167,13.018
1719.55,9.22259,9.979
1719.65,9.22355,12.407
1719.75,9.22452,14.568
1719.85,9.22558,8.019
1719.95,9.2266,15.616
1720.05,9.22763,20.399
1720.15,9.22876,19.622
1720.25,9.2298,13.109
1720.35,9.23075,14.258
1720.45,9.23169,18.656
1720.55,9.23277,21.634
1720.65,9.23386,12.187
1720.75,9.23484,10.969
1720.85,9.23583,13.667
1720.95,9.23681,16.828
1721.05,9.23781,14.484
1721.15,9.23875,17.679
1721.25,9.23971,7.888
1721.35,9.24079,17.609
1721.45,9.24188,9.809
1721.55,9.24291,16.39
1721.65,9.24373,15.453
1721.75,9.24459,13.059
1721.85,9.24551,21.771
1721.95,9.24634,14.212
1722.05,9.24728,14.962
1722.15,9.24837,11.346
1722.25,9.24946,13.992
1722.35,9.25057,8.51
1722.45,9.25159,13.208
1722.55,9.25256,7.338
1722.65,9.25357,14.96
1722.75,9.25441,22.709
1722.85,9.25537,13.205
1722.95,9.25658,10.433
1723.05,9.25777,12.858
1723.15,9.25882,9.637
1723.25,9.25977,8.695
1723.35,9.26052,21.066
1723.45,9.26131,12.285
1723.55,9.26228,18.818
1723.65,9.26318,23.445
1723.75,9.2641,21.593
1723.85,9.26505,31.892
1723.95,9.26586,18.056
1724.05,9.26652,28.064
1724.15,9.26723,11.586
1724.25,9.26817,13.394
1724.35,9.26915,8.474
1724.45,9.2701,6.215
1724.55,9.27117,12.312
1724.65,9.27226,10.363
1724.75,9.27341,7.914
1724.85,9.27439,11.793
1724.95,9.27517,18.143
1725.05,9.27616,11.02
1725.15,9.27739,12.695
1725.25,9.27849,12.551
1725.35,9.27926,13.03
1725.45,9.28004,10.183
1725.55,9.281,12.571
1725.65,9.28205,16.67
1725.75,9.28299,15.221
1725.85,9.28387,15.33
1725.95,9.2848,15.653
1726.05,9.28576,24.117
1726.15,9.28673,17.476
1726.25,9.28774,6.98
1726.35,9.28868,10.405
1726.45,9.28955,9.512
1726.55,9.29042,11.877
1726.65,9.29148,7.458
1726.75,9.29255,12.82
1726.85,9.29356,16.228
1726.95,9.29462,28.353
1727.05,9.29554,18.119
1727.15,9.2964,9.951
1727.25,9.29746,9.635
1727.35,9.29848,15.933
1727.45,9.29945,6.515
1727.55,9.30042,21.439
1727.65,9.30125,11.396
1727.75,9.30213,11.983
1727.85,9.30308,4.156
1727.95,9.30401,10.577
1728.05,9.30493,10.204
1728.15,9.30584,11.981
1728.25,9.30678,13.153
1728.35,9.30778,5.339
1728.45,9.3087,10.265
1728.55,9.3095,17.078
1728.65,9.31032,14.771
1728.75,9.31126,9.929
1728.85,9.31211,10.269
1728.95,9.31279,12.088
1729.05,9.31363,21.719
1729.15,9.31463,14.428
1729.25,9.31554,7.659
1729.35,9.31641,11.738
1729.45,9.31732,18.985
1729.55,9.31824,10.741
1729.65,9.31918,6.684
1729.75,9.32012,12.325
1729.85,9.32098,14.991
1729.95,9.32182,14.121
1730.05,9.32274,21.496
1730.15,9.32389,13.426
1730.25,9.32507,10.777
1730.35,9.32601,14.925
1730.45,9.32682,13.888
1730.55,9.32772,10.578
1730.65,9.32884,10.019
1730.75,9.32989,14.718
1730.85,9.33078,27.411
1730.95,9.33179,11.977
1731.05,9.33288,9.901
1731.15,9.33385,9.637
1731.25,9.3347,20.081
1731.35,9.33549,8.873
1731.45,9.33621,10.957
1731.55,9.33691,8.883
1731.65,9.33774,8.951
1731.75,9.33871,7.754
1731.85,9.33971,8.836
1731.95,9.34061,7.814
1732.05,9.34149,7.982
1732.15,9.34228,11.649
1732.25,9.34304,12.054
1732.35,9.34404,11.088
1732.45,9.34514,13.661
1732.55,9.34622,12.751
1732.65,9.3474,9.273
1732.75,9.34866,10.405
1732.85,9.34975,14.055
1732.95,9.35068,13.885
1733.05,9.35177,14.262
1733.15,9.353,10.117
1733.25,9.35417,17.395
1733.35,9.35534,15.956
1733.45,9.35648,11.837
1733.55,9.3575,10.338
1733.65,9.35846,7.915
1733.75,9.35952,10.472
1733.85,9.36054,37.942
1733.95,9.36155,20.825
1734.05,9.36257,11.714
1734.15,9.36358,9.559
1734.25,9.36455,8.887
1734.35,9.3656,13.802
1734.45,9.36685,11.262
1734.55,9.36798,12.086
1734.65,9.369,14.329
1734.75,9.37,15.946
1734.85,9.37091,13.404
1734.95,9.37179,11.349
1735.05,9.37265,15.517
1735.15,9.37358,8.249
1735.25,9.37458,7.954
1735.35,9.3755,31.565
1735.45,9.37653,12.861
1735.55,9.37762,10.24
1735.65,9.37849,26.736
1735.75,9.37941,17.663
1735.85,9.38051,11.077
1735.95,9.38153,19.005
1736.05,9.3825,15.294
1736.15,9.38361,20.167
1736.25,9.38466,14.2
1736.35,9.38559,7.601
1736.45,9.38638,11.54
1736.55,9.3871,8.425
1736.65,9.38803,10.034
1736.75,9.38909,14.648
1736.85,9.39016,24.062
1736.95,9.39129,31.908
1737.05,9.39242,13.11
1737.15,9.39345,9.719
1737.25,9.39441,11.93
1737.35,9.39537,26.503
1737.45,9.39644,16.746
1737.55,9.39746,16.197
1737.65,9.39842,11.051
1737.75,9.39934,11.765
1737.85,9.40018,7.259
1737.95,9.40103,6.988
1738.05,9.40193,14.926
1738.15,9.40288,12.218
1738.25,9.40391,18.228
1738.35,9.40496,24.708
1738.45,9.40594,10.78
1738.55,9.40684,13.99
1738.65,9.40781,10.558
1738.75,9.40886,11.795
1738.85,9.40981,7.26
1738.95,9.41063,7.943
1739.05,9.41147,8.516
1739.15,9.41232,8.503
1739.25,9.41313,8.996
1739.35,9.41401,9.054
1739.45,9.41492,13.618
1739.55,9.41583,9.285
1739.65,9.41671,14.636
1739.75,9.41767,16.739
1739.85,9.41862,12.847
1739.95,9.41936,11.938
1740.05,9.42005,9.057
1740.15,9.42091,11.585
1740.25,9.42197,8.252
1740.35,9.42306,9.461
1740.45,9.42404,16.548
1740.55,9.42503,17.027
1740.65,9.42608,16.228
1740.75,9.42702,16.199
1740.85,9.42779,6.631
1740.95,9.42853,8.198
1741.05,9.42936,8.492
1741.15,9.43035,16.607
1741.25,9.4316,12.741
1741.35,9.43287,17.407
1741.45,9.43401,18.657
1741.55,9.43507,16.513
1741.65,9.43596,12.662
1741.75,9.43668,17.543
1741.85,9.43746,6.855
1741.95,9.43848,19.692
1742.05,9.43945,8.095
1742.15,9.44031,10.771
1742.25,9.44121,7.525
1742.35,9.44208,13.014
1742.45,9.44291,13.47
1742.55,9.44384,11.768
1742.65,9.44481,11.053
1742.75,9.44566,12.373
1742.85,9.4465,20.424
1742.95,9.44751,12.057
1743.05,9.44848,16.37
1743.15,9.44939,10.517
1743.25,9.45028,11.101
1743.35,9.45102,11.766
1743.45,9.45171,9.053
1743.55,9.4525,9.815
1743.65,9.45351,11.291
1743.75,9.45448,18.395
1743.85,9.45534,7.621
1743.95,9.4564,15.295
1744.05,9.45747,30.399
1744.15,9.45834,24.666
1744.35,9.46029,36.539
1744.45,9.46131,12.876
1744.55,9.46232,14.427
1744.65,9.46329,39.912
1744.75,9.4642,17.392
1744.85,9.46504,16.096
1744.95,9.46606,10.292
1745.05,9.46719,13.156
1745.15,9.46821,7.134
1745.25,9.46911,7.035
1745.35,9.46994,12.09
1745.45,9.47073,15.559
1745.55,9.47158,21.518
1745.65,9.4725,6.084
1745.75,9.47346,9.046
1745.85,9.47447,10.205
1745.95,9.47548,9.966
1746.05,9.47641,10.432
1746.15,9.47731,13.969
1746.25,9.47824,10.816
1746.35,9.47914,9.397
1746.45,9.48006,8.264
1746.55,9.48093,12.161
1746.65,9.48176,23.62
1746.75,9.48265,13.008
1746.85,9.4836,10.8
1746.95,9.48447,16.026
1747.05,9.4853,9.834
1747.15,9.48617,14.656
1747.25,9.4871,9.29
1747.35,9.48804,5.424
1747.45,9.48888,9.258
1747.55,9.48971,10.6
1747.65,9.49075,14.591
1747.75,9.49183,14.298
1747.85,9.49275,16.561
1747.95,9.49369,10.37
1748.05,9.49452,12.08
1748.15,9.49517,16.965
1748.25,9.49585,11.642
1748.35,9.49661,11.741
1748.45,9.49741,15.473
1748.55,9.49822,13.49
1748.65,9.49923,15.885
1748.75,9.50045,20.631
1748.85,9.50154,16.427
1748.95,9.50256,12.12
1749.05,9.50362,19.612
1749.15,9.50453,9.647
1749.25,9.5054,10.541
1749.35,9.50631,16.816
1749.45,9.50737,8.863
1749.55,9.50833,17.483
1749.65,9.50913,20.147
1749.75,9.51004,12.565
1749.85,9.51093,12.993
1749.95,9.51169,14.438
1750.05,9.51246,10.799
1750.15,9.51337,10.202
1750.25,9.51437,17.523
1750.35,9.51544,7.559
1750.45,9.51655,7.961
1750.55,9.51745,23.535
1750.65,9.51823,10.026
1750.75,9.51918,12.021
1750.85,9.52023,23.544
1750.95,9.52126,17.266
1751.05,9.52239,8.954
1751.15,9.52346,9.614
1751.25,9.52438,7.079
1751.35,9.52529,8.991
1751.45,9.52624,14.507
1751.55,9.5272,20.839
1751.65,9.52816,32.878
1751.75,9.52906,22.531
1751.85,9.52985,19.501
1751.95,9.53076,8.501
1752.05,9.53186,9.869
1752.15,9.53293,7.947
1752.25,9.53383,9.992
1752.35,9.53461,9.21
1752.45,9.53531,9.455
1752.55,9.53598,13.638
1752.65,9.53668,13.147
1752.75,9.53749,5.596
1752.85,9.53833,9.829
1752.95,9.53921,10.432
1753.05,9.54024,20.538
1753.15,9.54123,17.955
1753.25,9.54219,28.706
1753.35,9.54329,14.349
1753.45,9.54447,20.854
1753.55,9.54555,10.181
1753.65,9.54647,15.557
1753.75,9.54727,12.202
1753.85,9.54805,10.448
1753.95,9.54884,7.359
1754.05,9.54955,10.124
1754.15,9.5503,18.918
1754.25,9.55139,9.079
1754.35,9.55247,17.279
1754.45,9.55327,10.594
1754.55,9.55403,9.895
1754.65,9.55482,10.273
1754.75,9.55574,10.976
1754.85,9.55674,11.65
1754.95,9.55769,12.151
1755.05,9.55855,10.912
1755.15,9.55947,7.523
1755.25,9.56048,13.404
1755.35,9.56145,18.935
1755.45,9.56241,7.122
1755.55,9.5633,7.094
1755.65,9.56419,9.403
1755.75,9.56521,17.581
1755.85,9.56629,17.792
1755.95,9.56736,11.965
1756.05,9.56844,11.925
1756.15,9.5696,10.61
1756.25,9.57061,10.691
1756.35,9.57141,8.428
1756.45,9.5722,11.204
1756.55,9.5731,9.791
1756.65,9.57406,22.7
1756.75,9.57499,28.908
1756.85,9.57591,22.82
1756.95,9.57683,13.05
1757.05,9.57786,20.843
1757.15,9.57904,16.074
1757.25,9.58013,11.576
1757.35,9.58108,10.364
1757.45,9.58209,12.905
1757.55,9.5832,14.811
1757.65,9.58429,27.238
1757.75,9.58517,15.199
1757.85,9.5859,11.379
1757.95,9.58669,9.228
1758.05,9.58742,13.813
1758.15,9.58817,9.34
1758.25,9.58914,13.826
1758.35,9.59018,10.421
1758.45,9.59109,16.701
1758.55,9.59186,21.444
1758.65,9.59265,9.677
1758.75,9.59357,16.342
1758.85,9.59449,29.892
1758.95,9.59551,17.889
1759.05,9.59657,18.69
1759.15,9.59758,12.123
1759.25,9.5986,15.609
1759.35,9.59957,8.277
1759.45,9.60058,11.279
1759.55,9.60154,14.717
1759.65,9.60235,12.142
1759.75,9.60318,12.714
1759.85,9.60407,17.936
1759.95,9.6049,16.805
1760.05,9.60582,13.292
1760.15,9.60675,11.256
1760.25,9.60766,14.028
1760.35,9.6088,10.328
1760.45,9.60992,9.131
1760.55,9.61084,10.026
1760.65,9.61184,10.866
1760.75,9.61289,10.313
1760.85,9.61387,24.366
1760.95,9.61477,21.863
1761.05,9.61564,10.916
1761.15,9.61651,16.188
1761.25,9.61731,7.984
1761.35,9.61809,13.113
1761.45,9.61891,9.921
1761.55,9.61979,12.827
1761.65,9.62082,8.796
1761.75,9.62189,9.537
1761.85,9.62292,11.991
1761.95,9.62395,22.551
1762.05,9.62491,15.542
1762.15,9.62589,12.796
1762.25,9.62687,8.526
1762.35,9.62776,12.524
1762.45,9.62859,13.796
1762.55,9.62938,11.961
1762.65,9.63027,10.209
1762.75,9.63126,12.451
1762.85,9.63228,27.572
1762.95,9.6333,9.604
1763.05,9.63431,17.655
1763.15,9.63537,7.442
1763.25,9.6364,6.38
1763.35,9.63737,13.178
1763.45,9.63825,12.672
1763.55,9.63911,15.311
1763.65,9.64011,19.916
1763.75,9.64126,15.667
1763.85,9.64237,16.395
1763.95,9.64336,11.317
1764.05,9.64429,14.561
1764.15,9.64515,14.261
1764.25,9.64596,16.21
1764.35,9.64677,16.472
1764.45,9.64769,10.29
1764.55,9.64865,9.041
1764.65,9.64957,12.01
1764.75,9.65042,26.798
1764.85,9.65128,13.919
1764.95,9.65221,18.354
1765.05,9.65323,14.214
1765.15,9.65439,17.209
1765.25,9.65541,39.245
1765.35,9.6563,21.076
1765.45,9.65722,8.421
1765.55,9.65818,8.42
1765.65,9.65914,12.141
1765.75,9.66002,10.675
1765.85,9.66099,17.202
1765.95,9.66208,17.446
1766.05,9.66316,10.066
1766.15,9.66417,22.881
1766.25,9.66522,12.889
1766.35,9.66626,35.481
1766.45,9.66724,14.885
1766.55,9.66834,22.133
1766.65,9.66942,14.814
1766.75,9.67049,22.086
1766.85,9.67148,16.886
1766.95,9.67238,23.262
1767.05,9.67329,6.17
1767.15,9.67406,11.148
1767.25,9.67476,10.261
1767.35,9.6755,17.519
1767.45,9.67634,11.834
1767.55,9.6772,8.832
1767.65,9.67806,18.396
1767.75,9.67894,13.123
1767.85,9.67986,18.3
1767.95,9.68085,14.072
1768.05,9.68187,13.581
1768.15,9.68284,14.396
1768.25,9.68378,11.239
1768.35,9.68481,13.22
1768.45,9.68594,13.516
1768.55,9.68696,11.051
1768.65,9.68787,12.761
1768.75,9.68876,9.242
1768.85,9.68964,12.952
1768.95,9.69059,12.106
1769.05,9.69162,20.444
1769.15,9.69253,14.486
1769.25,9.69342,10.646
1769.35,9.69444,15.026
1769.45,9.69544,10.675
1769.55,9.69635,13.329
1769.65,9.69725,17.804
1769.75,9.69814,16.248
1769.85,9.69902,12.03
1769.95,9.69992,10.655
1770.05,9.70091,10.937
1770.15,9.70192,12.657
1770.25,9.70286,19.079
1770.35,9.70378,9.092
1770.45,9.70465,17.933
1770.55,9.70565,16.195
1770.65,9.70663,16.53
1770.75,9.70754,17.861
1770.85,9.70856,14.351
1770.95,9.7096,19.3
1771.05,9.71062,17.418
1771.15,9.7116,6.457
1771.25,9.71261,15.508
1771.35,9.71357,16.853
1771.45,9.71453,14.957
1771.55,9.71561,43.126
1771.65,9.71676,51.592
1771.75,9.718,13.352
1771.85,9.71921,18.232
1771.95,9.72036,20.264
1772.05,9.7215,28.855
1772.15,9.72258,18.308
1772.25,9.72357,22.665
1772.35,9.72459,13.838
1772.45,9.72558,17.673
1772.55,9.72658,12.596
1772.65,9.72755,18.445
1772.75,9.72844,17.585
1772.85,9.72948,12.76
1772.95,9.7305,19.4
1773.05,9.73127,10.036
1773.15,9.73196,9.352
1773.25,9.73274,16.403
1773.35,9.73365,17.085
1773.45,9.73464,10.658
1773.55,9.73567,11.127
1773.65,9.73669,9.773
1773.75,9.7376,11.741
1773.85,9.73858,9.282
1773.95,9.7396,14.293
1774.05,9.74057,14.006
1774.15,9.74149,14.625
1774.25,9.74238,12.356
1774.35,9.74326,11.379
1774.45,9.74407,10.432
1774.55,9.74492,11.136
1774.65,9.74581,12.373
1774.75,9.7467,13.326
1774.85,9.74754,17.591
1774.95,9.74833,15.633
1775.05,9.7492,17.664
1775.15,9.75014,13.111
1775.25,9.75111,9.639
1775.35,9.75213,8.14
1775.45,9.75311,12.509
1775.55,9.754,15.006
1775.65,9.75492,26.817
1775.75,9.75595,21.045
1775.85,9.75698,12.382
1775.95,9.75794,10.762
1776.05,9.75892,8.038
1776.15,9.75989,10.142
1776.25,9.76094,14.071
1776.35,9.76208,23.294
1776.45,9.76315,23.953
1776.55,9.76413,28.651
1776.65,9.76513,20.191
1776.75,9.76611,26.297
1776.85,9.76695,12.409
1776.95,9.76772,22.982
1777.05,9.76845,20.301
1777.15,9.76918,14.715
1777.25,9.76995,12.435
1777.35,9.77076,10.75
1777.45,9.77162,20.699
1777.55,9.77243,12.269
1777.65,9.77322,6.909
1777.75,9.77416,18.094
1777.85,9.77518,21.543
1777.95,9.77627,8.156
1778.05,9.77724,7.832
1778.15,9.77799,12.261
1778.25,9.77873,40.508
1778.35,9.77964,11.271
1778.45,9.78064,19.15
1778.55,9.78162,7.411
1778.65,9.78258,16.217
1778.75,9.78345,10.991
1778.85,9.78429,8.57
1778.95,9.78507,15.325
1779.05,9.7858,11.203
1779.15,9.78654,6.72
1779.25,9.78734,7.194
1779.35,9.78821,12.286
1779.45,9.78908,20.492
1779.55,9.78992,13.949
1779.65,9.79079,17.839
1779.75,9.7917,12.926
1779.85,9.79263,13.54
1779.95,9.7936,7.444
1780.05,9.79464,10.9
1780.15,9.79568,15.171
1780.25,9.79669,15.313
1780.35,9.79765,38.805
1780.45,9.7986,30.825
1780.55,9.79962,9.204
1780.65,9.80066,9.801
1780.75,9.80162,30.254
1780.85,9.80266,12.216
1780.95,9.80396,17.348
1781.05,9.8052,19.709
1781.15,9.80621,12.275
1781.25,9.8072,12.293
1781.35,9.80839,17.948
1781.45,9.80971,13.034
1781.55,9.81097,14.979
1781.65,9.81203,13.3
1781.75,9.81304,25.332
1781.85,9.81423,14.547
1781.95,9.81533,9.295
1782.05,9.81622,12.981
1782.15,9.81719,18.405
1782.25,9.81826,16.91
1782.35,9.81927,24.615
1782.45,9.82045,12.668
1782.55,9.82173,17.975
1782.65,9.82286,10.422
1782.75,9.82383,17.128
1782.85,9.82462,15.786
1782.95,9.82548,10.778
1783.05,9.82645,29.261
1783.15,9.82735,8.143
1783.25,9.82826,12.783
1783.35,9.82931,11.912
1783.45,9.83038,8.352
1783.55,9.83134,22.057
1783.65,9.83241,16.22
1783.75,9.83348,21.21
1783.85,9.8345,14.412
1783.95,9.83551,17.031
1784.05,9.83655,12.785
1784.15,9.83761,14.165
1784.25,9.83867,11.589
1784.35,9.83966,10.418
1784.45,9.84049,20.941
1784.55,9.84135,11.527
1784.65,9.84222,11.73
1784.75,9.84301,8.702
1784.85,9.84383,13.096
1784.95,9.8448,12.679
1785.05,9.84584,12.366
1785.15,9.84686,20.607
1785.25,9.84785,18.403
1785.35,9.84878,21.908
1785.45,9.8497,10.145
1785.55,9.85064,13.956
1785.65,9.8515,19.108
1785.75,9.85232,40.641
1785.85,9.85323,9.275
1785.95,9.8542,6.571
1786.05,9.85518,6.205
1786.15,9.85611,9.8
1786.25,9.85703,20.996
1786.35,9.85803,18.371
1786.45,9.8592,18.318
1786.55,9.86024,14.709
1786.65,9.86113,10.178
1786.75,9.86216,14.459
1786.85,9.86327,10.031
1786.95,9.86443,6.463
1787.05,9.86556,17.564
1787.15,9.86649,16.08
1787.25,9.86732,21.061
1787.35,9.86821,11.438
1787.45,9.86909,21.049
1787.55,9.87001,21.482
1787.65,9.87123,9.812
1787.75,9.8725,16.627
1787.85,9.87354,9.491
1787.95,9.87448,9.763
1788.05,9.87548,8.795
1788.15,9.8764,19.299
1788.25,9.87721,22.228
1788.35,9.8782,10.155
1788.45,9.87924,14.08
1788.55,9.8802,13.438
1788.65,9.8812,12.363
1788.75,9.88221,13.937
1788.85,9.88325,11.978
1788.95,9.88422,19.592
1789.05,9.8851,8.164
1789.15,9.88613,14.471
1789.25,9.88719,10.159
1789.35,9.88815,19.476
1789.45,9.88917,6.952
1789.55,9.89032,12.33
1789.65,9.89144,20.393
1789.75,9.8925,22.854
1789.85,9.89357,14.552
1789.95,9.89462,13.225
1790.05,9.8956,15.016
1790.15,9.89667,12.101
1790.25,9.89788,17.204
1790.35,9.89902,10.073
1790.45,9.89999,12.201
1790.55,9.90079,21.339
1790.65,9.9016,11.134
1790.75,9.9024,13.704
1790.85,9.90317,17.488
1790.95,9.90402,33.268
1791.05,9.90503,17.528
1791.15,9.90606,17.377
1791.25,9.90706,14.308
1791.35,9.90812,12.983
1791.45,9.90919,6.006
1791.55,9.91025,10.467
1791.65,9.91131,11.667
1791.75,9.91223,8.376
1791.85,9.91303,11.169
1791.95,9.91387,16.588
1792.05,9.9148,10.608
1792.15,9.91572,12.205
1792.25,9.9166,11.59
1792.35,9.91746,25.7
1792.45,9.91826,36.1
1792.55,9.91914,9.455
1792.65,9.92018,12.767
1792.75,9.92118,9.555
1792.85,9.92216,17.668
1792.95,9.92319,14.131
1793.05,9.92429,15.795
1793.15,9.9255,12.197
1793.25,9.92661,8.352
1793.35,9.9276,11.968
1793.45,9.92851,9.94
1793.55,9.9293,6.277
1793.65,9.93009,9.077
1793.75,9.93097,15.095
1793.85,9.93189,23.498
1793.95,9.9328,17.995
1794.05,9.93377,8.402
1794.15,9.93463,15.153
1794.25,9.93551,9.907
1794.35,9.93644,14.26
1794.45,9.93729,12.626
1794.55,9.93824,8.365
1794.65,9.93922,16.456
1794.75,9.94008,9.167
1794.85,9.94085,9.8
1794.95,9.94172,13.228
1795.05,9.94267,7.227
1795.15,9.9436,10.599
1795.25,9.94452,17.165
1795.35,9.94549,7.456
1795.45,9.94639,9.333
1795.55,9.94727,11.564
1795.65,9.94822,17.184
1795.75,9.94905,7.747
1795.85,9.94984,11.617
1795.95,9.95083,12.269
1796.05,9.95203,9.063
1796.15,9.95318,10.993
1796.25,9.95416,11.279
1796.35,9.95501,12.213
1796.45,9.95584,11.42
