# DESCRIPTION:
# Reference: WAIS Divide Project Members (2015): Precise interpolar phasing of abrupt climate change during the last ice age. Nature, 520, 661–665, hhttps://doi.org/10.1038/nature14401.
# Data from: https://www.nature.com/articles/nature14401#Sec14. Accessed 07 Jan 2023.
# Comment: Several variables from the original dataset are not included here.
# Comment: Depth and Age are averages of their 'Top' and 'Bottom' values.

Depth (average) [m],WD2014 Age (average) [ka BP],ss Na [ng/b]
2615.55,23.92564,70.969
2615.65,23.92903,80.227
2615.75,23.93237,53.969
2615.85,23.9362,51.848
2615.95,23.93977,49.282
2616.05,23.94305,44.778
2616.15,23.94656,38.633
2616.25,23.94975,44.268
2616.35,23.95257,37.954
2616.45,23.9556,45.455
2616.55,23.95912,49.95
2616.65,23.96273,33.878
2616.75,23.96605,39.649
2616.85,23.96915,42.903
2616.95,23.97231,47.032
2617.05,23.97582,66.748
2617.15,23.97921,67.702
2617.25,23.98236,57.395
2617.35,23.98569,58.808
2617.45,23.98878,47.173
2617.55,23.99158,45.759
2617.65,23.99473,46.672
2617.75,23.99834,53.914
2617.85,24.00222,67.698
2617.95,24.00586,48.918
2618.05,24.00914,45.227
2618.15,24.01247,39.223
2618.25,24.01574,39.191
2618.35,24.01918,38.87
2618.45,24.02257,56.529
2618.55,24.02574,52.871
2618.65,24.02895,46.424
2618.75,24.03231,70.812
2618.85,24.03574,60.883
2618.95,24.03903,67.301
2619.05,24.04245,57.77
2619.15,24.04569,76.965
2619.25,24.04859,53.861
2619.35,24.05149,44.585
2619.45,24.05456,44.198
2619.55,24.0578,62.88
2619.65,24.06095,62.256
2619.75,24.06367,46.311
2619.85,24.06631,58.038
2619.95,24.06944,57.671
2620.05,24.0731,39.323
2620.15,24.0767,54.049
2620.25,24.08015,63.794
2620.35,24.08383,61.366
2620.45,24.08735,50.351
2620.55,24.09079,59.109
2620.65,24.09457,50.41
2620.75,24.09814,29.066
2620.85,24.10119,49.796
2620.95,24.10452,41.85
2621.05,24.10805,41.645
2621.15,24.1116,54.545
2621.25,24.11498,41.469
2621.35,24.11805,52.093
2621.45,24.12165,72.748
2621.55,24.12547,36.528
2621.65,24.12899,38.5
2621.75,24.13253,61.006
2621.85,24.13616,44.159
2621.95,24.13965,50.221
2622.05,24.14295,45.763
2622.15,24.1463,71.504
2622.25,24.14978,76.317
2622.35,24.153,111.286
2622.45,24.15608,72.764
2622.55,24.15905,41.552
2622.65,24.16196,57.965
2622.75,24.16582,58.985
2622.85,24.1696,56.594
2622.95,24.17282,47.669
2623.05,24.17629,57.028
2623.15,24.17992,54.161
2623.25,24.1834,37.622
2623.35,24.1867,33.729
2623.45,24.19024,53.505
2623.55,24.19386,46.866
2623.65,24.19726,45.734
2623.75,24.2003,42.797
2623.85,24.20339,63.461
2623.95,24.20645,63.013
2624.05,24.2095,74.667
2624.15,24.21283,61.52
2624.25,24.21576,57.061
2624.35,24.21893,78.802
2624.45,24.22244,57.692
2624.55,24.22546,54.256
2624.65,24.22843,63.604
2624.75,24.23181,62.256
2624.85,24.23537,57.551
2624.95,24.23864,59.381
2625.05,24.24192,59.018
2625.15,24.2453,69.884
2625.25,24.2488,57.201
2625.35,24.2523,45.155
2625.45,24.25564,63.606
2625.55,24.25935,68.962
2625.65,24.26283,59.512
2625.75,24.26572,52.306
2625.85,24.26872,43.591
2625.95,24.27201,55.115
2626.05,24.27523,68.87
2626.15,24.27804,68.118
2626.25,24.28067,56.505
2626.35,24.28356,55.504
2626.45,24.28663,67.534
2626.55,24.28954,64.216
2626.65,24.29233,71.561
2626.75,24.29525,41.042
2626.85,24.29846,52.263
2626.95,24.30168,48.43
2627.05,24.30475,48.653
2627.15,24.30768,62.932
2627.25,24.31053,35.403
2627.35,24.31394,99.194
2627.45,24.31771,46.268
2627.55,24.32127,40.788
2627.65,24.32479,62.939
2627.75,24.32813,104.25
2627.85,24.33133,60.855
2627.95,24.3344,51.994
2628.05,24.33731,46.801
2628.15,24.34033,48.271
2628.25,24.34327,79.041
2628.35,24.346,53.209
2628.45,24.34881,50.739
2628.55,24.35173,64.137
2628.65,24.35482,69.474
2628.75,24.35774,56.484
2628.85,24.36056,56.596
2628.95,24.36349,48.687
2629.05,24.36643,53.192
2629.15,24.36972,60.109
2629.25,24.37318,64.845
2629.35,24.37669,64.253
2629.45,24.38016,57.886
2629.55,24.38336,60.868
2629.65,24.38633,40.753
2629.75,24.38917,61.346
2629.85,24.39231,34.455
2629.95,24.39554,51.749
2630.05,24.39839,33.255
2630.15,24.40125,52.588
2630.25,24.40455,52.01
2630.35,24.4078,35.621
2630.45,24.41089,64.621
2630.55,24.41407,43.53
2630.65,24.41745,51.544
2630.75,24.421,41.477
2630.85,24.42439,55.406
2630.95,24.42778,71.448
2631.05,24.43113,60.661
2631.15,24.43448,42.125
2631.25,24.43819,70.713
2631.35,24.44187,52.958
2631.45,24.44549,69.312
2631.55,24.44936,49.833
2631.65,24.45296,60.206
2631.75,24.45603,64.008
2631.85,24.45918,59.835
2631.95,24.46244,46.248
2632.05,24.4657,70.755
2632.15,24.46902,54.366
2632.25,24.47259,42.074
2632.35,24.47606,57.196
2632.45,24.47921,46.325
2632.55,24.48244,60.238
2632.65,24.48538,48.554
2632.75,24.48858,48.753
2632.85,24.49222,47.204
2632.95,24.49554,52.803
2633.05,24.4985,58.739
2633.15,24.50159,50.485
2633.25,24.50462,44.894
2633.35,24.50756,44.328
2633.45,24.51094,69.932
2633.55,24.51435,61.765
2633.65,24.51764,64.063
2633.75,24.52083,48.517
2633.85,24.52379,55.037
2633.95,24.5269,56.43
2634.05,24.53006,60.118
2634.15,24.53318,63.603
2634.25,24.53631,58.635
2634.35,24.53932,72.508
2634.45,24.54248,68.847
2634.55,24.54575,59.152
2634.65,24.54907,67.157
2634.75,24.55226,41.091
2634.85,24.55532,52.252
2634.95,24.55839,72.635
2635.05,24.56123,45.509
2635.15,24.56394,62.143
2635.25,24.5668,59.932
2635.35,24.5697,39.964
2635.45,24.57278,38.499
2635.55,24.57602,52.86
2635.65,24.57892,62.758
2635.75,24.58169,49.384
2635.85,24.58457,49.206
2635.95,24.58732,35.321
2636.05,24.59011,59.304
2636.15,24.59304,57.803
2636.25,24.59649,59.192
2636.35,24.60028,55.644
2636.45,24.6038,50.765
2636.55,24.60719,65.984
2636.65,24.61044,53.905
2636.75,24.61344,53.343
2636.85,24.6164,64.214
2636.95,24.61979,45.532
2637.05,24.62338,50.969
2637.15,24.62632,72.368
2637.25,24.62911,57.615
2637.35,24.63233,58.461
2637.45,24.63553,55.776
2637.55,24.63864,40.25
2637.65,24.64166,50.331
2637.75,24.64441,58.369
2637.85,24.64738,46.795
2637.95,24.65054,52.146
2638.05,24.65357,44.886
2638.15,24.65653,52.856
2638.25,24.65968,59.707
2638.35,24.66303,38.737
2638.45,24.66618,42.515
2638.55,24.6694,40.844
2638.65,24.67259,58.356
2638.75,24.6758,61.086
2638.85,24.67897,43.757
2638.95,24.68204,44.634
2639.05,24.68531,48.442
2639.15,24.68835,91.022
2639.25,24.69113,61.171
2639.35,24.69389,47.029
2639.45,24.69682,53.349
2639.55,24.69965,86.432
2639.65,24.70221,67.243
2639.75,24.70477,48.412
2639.85,24.70744,36.237
2639.95,24.7104,51.581
2640.05,24.71359,56.967
2640.15,24.71683,70.24
2640.25,24.7201,39.949
2640.35,24.72321,70.98
2640.45,24.72611,78.806
2640.55,24.7291,53.663
2640.65,24.732,41.477
2640.75,24.73468,46.031
2640.85,24.73742,37.941
2640.95,24.74023,71.479
2641.05,24.74324,47.768
2641.15,24.74626,63.765
2641.25,24.74929,45.215
2641.35,24.75283,60.22
2641.45,24.75677,50.676
2641.55,24.76025,65.367
2641.65,24.76317,55.875
2641.75,24.7663,60.552
2641.85,24.76944,67.743
2641.95,24.77242,45.721
2642.05,24.77572,41.296
2642.15,24.77891,53.728
2642.25,24.78226,64.698
2642.35,24.78569,68.376
2642.45,24.78858,68.744
2642.55,24.79165,66.66
2642.65,24.79468,60.091
2642.75,24.79762,62.867
2642.85,24.80072,87.033
2642.95,24.80406,51.767
2643.05,24.8076,56.9
2643.15,24.81116,43.427
2643.25,24.81496,51.544
2643.35,24.8182,58.453
2643.45,24.82099,58.782
2643.55,24.82412,45.276
2643.65,24.82725,38.234
2643.75,24.83013,51.156
2643.85,24.83286,43.63
2643.95,24.83567,49.956
2644.05,24.83858,43.928
2644.15,24.84144,33.165
2644.25,24.84404,44.258
2644.35,24.84662,43.652
2644.45,24.84972,67.177
2644.55,24.85277,49.249
2644.65,24.85578,43.825
2644.75,24.85885,41.167
2644.85,24.8619,33.556
2644.95,24.86526,42.412
2645.05,24.8684,62.7
2645.15,24.87111,39.408
2645.25,24.8739,41.376
2645.35,24.87702,56.83
2645.45,24.88022,70.002
2645.55,24.88317,78.373
2645.65,24.88609,77.953
2645.75,24.88903,70.709
2645.85,24.89204,55.465
2645.95,24.8952,57.145
2646.05,24.89816,51.842
2646.15,24.90104,51.007
2646.25,24.90401,55.628
2646.35,24.90692,64.958
2646.45,24.90966,42.316
2646.55,24.9124,44
2646.65,24.91517,51.678
2646.75,24.91791,82.117
2646.85,24.92056,39.391
2646.95,24.92338,46.836
2647.05,24.92625,58.842
2647.15,24.92912,50.737
2647.25,24.9322,63.042
2647.35,24.93512,87.346
2647.45,24.93763,71.338
2647.55,24.94026,80.928
2647.65,24.9433,79.029
2647.75,24.9461,62.995
2647.85,24.94883,47.111
2647.95,24.95171,63.58
2648.05,24.95446,95.336
2648.15,24.95706,48.181
2648.25,24.95964,42.352
2648.35,24.9623,37.408
2648.45,24.96507,58.251
2648.55,24.96816,56.842
2648.65,24.97144,90.267
2648.75,24.9746,58.305
2648.85,24.9775,44.33
2648.95,24.98021,56.286
2649.05,24.98342,61.73
2649.15,24.98677,60.216
2649.25,24.98995,63.277
2649.35,24.99307,98.883
2649.45,24.9961,102.06
2649.55,24.99922,70.84
2649.65,25.00256,51.402
2649.75,25.00593,61.025
2649.85,25.0088,41.274
2649.95,25.01139,51.763
2650.05,25.01416,78.605
2650.15,25.01692,73.943
2650.25,25.01984,95.392
2650.35,25.02324,77.633
2650.45,25.02625,50.067
2650.55,25.02862,68.263
2650.65,25.03123,58.268
2650.75,25.03425,55.925
2650.85,25.03739,55.732
2650.95,25.04057,92.423
2651.05,25.04345,61.405
2651.15,25.04628,79.425
2651.25,25.04987,83.725
2651.35,25.05368,60.944
2651.45,25.05689,73.173
2651.55,25.0596,71.588
2651.65,25.06231,71.73
2651.75,25.0653,62.379
2651.85,25.0683,67.36
2651.95,25.07155,82.356
2652.05,25.07512,89.121
2652.15,25.0785,81.326
2652.25,25.08192,75.589
2652.35,25.08505,59.683
2652.45,25.0877,74.694
2652.55,25.0905,66.202
2652.65,25.09332,62.503
2652.75,25.09626,58.211
2652.85,25.09911,84.085
2652.95,25.10186,76.638
2653.05,25.10469,62.044
2653.15,25.10729,54.765
2653.25,25.11027,59.084
2653.35,25.11357,73.036
2653.45,25.11653,60.033
2653.55,25.11918,71.078
2653.65,25.12161,51.002
2653.75,25.12416,56.808
2653.85,25.12706,67.259
2653.95,25.12995,55.933
2654.05,25.13289,87.092
2654.15,25.13585,64.605
2654.25,25.13875,72.23
2654.35,25.14163,62.404
2654.45,25.14472,58.331
2654.55,25.14766,88.488
2654.65,25.15038,68.951
2654.75,25.15356,92.942
2654.85,25.15687,73.833
2654.95,25.15979,48.085
2655.05,25.16253,41.693
2655.15,25.16575,63.553
2655.25,25.16906,67.489
2655.35,25.17232,59.587
2655.45,25.17559,59.121
2655.55,25.17851,75.155
2655.65,25.18152,78.487
2655.75,25.18438,77.624
2655.85,25.18723,75.337
2655.95,25.19032,87.371
2656.05,25.19308,81.775
2656.15,25.19589,49.345
2656.25,25.19882,78.271
2656.35,25.20164,87.848
2656.45,25.20436,65.78
2656.55,25.20704,114.63
2656.65,25.20993,152.815
2656.75,25.21294,172.91
2656.85,25.21568,331.81
2656.95,25.21807,39.733
2657.05,25.2207,53.421
2657.15,25.22366,88.094
2657.25,25.22646,59.516
2657.35,25.22921,76.186
2657.45,25.23212,73.495
2657.55,25.23503,82.587
2657.65,25.23788,65.181
2657.75,25.24064,52.773
2657.85,25.24342,40.296
2657.95,25.24628,78.16
2658.05,25.24949,63.237
2658.15,25.25263,73.235
2658.25,25.25582,42.884
2658.35,25.2591,71.711
2658.45,25.26199,61.043
2658.55,25.26482,71.166
2658.65,25.26766,60.401
2658.75,25.27069,53.856
2658.85,25.27401,65.15
2658.95,25.27723,87.219
2659.05,25.28026,62.269
2659.15,25.2832,58.227
2659.25,25.28626,64.753
2659.35,25.28921,55.935
2659.45,25.29187,62.294
2659.55,25.29452,63.54
2659.65,25.29708,40.828
2659.75,25.29996,63.521
2659.85,25.3031,68.678
2659.95,25.3062,58.403
2660.05,25.30945,59.851
2660.15,25.31301,59.39
2660.25,25.31642,94.366
2660.35,25.31964,72.585
2660.45,25.32286,51.131
2660.55,25.32575,42.626
2660.65,25.3285,75.249
2660.75,25.33144,79.417
2660.85,25.33439,59.413
2660.95,25.33731,77.536
2661.05,25.34047,72.684
2661.15,25.3438,40.792
2661.25,25.34695,45.362
2661.35,25.3501,84.565
2661.45,25.35341,66.046
2661.55,25.35662,63.05
2661.65,25.35953,76.67
2661.75,25.36203,59.446
2661.85,25.36447,56.663
2661.95,25.36724,88.381
2662.05,25.3705,64.645
2662.15,25.37357,53.39
2662.25,25.37642,60.268
2662.35,25.37962,66.175
2662.45,25.38269,59.597
2662.55,25.38595,66.297
2662.65,25.3896,67.177
2662.75,25.39276,55.688
2662.85,25.39568,62.052
2662.95,25.39861,65.424
2663.05,25.40141,85.011
2663.15,25.40464,50.679
2663.25,25.4082,48.403
2663.35,25.41157,86.081
2663.45,25.41465,64.5
2663.55,25.41805,65.092
2663.65,25.42177,103.464
2663.75,25.42473,77.117
2663.85,25.42716,66.302
2663.95,25.42982,67.739
2664.05,25.43267,66.627
2664.15,25.43544,72.478
2664.25,25.43825,55.902
2664.35,25.44139,57.442
2664.45,25.44451,49.481
2664.55,25.44747,55.164
2664.65,25.45042,56.102
2664.75,25.45356,71.433
2664.85,25.45697,60.34
2664.95,25.46032,75.392
2665.05,25.46353,70
2665.15,25.46668,91.684
2665.25,25.46984,38.226
2665.35,25.47349,70.031
2665.45,25.47749,70.43
2665.55,25.48081,61.646
2665.65,25.48357,60.085
2665.75,25.48647,68.963
2665.85,25.48951,87.338
2665.95,25.49247,85.764
2666.05,25.49532,63.198
2666.15,25.49816,81.369
2666.25,25.50112,58.991
2666.35,25.50403,46.917
2666.45,25.50715,70.105
2666.55,25.51025,47.865
2666.65,25.51323,41.356
2666.75,25.51673,61.731
2666.85,25.52044,70.573
2666.95,25.52387,74.504
2667.05,25.52688,75.801
2667.15,25.52973,62.221
2667.25,25.53269,61.381
2667.35,25.53582,78.393
2667.45,25.53887,63.385
2667.55,25.54202,63.019
2667.65,25.54517,49.695
2667.75,25.54817,49.718
2667.85,25.5515,57.542
2667.95,25.55462,55.308
2668.05,25.55757,53.258
2668.15,25.56085,85.835
2668.25,25.56435,84.482
2668.35,25.56773,63.984
2668.45,25.57072,102.94
2668.55,25.57372,66.994
2668.65,25.57643,65.768
2668.75,25.57958,76.814
2668.85,25.58327,58.018
2668.95,25.58669,47.262
2669.05,25.59005,46.241
2669.15,25.59304,44.884
2669.25,25.59595,56.649
2669.35,25.59915,57.84
2669.45,25.60242,86.282
2669.55,25.60545,64.913
2669.65,25.60836,62.04
2669.75,25.61129,69.136
2669.85,25.61404,51.141
2669.95,25.6168,85.543
2670.05,25.61961,90.063
2670.15,25.62274,58.605
2670.25,25.62596,52.804
2670.35,25.62883,70.915
2670.45,25.63178,63.532
2670.55,25.63482,74.256
2670.65,25.63821,73.157
2670.75,25.64152,49.473
2670.85,25.64446,61.323
2670.95,25.64776,88.343
2671.05,25.65091,112.646
2671.15,25.65379,76.959
2671.25,25.65671,72.66
2671.35,25.65973,43.506
2671.45,25.66279,76.996
2671.55,25.66589,101.055
2671.65,25.66938,65.356
2671.75,25.67273,57.926
2671.85,25.67561,52.598
2671.95,25.67868,109.392
2672.05,25.682,69.336
2672.15,25.68523,40.57
2672.25,25.68832,82.303
2672.35,25.69128,64.178
2672.45,25.69446,78.963
2672.55,25.69766,88.855
2672.65,25.7006,56.753
2672.75,25.70363,70.704
2672.85,25.70682,64.131
2672.95,25.71014,95.449
2673.05,25.71334,76.811
2673.15,25.71642,68.911
2673.25,25.7196,63.067
2673.35,25.7227,54.781
2673.45,25.72556,72.705
2673.55,25.7285,62.699
2673.65,25.73183,57.167
2673.75,25.73516,48.245
2673.85,25.73855,68.543
2673.95,25.74209,59.444
2674.05,25.74552,64.777
2674.15,25.74898,51.672
2674.25,25.75208,46.365
2674.35,25.755,73.657
2674.45,25.75812,58.915
2674.55,25.76128,64.008
2674.65,25.76424,68.753
2674.75,25.76723,85.832
2674.85,25.77051,84.233
2674.95,25.77361,59.414
2675.05,25.77659,76.9
2675.15,25.7797,51.246
2675.25,25.78294,65.885
2675.35,25.78634,52.041
2675.45,25.78976,75.766
2675.55,25.79301,54.619
2675.65,25.79595,58.021
2675.75,25.79885,73.6
2675.85,25.80184,67.232
2675.95,25.80494,50.084
2676.05,25.80781,50.469
2676.15,25.81052,72.186
2676.25,25.81337,79.444
2676.35,25.81653,65.339
2676.45,25.81997,59.731
2676.55,25.82323,81.786
2676.65,25.82639,58.049
2676.75,25.82959,65.675
2676.85,25.83289,78.079
2676.95,25.83639,97.192
2677.05,25.83973,50.172
2677.15,25.8429,66.204
2677.25,25.84589,67.117
2677.35,25.84878,48.703
2677.45,25.85208,47.469
2677.55,25.85558,52.071
2677.65,25.85875,69.39
2677.75,25.86169,99.319
2677.85,25.86472,48.604
2677.95,25.86772,79.69
2678.05,25.87095,52.059
2678.15,25.87464,59.481
2678.25,25.87831,64.547
2678.35,25.88164,51.182
2678.45,25.88482,85.891
2678.55,25.88801,57.222
2678.65,25.89136,50.836
2678.75,25.8947,48.755
2678.85,25.89797,75.068
2678.95,25.90096,56.88
2679.05,25.9039,62.564
2679.15,25.9071,80.325
2679.25,25.91012,80.495
2679.35,25.91327,87.251
2679.45,25.91626,73.48
2679.55,25.91933,65.983
2679.65,25.92251,101.406
2679.75,25.92558,87.258
2679.85,25.92848,51.194
2679.95,25.93122,57.323
2680.05,25.93436,73.872
2680.15,25.93716,62.341
2680.25,25.94005,80.059
2680.35,25.94351,79.255
2680.45,25.94684,61.006
2680.55,25.95014,70.813
2680.65,25.9534,68.593
2680.75,25.9566,83.172
2680.85,25.95966,89.977
2680.95,25.96273,94.068
2681.05,25.96583,71.413
2681.15,25.96898,54.148
2681.25,25.9723,60.196
2681.35,25.97584,79.306
2681.45,25.97924,63.755
2681.55,25.9824,67.786
2681.65,25.98552,87.083
2681.75,25.98854,66.661
2681.85,25.99175,65.235
2681.95,25.99515,86.159
2682.05,25.99849,82.747
2682.15,26.00168,75.41
2682.25,26.00479,87.917
2682.35,26.0077,56.345
2682.45,26.01096,71.459
2682.55,26.01428,57.641
2682.65,26.0173,67.784
2682.75,26.0205,85.955
2682.85,26.02365,83.434
2682.95,26.02652,59.347
2683.05,26.02955,69.759
2683.15,26.0328,101.635
2683.25,26.03596,254.348
2683.35,26.03913,104.404
2683.45,26.04225,87.502
2683.55,26.04526,106.451
2683.65,26.04822,44.685
2683.75,26.05114,50.035
2683.85,26.05405,53.817
2683.95,26.05705,58.096
2684.05,26.06011,72.432
2684.15,26.06312,68.675
2684.25,26.06623,45.877
2684.35,26.06958,75.075
2684.45,26.07309,51.424
2684.55,26.07625,64.915
2684.65,26.07915,84.144
2684.75,26.0821,70.608
2684.85,26.08502,85.882
2684.95,26.08777,63.588
2685.05,26.09055,84.568
2685.15,26.09314,57.721
2685.25,26.09564,54.124
2685.35,26.09884,57.747
2685.45,26.10216,62.276
2685.55,26.10542,59.814
2685.65,26.10851,54.984
2685.75,26.11142,72.941
2685.85,26.11461,67.771
2685.95,26.11799,55.547
2686.05,26.1216,48.556
2686.15,26.12537,45.408
2686.25,26.12908,69.659
2686.35,26.13267,48.329
2686.45,26.13603,70.43
2686.55,26.13906,74.117
2686.65,26.14218,65.648
2686.75,26.14532,62.645
2686.85,26.14822,64.415
2686.95,26.151,98.296
2687.05,26.15387,43.047
2687.15,26.15704,62.51
2687.25,26.16041,85.327
2687.35,26.16379,115.41
2687.45,26.1671,95.075
2687.55,26.1703,85.459
2687.65,26.17322,53.326
2687.75,26.17631,70.905
2687.85,26.1797,45.083
2687.95,26.18295,90.47
2688.05,26.1859,71.315
2688.15,26.1889,52.6
2688.25,26.19205,93.695
2688.35,26.1953,62.949
2688.45,26.19833,94.206
2688.55,26.20128,111.481
2688.65,26.20456,53.565
2688.75,26.20771,51.342
2688.85,26.21061,61.339
2688.95,26.21343,50.133
2689.05,26.21639,63.717
2689.15,26.21957,72.79
2689.25,26.22274,102.715
2689.35,26.22561,84.308
2689.45,26.22839,66.388
2689.55,26.2314,75.327
2689.65,26.23441,63.164
2689.75,26.23755,105.649
2689.85,26.24046,80.21
2689.95,26.24317,70.154
2690.05,26.24632,55.913
2690.15,26.24944,49.216
2690.25,26.25244,58.639
2690.35,26.25573,51.891
2690.45,26.25893,61.376
2690.55,26.26199,60.242
2690.65,26.26502,54.207
2690.75,26.2682,72.436
2690.85,26.27174,53.877
2690.95,26.27492,51.01
2691.05,26.27765,68.815
2691.15,26.28052,73.465
2691.25,26.28388,83.926
2691.35,26.28698,57.683
2691.45,26.28972,81.491
2691.55,26.2927,78.61
2691.65,26.29573,83.911
2691.75,26.29863,86.04
2691.85,26.30137,58.399
2691.95,26.30441,58.466
2692.05,26.30778,74.903
2692.15,26.31106,74.537
2692.25,26.31401,95.115
2692.35,26.31695,52.251
2692.45,26.31993,77.757
2692.55,26.32283,74.473
2692.65,26.32588,59.905
2692.75,26.3289,39.642
2692.85,26.33175,48.12
2692.95,26.33468,69.193
2693.05,26.33749,58.324
2693.15,26.34023,87.41
2693.25,26.34318,64.853
2693.35,26.3461,79.52
2693.45,26.3491,64.831
2693.55,26.3522,104.281
2693.65,26.35475,69.575
2693.75,26.35734,98.114
2693.85,26.3604,58.219
2693.95,26.36346,97.079
2694.05,26.36656,58.608
2694.15,26.36943,51.893
2694.25,26.37208,67.33
2694.35,26.37478,62.396
2694.45,26.37756,55.873
2694.55,26.38038,50.399
2694.65,26.38324,48.239
2694.75,26.38605,72.498
2694.85,26.38902,71.129
2694.95,26.39221,57.447
2695.05,26.39514,78.267
2695.15,26.39819,64.859
2695.25,26.4014,70.373
2695.35,26.4045,69.458
2695.45,26.40747,60.659
2695.55,26.4102,50.28
2695.65,26.4132,67.747
2695.75,26.41611,75.205
2695.85,26.41894,85.002
2695.95,26.42196,67.824
2696.05,26.42529,79.585
2696.15,26.42844,86.087
2696.25,26.43127,66.036
2696.35,26.43485,83.661
2696.45,26.43818,110.368
2696.55,26.44106,75.876
2696.65,26.44403,109.282
2696.75,26.44676,66.246
2696.85,26.44966,57.985
2696.95,26.45277,61.214
2697.05,26.456,56.261
2697.15,26.4591,51.314
2697.25,26.46191,57.425
2697.35,26.46481,68.842
2697.45,26.46765,63.475
2697.55,26.47032,125.081
2697.65,26.47308,60.702
2697.75,26.47596,43.777
2697.85,26.4789,80.942
2697.95,26.48219,111.259
2698.05,26.48525,53.185
2698.15,26.48804,61.049
2698.25,26.4912,77.113
2698.35,26.49429,76.957
2698.45,26.4974,71.065
2698.55,26.50077,88.494
2698.65,26.50394,69.681
2698.75,26.50704,91.965
2698.85,26.51006,80.897
2698.95,26.51303,80.394
2699.05,26.5159,85.551
2699.15,26.51856,90.278
2699.25,26.52146,45.048
2699.35,26.52475,55.374
2699.45,26.528,54.028
2699.55,26.53084,62.101
2699.65,26.53389,46.213
2699.75,26.53764,63.414
2699.85,26.54152,55.027
2699.95,26.54496,94.727
2700.05,26.54805,77.99
2700.15,26.55142,62.149
2700.25,26.55495,58.18
2700.35,26.55841,90.605
2700.45,26.56165,55.761
2700.55,26.56448,67.311
2700.65,26.56722,76.913
2700.75,26.56977,54.534
2700.85,26.57256,56.082
2700.95,26.57587,61.85
2701.05,26.5792,49.311
2701.15,26.58259,126.847
2701.25,26.58566,43.298
2701.35,26.58848,66.228
2701.45,26.59137,58.54
2701.55,26.59383,68.424
2701.65,26.59608,72.612
2701.75,26.59899,75.203
2701.85,26.60222,73.463
2701.95,26.60515,70.74
2702.05,26.608,53.936
2702.15,26.61076,47.112
2702.25,26.61336,89.082
2702.35,26.61587,94.028
2702.45,26.6187,74.188
2702.55,26.62159,62.026
2702.65,26.62436,70.699
2702.75,26.62717,54.875
2702.85,26.62997,111.657
2702.95,26.63281,49.86
2703.05,26.63558,59.154
2703.15,26.63853,67.963
2703.25,26.64154,70.527
2703.35,26.64478,53.207
2703.45,26.64799,75.448
2703.55,26.6507,45.482
2703.65,26.65362,62.409
2703.75,26.65665,80.08
2703.85,26.65951,79.32
2703.95,26.66246,40.832
2704.05,26.66541,76.693
2704.15,26.66845,67.537
2704.25,26.67165,58.043
2704.35,26.67486,38.685
2704.45,26.67832,45.336
2704.55,26.68134,77.711
2704.65,26.68401,75.097
2704.75,26.68699,89.839
2704.85,26.69,72.264
2704.95,26.69313,74.772
2705.05,26.69628,81.505
2705.15,26.69923,72.063
2705.25,26.70202,71.501
2705.35,26.70486,39.233
2705.45,26.70768,51.115
2705.55,26.71048,63.969
2705.65,26.71346,83.117
2705.75,26.71661,54.078
2705.85,26.72006,99.422
2705.95,26.72325,88.222
2706.05,26.72624,64.389
2706.15,26.72943,90.983
2706.25,26.73234,66.532
2706.35,26.73509,78.137
2706.45,26.73787,53.892
2706.55,26.74081,92.686
2706.65,26.74372,64.502
2706.75,26.74644,55.86
2706.85,26.74923,58.7
2706.95,26.7519,64.842
2707.05,26.75469,49.629
2707.15,26.75813,54.565
2707.25,26.76155,83.314
2707.35,26.76441,68.025
2707.45,26.76712,59.206
2707.55,26.77002,66.699
2707.65,26.77295,145.378
2707.75,26.77569,157.531
2707.85,26.7785,75.805
2707.95,26.78157,65.223
2708.05,26.78478,46.43
2708.15,26.78815,52.458
2708.25,26.79175,75.212
2708.35,26.79493,66.655
2708.45,26.79773,48.72
2708.55,26.80082,85.616
2708.65,26.80383,48.346
2708.75,26.80662,59.392
2708.85,26.80953,69.508
2708.95,26.81287,62.959
2709.05,26.81612,74.602
2709.15,26.81893,79.645
2709.25,26.82166,50.145
2709.35,26.82443,41.047
2709.45,26.82749,47.946
2709.55,26.83032,51.1
2709.65,26.83297,39.181
2709.75,26.83587,75.911
2709.85,26.83864,60.869
2709.95,26.84152,60.891
2710.05,26.84468,77.366
2710.15,26.8479,79.966
2710.25,26.85104,74.752
2710.35,26.85411,52.354
2710.45,26.85715,36.776
2710.55,26.8602,64.761
2710.65,26.86304,50.813
2710.75,26.86557,36.027
2710.85,26.86832,43.562
2710.95,26.87127,48.119
2711.05,26.87422,54.054
2711.15,26.87713,58.286
2711.25,26.88022,51.388
2711.35,26.88328,62.836
2711.45,26.88609,55.864
2711.55,26.88885,67.644
2711.65,26.89166,41.766
2711.75,26.89422,24.929
2711.85,26.89693,53.869
2711.95,26.90036,65.515
2712.05,26.90386,89.466
2712.15,26.90703,61.727
2712.25,26.91031,46.697
2712.35,26.91346,55.123
2712.45,26.91665,80.737
2712.55,26.9199,51.268
2712.65,26.92262,44.917
2712.75,26.92518,49.011
2712.85,26.92788,51.282
2712.95,26.93077,77.616
2713.05,26.93367,53.289
2713.15,26.93636,58.112
2713.25,26.93921,62.628
2713.35,26.94239,42.874
2713.45,26.94572,33.507
2713.55,26.94905,38.713
2713.65,26.95221,57.913
2713.75,26.95519,54.59
2713.85,26.95785,60.832
2713.95,26.96062,83.679
