/* DESCRIPTION:
Reference:	Barbante, Carlo; Barnola, Jean-Marc; Becagli, Silvia; Beer, Jürg; Bigler, Matthias; Boutron, Claude F; Blunier, Thomas; Castellano, Emiliano; Cattani, Olivier; Chappellaz, Jérôme A; Dahl-Jensen, Dorthe; Debret, Maxime; Delmonte, Barbara; Dick, Dorothee; Falourd, Sonia; Faria, Sérgio H; Federer, Urs; Fischer, Hubertus; Freitag, Johannes; Frenzel, Andreas; Fritzsche, Diedrich; Fundel, Felix; Gabrielli, Paolo; Gaspari, Vania; Gersonde, Rainer; Graf, Wolfgang; Grigoriev, Dimitri; Hamann, Ilka; Hansson, Margareta E; Hoffmann, Georg; Hutterli, Manuel A; Huybrechts, Philippe; Isaksson, Elisabeth; Johnsen, Sigfús Jóhann; Jouzel, Jean; Kaczmarska, Marzena; Karlin, Torbjörn; Kaufmann, Patrik R; Kipfstuhl, Sepp; Kohno, Mika; Lambert, Fabrice; Lambrecht, Anja; Lambrecht, Astrid; Landais, Amaelle; Lawer, Gunther; Leuenberger, Markus Christian; Littot, Geneviève C; Loulergue, Laetitia; Lüthi, Dieter; Maggi, Valter; Marino, Federica; Masson-Delmotte, Valerie; Meyer, Hanno; Miller, Heinz; Mulvaney, Robert; Narcisi, Biancamaria; Oerlemans, Johannes; Oerter, Hans; Parrenin, Frédéric; Petit, Jean-Robert; Raisbeck, Grant M; Raynaud, Dominique; Röthlisberger, Regine; Ruth, Urs; Rybak, Oleg; Severi, Mirko; Schmitt, Jochen; Schwander, Jakob; Siegenthaler, Urs; Siggaard-Andersen, Marie-Louise; Spahni, Renato; Steffensen, Jørgen Peder; Stenni, Barbara; Stocker, Thomas F; Tison, Jean-Louis; Traversi, Rita; Udisti, Roberto; Valero Delgado, Fernando; van den Broeke, Michiel R; van de Wal, Roderik S W; Wagenbach, Dietmar; Wegner, Anna; Weiler, Karin; Wilhelms, Frank; Winther, Jan-Gunnar; Wolff, Eric W (2006): One-to-one coupling of glacial climate variability in Greenland and Antarctica. Nature, 444, 195-198, https://doi.org/10.1038/nature05301
Data from:	https://doi.org/10.1594/PANGAEA.754444. Accessed 22 Nov 2022.
Comment:	Several variables from the original dataset are not included here.
*/
Age [ka BP]	δ18O H2O [‰ SMOW]	Altitude cor [m] (Altitude difference for EDML ...)
31.119	-50.62	73.71
31.1525	-48.93	73.52
31.185	-48.91	73.33
31.2165	-49.89	73.13
31.248	-50.49	72.91
31.2795	-50.74	72.7
31.3105	-48.88	72.48
31.3415	-50.05	72.25
31.372	-49.78	72.03
31.402	-49.02	71.8
31.432	-49.31	71.57
31.462	-49.83	71.34
31.4925	-49.41	71.12
31.5235	-49.8	70.9
31.555	-49.88	70.67
31.5865	-50.55	70.52
31.6185	-49.33	70.37
31.651	-49.45	70.22
31.6825	-49.85	70.07
31.713	-49.18	69.95
31.7425	-50.35	69.84
31.771	-49.54	69.72
31.799	-49.61	69.61
31.827	-49	69.56
31.8545	-49.33	69.52
31.8815	-47.97	69.47
31.9075	-48.91	69.43
31.9325	-49.22	69.36
31.9575	-48.38	69.28
31.983	-50.66	69.21
32.0095	-50.15	69.13
32.0365	-48.57	69.08
32.0645	-49.17	69.07
32.0935	-47.32	69.07
32.121	-48.56	69.06
32.1475	-48.78	69.06
32.174	-48.65	69.07
32.1995	-49.25	69.08
32.2255	-47.31	69.08
32.252	-48.86	69.09
32.2785	-49.21	69.07
32.305	-48.41	69.06
32.3305	-49.19	69.04
32.356	-48.48	69.03
32.382	-48.83	69.01
32.408	-48.73	69
32.4345	-48.48	68.98
32.461	-47.87	68.95
32.487	-49.32	68.88
32.513	-48.26	68.81
32.54	-48.98	68.74
32.5675	-49.42	68.65
32.596	-49.18	68.51
32.6255	-49.19	68.36
32.655	-49.84	68.21
32.6845	-49.18	68.07
32.714	-49.9	67.93
32.744	-49.35	67.79
32.774	-49.11	67.64
32.8045	-48.91	67.47
32.835	-48.97	67.3
32.8645	-49.69	67.13
32.8935	-49.65	66.97
32.9225	-49.65	66.81
32.9515	-50.29	66.65
32.981	-48.56	66.49
33.01	-49.5	66.39
33.038	-48.88	66.29
33.0655	-48.8	66.2
33.0925	-49.13	66.1
33.1195	-48.95	66.03
33.1465	-48.45	65.97
33.1735	-48.81	65.9
33.2	-49.12	65.83
33.2265	-48.78	65.75
33.2535	-48.74	65.68
33.28	-48.68	65.6
33.306	-49.81	65.52
33.3325	-48.42	65.44
33.359	-49.45	65.36
33.386	-48.53	65.28
33.4135	-48.55	65.2
33.441	-49.7	65.12
33.4685	-49.28	65.05
33.4955	-49.2	64.98
33.523	-48.06	64.93
33.55	-48.99	64.88
33.5765	-48.48	64.83
33.6035	-49.42	64.78
33.63	-48.21	64.72
33.657	-48.26	64.67
33.685	-48.9	64.61
33.7125	-48.55	64.5
33.7395	-49.11	64.36
33.767	-48.81	64.21
33.795	-49.49	64.06
33.8235	-49.95	63.86
33.853	-50.76	63.65
33.883	-49.44	63.45
33.913	-49.86	63.27
33.943	-49.15	63.11
33.973	-49.23	62.94
34.003	-49.38	62.77
34.033	-49.71	62.59
34.063	-49.54	62.42
34.0935	-50.21	62.27
34.123	-49.51	62.19
34.1515	-48.6	62.11
34.181	-48.47	62.02
34.211	-49.68	61.9
34.2415	-48.96	61.78
34.2725	-50	61.66
34.3045	-49.18	61.5
34.3375	-50.44	61.3
34.3695	-50.04	61.11
34.4005	-49.75	60.91
34.4305	-49.58	60.73
34.4595	-49.47	60.55
34.4885	-49.84	60.38
34.518	-49.48	60.22
34.547	-49.14	60.13
34.5745	-49.18	60.05
34.6025	-47.72	59.96
34.6315	-49.76	59.89
34.66	-48.6	59.85
34.688	-49.31	59.8
34.716	-49.4	59.76
34.7445	-49.62	59.97
34.7725	-48.2	60.38
34.8	-49.07	60.78
34.828	-47.1	61.19
34.8555	-49.43	61.19
34.883	-48.41	61.13
34.9115	-48.96	61.06
34.94	-48.39	60.98
34.968	-48.44	60.86
34.9955	-49.53	60.73
35.023	-49.01	60.6
35.05	-49.05	60.51
35.076	-48.86	60.42
35.1035	-49.04	60.34
35.132	-48.27	60.26
35.16	-48.77	60.25
35.188	-48.33	60.24
35.215	-48.1	60.23
35.241	-48.85	60.23
35.267	-47.41	60.24
35.2935	-48.49	60.25
35.321	-47.63	60.25
35.349	-48.03	60.26
35.3775	-48.69	60.24
35.4065	-48.58	60.23
35.4345	-48.39	60.22
35.462	-48.34	60.21
35.4885	-48.28	60.21
35.5135	-48.25	60.22
35.5395	-48.16	60.22
35.5665	-47.85	60.2
35.594	-48.48	60.16
35.622	-48.3	60.12
35.6495	-48.44	60.08
35.676	-48.86	60.01
35.7025	-49.01	59.94
35.729	-48.74	59.86
35.756	-49.68	59.79
35.784	-48.33	59.7
35.8115	-48.61	59.6
35.838	-48.66	59.51
35.8655	-48.98	59.42
35.8945	-49.5	59.32
35.922	-48.95	59.23
35.948	-48.96	59.14
35.974	-49.46	59.07
36	-48.62	59.01
36.026	-48.77	58.95
36.052	-48.27	58.89
36.0785	-48.91	58.81
36.1055	-49.55	58.73
36.1335	-50.05	58.65
36.1625	-48.82	58.56
36.1915	-48.01	58.44
36.2205	-49.07	58.33
36.25	-50.34	58.21
36.28	-49.6	58.12
36.309	-49.57	58.05
36.3375	-48.64	57.98
36.366	-48.83	57.91
36.394	-49.66	57.69
36.4225	-50.07	57.46
36.451	-50.46	57.22
36.4795	-49.38	56.99
36.508	-49.73	56.72
36.5365	-49.81	56.46
36.565	-50.05	56.2
36.593	-49.54	55.94
36.6215	-49.92	55.67
36.65	-49.29	55.41
36.6785	-49.79	55.14
36.707	-50.2	54.91
36.7355	-49.02	54.68
36.7645	-48.96	54.45
36.7935	-49.11	54.25
36.823	-49.93	54.07
36.8525	-48.86	53.9
36.8815	-49.55	53.73
36.91	-49.37	53.62
36.938	-48.3	53.5
36.966	-49.13	53.39
36.994	-49.03	53.27
37.0215	-49.15	53.15
37.0485	-49.17	53.02
37.075	-49.99	52.9
37.1015	-49.62	52.79
37.1285	-48.53	52.7
37.155	-49.07	52.61
37.181	-48.98	52.52
37.2065	-48.84	52.45
37.2315	-48.73	52.4
37.2565	-48.33	52.35
37.282	-48.85	52.3
37.308	-48.9	52.23
37.3345	-48.57	52.15
37.362	-48.82	52.06
37.3905	-49.25	51.98
37.4205	-48.93	51.91
37.4515	-49.49	51.84
37.481	-49.39	51.77
37.5095	-48.05	51.72
37.5365	-48.28	51.69
37.562	-48.83	51.66
37.5865	-48.43	51.64
37.6095	-48.31	51.67
37.6335	-49.03	51.72
37.6585	-47.65	51.77
37.6835	-48.3	51.82
37.7085	-47.51	51.89
37.7335	-48.12	51.97
37.7585	-47.65	52.05
37.7815	-47.34	52.13
37.8025	-47.14	52.21
37.8245	-47.37	52.27
37.8475	-49.39	52.32
37.8715	-48.25	52.37
37.8965	-48.63	52.43
37.922	-48.29	52.48
37.9485	-47.5	52.55
37.9745	-47.56	52.61
38	-47.51	52.68
38.0255	-47.82	52.74
38.05	-48.12	52.81
38.0735	-48.18	52.88
38.096	-48.24	52.94
38.1185	-47	53.01
38.1415	-48.74	53.08
38.165	-47.54	53.17
38.189	-48.55	53.25
38.213	-48.36	53.33
38.2375	-47.6	53.41
38.261	-47.58	53.51
38.2835	-46.97	53.61
38.306	-47.24	53.7
38.328	-47.46	53.8
38.3505	-48.51	53.92
38.373	-48.32	54.05
38.395	-46.81	54.17
38.417	-47.28	54.3
38.4395	-47.63	54.42
38.462	-47.6	54.5
38.4845	-47.56	54.59
38.507	-47.78	54.67
38.529	-48.03	54.76
38.551	-48.1	54.82
38.573	-47.27	54.89
38.5945	-47.36	54.95
38.6165	-48.21	55.02
38.639	-47.7	55.07
38.661	-47.77	55.12
38.6835	-47.28	55.17
38.7065	-48.21	55.22
38.73	-47.23	55.27
38.754	-47.38	55.34
38.778	-47.57	55.41
38.801	-47.67	55.48
38.823	-47.25	55.55
38.845	-47.41	55.66
38.867	-48.86	55.85
38.889	-46.66	56.04
38.9115	-47.4	56.23
38.934	-47.04	56.41
38.9565	-46.93	56.58
38.9795	-46.93	56.74
39.0025	-47.34	56.9
39.0255	-47.36	57.06
39.0485	-48.06	57.19
39.071	-46.91	57.24
39.0925	-47.95	57.29
39.1155	-48.51	57.34
39.14	-48.51	57.39
39.164	-48.19	57.45
39.1885	-48.24	57.51
39.214	-47.38	57.57
39.24	-48.12	57.63
39.267	-47.66	57.64
39.295	-49.19	57.65
39.3225	-48.94	57.65
39.35	-47.57	57.66
39.3775	-48.67	57.59
39.4045	-48.55	57.53
39.4315	-49.25	57.46
39.4585	-50.15	57.39
39.486	-47.94	57.32
39.514	-48.82	57.24
39.5425	-48.79	57.17
39.5715	-48.55	57.05
39.601	-49.19	56.88
39.6315	-49.87	56.71
39.6615	-49.88	56.54
39.6905	-49.55	56.36
39.72	-49.41	56.17
39.7495	-49.53	55.99
39.7785	-49.5	55.83
39.8075	-50.3	55.69
39.8365	-48.87	55.56
39.8655	-49.37	55.42
39.8945	-48.55	55.31
39.923	-49.89	55.2
39.951	-49.86	55.1
39.9795	-48.44	54.99
40.008	-49.7	54.92
40.036	-49.25	54.85
40.065	-49.03	54.78
40.095	-49.29	54.7
40.1245	-49.1	54.61
40.1535	-49.18	54.52
40.1825	-48.34	54.43
40.212	-49.3	54.31
40.242	-48.69	54.17
40.2725	-49.38	54.04
40.303	-48.75	53.9
40.3325	-49.39	53.77
40.3615	-48.86	53.63
40.3905	-49.06	53.5
40.419	-48.86	53.35
40.447	-49.16	53.2
40.4755	-49.35	53.05
40.5045	-49.63	52.89
40.5345	-48.62	52.73
40.5655	-49.14	52.56
40.596	-49.04	52.39
40.626	-49.48	52.2
40.656	-49.03	52
40.686	-48.63	51.81
40.7155	-49.93	51.58
40.7445	-49.85	51.34
40.773	-49	51.09
40.801	-50.32	50.84
40.8295	-48.94	50.58
40.8585	-49.87	50.32
40.888	-49.52	50.06
40.9175	-50.26	49.81
40.9465	-49.71	49.56
40.9755	-49.74	49.33
41.0045	-49.1	49.19
41.0335	-50.14	49.06
41.0635	-48.85	48.92
41.094	-49.21	48.83
41.1245	-48.48	48.76
41.1555	-48.31	48.68
41.1845	-49.03	48.56
41.212	-48.04	48.42
41.239	-49.67	48.28
41.2655	-49.12	48.13
41.292	-48.92	48
41.3185	-49.37	47.87
41.346	-48.84	47.73
41.3735	-49.08	47.6
41.401	-48.23	47.48
41.4295	-47.73	47.35
41.457	-48.65	47.22
41.4835	-49.05	47.09
41.5105	-49.45	46.95
41.5375	-48.87	46.81
41.565	-48.77	46.67
41.593	-48.07	46.57
41.621	-48.57	46.48
41.6495	-47.6	46.39
41.678	-48.71	46.28
41.706	-48.43	46.14
41.734	-48.35	45.99
41.762	-49.12	45.85
41.7915	-49.36	45.69
41.822	-49.59	45.52
41.852	-48.7	45.36
41.882	-48.8	45.19
41.9125	-49.37	45.01
41.9435	-49.09	44.84
41.9745	-48.73	44.66
42.005	-49.28	44.47
42.035	-49.35	44.27
42.0645	-48.81	44.07
42.093	-48.94	43.81
42.1215	-50.24	43.52
42.15	-49.65	43.24
42.178	-49.97	42.97
42.206	-49.2	42.71
42.2345	-49.41	42.46
42.264	-50.35	42.21
42.294	-48.32	41.98
42.324	-48.9	41.75
42.3545	-49.07	41.52
42.3855	-49.41	41.28
42.4165	-49.42	41.04
42.447	-49.55	40.8
42.4765	-49.68	40.55
42.505	-49.19	40.38
42.533	-48.92	40.2
42.561	-49.02	40.03
42.589	-48.26	39.86
42.6165	-49.38	39.69
42.644	-49.28	39.53
42.6725	-48.5	39.37
42.7015	-49.08	39.18
42.73	-49.41	38.99
42.7585	-49.22	38.81
42.788	-49.13	38.62
42.818	-48.79	38.42
42.8475	-48.85	38.22
42.8765	-49.94	38.03
42.9055	-49.24	37.9
42.9345	-48.94	37.79
42.964	-48.22	37.67
42.9935	-48.76	37.56
43.023	-48.65	37.49
43.053	-49.16	37.41
43.0825	-48.59	37.34
43.112	-47.77	37.28
43.142	-48.86	37.22
43.172	-47.9	37.17
43.202	-48.36	37.11
43.232	-48.58	36.98
43.263	-47.99	36.84
43.2945	-48.47	36.71
43.325	-48.89	36.56
43.3555	-49.11	36.4
43.385	-48.32	36.24
43.413	-48.35	36.07
43.4415	-48.68	35.91
43.4705	-48.78	35.74
43.5005	-47.95	35.57
43.531	-48.8	35.36
43.5615	-48.58	35.14
43.5925	-48.54	34.92
43.623	-48.46	34.64
43.6525	-48.77	34.32
43.6842	-47.37	34.02
43.715	-48.36	33.72
43.7458	-47.76	33.43
43.7766	-47.82	33.13
43.8074	-48.29	32.83
43.8382	-47.86	32.53
43.869	-47.89	32.24
43.8998	-48.35	31.94
43.9306	-47.5	31.64
43.9615	-47.98	31.34
43.9923	-47.98	31.04
44.0231	-48.13	30.75
44.0539	-48.95	30.45
44.0847	-48.73	30.15
44.1155	-49.01	29.85
44.1463	-49.06	29.56
44.1771	-48.52	29.26
44.2079	-48.69	28.96
44.2387	-49.5	28.66
44.2695	-49.41	28.36
44.3003	-49.55	28.07
44.3311	-49.55	27.77
44.3619	-49.76	27.47
44.3927	-48.07	27.17
44.4235	-48.11	26.87
44.4543	-48.19	26.58
44.4851	-48.34	26.28
44.5159	-49.57	25.98
44.5467	-49.08	25.68
44.5775	-48.55	25.39
44.6084	-47.22	25.09
44.6392	-48.53	24.79
44.67	-48.66	24.49
44.7008	-47.72	24.19
44.7316	-47.77	23.9
44.7624	-48.33	23.6
44.7932	-49.31	23.3
44.824	-49.55	23
44.8548	-49.05	22.71
44.8854	-48.33	22.41
44.9145	-48.62	22.11
44.9415	-49.16	21.78
44.9705	-49.94	21.46
45.0015	-48.81	21.12
45.034	-48.6	20.69
45.0675	-47.95	20.25
45.1015	-49.23	19.82
45.136	-48.62	19.66
45.1705	-48.08	19.51
45.2055	-47.88	19.35
45.2405	-47.94	19.33
45.2755	-48.01	19.31
45.3095	-48.07	19.29
45.3425	-49.18	19.32
45.374	-47.86	19.35
45.404	-48.11	19.38
45.432	-47.07	19.37
45.458	-49.04	19.31
45.483	-47.81	19.25
45.5075	-48.85	19.19
45.5335	-48.6	19.1
45.561	-48.01	19.01
45.59	-47.78	18.93
45.6195	-48.18	18.84
45.65	-48.06	18.77
45.6815	-48.81	18.71
45.7125	-48.72	18.65
45.744	-47.6	18.59
45.775	-47.88	18.59
45.805	-48.31	18.63
45.836	-46.75	18.68
45.8675	-47.36	18.72
45.8955	-47.18	18.74
45.9205	-47.44	18.77
45.9455	-47.78	18.79
45.9705	-48.68	18.88
45.9975	-46.6	19
46.0265	-46.6	19.12
46.0565	-46.59	19.24
46.0875	-47.54	19.34
46.1175	-48.17	19.45
46.147	-47.59	19.56
46.178	-47.5	19.72
46.21	-47.46	19.89
46.242	-47.09	20.05
46.2745	-46.59	20.27
46.307	-47.53	20.49
46.339	-46.69	20.71
46.371	-46.87	20.9
46.4035	-47.16	21.08
46.4335	-46.99	21.25
46.461	-47.66	21.42
46.488	-47.43	21.58
46.514	-47.65	21.74
46.5405	-47.34	21.9
46.5675	-47.42	22.07
46.5945	-46.86	22.3
46.6215	-47.63	22.53
46.6485	-46.62	22.75
46.6755	-46.34	23
46.702	-46.99	23.28
46.728	-46.95	23.55
46.7555	-46.84	23.83
46.784	-46.27	24.05
46.8125	-46.71	24.26
46.8415	-47.2	24.47
46.87	-47.17	24.66
46.8985	-47.36	24.8
46.927	-47.36	24.95
46.955	-47.57	25.09
46.983	-47.33	25.28
47.011	-47.19	25.46
47.0395	-47.09	25.65
47.0685	-46.86	25.83
47.098	-47.07	26.01
47.128	-47.26	26.18
47.1575	-47.15	26.35
47.1865	-47.39	26.51
47.2155	-47.85	26.67
47.245	-46.98	26.82
47.2755	-47.41	26.98
47.306	-46.94	27.15
47.338	-47.73	27.31
47.3715	-47.11	27.47
47.4045	-47.03	27.65
47.4375	-46.95	27.83
47.4695	-46.55	28.02
47.5005	-47.25	28.21
47.5305	-46.8	28.4
47.5595	-47.58	28.59
47.588	-46.52	28.78
47.6165	-46.71	28.97
47.6445	-47.57	29.12
47.6715	-47.13	29.25
47.6975	-47.56	29.39
47.723	-47.44	29.53
47.7485	-47.26	29.67
47.774	-47.5	29.82
47.8005	-47.3	29.97
47.827	-46.76	30.08
47.853	-46.99	30.18
47.879	-47.53	30.27
47.9055	-46.89	30.35
47.932	-48.05	30.28
47.96	-47.89	30.21
47.99	-48.54	30.13
48.0195	-48.41	29.98
48.049	-48.97	29.8
48.0785	-48.86	29.62
48.1075	-48.32	29.43
48.137	-49.24	29.24
48.1665	-49.23	29.05
48.195	-48.57	28.87
48.223	-48.95	28.7
48.251	-48.62	28.52
48.279	-48.96	28.31
48.307	-48.47	28.09
48.335	-49.76	27.87
48.3625	-49.42	27.65
48.39	-49.22	27.42
48.418	-48.85	27.2
48.4465	-49.26	26.97
48.476	-49.07	26.74
48.506	-49.29	26.51
48.537	-49.26	26.32
48.569	-49.36	26.15
48.6015	-48.44	25.98
48.635	-48.48	25.83
48.667	-48.87	25.69
48.6975	-47.57	25.54
48.73	-49.02	25.38
48.764	-49.93	25.21
48.797	-48.41	25.04
48.829	-48.38	24.88
48.86	-48.67	24.72
48.89	-48.56	24.56
48.92	-48.94	24.39
48.9495	-48.42	24.2
48.98	-49.31	24.01
49.0115	-48.56	23.82
49.0435	-48.89	23.61
49.076	-48.31	23.39
49.108	-49.89	23.22
49.1405	-48.64	23.12
49.173	-48.11	23.02
49.205	-48.41	22.92
49.2375	-47.42	22.81
49.2705	-48.62	22.7
49.3035	-48.62	22.55
49.3365	-48.13	22.35
49.369	-49.23	22.15
49.4015	-48.97	21.96
49.434	-48.6	21.79
49.4665	-48.96	21.62
49.498	-47.78	21.44
49.5285	-48.95	21.25
49.5595	-48.3	21.05
49.5905	-48.98	20.83
49.6215	-48.92	20.56
49.6525	-49.26	20.3
49.683	-49.18	20.03
49.713	-48.99	19.75
49.744	-49.25	19.48
49.7755	-49.81	19.22
49.8065	-48.53	19.03
49.8375	-48.86	18.85
49.8685	-48.38	18.66
49.8995	-48.15	18.46
49.931	-49.15	18.26
49.963	-49.19	18.05
49.995	-48.95	17.87
50.027	-48.54	17.68
50.0585	-48.11	17.5
50.0895	-49.26	17.33
50.1205	-49.14	17.17
50.1515	-48.62	17
50.1835	-48.73	16.87
50.216	-49.07	16.77
50.25	-47.92	16.67
50.2855	-47.92	16.57
50.3195	-49.16	16.48
50.352	-48.64	16.38
50.3825	-48.33	16.28
50.411	-49.53	16.18
50.4375	-47.19	16.08
50.463	-49.06	15.98
50.488	-48.78	15.88
50.512	-48.75	15.78
50.5365	-48.45	15.67
50.5615	-48.79	15.56
50.587	-48.58	15.46
50.6135	-47.98	15.37
50.64	-48.53	15.28
50.666	-48.46	15.2
50.6925	-48.3	15.13
50.719	-47.98	15.06
50.7465	-48.3	14.99
50.776	-48.94	14.97
50.806	-48.92	14.95
50.8365	-47.82	14.93
50.8685	-48.09	14.9
50.901	-48.3	14.86
50.9335	-49.13	14.82
50.9665	-48.71	14.86
50.9995	-47.67	14.9
51.033	-47.81	14.95
51.068	-48.05	14.9
51.104	-48.06	14.85
51.14	-48.59	14.81
51.1755	-48.49	14.8
51.211	-46.97	14.79
51.2465	-48.5	14.78
51.281	-47.91	14.77
51.3155	-48.05	14.76
51.35	-47.28	14.68
51.384	-47.98	14.55
51.4175	-49.05	14.42
51.4505	-48.32	14.31
51.483	-48.29	14.21
51.5145	-47.87	14.11
51.5455	-47.94	14
51.5765	-48.72	13.89
51.608	-48.34	13.79
51.6405	-48.16	13.72
51.6725	-47.86	13.66
51.704	-48.42	13.61
51.735	-47.58	13.58
51.765	-47.63	13.55
51.7945	-47.96	13.52
51.8235	-48.39	13.5
51.853	-47.6	13.49
51.8825	-47.85	13.49
51.912	-47.53	13.47
51.9415	-47.85	13.46
51.9695	-47.91	13.44
51.997	-47.71	13.43
52.025	-48.27	13.44
52.0525	-47.51	13.45
52.08	-48.03	13.46
52.1075	-46.82	13.46
52.136	-48.24	13.45
52.166	-48.36	13.43
52.1965	-47.68	13.42
52.2275	-47.66	13.43
52.258	-48.11	13.44
52.288	-48.25	13.45
52.318	-47.09	13.46
52.348	-47.87	13.47
52.378	-48	13.48
52.4075	-48.62	13.55
52.4365	-47.69	13.62
52.4655	-48.41	13.7
52.495	-47.38	13.75
52.5245	-47.91	13.79
52.5535	-47.88	13.83
52.5825	-48.35	13.82
52.6115	-48.17	13.71
52.64	-48.63	13.61
52.6685	-48.74	13.5
52.6975	-48.33	13.5
52.7265	-47.81	13.49
52.755	-47.91	13.49
52.783	-47.34	13.51
52.811	-47.29	13.53
52.84	-47.78	13.55
52.87	-47.74	13.56
52.9005	-48.13	13.54
52.9315	-47.48	13.52
52.962	-48.61	13.5
52.992	-47.59	13.48
53.021	-47.68	13.47
53.0485	-48.59	13.45
53.076	-47.7	13.45
53.1035	-47.86	13.46
53.1315	-48.35	13.46
53.16	-48.2	13.49
53.188	-47.74	13.55
53.2155	-46.77	13.62
53.243	-48.11	13.69
53.271	-47.93	13.79
53.299	-47.02	13.89
53.327	-47.65	14
53.3545	-47.4	14.11
53.382	-47.76	14.23
53.409	-47.18	14.35
53.4355	-48.37	14.47
53.4625	-46.8	14.64
53.4895	-46.68	14.82
53.517	-46.65	15
53.5445	-47.1	15.14
53.572	-47.67	15.24
53.6	-48	15.35
53.6285	-47.82	15.46
53.6575	-47.05	15.53
53.6865	-46.4	15.61
53.7155	-48.56	15.68
53.744	-47.81	15.75
53.772	-47.89	15.81
53.7995	-47.78	15.87
53.827	-47.69	15.95
53.855	-48.11	16.05
53.883	-47.53	16.16
53.911	-47.19	16.26
53.9395	-47.69	16.41
53.9685	-47.36	16.57
53.998	-47.2	16.72
54.0275	-47	16.8
54.057	-47.64	16.85
54.087	-48.11	16.9
54.117	-48	16.93
54.146	-48	16.94
54.174	-47.55	16.94
54.202	-48.18	16.95
54.23	-48.39	16.96
54.2585	-48.08	16.97
54.287	-47.57	16.98
54.316	-48.78	16.99
54.3465	-46.66	17.01
54.3775	-48.05	17.02
54.4085	-48.39	16.98
54.44	-48.12	16.9
54.4715	-48.19	16.82
54.5035	-48.82	16.7
54.5365	-48.96	16.54
54.569	-48.13	16.39
54.601	-48.96	16.21
54.634	-48.9	16.02
54.6675	-49.8	15.83
54.7005	-48.1	15.73
54.734	-47.72	15.66
54.7665	-48.03	15.58
54.7975	-48.17	15.49
54.828	-48.03	15.4
54.858	-48.47	15.31
54.888	-48.02	15.21
54.9185	-48.67	15.09
54.9485	-47.67	14.98
54.9775	-48.2	14.86
55.007	-48.44	14.75
55.0365	-48.26	14.63
55.0665	-47.81	14.53
55.0975	-48.17	14.44
55.128	-47.86	14.35
55.158	-47.97	14.27
55.188	-48.55	14.25
55.2185	-48	14.22
55.249	-48.09	14.18
55.279	-48.5	14.13
55.3095	-48.38	14.08
55.34	-48.4	14.03
55.371	-48.4	13.97
55.403	-47.83	13.91
55.4345	-48.36	13.85
55.465	-48.93	13.79
55.4955	-48.53	13.72
55.526	-48.28	13.65
55.557	-48.52	13.57
55.5885	-48.55	13.49
55.6205	-48.88	13.41
55.653	-48.25	13.32
55.6865	-49.04	13.23
55.721	-48.79	13.14
55.7545	-48.48	13
55.788	-49.19	12.86
55.8215	-48.62	12.7
55.8545	-48	12.47
55.8885	-49.75	12.25
55.9235	-49.03	12.03
55.958	-49.16	11.85
55.992	-48.23	11.67
56.026	-49.03	11.48
56.0605	-48.76	11.3
56.095	-48.73	11.11
56.129	-48.86	10.9
56.162	-49.48	10.67
56.194	-48.93	10.45
56.2265	-49.07	10.27
56.2595	-48.92	10.09
56.2935	-48.81	9.91
56.328	-48.36	9.71
56.3625	-49.66	9.52
56.3965	-48.28	9.32
56.4305	-49.08	9.11
56.465	-48.5	8.91
56.499	-49.36	8.7
56.5325	-48.85	8.5
56.5655	-48.41	8.3
56.5985	-49.74	8.12
56.6325	-48.54	7.94
56.667	-49	7.77
56.701	-48.57	7.58
56.7345	-49.36	7.38
56.767	-49.32	7.19
56.799	-48.52	7.08
56.8305	-48.91	6.97
56.8615	-48.27	6.85
56.892	-48.38	6.78
56.9225	-48.25	6.71
56.9535	-47.62	6.64
56.9845	-48.99	6.59
57.0155	-47.97	6.54
57.0465	-47.84	6.5
57.077	-48.52	6.48
57.107	-48.06	6.48
57.136	-48.11	6.47
57.164	-48.03	6.52
57.192	-47.74	6.6
57.2205	-47.35	6.68
57.249	-46.96	6.73
57.277	-47.53	6.7
57.306	-48.34	6.66
57.336	-48.28	6.63
57.367	-48.31	6.54
57.399	-48.6	6.44
57.43	-47.7	6.35
57.4605	-48.51	6.31
57.49	-47.84	6.28
57.518	-48.86	6.24
57.547	-47.71	6.23
57.5765	-48.22	6.22
57.606	-47.9	6.21
57.636	-47.33	6.21
57.665	-48.4	6.21
57.6935	-47.81	6.2
57.724	-48.13	6.17
57.756	-47.62	6.06
57.7885	-49.2	5.95
57.822	-48.14	5.85
57.855	-48.88	5.76
57.887	-48.49	5.67
57.9185	-47.99	5.61
57.9495	-48.2	5.59
57.981	-47.48	5.57
58.0125	-48.23	5.55
58.043	-48.32	5.53
58.0725	-48.51	5.51
58.103	-47.88	5.49
58.1345	-47.76	5.51
58.1645	-48.3	5.52
58.194	-47.68	5.54
58.2235	-47.78	5.6
58.252	-47.16	5.66
58.2805	-47.55	5.73
58.3095	-47.91	5.77
58.3375	-48.18	5.8
58.365	-47.37	5.84
58.3935	-48.05	5.88
58.4225	-47.76	5.9
58.451	-48.13	5.93
58.4795	-48.31	5.99
58.5075	-47.36	6.14
58.5345	-47.02	6.29
58.5605	-47.71	6.44
58.5855	-46.93	6.62
58.6115	-47	6.8
58.6375	-47.42	6.99
58.6635	-47.34	7.12
58.69	-47	6.85
58.716	-46.97	6.59
