# DESCRIPTION:
# Reference: Hodell, D.A., H.F. Evans, J.E.T. Channell, and J.H. Curtis. 2010. Phase relationships of North Atlantic ice-rafted debris and surface-deep climate proxies during the last glacial period. Quaternary Science Reviews, Vol. 29, pp. 3875-3886, https://doi.org/10.1016/j.quascirev.2010.09.006
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/11821. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth (cm),Age (kyrs SFCP04),log(K/Ti),3pt smooth log(K/Ti),Zr/Sr,3 pt smooth (Zr/Sr)
1511.3,80.808,0.12348,0.14417,0.08596,0.08847
1511.5,80.816,0.15449,0.1668,0.09559,0.09617
1511.8,80.829,0.16537,0.18407,0.08801,0.09798
1512,80.838,0.25311,0.19766,0.12358,0.09867
1512.2,80.847,0.22389,0.20326,0.09675,0.09765
1512.5,80.86,0.19144,0.20026,0.08943,0.09804
1512.8,80.873,0.18249,0.18267,0.09048,0.09296
1513,80.882,0.15035,0.16752,0.08995,0.09131
1513.2,80.89,0.16518,0.15474,0.09819,0.09265
1513.5,80.904,0.14813,0.15293,0.0885,0.09742
1513.7,80.912,0.12753,0.15489,0.09614,0.10303
1514,80.925,0.17346,0.15246,0.11431,0.10491
1514.3,80.938,0.16012,0.15036,0.118,0.10567
1514.5,80.947,0.15306,0.15375,0.10762,0.10884
1514.7,80.956,0.13765,0.15637,0.09228,0.10779
1515,80.969,0.14444,0.16078,0.112,0.10439
1515.3,80.982,0.18657,0.16402,0.10904,0.09918
1515.5,80.991,0.18219,0.16531,0.10102,0.0995
1515.8,81.004,0.16927,0.1567,0.08158,0.09521
1516,81.013,0.14407,0.147,0.09387,0.0909
1516.3,81.026,0.10142,0.13744,0.09057,0.08697
1516.5,81.034,0.13803,0.12391,0.08748,0.08792
1516.8,81.047,0.1344,0.11909,0.08138,0.08643
1517,81.056,0.10165,0.12564,0.08631,0.08604
1517.3,81.069,0.11997,0.11897,0.08641,0.08636
1517.5,81.078,0.13415,0.12003,0.08861,0.08656
1517.8,81.091,0.10467,0.12866,0.08907,0.08677
1518,81.1,0.13969,0.13449,0.0824,0.08978
1518.2,81.109,0.14481,0.13057,0.08737,0.08815
1518.5,81.122,0.14916,0.13447,0.10144,0.0867
1518.8,81.135,0.1145,0.12527,0.08047,0.08485
1519,81.143,0.12419,0.11584,0.08182,0.08218
1519.3,81.157,0.09368,0.10988,0.07314,0.07767
1519.5,81.165,0.09768,0.1027,0.07404,0.07741
1519.8,81.178,0.11933,0.10325,0.07888,0.07627
1520,81.187,0.07862,0.11081,0.07915,0.07788
1520.3,81.2,0.12693,0.11014,0.07614,0.08059
1520.5,81.209,0.13147,0.10498,0.08118,0.08212
1520.8,81.222,0.09434,0.11197,0.08757,0.08185
1521,81.231,0.09354,0.10262,0.08654,0.08436
1521.3,81.244,0.11358,0.09394,0.07781,0.08282
1521.5,81.252,0.0802,0.1022,0.08868,0.08288
1521.8,81.266,0.08803,0.10758,0.07351,0.08441
1522,81.274,0.13565,0.10832,0.08785,0.08553
1522.3,81.287,0.12042,0.11753,0.09418,0.08384
1522.5,81.296,0.1173,0.11816,0.08345,0.0857
1522.8,81.309,0.12627,0.1115,0.0802,0.08341
1523,81.318,0.09118,0.11255,0.0828,0.08147
1523.2,81.327,0.10232,0.11194,0.07641,0.08076
1523.5,81.34,0.12568,0.11098,0.08448,0.08185
1523.8,81.353,0.11423,0.11609,0.07992,0.08223
1524,81.361,0.12151,0.1204,0.08567,0.08452
1524.3,81.375,0.1167,0.12059,0.08471,0.08494
1524.5,81.383,0.12387,0.1217,0.08781,0.08573
1524.7,81.392,0.12666,0.11941,0.08659,0.08889
1525,81.405,0.11974,0.11446,0.08388,0.08815
1525.3,81.418,0.11006,0.1182,0.10147,0.08817
1525.5,81.427,0.092,0.11982,0.081,0.08781
1525.8,81.44,0.14253,0.12038,0.08793,0.08761
1526,81.449,0.13477,0.11828,0.08477,0.08413
1526.2,81.457,0.12256,0.12447,0.0829,0.08524
1526.5,81.471,0.09954,0.12382,0.08407,0.08465
1526.8,81.484,0.12293,0.12706,0.08652,0.08691
1527,81.492,0.13931,0.12918,0.08498,0.08872
1527.3,81.505,0.15097,0.13677,0.09606,0.08905
1527.5,81.514,0.13316,0.13387,0.09197,0.08891
1527.8,81.527,0.13746,0.13514,0.08571,0.09032
1528,81.536,0.10847,0.13206,0.08583,0.08972
1528.2,81.545,0.14566,0.13458,0.09202,0.08732
1528.5,81.558,0.13556,0.13348,0.09307,0.0865
1528.8,81.571,0.14577,0.14394,0.07996,0.08833
1529,81.58,0.13193,0.14296,0.08164,0.08621
1529.3,81.593,0.16076,0.14351,0.09496,0.08497
1529.5,81.601,0.14076,0.14607,0.08142,0.08544
1529.8,81.614,0.13832,0.14162,0.08684,0.08594
1530,81.623,0.15856,0.1277,0.08231,0.08304
1530.3,81.636,0.10973,0.11784,0.08415,0.08304
1530.5,81.645,0.09114,0.11154,0.08047,0.08279
1530.7,81.654,0.09143,0.10602,0.08144,0.08469
1531,81.667,0.10686,0.10183,0.08557,0.08381
1531.3,81.68,0.13093,0.10952,0.09182,0.08596
1531.5,81.689,0.08876,0.11584,0.07975,0.08603
1531.8,81.702,0.12961,0.11949,0.09122,0.08657
1532,81.71,0.12304,0.11967,0.08182,0.08581
1532.3,81.723,0.12513,0.12638,0.08825,0.08495
1532.5,81.732,0.13182,0.11569,0.08803,0.08589
1532.8,81.745,0.1223,0.10959,0.07543,0.08552
1533,81.754,0.07616,0.10731,0.09592,0.08592
1533.3,81.767,0.09256,0.1014,0.07997,0.08625
1533.5,81.776,0.11371,0.09465,0.09024,0.09009
1533.8,81.789,0.10228,0.10305,0.0897,0.0894
1534,81.798,0.08853,0.10967,0.09464,0.09122
1534.3,81.811,0.11817,0.11054,0.09244,0.09044
1534.5,81.819,0.12564,0.11261,0.0891,0.09187
1534.8,81.832,0.11811,0.12049,0.08633,0.09237
1535,81.841,0.11261,0.11829,0.09687,0.09383
1535.3,81.854,0.12794,0.1133,0.09714,0.09712
1535.5,81.863,0.10714,0.11515,0.09971,0.09998
1535.7,81.872,0.10072,0.11585,0.10554,0.10017
1536,81.885,0.12732,0.11179,0.10064,0.10368
1537.7,81.959,0.11611,0.11362,0.0978,0.10314
1537.8,81.963,0.10768,0.11566,0.1147,0.10215
1538,81.972,0.1163,0.1153,0.09701,0.10394
1538.3,81.985,0.11089,0.11475,0.10058,0.10503
1538.5,81.994,0.12555,0.11221,0.10961,0.1025
1538.7,82.003,0.11334,0.10692,0.10324,0.1009
1539,82.016,0.095,0.10516,0.10206,0.09972
1539.3,82.029,0.08982,0.09758,0.089,0.09915
1539.5,82.037,0.10209,0.08961,0.09469,0.09684
1539.8,82.051,0.08768,0.09295,0.10677,0.09459
1540,82.059,0.07348,0.09648,0.09169,0.097
1540.3,82.072,0.11168,0.09744,0.09078,0.09762
1540.5,82.081,0.10748,0.10137,0.10106,0.09382
1540.7,82.09,0.10688,0.10837,0.0978,0.0947
1541,82.103,0.10732,0.10483,0.08777,0.09689
1541.3,82.116,0.10847,0.10615,0.09609,0.09407
1541.5,82.125,0.09399,0.10536,0.10172,0.09494
1541.8,82.138,0.11406,0.10827,0.08697,0.09698
1542,82.146,0.10296,0.10614,0.10215,0.09849
1542.3,82.16,0.12188,0.10398,0.09797,0.09946
1542.5,82.168,0.09783,0.09727,0.10364,0.1034
1542.8,82.181,0.08318,0.09634,0.10658,0.10447
1543,82.19,0.0805,0.09579,0.10665,0.10931
1543.3,82.203,0.09829,0.09983,0.10749,0.11013
1543.5,82.212,0.11916,0.10753,0.1222,0.11197
1543.8,82.225,0.11804,0.10642,0.1077,0.11131
1544,82.234,0.12164,0.1105,0.11581,0.1108
1544.3,82.247,0.07497,0.10608,0.10335,0.10685
1544.5,82.256,0.11869,0.10167,0.10497,0.10807
1544.8,82.269,0.09708,0.09755,0.10243,0.10455
1545,82.277,0.09597,0.10871,0.11381,0.1048
1545.3,82.29,0.10106,0.10604,0.09822,0.10644
1545.5,82.299,0.13073,0.10282,0.10457,0.1062
1545.8,82.312,0.10536,0.10438,0.11317,0.10492
1546,82.321,0.081,0.10247,0.10125,0.10936
1546.3,82.334,0.10377,0.09258,0.10741,0.1133
1546.5,82.343,0.09147,0.09008,0.12043,0.11406
1546.8,82.356,0.08128,0.09221,0.12427,0.11698
1547,82.365,0.09287,0.08603,0.11694,0.12033
1547.3,82.378,0.09165,0.08467,0.11586,0.11999
1547.5,82.386,0.07286,0.0939,0.12417,0.11753
1547.8,82.399,0.0847,0.10007,0.11873,0.11676
1548,82.408,0.12744,0.1061,0.11198,0.1145
1548.3,82.421,0.12369,0.11637,0.11307,0.11179
1548.5,82.43,0.12179,0.11948,0.10455,0.10881
1548.8,82.443,0.12424,0.12039,0.1106,0.10579
1549,82.452,0.10022,0.1191,0.10385,0.10282
1549.3,82.465,0.13201,0.12268,0.09688,0.10366
1549.5,82.474,0.11723,0.12701,0.09822,0.10159
1549.8,82.487,0.13968,0.12927,0.10874,0.10397
1550,82.495,0.14593,0.12162,0.10029,0.10949
1550.3,82.508,0.11151,0.06954,0.11574,0.11546
1550.5,82.517,0.09373,0.04748,0.12446,0.11627
1550.7,82.526,-0.14314,0.0351,0.12809,0.11773
1551,82.539,0.02935,0.02777,0.11278,0.11676
1551.3,82.552,0.08406,0.02362,0.1076,0.11601
1551.5,82.561,0.07487,0.06919,0.11088,0.11178
1551.8,82.574,0.07296,0.07766,0.12068,0.11321
1552,82.583,0.08469,0.0747,0.10695,0.11116
1552.2,82.591,0.0717,0.07706,0.11996,0.11309
1552.5,82.604,0.06929,0.07981,0.09732,0.11098
1552.8,82.618,0.08665,0.07831,0.12055,0.11339
1553,82.626,0.08673,0.08056,0.11013,0.1125
1553.2,82.635,0.07717,0.08143,0.11897,0.11541
1553.5,82.648,0.08296,0.07777,0.11554,0.11237
1553.8,82.661,0.07366,0.07366,0.11187,0.11148
1554,82.67,0.06836,0.07317,0.10535,0.10987
1554.3,82.683,0.06617,0.07186,0.10567,0.10809
1554.5,82.692,0.0747,0.07489,0.11093,0.10906
1554.8,82.705,0.0764,0.07713,0.1066,0.11143
1555,82.713,0.08881,0.0763,0.11672,0.11348
1555.3,82.727,0.0796,0.08175,0.11722,0.11548
1555.5,82.735,0.06198,0.08555,0.11592,0.11764
1555.8,82.748,0.10197,0.08885,0.12093,0.12008
1556,82.757,0.09538,0.09402,0.1174,0.12159
1556.3,82.77,0.10533,0.10373,0.12893,0.12464
1556.5,82.779,0.10542,0.10446,0.1248,0.12754
1556.8,82.792,0.11054,0.10304,0.13113,0.13588
1557,82.801,0.10563,0.10137,0.13543,0.14428
1557.3,82.814,0.08825,0.10337,0.15911,0.14964
1557.5,82.822,0.09701,0.09906,0.17092,0.15594
1557.8,82.836,0.11539,0.09629,0.15159,0.16165
1558,82.844,0.089,0.0954,0.16266,0.16115
1558.3,82.857,0.09182,0.09275,0.16399,0.15526
1558.5,82.866,0.08376,0.08696,0.15658,0.15517
1558.8,82.879,0.08378,0.0836,0.14149,0.14863
1559,82.888,0.08643,0.08108,0.15114,0.14402
1559.3,82.901,0.07224,0.07756,0.12997,0.13971
1559.5,82.91,0.0792,0.07391,0.14094,0.142
1559.8,82.923,0.06614,0.07245,0.135,0.14292
1560,82.932,0.06556,0.06581,0.15297,0.14555
1560.3,82.945,0.07913,0.0577,0.1557,0.1468
1560.5,82.953,0.03903,0.05046,0.14311,0.14971
1560.7,82.962,0.03866,0.04531,0.1472,0.14609
1561,82.975,0.02991,0.03546,0.14957,0.14179
1561.3,82.988,0.03982,0.03425,0.13487,0.14153
1561.5,82.997,0.02986,0.03491,0.13419,0.14291
1561.8,83.01,0.03302,0.03626,0.14185,0.14386
1562,83.019,0.04192,0.03694,0.15405,0.14288
1562.3,83.032,0.03669,0.04147,0.15434,0.14369
1562.5,83.041,0.0432,0.04822,0.12998,0.14094
1562.8,83.054,0.05251,0.05074,0.13825,0.13228
1563,83.062,0.06678,0.0606,0.12808,0.12335
1563.2,83.071,0.05451,0.06593,0.11076,0.12337
1563.5,83.084,0.08601,0.07737,0.1097,0.12192
1563.8,83.097,0.06983,0.08535,0.13006,0.11915
1564,83.106,0.10973,0.09477,0.13103,0.12084
1564.3,83.119,0.10666,0.09867,0.1142,0.12113
1564.5,83.128,0.10164,0.10395,0.11923,0.11682
1564.7,83.136,0.10549,0.09777,0.11114,0.11208
1565,83.15,0.09624,0.0957,0.10851,0.12294
1565.3,83.163,0.07884,0.10183,0.10733,0.12813
1565.5,83.171,0.09627,0.09597,0.1685,0.13
1565.8,83.184,0.13234,0.09555,0.14514,0.13242
1566,83.193,0.07618,0.10288,0.12053,0.13297
1566.3,83.206,0.09411,0.10932,0.1206,0.12267
1566.5,83.215,0.11547,0.1119,0.11006,0.11743
1566.8,83.228,0.12847,0.12293,0.117,0.11733
1567,83.237,0.14528,0.13248,0.11895,0.11591
1567.3,83.25,0.1313,0.13943,0.12002,0.11679
1567.5,83.259,0.14189,0.14309,0.11352,0.11731
1567.8,83.272,0.15021,0.14496,0.11445,0.11529
1568,83.28,0.14677,0.14746,0.11961,0.1141
1568.2,83.289,0.15466,0.14716,0.10886,0.11303
1568.5,83.302,0.14377,0.14717,0.11404,0.11304
1568.8,83.315,0.1404,0.14674,0.10821,0.11331
1569,83.324,0.15024,0.1486,0.11449,0.11464
1569.3,83.337,0.14463,0.14479,0.12095,0.114
1569.5,83.346,0.16396,0.13874,0.11552,0.11801
1569.8,83.359,0.12473,0.13717,0.11085,0.12175
1570,83.368,0.11015,0.13533,0.12822,0.1238
1570.3,83.381,0.14235,0.12692,0.13319,0.12311
1570.5,83.389,0.13546,0.13243,0.1312,0.12466
1570.8,83.403,0.1219,0.14016,0.1121,0.11936
1571,83.411,0.15226,0.14415,0.11862,0.11715
1571.3,83.424,0.14881,0.14209,0.10171,0.11368
1571.5,83.433,0.16234,0.14007,0.12213,0.1165
1571.8,83.446,0.12512,0.13887,0.11386,0.11949
1572,83.455,0.1118,0.13065,0.12618,0.12454
1572.3,83.468,0.1463,0.12227,0.13359,0.12417
1572.5,83.477,0.10769,0.12442,0.12694,0.12756
1572.8,83.49,0.12046,0.12737,0.12029,0.12987
1573,83.498,0.13583,0.12682,0.13083,0.12784
1573.2,83.507,0.12655,0.13551,0.13772,0.1281
1573.5,83.52,0.14359,0.14115,0.12345,0.12883
1573.8,83.533,0.15113,0.14362,0.1282,0.12733
1574,83.542,0.14866,0.14742,0.12394,0.12754
1574.3,83.555,0.14816,0.14667,0.12334,0.12554
1574.5,83.564,0.14556,0.14513,0.13877,0.12626
1574.7,83.573,0.13985,0.14664,0.11347,0.1304
1575,83.586,0.1434,0.14573,0.13178,0.13499
1575.3,83.599,0.15624,0.14795,0.14462,0.13805
1575.5,83.607,0.1436,0.14728,0.14633,0.14525
1575.7,83.616,0.15665,0.14883,0.15405,0.14658
1576,83.629,0.1365,0.14392,0.14948,0.14396
1576.2,83.638,0.15114,0.14731,0.1384,0.14265
1576.5,83.651,0.13172,0.15015,0.13156,0.13999
1576.8,83.664,0.16054,0.16327,0.13975,0.13652
1577,83.673,0.17084,0.16498,0.14076,0.13675
1577.2,83.682,0.20211,0.17284,0.13212,0.13707
1577.5,83.695,0.1597,0.17396,0.13956,0.13636
1577.8,83.708,0.17101,0.17153,0.13314,0.13536
1578,83.717,0.16612,0.16452,0.1362,0.13321
1578.3,83.73,0.15873,0.16745,0.13576,0.12948
1578.5,83.738,0.16707,0.16666,0.12136,0.12883
1578.8,83.751,0.17434,0.15863,0.12092,0.12941
1579,83.76,0.16703,0.15206,0.12988,0.12726
1579.3,83.773,0.12596,0.14875,0.1391,0.127
1579.5,83.782,0.12588,0.14425,0.12501,0.12868
1579.8,83.795,0.15055,0.14381,0.12007,0.12832
1580,83.804,0.15183,0.15229,0.12932,0.12796
1580.3,83.817,0.16482,0.1637,0.12811,0.1302
1580.5,83.826,0.16837,0.16515,0.13727,0.1311
1580.7,83.834,0.18294,0.16244,0.13622,0.13358
1581,83.847,0.15779,0.1509,0.12456,0.13756
1581.3,83.86,0.13826,0.14169,0.14172,0.139
1581.5,83.869,0.10714,0.13756,0.148,0.13808
1581.8,83.882,0.12235,0.13219,0.14449,0.14215
1582,83.891,0.16226,0.13263,0.13164,0.14661
1582.3,83.904,0.13093,0.13737,0.14489,0.14552
1582.5,83.913,0.14049,0.14091,0.16402,0.14709
1582.8,83.926,0.1308,0.14018,0.14258,0.14859
1583,83.935,0.14005,0.13999,0.15234,0.15147
1583.3,83.948,0.15862,0.1424,0.13913,0.15188
1583.5,83.956,0.12996,0.14125,0.1593,0.15779
1583.8,83.969,0.15254,0.14737,0.16604,0.16355
1584,83.978,0.12506,0.14588,0.17213,0.17435
1584.3,83.991,0.17065,0.1529,0.18113,0.1815
1584.5,84,0.1512,0.15317,0.19314,0.18637
1584.8,84.031,0.16505,0.15839,0.19507,0.1868
1585,84.051,0.15392,0.15004,0.19037,0.18396
1585.3,84.082,0.15112,0.14965,0.17427,0.18692
1585.5,84.102,0.1289,0.13298,0.16696,0.20865
1585.7,84.122,0.14927,0.1234,0.20793,0.2433
1586,84.153,0.08168,0.11423,0.3037,0.27548
1586.3,84.184,0.106,0.11418,0.36364,0.33983
1586.5,84.204,0.1053,0.10634,0.33516,0.38375
1586.8,84.235,0.12866,0.1318,0.48872,0.40756
1587,84.255,0.11008,0.14404,0.42754,0.40617
1587.2,84.276,0.20895,0.14929,0.42277,0.42357
1587.5,84.306,0.1672,0.15484,0.35668,0.39982
1587.8,84.337,0.13157,0.16365,0.42213,0.38483
1588,84.357,0.1564,0.16601,0.37,0.37356
1588.3,84.388,0.15414,0.16971,0.35256,0.35814
1588.5,84.408,0.22074,0.19548,0.3664,0.339
1588.7,84.429,0.18568,0.20235,0.27958,0.33345
1589,84.459,0.26042,0.2047,0.32646,0.32012
1589.3,84.49,0.19078,0.20284,0.34225,0.3168
1589.5,84.51,0.1659,0.2014,0.28593,0.31659
1589.8,84.541,0.21141,0.18471,0.34979,0.31424
1590,84.561,0.17847,0.18481,0.27853,0.31489
1590.3,84.592,0.177,0.1818,0.31469,0.32725
1590.5,84.612,0.19127,0.18014,0.34551,0.33789
1590.7,84.633,0.15084,0.1818,0.34772,0.34819
1591,84.663,0.20312,0.17394,0.40299,0.35279
1591.3,84.694,0.18679,0.17575,0.33006,0.34715
1591.5,84.714,0.13767,0.18243,0.33768,0.35151
1591.8,84.745,0.20032,0.1696,0.31729,0.3412
1592,84.765,0.18426,0.15806,0.36955,0.36719
1592.3,84.796,0.13895,0.16119,0.35142,0.39078
1592.5,84.816,0.12908,0.15912,0.46002,0.40776
1592.8,84.847,0.15335,0.15226,0.45559,0.40511
1593,84.867,0.18994,0.15051,0.40222,0.43994
1593.2,84.888,0.14997,0.15784,0.35626,0.43117
1593.5,84.918,0.13019,0.14881,0.52559,0.4349
1593.8,84.949,0.16574,0.13009,0.41618,0.45068
1594,84.969,0.10822,0.11013,0.47426,0.46252
1594.3,85,0.09632,0.08733,0.48113,0.43837
1594.5,85.02,0.05019,0.06905,0.41546,0.42996
1594.8,85.051,0.01618,0.07665,0.40482,0.40338
1595,85.071,0.07433,0.09344,0.3741,0.3622
1595.3,85.102,0.14624,0.1061,0.34141,0.32814
1595.5,85.122,0.18029,0.13222,0.27521,
1595.8,85.153,0.11348,0.14821,0.24517,
16.022,,0.14675,0.16164,,
1602.2,85.806,0.1543,0.16993,0.14519,
1602.5,85.837,0.2134,0.19039,0.16641,
1602.8,85.867,0.22172,0.2019,0.17156,0.16155
1603,85.888,0.21576,0.18851,0.15143,0.16755
1603.2,85.908,0.20433,0.16777,0.17316,0.15831
1603.5,85.939,0.08732,0.14238,0.1752,0.14068
1603.8,85.969,0.10975,0.11886,0.12019,0.12836
1604,85.99,0.09475,0.09504,0.08342,0.11464
1604.3,86.02,0.09818,0.09405,0.08985,0.09739
1604.5,86.041,0.08519,0.09081,0.10456,0.09199
1604.8,86.071,0.0824,0.11091,0.08892,0.10146
1605,86.092,0.09355,0.13072,0.09319,0.12301
1605.3,86.122,0.19521,0.15094,0.13078,0.13664
1605.5,86.143,0.19723,0.17225,0.19762,0.15109
1605.8,86.173,0.18632,0.17274,0.17267,0.15167
1606,86.194,0.18894,0.1511,0.16118,0.14174
1606.3,86.224,0.09599,0.1253,0.09607,0.12002
1606.5,86.245,0.08702,0.10662,0.08114,0.10358
1606.7,86.265,0.06825,0.10845,0.08904,0.09592
1607,86.296,0.09291,0.11508,0.09046,0.11206
1607.2,86.316,0.1981,0.11687,0.1229,0.11603
1607.5,86.347,0.12914,0.12083,0.17677,0.11651
1607.8,86.378,0.09598,0.11785,0.101,0.11508
1608,86.398,0.08804,0.09397,0.09141,0.10987
1608.3,86.429,0.07801,0.08662,0.0833,0.09332
1608.5,86.449,0.07867,0.1005,0.09689,0.09678
1608.8,86.48,0.0924,0.11446,0.09402,0.10533
1609,86.5,0.16541,0.11972,0.11828,0.11062
1609.3,86.531,0.15781,0.12327,0.13417,0.11005
1609.5,86.551,0.1043,0.11824,0.10977,0.10927
1609.8,86.582,0.09642,0.10466,0.09399,0.10243
1610,86.602,0.06728,0.09104,0.09015,0.09415
1610.3,86.633,0.09749,0.08783,0.08409,0.09201
1610.5,86.653,0.0897,0.08636,0.09275,0.09366
1610.8,86.684,0.08828,0.08828,0.09909,0.09513
1611,86.704,0.08908,0.08332,0.1022,0.0984
1611.2,86.724,0.07686,0.08028,0.09752,0.10126
1611.5,86.755,0.07269,0.07739,0.10041,0.1014
1611.8,86.786,0.0745,0.07554,0.10707,0.0983
1612,86.806,0.07383,0.08055,0.0998,0.09809
1612.3,86.837,0.0798,0.08522,0.0867,0.09738
1612.5,86.857,0.10194,0.08855,0.09649,0.09798
1612.8,86.888,0.09602,0.09579,0.09682,0.09998
1613,86.908,0.09113,0.10077,0.11009,0.10594
1613.3,86.939,0.11003,0.10046,0.10979,0.10755
1613.5,86.959,0.10475,0.09739,0.11648,0.11195
1613.8,86.99,0.10035,0.09601,0.10454,0.1157
1614,87.01,0.08071,0.08921,0.11883,0.1211
1614.3,87.041,0.08423,0.09177,0.12887,0.12172
1614.5,87.061,0.076,0.10075,0.1368,0.12107
1614.7,87.082,0.11755,0.11039,0.11955,0.11922
1615,87.112,0.14528,0.10975,0.1013,0.11185
1615.3,87.143,0.12888,0.10843,0.10956,0.10749
1615.5,87.163,0.08102,0.1006,0.09206,0.10914
1615.7,87.184,0.06941,0.08611,0.11498,0.11555
1616,87.214,0.07839,0.07651,0.1278,0.1225
1616.3,87.245,0.07286,0.07548,0.13332,0.13593
1616.5,87.265,0.08085,0.07091,0.14434,0.13881
1616.8,87.296,0.07588,0.06721,0.15919,0.14072
1617,87.316,0.04655,0.06359,0.12937,0.14151
1617.3,87.347,0.0599,0.05167,0.13739,0.14327
1617.5,87.367,0.05476,0.04797,0.13723,0.13963
1617.8,87.398,0.02124,0.04778,0.15314,0.14386
1618,87.418,0.05739,0.0434,0.14102,0.14385
1618.3,87.449,0.04562,0.04557,0.1505,0.14492
1618.5,87.469,0.038,0.05069,0.13736,0.14459
1618.8,87.5,0.06561,0.04774,0.14255,0.14647
1619,87.52,0.04683,0.0494,0.15154,0.14444
1619.2,87.541,0.04264,0.05046,0.15041,0.14444
1619.5,87.571,0.0539,0.05432,0.14032,0.1432
1619.7,87.592,0.04331,0.05002,0.1374,0.14188
1620,87.622,0.0849,0.05374,0.13631,0.14191
1620.3,87.653,0.02537,0.05229,0.14497,0.14411
1620.5,87.673,0.06121,0.05562,0.15053,0.14739
1620.8,87.704,0.04667,0.05088,0.15132,0.14772
1621,87.724,0.05995,0.0561,0.15382,0.14484
1621.2,87.745,0.06123,0.05384,0.13794,0.14064
1621.5,87.776,0.05142,0.05547,0.13059,0.13506
1621.8,87.806,0.04993,0.05697,0.12953,0.12879
1622,87.827,0.05484,0.0589,0.12341,0.12919
1622.3,87.857,0.06744,0.05646,0.12249,0.1285
1622.5,87.878,0.07085,0.06217,0.13994,0.13355
1622.8,87.908,0.03925,0.06436,0.12714,0.13691
1623,87.929,0.07845,0.06536,0.15479,0.14318
1623.2,87.949,0.06582,0.06647,0.14019,0.14612
1623.5,87.98,0.07242,0.0747,0.15382,0.14914
1623.7,88,0.07639,0.07486,0.15467,0.14709
1624,88.031,0.08039,0.0792,0.14224,0.14958
1624.3,88.061,0.07927,0.07959,0.14453,0.14598
1624.5,88.082,0.08755,0.08744,0.15265,0.14447
1624.8,88.112,0.07433,0.09465,0.13581,0.14657
1625,88.133,0.11569,0.10241,0.14709,0.14423
1625.3,88.163,0.1164,0.10764,0.15274,0.14192
1625.5,88.184,0.11806,0.11605,0.13286,0.14612
1625.8,88.214,0.11372,0.12004,0.14109,0.1507
1626,88.235,0.11637,0.12375,0.15682,0.15105
1626.3,88.265,0.13564,0.132,0.16996,0.15605
1626.5,88.286,0.13493,0.13834,0.1545,0.16282
1626.8,88.316,0.15935,0.16018,0.15786,0.16885
1627,88.337,0.14538,0.17433,0.17493,0.17834
1627.2,88.357,0.22561,0.18458,0.18701,0.1912
1627.5,88.388,0.20637,0.19075,0.21739,0.20231
1627.8,88.418,0.18617,0.20634,0.21882,0.21084
1628,88.439,0.19022,0.20435,0.21337,0.22278
1628.2,88.459,0.22332,0.20723,0.21759,0.22938
1628.5,88.49,0.21569,0.21111,0.24672,0.22779
1628.8,88.52,0.22076,0.21205,0.25041,0.22526
1629,88.541,0.20557,0.20878,0.21088,0.22267
1629.3,88.571,0.19491,0.2054,0.2007,0.21457
1629.5,88.592,0.20695,0.20178,0.20465,0.20839
1629.8,88.622,0.19882,0.19256,0.20621,0.20677
1630,88.643,0.20263,0.18569,0.21949,0.20875
1630.3,88.673,0.15951,0.1838,0.2028,0.21357
1630.5,88.694,0.16056,0.18351,0.21057,0.22495
1630.8,88.724,0.19746,0.17921,0.2288,0.22774
1631,88.745,0.1974,0.18432,0.26312,0.23196
1631.3,88.776,0.1811,0.1863,0.23343,0.23846
1631.5,88.796,0.18506,0.18315,0.22386,0.23482
1631.7,88.816,0.17049,0.17947,0.24311,0.22477
1632,88.847,0.18169,0.17545,0.2106,0.21971
1632.2,88.867,0.17899,0.1729,0.21285,0.20835
1632.5,88.898,0.16103,0.17478,0.20814,0.20222
1632.8,88.929,0.17229,0.1798,0.16707,0.20589
1633,88.949,0.17988,0.18338,0.21246,0.20462
1633.3,88.98,0.20681,0.1905,0.22894,0.20285
1633.5,89,0.1969,0.18872,0.20649,0.20869
1633.7,89.028,0.19663,0.18836,0.19928,0.19896
1634,89.071,0.16339,0.18219,0.19628,0.19007
1634.3,89.113,0.17806,0.18241,0.1638,0.19058
1634.5,89.141,0.17596,0.18537,0.18451,0.19166
1634.8,89.184,0.19801,0.19378,0.209,0.19552
1635,89.212,0.21142,0.19916,0.20469,0.20853
1635.3,89.254,0.20547,0.21379,0.21559,0.2188
1635.5,89.282,0.20495,0.22173,0.22886,0.21953
1635.7,89.311,0.24908,0.22019,0.23586,0.22962
1636,89.353,0.23771,0.21506,0.21264,0.23114
1636.2,89.381,0.20375,0.21208,0.25514,0.22788
1636.5,89.424,0.1798,0.19407,0.2232,0.21035
1636.8,89.466,0.19004,0.17278,0.21256,0.20006
1637,89.494,0.15907,0.15732,0.14821,0.17802
1637.2,89.522,0.13124,0.15136,0.1612,0.16089
1637.5,89.565,0.12644,0.14939,0.14493,0.14616
1637.8,89.607,0.15,0.14935,0.13756,0.14708
1638,89.635,0.18022,0.16502,0.13888,0.15608
1638.3,89.678,0.15883,0.18769,0.15283,0.17728
1638.5,89.706,0.20959,0.19932,0.20618,0.20231
1638.8,89.748,0.23979,0.20804,0.25095,0.21689
1639,89.776,0.20817,0.22273,0.26269,0.22476
