# DESCRIPTION:
# Reference: Hodell, D.A., H.F. Evans, J.E.T. Channell, and J.H. Curtis. 2010. Phase relationships of North Atlantic ice-rafted debris and surface-deep climate proxies during the last glacial period. Quaternary Science Reviews, Vol. 29, pp. 3875-3886, https://doi.org/10.1016/j.quascirev.2010.09.006
# Data from: https://www.ncei.noaa.gov/access/paleo-search/study/11821. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth (cm),Age (kyrs SFCP04),log(K/Ti),3pt smooth log(K/Ti),Zr/Sr,3 pt smooth (Zr/Sr)
479.7,5.1353,0.11348,0.12226,0.16494,0.16181
479.95,5.1472,0.10336,0.12499,0.1607,0.16627
480.2,5.1592,0.13801,0.12364,0.16782,0.16472
480.45,5.1712,0.13693,0.12831,0.17144,0.16485
480.7,5.1832,0.12644,0.13452,0.15867,0.16598
480.95,5.1951,0.13683,0.12801,0.16563,0.16237
481.2,5.2071,0.13439,0.12625,0.16632,0.16267
481.45,5.2191,0.10548,0.12118,0.14982,0.16439
481.7,5.2311,0.12812,0.1199,0.17294,0.16574
481.95,5.243,0.10111,0.11728,0.16726,0.16352
482.2,5.255,0.13039,0.11945,0.17234,0.1621
482.45,5.267,0.12131,0.11819,0.15524,0.15687
482.7,5.2789,0.11631,0.12112,0.14272,0.1557
482.95,5.2909,0.12184,0.11891,0.1468,0.15322
483.2,5.3029,0.11572,0.11961,0.16142,0.15583
483.45,5.3149,0.11935,0.11636,0.15995,0.16014
483.7,5.3268,0.12481,0.11321,0.16825,0.16127
483.95,5.3388,0.10005,0.1184,0.16429,0.16085
484.2,5.3508,0.1061,0.11823,0.15246,0.16177
484.45,5.3628,0.14168,0.11899,0.1593,0.15976
484.7,5.3747,0.11849,0.12556,0.16454,0.1572
484.95,5.3867,0.12862,0.13359,0.15819,0.15617
485.2,5.3987,0.13292,0.12845,0.1515,0.15741
485.45,5.4107,0.14624,0.13125,0.14733,0.15472
485.7,5.4226,0.11595,0.129,0.16549,0.15479
485.95,5.4346,0.13251,0.12408,0.15109,0.15686
486.2,5.4466,0.1174,0.11718,0.15855,0.16172
486.45,5.4586,0.1083,0.11624,0.16183,0.16216
486.7,5.4705,0.11175,0.11661,0.17163,0.16354
486.95,5.4825,0.11124,0.11732,0.16769,0.16612
487.2,5.4945,0.13439,0.11942,0.15798,0.1663
487.45,5.5064,0.12093,0.12046,0.17147,0.16235
487.7,5.5184,0.1188,0.12543,0.16274,0.16211
487.95,5.5304,0.11693,0.12304,0.1519,0.16116
488.2,5.5424,0.13612,0.12136,0.16647,0.1595
488.45,5.5543,0.12244,0.1237,0.15322,0.16054
488.7,5.5663,0.1125,0.12576,0.16317,0.16314
488.95,5.5783,0.13053,0.12196,0.16797,0.16231
489.2,5.5903,0.12719,0.11968,0.16489,0.16468
489.45,5.6022,0.11714,0.11665,0.16232,0.16667
489.7,5.6142,0.11103,0.10192,0.16506,0.16337
489.95,5.6262,0.09733,0.10245,0.17314,0.16156
490.2,5.6382,0.05692,0.10343,0.15142,0.15911
490.45,5.6501,0.12983,0.10632,0.15588,0.15752
490.7,5.6621,0.12204,0.11478,0.15004,0.15542
490.95,5.6741,0.12547,0.13309,0.15714,0.1546
491.2,5.6861,0.13964,0.13216,0.16264,0.15527
491.45,5.698,0.14845,0.13563,0.1473,0.15556
491.7,5.71,0.12518,0.13655,0.15921,0.15861
491.95,5.722,0.1394,0.13451,0.15149,0.15559
492.2,5.7339,0.13008,0.12994,0.17242,0.15295
492.45,5.7459,0.12943,0.12394,0.14752,0.15047
492.7,5.7579,0.1256,0.11607,0.13412,0.1502
492.95,5.7699,0.09519,0.10759,0.14679,0.14732
493.2,5.7818,0.10006,0.10482,0.15014,0.14852
493.45,5.7938,0.08766,0.10272,0.15805,0.15874
493.7,5.8058,0.11562,0.10828,0.1535,0.15814
493.95,5.8178,0.11509,0.11439,0.18521,0.1609
494.2,5.8297,0.12299,0.12095,0.14382,0.16655
494.45,5.8417,0.13057,0.12317,0.16394,0.16962
494.7,5.8537,0.12046,0.1261,0.18629,0.16756
494.95,5.8657,0.12674,0.129,0.16885,0.16971
495.2,5.8776,0.12974,0.12972,0.1749,0.16862
495.45,5.8896,0.13751,0.13095,0.15457,0.16181
495.7,5.9016,0.13414,0.13046,0.15848,0.15923
495.95,5.9136,0.1266,0.12677,0.15223,0.15875
496.2,5.9255,0.12431,0.12166,0.15597,0.16236
496.45,5.9375,0.11127,0.12061,0.17249,0.16472
496.7,5.9495,0.11198,0.12186,0.17262,0.1657
496.95,5.9614,0.12887,0.12519,0.17027,0.16897
497.2,5.9734,0.13286,0.12583,0.15714,0.17286
497.45,5.9854,0.14098,0.12833,0.17232,0.1755
497.7,5.9974,0.11443,0.12752,0.19198,0.17741
497.95,6.0093,0.12453,0.12739,0.18578,0.18236
498.2,6.0213,0.12479,0.12706,0.17981,0.18242
498.45,6.0333,0.1322,0.12985,0.1819,0.18038
498.7,6.0453,0.13937,0.12949,0.17263,0.1764
498.95,6.0572,0.12837,0.13458,0.18178,0.16614
499.2,6.0692,0.12273,0.13168,0.16587,0.15538
499.45,6.0812,0.15021,0.1264,0.12855,0.14689
499.7,6.0932,0.1177,0.12363,0.12808,0.13532
499.95,6.1051,0.113,0.12205,0.13018,0.1263
500.2,6.1171,0.11449,0.1157,0.12395,0.12714
500.45,6.1291,0.11484,0.11337,0.12075,0.13297
500.7,6.1411,0.11845,0.11526,0.13275,0.14255
500.95,6.153,0.10609,0.11466,0.15721,0.15561
501.2,6.165,0.12241,0.11339,0.17808,0.16789
501.45,6.177,0.11149,0.11477,0.18925,0.17946
501.7,6.1889,0.10851,0.11729,0.18218,0.18336
501.95,6.2009,0.12536,0.11581,0.19056,0.18554
502.2,6.2129,0.11865,0.11906,0.17675,0.18291
502.45,6.2249,0.115,0.12322,0.18894,0.18216
502.7,6.2368,0.12775,0.12764,0.1761,0.18246
502.95,6.2488,0.12935,0.1273,0.17846,0.18703
503.2,6.2608,0.14744,0.12988,0.19205,0.19026
503.45,6.2728,0.11694,0.131,0.1996,0.19343
503.7,6.2847,0.1279,0.12824,0.20508,0.1923
503.95,6.2967,0.13335,0.12486,0.19196,0.19335
504.2,6.3087,0.11556,0.12551,0.17284,0.1904
504.45,6.3207,0.13057,0.12641,0.19726,0.18032
504.7,6.3326,0.12016,0.12724,0.18486,0.17971
504.95,6.3446,0.13243,0.12915,0.15469,0.1785
505.2,6.3566,0.1375,0.12601,0.18887,0.1713
505.45,6.3686,0.12509,0.12432,0.16683,0.16296
505.7,6.3805,0.1149,0.12495,0.16126,0.16337
505.95,6.3925,0.1117,0.12014,0.14312,0.15963
506.2,6.4045,0.13559,0.12078,0.15675,0.15815
506.45,6.4164,0.11345,0.11898,0.17018,0.15704
506.7,6.4284,0.12827,0.11753,0.15942,0.16093
506.95,6.4404,0.10589,0.11465,0.15573,0.16312
507.2,6.4524,0.10447,0.11133,0.16257,0.16297
507.45,6.4643,0.12115,0.10746,0.16768,0.16575
507.7,6.4763,0.09686,0.10761,0.16943,0.17164
507.95,6.4883,0.10891,0.10992,0.17333,0.16912
508.2,6.5003,0.10665,0.11172,0.18518,0.16817
508.45,6.5122,0.11601,0.11442,0.14998,0.1675
508.7,6.5242,0.13016,0.11207,0.16293,0.16732
508.95,6.5362,0.11035,0.11187,0.16607,0.1618
509.2,6.5482,0.09715,0.10404,0.17244,0.16601
509.45,6.5601,0.10568,0.09677,0.15757,0.16856
509.7,6.5721,0.07685,0.08925,0.17103,0.17332
509.95,6.5841,0.09383,0.09105,0.17569,0.17945
510.2,6.5961,0.07273,0.09313,0.18989,0.18489
510.45,6.608,0.10615,0.10452,0.20308,0.18775
510.7,6.62,0.11608,0.11651,0.18474,0.18799
510.95,6.632,0.13382,0.12733,0.18537,0.18769
511.2,6.6439,0.1538,0.12759,0.17687,0.18254
511.45,6.6559,0.1268,0.1266,0.18837,0.18327
511.7,6.6679,0.10745,0.12085,0.17736,0.18368
511.95,6.6799,0.11113,0.11101,0.18836,0.18564
512.2,6.6918,0.10506,0.10777,0.18745,0.18484
512.45,6.7038,0.10461,0.1102,0.18665,0.18431
512.7,6.7158,0.11061,0.11387,0.18438,0.18195
512.95,6.7278,0.1196,0.11562,0.17474,0.18207
513.2,6.7397,0.12949,0.11884,0.17653,0.18319
513.45,6.7517,0.11381,0.1233,0.18807,0.18499
513.7,6.7637,0.1207,0.12275,0.19223,0.18641
513.95,6.7757,0.13289,0.11394,0.19336,0.18854
514.2,6.7876,0.11687,0.11091,0.18185,0.19002
514.45,6.7996,0.08541,0.11243,0.18718,0.18691
514.7,6.8116,0.09869,0.11014,0.19548,0.18316
514.95,6.8236,0.12832,0.10894,0.17668,0.18192
515.2,6.8355,0.12142,0.10939,0.17459,0.18021
515.45,6.8475,0.11086,0.1089,0.1757,0.18145
515.7,6.8595,0.08764,0.10726,0.17863,0.18336
515.95,6.8714,0.09626,0.10648,0.20166,0.18837
516.2,6.8834,0.12011,0.10364,0.18622,0.19062
516.45,6.8954,0.11753,0.10709,0.19963,0.19111
516.7,6.9074,0.09665,0.11241,0.18696,0.18566
516.95,6.9193,0.10491,0.11281,0.18109,0.18196
517.2,6.9313,0.12282,0.11186,0.17437,0.1767
517.45,6.9433,0.12212,0.11839,0.16774,0.17619
517.7,6.9553,0.11279,0.11737,0.17336,0.17588
517.95,6.9672,0.12929,0.11559,0.18441,0.17527
518.2,6.9792,0.09985,0.11607,0.17953,0.17876
518.45,6.9912,0.11388,0.11826,0.17133,0.17807
518.7,7.0032,0.12452,0.1167,0.18519,0.17853
518.95,7.0151,0.12376,0.12074,0.16987,0.17783
519.2,7.0271,0.1215,0.11918,0.18674,0.1769
519.45,7.0391,0.12003,0.11802,0.17604,0.1747
519.7,7.0511,0.10607,0.1208,0.16666,0.17558
519.95,7.063,0.11875,0.12229,0.17421,0.17623
520.2,7.075,0.13767,0.12516,0.17427,0.17497
520.45,7.087,0.12896,0.13149,0.18997,0.17713
520.7,7.0989,0.13439,0.13622,0.16974,0.17371
520.95,7.1109,0.1377,0.13518,0.17744,0.17369
521.2,7.1229,0.14239,0.13503,0.15714,0.17479
521.45,7.1349,0.13247,0.11982,0.17413,0.17933
521.65,7.1444,0.12822,0.10434,0.19548,0.18428
524.1,7.2618,0.05834,0.0736,0.19247,0.20029
524.25,7.269,0.06026,0.06665,0.2022,0.20827
524.5,7.2809,-0.01129,0.06978,0.23717,0.2063
524.75,7.2929,0.09771,0.09087,0.21401,0.20357
525,7.3049,0.1439,0.10787,0.18563,0.2019
525.25,7.3169,0.16376,0.14008,0.17886,0.19251
525.5,7.3288,0.14526,0.15015,0.19382,0.19005
525.75,7.3408,0.14975,0.14886,0.19021,0.19052
526,7.3528,0.14809,0.14166,0.20174,0.1951
526.25,7.3648,0.13744,0.14248,0.18795,0.19336
526.5,7.3767,0.12774,0.1442,0.20176,0.19337
526.75,7.3887,0.14938,0.1413,0.18516,0.19012
527,7.4007,0.15834,0.13604,0.19022,0.18698
527.25,7.4127,0.13361,0.13498,0.18549,0.18372
527.5,7.4246,0.11113,0.13671,0.17228,0.1816
527.75,7.4366,0.12244,0.13341,0.18545,0.17707
528,7.4486,0.15804,0.1363,0.17456,0.17497
528.25,7.4606,0.14185,0.1353,0.16757,0.17653
528.5,7.4725,0.14804,0.13585,0.17499,0.17654
528.75,7.4845,0.10613,0.12872,0.1801,0.17815
529,7.4965,0.12522,0.12522,0.18546,0.18575
529.25,7.5084,0.12237,0.123,0.18262,0.18857
529.5,7.5204,0.12434,0.12071,0.20557,0.19104
529.75,7.5324,0.13694,0.12346,0.18909,0.19591
530,7.5444,0.09466,0.12643,0.19243,0.19671
530.25,7.5563,0.139,0.12537,0.20982,0.18927
530.5,7.5683,0.13722,0.12601,0.18664,0.18648
530.75,7.5803,0.11903,0.1055,0.16836,0.18743
531,7.5923,0.14014,0.0946,0.17516,0.1902
533.3,7.7024,-0.00787,0.08682,0.19717,0.1971
533.5,7.712,0.0845,0.08144,0.22368,0.20468
533.75,7.724,0.09833,0.06422,0.22116,0.2085
534,7.7359,0.0921,0.08437,0.20621,0.20755
534.25,7.7479,0.05404,0.08696,0.19426,0.19593
534.5,7.7599,0.09288,0.08831,0.19244,0.17687
534.75,7.7719,0.09745,0.09349,0.16559,0.158
535,7.7838,0.10507,0.10849,0.12585,0.14104
535.25,7.7958,0.11802,0.11442,0.11187,0.12113
535.5,7.8078,0.12904,0.11365,0.10946,0.10916
535.75,7.8198,0.12253,0.11075,0.09291,0.11178
536,7.8317,0.09357,0.11023,0.1057,0.12326
536.25,7.8437,0.0906,0.10803,0.13897,0.13652
536.5,7.8557,0.11541,0.11115,0.16928,0.15544
536.75,7.8677,0.11808,0.12193,0.17576,0.16853
537,7.8796,0.1381,0.13155,0.18748,0.18099
537.25,7.8916,0.14749,0.13471,0.17115,0.18379
537.5,7.9036,0.13868,0.13705,0.20125,0.18881
537.75,7.9156,0.13118,0.13682,0.18329,0.1925
538,7.9275,0.12981,0.13483,0.20089,0.19283
538.25,7.9395,0.13696,0.13557,0.2059,0.18687
538.5,7.9515,0.1375,0.13896,0.17281,0.18381
538.75,7.9634,0.14241,0.13813,0.17145,0.17852
539,7.9754,0.14812,0.13224,0.168,0.17087
539.25,7.9874,0.12564,0.13198,0.17443,0.1714
539.5,7.9994,0.10754,0.12998,0.16769,0.16891
539.75,8.0113,0.1362,0.12765,0.17541,0.16931
540,8.0233,0.1324,0.13231,0.15901,0.17304
540.25,8.0353,0.13646,0.13789,0.17002,0.17613
540.5,8.0473,0.14894,0.14026,0.19306,0.17869
540.75,8.0592,0.13546,0.1428,0.18314,0.18816
541,8.0712,0.14805,0.14404,0.18822,0.19194
541.25,8.0832,0.14512,0.1391,0.20635,0.18966
541.5,8.0952,0.14263,0.14028,0.18893,0.18797
541.75,8.1071,0.12425,0.13895,0.18168,0.18885
542,8.1191,0.14137,0.13599,0.17468,0.18027
542.25,8.1311,0.1414,0.133,0.19259,0.18148
542.5,8.1431,0.13028,0.13535,0.16346,0.17749
542.75,8.155,0.1277,0.13414,0.19498,0.17679
543,8.167,0.13599,0.13262,0.16173,0.17279
543.25,8.179,0.13534,0.13389,0.17117,0.17885
543.5,8.1909,0.13379,0.13369,0.1726,0.18019
543.75,8.2029,0.13661,0.12875,0.19376,0.18231
544,8.2149,0.12671,0.12884,0.20169,0.18628
544.25,8.2269,0.11129,0.12831,0.17233,0.19608
544.5,8.2388,0.13582,0.13115,0.19102,0.20022
544.75,8.2508,0.1311,0.13246,0.22158,0.20543
545,8.2628,0.15081,0.13621,0.21445,0.21236
545.25,8.2748,0.1333,0.13659,0.22776,0.21207
545.5,8.2867,0.13003,0.13617,0.207,0.20616
545.75,8.2987,0.13771,0.13322,0.18959,0.20067
546,8.3107,0.12903,0.13334,0.19201,0.19236
546.25,8.3227,0.13602,0.13641,0.18701,0.18726
546.5,8.3346,0.1339,0.13304,0.18621,0.18545
546.75,8.3466,0.14539,0.13581,0.18149,0.18346
547,8.3586,0.12087,0.13842,0.18053,0.18332
547.25,8.3706,0.14286,0.14453,0.18206,0.18344
547.5,8.3825,0.14909,0.14596,0.18633,0.18792
547.75,8.3945,0.16442,0.14799,0.18678,0.19847
548,8.4065,0.15256,0.14779,0.20392,0.21124
548.25,8.4184,0.13101,0.14487,0.23327,0.2208
548.5,8.4304,0.14187,0.13602,0.2459,0.22763
548.75,8.4424,0.13449,0.13327,0.23411,0.23236
549,8.4544,0.12019,0.13919,0.22097,0.2305
549.25,8.4663,0.13881,0.14031,0.22752,0.22578
549.5,8.4783,0.16061,0.14026,0.22397,0.22214
549.75,8.4903,0.14746,0.13526,0.22231,0.21478
550,8.5023,0.13423,0.12686,0.21591,0.21107
550.25,8.5142,0.09522,0.12176,0.18421,0.20641
550.5,8.5262,0.09676,0.11824,0.20893,0.20471
550.75,8.5382,0.13513,0.11968,0.2007,0.20449
551,8.5502,0.12984,0.13336,0.21382,0.20666
551.25,8.5621,0.14144,0.14259,0.21479,0.20223
551.5,8.5741,0.16361,0.14424,0.19505,0.19712
551.75,8.5861,0.14291,0.14778,0.18678,0.19679
552,8.5981,0.14338,0.14883,0.17514,0.19811
552.25,8.61,0.14754,0.14759,0.21221,0.20766
552.5,8.622,0.14669,0.14804,0.22136,0.21744
552.75,8.634,0.15744,0.14749,0.24283,0.2305
553,8.6459,0.14513,0.14707,0.23565,0.23513
553.25,8.6579,0.14064,0.1489,0.24045,0.23504
553.5,8.6699,0.14545,0.14626,0.23535,0.23354
553.75,8.6819,0.15582,0.14521,0.22094,0.23423
554,8.6938,0.14429,0.14338,0.23529,0.2388
554.25,8.7058,0.13984,0.14527,0.23913,0.24342
554.5,8.7178,0.1315,0.14431,0.26327,0.2497
554.75,8.7298,0.15491,0.14502,0.25847,0.25096
555,8.7417,0.151,0.14652,0.25235,0.25536
555.25,8.7537,0.14786,0.14921,0.2416,0.25585
555.5,8.7657,0.14734,0.14618,0.26113,0.24903
555.75,8.7777,0.14494,0.13978,0.26568,0.24211
556,8.7896,0.13974,0.13156,0.22437,0.22993
556.25,8.8016,0.11902,0.13195,0.21776,0.21383
556.5,8.8136,0.10678,0.12795,0.18071,0.19915
556.75,8.8256,0.1493,0.12096,0.18062,0.18989
557,8.8375,0.12493,0.11832,0.19232,0.18088
557.25,8.8495,0.10479,0.12603,0.17804,0.18054
557.5,8.8615,0.10579,0.12436,0.1727,0.18069
557.75,8.8734,0.14533,0.12776,0.17903,0.17963
558,8.8854,0.14095,0.13325,0.18137,0.17885
558.25,8.8974,0.14194,0.13919,0.187,0.19014
558.5,8.9094,0.13225,0.13772,0.17412,0.20594
558.75,8.9213,0.1355,0.13539,0.22919,0.223
559,8.9333,0.13794,0.13187,0.25803,0.23966
559.25,8.9453,0.12929,0.13226,0.26667,0.25935
559.5,8.9573,0.12437,0.13298,0.27032,0.26009
559.75,8.9692,0.13421,0.13292,0.27256,0.26595
560,8.9812,0.13911,0.1346,0.23287,0.27259
560.25,8.9932,0.13762,0.13155,0.2873,0.27218
560.5,9.0052,0.13771,0.13192,0.29989,0.26947
560.75,9.0171,0.1091,0.13207,0.26826,0.27406
561,9.0291,0.13606,0.13135,0.25902,0.27524
561.25,9.0411,0.13985,0.13133,0.25583,0.27653
561.5,9.0531,0.13403,0.1368,0.29317,0.27443
561.75,9.065,0.1376,0.13613,0.30634,0.27284
562,9.077,0.13645,0.13325,0.25779,0.27062
562.25,9.089,0.13271,0.1279,0.25104,0.26176
562.5,9.1009,0.12548,0.12417,0.24474,0.25513
562.75,9.1129,0.10724,0.12085,0.2489,0.25282
563,9.1249,0.11897,0.12124,0.27317,0.24636
563.25,9.1369,0.11984,0.11863,0.24627,0.2412
563.5,9.1488,0.13467,0.12293,0.21873,0.23858
563.75,9.1608,0.11245,0.12732,0.21896,0.22767
564,9.1728,0.1287,0.13105,0.23577,0.22418
564.25,9.1848,0.14094,0.12797,0.21864,0.22528
564.5,9.1967,0.1385,0.12936,0.22881,0.22095
564.75,9.2087,0.11926,0.12293,0.22422,0.21116
565,9.2207,0.11938,0.1117,0.1973,0.20523
565.25,9.2327,0.09656,0.09764,0.18681,0.19418
565.5,9.2446,0.08481,0.09248,0.18901,0.18659
565.75,9.2566,0.06819,0.08859,0.17355,0.18788
566,9.2686,0.09345,0.08318,0.18626,0.19733
566.25,9.2806,0.09995,0.08595,0.20377,0.209
566.5,9.2925,0.0695,0.088,0.23404,0.22494
566.75,9.3045,0.09867,0.08826,0.24738,0.23892
567,9.3165,0.07843,0.09227,0.25326,0.25001
567.25,9.3284,0.09474,0.10399,0.25616,0.25876
567.5,9.3404,0.11999,0.09706,0.2592,0.26443
567.75,9.3524,0.12814,0.09236,0.27778,0.2692
568,9.3644,0.06401,0.08382,0.27574,0.26569
568.25,9.3763,0.05491,0.07438,0.27712,0.26221
568.5,9.3883,0.05204,0.05501,0.23859,0.26066
568.75,9.4003,0.07281,0.05532,0.24181,0.25597
569,9.4123,0.03128,0.0525,0.27006,0.25435
569.25,9.4242,0.06557,0.05448,0.25225,0.26359
569.5,9.4362,0.04078,0.04326,0.26906,0.26668
569.75,9.4482,0.06194,0.03988,0.28479,0.26594
570,9.4602,0.01671,0.04129,0.25725,0.26557
570.25,9.4721,0.0144,0.03993,0.26636,0.26418
570.5,9.4841,0.0726,0.04968,0.25039,0.26001
570.75,9.4961,0.03399,0.07026,0.26213,0.26362
571,9.5081,0.11069,0.08038,0.26392,0.26676
571.25,9.52,0.11963,0.0823,0.27529,0.2699
571.5,9.532,0.06501,0.08576,0.28205,0.26815
571.75,9.544,0.08219,0.08072,0.2661,0.26893
572,9.5559,0.05129,0.06515,0.25337,0.26441
572.25,9.5679,0.0855,0.07062,0.26786,0.26142
572.5,9.5799,0.04178,0.07002,0.25268,0.2574
572.75,9.5919,0.09232,0.07133,0.26709,0.25438
573,9.6038,0.07923,0.05263,0.24601,0.24896
573.25,9.6158,0.05781,0.06234,0.23828,0.25257
573.5,9.6278,-0.00801,0.06592,0.24073,0.25192
573.75,9.6398,0.09037,0.07007,0.27073,0.25471
574,9.6517,0.11019,0.07311,0.26383,0.26329
574.25,9.6637,0.09998,0.09453,0.25996,0.26955
574.5,9.6757,0.07303,0.10579,0.28117,0.26551
574.75,9.6877,0.0991,0.11049,0.27205,0.27176
575,9.6996,0.14663,0.11808,0.25054,0.27501
575.25,9.7116,0.13373,0.13337,0.29507,0.27277
575.5,9.7236,0.13792,0.14257,0.27625,0.27084
575.75,9.7356,0.14946,0.14223,0.26994,0.26672
576,9.7475,0.14513,0.13172,0.26242,0.2476
576.25,9.7595,0.14492,0.11171,0.22992,0.23602
576.5,9.7715,0.08118,0.10583,0.19946,0.22634
576.75,9.7834,0.03787,0.10988,0.21834,0.22181
577,9.7954,0.12004,0.10564,0.22158,0.23423
577.25,9.8074,0.16537,0.11361,0.23975,0.25646
577.5,9.8194,0.12372,0.13311,0.29201,0.26673
577.75,9.8313,0.12105,0.13953,0.31065,0.27374
578,9.8433,0.13535,0.13339,0.26968,0.27944
578.25,9.8553,0.15216,0.13721,0.25661,0.25937
578.5,9.8673,0.13466,0.13576,0.26826,0.23413
578.75,9.8792,0.14281,0.13399,0.19163,0.22007
579,9.8912,0.11379,0.12824,0.18449,0.20627
579.25,9.9032,0.1265,0.12303,0.19933,0.19445
579.5,9.9152,0.12346,0.12006,0.18765,0.19403
579.75,9.9271,0.10857,0.11975,0.20915,0.19835
580,9.9391,0.12799,0.11817,0.18955,0.19512
580.25,9.9511,0.11225,0.11522,0.20606,0.20093
580.5,9.9631,0.11857,0.12415,0.18318,0.20436
580.75,9.975,0.10874,0.12075,0.21673,0.2142
581,9.987,0.15321,0.12825,0.2263,0.23058
581.25,9.999,0.11097,0.11584,0.23872,0.25805
581.5,10.011,0.14977,0.09263,0.28798,0.27299
581.75,10.023,0.0565,0.08203,0.32052,0.30455
582,10.035,-0.00732,0.07989,0.29142,0.35321
582.25,10.047,0.10023,0.07155,0.38412,0.37252
582.5,10.059,0.10027,0.08086,0.48199,0.39599
582.75,10.071,0.10806,0.10694,0.38454,0.42024
583,10.083,0.10306,0.11563,0.43785,0.42688
583.25,10.095,0.12308,0.11389,0.41271,0.38923
583.5,10.107,0.14366,0.10515,0.41729,0.36891
583.75,10.119,0.09156,0.10579,0.29376,0.34001
584,10.131,0.06438,0.10375,0.28296,0.31705
584.25,10.143,0.10625,0.10377,0.29331,0.30325
584.5,10.155,0.11288,0.11179,0.29794,0.29522
584.75,10.167,0.14378,0.1205,0.34826,0.28875
585,10.179,0.13164,0.12196,0.25362,0.28706
585.25,10.191,0.10795,0.11859,0.25062,0.33233
585.3,10.193,0.11352,0.11882,0.28487,0.35267
587,10.274,0.09605,0.07207,0.52426,0.39657
587.25,10.286,0.14495,0.05317,0.44999,0.41495
587.5,10.298,-0.10213,0.0414,0.47309,0.45238
587.75,10.31,0.01344,-0.11651,0.34255,0.39044
588,10.322,0.05469,-0.18188,0.47202,0.35377
588.25,10.334,-0.69351,-0.20846,0.21457,0.32761
5.885,,,-0.31644,0.26664,0.34383
5.8875,,,-0.33059,0.34226,0.35601
589,10.37,-0.3105,-0.06833,0.42365,0.42141
589.25,10.382,0.01224,-0.02502,0.53294,0.46811
589.5,10.394,0.09326,-0.00223,0.54157,0.48333
589.75,10.406,0.10493,0.09336,0.50013,0.49982
590,10.418,0.0889,0.11877,0.41836,0.49935
590.25,10.43,0.16747,0.1328,0.50608,0.47512
590.5,10.442,0.1393,0.13453,0.53059,0.45513
590.75,10.454,0.16341,0.13563,0.42045,0.44434
591,10.466,0.11358,0.1209,0.40018,0.42379
591.25,10.478,0.0944,0.10448,0.36443,0.39404
591.5,10.49,0.09379,0.08361,0.40333,0.37883
591.75,10.502,0.0572,0.08662,0.38184,0.3699
592,10.514,0.05909,0.09269,0.34437,0.37587
592.25,10.526,0.12859,0.09486,0.35552,0.36738
592.5,10.538,0.12477,0.0976,0.3943,0.36905
592.75,10.55,0.10463,0.10492,0.36084,0.38319
593,10.562,0.07093,0.09718,0.39024,0.38897
593.25,10.574,0.09566,0.09262,0.41507,0.38607
593.5,10.586,0.08991,0.08982,0.3844,0.40584
593.75,10.598,0.10198,0.09394,0.3798,0.40966
594,10.61,0.0906,0.09841,0.45969,0.39704
594.25,10.622,0.09152,0.10744,0.40935,0.39762
594.5,10.634,0.11803,0.10961,0.35196,0.39461
594.75,10.646,0.13505,0.11918,0.38731,0.37317
595,10.658,0.11286,0.12541,0.36473,0.35349
595.25,10.67,0.13841,0.12415,0.35251,0.3513
595.5,10.681,0.12271,0.12279,0.31092,0.33733
595.75,10.693,0.11171,0.13249,0.34101,0.3396
596,10.705,0.12828,0.1241,0.3175,0.37071
596.25,10.717,0.16135,0.11971,0.37607,0.37329
596.5,10.729,0.09645,0.12255,0.50807,0.41
596.75,10.741,0.10075,0.11958,0.32379,0.43787
597,10.753,0.12589,0.11468,0.52459,0.45352
597.25,10.765,0.11346,0.11082,0.45685,0.42106
597.5,10.777,0.13684,0.115,0.45431,0.42197
597.75,10.789,0.07716,0.10833,0.34575,0.37662
598,10.801,0.12168,0.1129,0.32836,0.34757
598.25,10.813,0.09252,0.10403,0.29784,0.35567
598.5,10.825,0.13628,0.11994,0.31161,0.37177
598.75,10.837,0.0925,0.13474,0.49479,0.39223
599,10.849,0.1567,0.14463,0.42624,0.39997
599.25,10.861,0.19567,0.15559,0.43069,0.40821
599.5,10.873,0.142,0.18672,0.33653,0.37321
599.75,10.885,0.19106,0.18683,0.35278,0.36956
600,10.897,0.24817,0.17726,0.3198,0.36453
600.25,10.909,0.15725,0.1756,0.408,0.40804
600.5,10.921,0.14781,0.15548,0.40556,0.42776
600.75,10.933,0.1337,0.12714,0.55407,0.46125
601,10.945,0.09049,0.11961,0.45138,0.47121
601.25,10.957,0.10647,0.10579,0.48722,0.49749
601.5,10.969,0.11958,0.09933,0.45779,0.49091
601.75,10.981,0.07872,0.11188,0.53699,0.48749
602,10.993,0.1014,0.10844,0.52118,0.46491
602.25,11.005,0.15322,0.11534,0.43427,0.44217
602.5,11.017,0.0893,0.1212,0.3743,0.40941
602.75,11.029,0.15407,0.13391,0.34412,0.377
603,11.041,0.10801,0.13095,0.37316,0.35649
603.25,11.053,0.16496,0.13591,0.35915,0.34795
603.5,11.065,0.13839,0.12879,0.33173,0.33971
603.75,11.077,0.11412,0.13699,0.3316,0.33281
604,11.089,0.11847,0.12777,0.30291,0.32301
604.25,11.101,0.149,0.12958,0.33864,0.32691
604.5,11.113,0.11888,0.12427,0.31018,0.327
604.75,11.125,0.14741,0.12289,0.35122,0.33421
605,11.136,0.08757,0.11746,0.33203,0.33249
605.25,11.148,0.11159,0.12179,0.33896,0.34427
605.5,11.16,0.12182,0.11926,0.33003,0.33869
