# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871934. Accessed 11 Nov 2022.
# Comment: Data was not modified in any way.

Depth cr mean [rmcd],Age [ka BP],δ18O bulk carb [‰ PDB]
111.88,1525.07,2.82
111.92,1525.4,2.66
111.96,1525.72,2.37
112,1526.04,2.46
112.04,1526.37,2.69
112.08,1526.69,2.4
112.12,1527.02,2.55
112.16,1527.34,2.47
112.2,1527.66,2.46
112.24,1527.99,2.42
112.28,1528.31,2.29
112.32,1528.64,2.23
112.36,1528.96,2.27
112.4,1529.28,2.41
112.44,1529.61,2.49
112.48,1529.93,2.43
112.52,1530.26,2.49
112.56,1530.63,2.62
112.6,1531.16,2.68
112.64,1531.68,2.81
112.68,1532.21,2.77
112.72,1532.73,2.51
112.76,1533.26,2.45
112.8,1533.78,2.9
112.84,1534.3,2.86
112.88,1534.83,2.8
112.92,1535.35,2.93
112.96,1535.88,3.03
113,1536.4,3.03
113.04,1536.93,2.89
113.08,1537.45,2.91
113.12,1537.98,0.73
113.16,1538.5,2.94
113.2,1539.03,2.89
113.24,1539.55,2.68
113.28,1540.08,2.86
113.32,1540.6,2.94
113.36,1541.13,2.82
113.4,1541.65,2.68
113.44,1542.18,2.63
113.48,1542.7,2.29
113.52,1543.23,2.37
113.56,1543.75,2.49
113.6,1544.28,2.56
113.64,1544.8,2.31
113.68,1545.33,2.27
113.72,1545.85,2.52
113.76,1546.38,2.24
113.8,1546.9,2.22
113.84,1547.48,2.29
113.88,1548.06,2.27
113.92,1548.64,2.19
113.96,1549.23,2.01
114,1549.81,1.9
114.04,1550.39,1.68
114.08,1550.97,1.54
114.12,1551.55,1.86
114.16,1552.13,1.97
114.2,1552.71,1.78
114.24,1553.3,2.06
114.28,1553.88,2.48
114.32,1554.46,2.53
114.36,1555.04,2.5
114.4,1555.62,2.62
114.44,1556.2,2.52
114.48,1556.78,2.39
114.52,1557.36,2.44
114.56,1557.95,2.56
114.6,1558.53,2.37
114.64,1559.11,2.46
114.68,1559.69,2.47
114.72,1560.27,2.55
114.76,1560.85,2.42
114.8,1561.43,2.43
114.84,1562.02,2.35
114.88,1562.6,2.38
114.92,1563.18,2.39
114.96,1563.76,2.3
115,1564.34,2.29
115.04,1564.92,2.41
115.08,1565.5,2.36
115.12,1566.09,2.33
115.16,1566.67,2.47
115.2,1567.25,2.43
115.24,1567.83,2.45
115.28,1568.41,2.42
115.32,1568.99,2.51
115.36,1569.57,2.49
115.4,1570.16,2.44
115.44,1570.74,2.53
115.48,1571.23,2.59
115.52,1571.58,2.58
115.56,1571.93,2.58
115.6,1572.28,2.63
115.64,1572.63,2.82
115.68,1572.98,2.69
115.72,1573.32,2.75
115.76,1573.67,2.82
115.8,1574.02,2.74
115.84,1574.37,2.68
115.88,1574.72,2.74
115.92,1575.07,2.61
115.96,1575.42,2.27
116,1575.77,2.72
116.04,1576.11,2.43
116.08,1576.46,2.28
116.12,1576.81,2.55
116.16,1577.16,2.25
116.2,1577.51,2.32
116.24,1577.86,2.6
116.28,1578.21,2.61
116.32,1578.56,2.46
116.36,1578.91,2.6
116.4,1579.25,2.63
116.44,1579.6,2.51
116.48,1579.95,2.54
116.52,1580.3,2.47
116.56,1580.65,2.73
116.6,1581,2.77
116.64,1581.35,2.63
116.68,1581.7,2.62
116.72,1582.05,2.62
116.76,1582.39,2.53
116.8,1582.74,2.68
116.84,1583.09,2.33
116.88,1583.44,2.26
116.92,1583.79,2.33
116.96,1584.14,2.32
117,1584.53,2.55
117.04,1585.06,2.44
117.08,1585.59,2.39
117.12,1586.12,2.21
117.16,1586.65,2.26
117.2,1587.18,2.18
117.24,1587.71,2.21
117.28,1588.24,1.98
117.32,1588.77,2.25
117.36,1589.3,2.1
117.4,1589.83,2.14
117.44,1590.36,1.75
117.48,1590.89,1.68
117.52,1591.42,1.51
117.56,1591.95,1.38
117.6,1592.48,0.78
117.64,1593.01,1.9
117.68,1593.54,1.48
117.72,1594.07,2.48
117.76,1594.6,2.73
117.8,1595.13,2.63
117.84,1595.66,2.48
117.88,1596.19,2.54
117.92,1596.72,2.44
117.96,1597.25,2.4
118,1597.78,2.38
118,1597.78,2.27
118.04,1598.31,2.08
118.08,1598.84,1.89
118.12,1599.37,2.08
118.16,1599.9,1.86
118.2,1600.43,1.87
118.24,1600.96,1.98
118.28,1601.49,2.03
118.32,1602.02,1.9
118.36,1602.55,2.05
118.4,1603.08,2
118.44,1603.61,2.03
118.48,1604.14,2.04
118.52,1604.67,1.87
118.56,1605.2,2.04
118.6,1605.73,1.86
118.64,1606.26,2.01
118.68,1606.79,1.91
118.72,1607.32,1.91
118.76,1607.85,2.08
118.8,1608.38,2.05
118.84,1608.91,1.94
118.88,1609.44,2.02
118.92,1609.97,2.03
118.96,1610.5,2.02
119,1611.01,2.02
119.04,1611.45,1.87
119.08,1611.89,1.73
119.12,1612.33,1.85
119.16,1612.77,2.11
119.2,1613.2,2.46
119.24,1613.64,2.61
119.28,1614.08,2.46
119.32,1614.52,2.41
119.36,1614.96,2.33
119.4,1615.4,2.36
119.44,1615.84,2.27
119.48,1616.28,2.19
119.52,1616.72,2.2
119.56,1617.15,2.22
119.6,1617.59,2.31
119.64,1618.03,2.51
119.68,1618.47,2.37
119.72,1618.92,2.44
119.76,1619.4,2.34
119.8,1619.88,2.29
119.84,1620.37,2.23
119.88,1620.85,2.23
119.92,1621.33,2.34
119.96,1621.81,2.33
120,1622.29,2.28
120.04,1622.77,2.17
120.08,1623.25,2.17
120.12,1623.74,2.4
120.16,1624.22,2.33
120.2,1624.7,2.13
120.24,1625.12,2.49
120.28,1625.43,2.07
120.3,1625.59,2.69
120.34,1625.9,2.56
120.38,1626.21,2.63
120.4,1626.37,2.52
120.44,1626.68,2.48
120.46,1626.83,2.4
120.48,1626.99,2.48
120.5,1627.15,2.58
120.52,1627.3,2.49
120.54,1627.46,2.78
120.56,1627.61,2.23
120.58,1627.77,2.79
120.6,1627.93,2.43
120.62,1628.08,2.71
120.64,1628.24,2.35
120.66,1628.39,2.6
120.68,1628.55,2.54
120.7,1628.71,2.66
120.72,1628.86,2.4
120.74,1629.05,2.62
120.76,1629.25,2.74
120.78,1629.45,2.65
120.8,1629.65,2.55
120.82,1629.85,2.61
120.84,1630.05,2.44
120.86,1630.25,2.53
120.88,1630.45,2.56
120.9,1630.65,2.56
120.92,1630.85,2.57
120.94,1631.05,2.53
120.96,1631.25,2.5
120.98,1631.45,2.55
121,1631.65,2.57
121.02,1631.85,2.59
121.04,1632.05,2.54
121.06,1632.25,2.53
121.08,1632.45,2.48
121.1,1632.65,2.63
121.12,1632.85,2.43
121.14,1633.05,2.65
121.16,1633.25,2.32
121.18,1633.45,2.56
121.2,1633.65,2.6
121.22,1633.85,2.46
121.24,1634.05,2.43
121.28,1634.45,2.51
121.32,1634.85,2.54
121.36,1635.25,2.39
121.4,1635.65,2.54
121.44,1636.05,2.55
121.48,1636.45,2.42
121.52,1636.85,2.39
121.56,1637.25,2.52
121.6,1637.65,2.36
121.64,1638.05,2.52
121.68,1638.45,2.65
121.72,1638.85,2.43
121.76,1639.25,2.38
121.8,1639.65,2.55
121.84,1640.05,2.47
121.88,1640.45,2.51
121.92,1640.85,2.55
121.94,1641.05,2.52
122.59,1649.45,2.58
122.63,1649.97,2.76
122.67,1650.5,2.72
122.71,1651.02,2.72
122.75,1651.54,2.75
122.79,1652.07,2.69
122.83,1652.59,2.66
122.87,1653.11,2.49
122.91,1653.64,2.72
122.95,1654.16,2.76
122.99,1654.69,2.59
123.05,1655.47,2.45
123.09,1655.99,0.84
123.13,1656.52,2.3
123.17,1657.04,2.49
123.21,1657.56,2.44
123.25,1658.09,2.35
123.29,1658.61,2.37
123.33,1659.14,2.43
123.37,1659.66,2.35
123.41,1660.18,2.18
123.45,1660.71,2.29
123.49,1661.23,2.35
123.53,1661.75,2.3
123.57,1662.28,2.24
123.61,1662.8,2.15
123.65,1663.32,1.65
123.69,1663.85,0.46
123.73,1664.37,1.65
123.77,1664.89,2.18
123.81,1665.42,2.4
123.85,1665.94,2.22
123.89,1666.43,2.17
123.93,1666.71,2.19
123.97,1666.99,2.17
124.01,1667.27,2.16
124.05,1667.55,2.23
124.09,1667.83,2.2
124.13,1668.11,2.12
124.17,1668.39,2.01
124.21,1668.67,2.14
124.25,1668.95,2.13
124.29,1669.23,2.06
124.33,1669.51,2.1
124.37,1669.79,2.1
124.41,1670.07,2.07
124.45,1670.35,2.12
124.49,1670.63,1.94
124.53,1670.91,1.98
124.57,1671.19,1.86
124.61,1671.47,1.95
124.65,1671.74,1.99
124.69,1672.02,1.85
124.73,1672.3,1.81
124.77,1672.58,1.9
124.81,1672.86,1.79
124.85,1673.14,1.88
124.89,1673.42,1.84
124.93,1673.7,1.79
124.97,1673.98,1.91
125.09,1674.82,1.76
125.13,1675.1,1.94
125.17,1675.38,1.91
125.21,1675.66,1.84
125.25,1675.94,1.67
125.29,1676.22,1.85
125.33,1676.5,1.93
125.37,1676.78,1.74
125.41,1677.06,1.94
125.45,1677.33,1.94
125.49,1677.61,1.92
125.53,1677.89,1.81
125.57,1678.17,1.96
125.61,1678.45,1.92
125.65,1678.73,1.94
125.69,1679.01,2.07
125.73,1679.29,2.04
125.77,1679.57,1.98
125.81,1679.85,2.04
125.85,1680.13,2.13
125.89,1680.41,2.02
125.93,1680.69,1.98
125.97,1680.97,2.09
126.01,1681.25,1.94
126.05,1681.53,2.15
126.09,1681.81,1.92
126.13,1682.09,1.92
126.17,1682.37,1.98
126.21,1682.64,2.12
126.25,1682.92,1.92
126.29,1683.2,2.1
126.33,1683.48,2.02
126.37,1683.76,2.27
126.41,1684.04,2.05
126.45,1684.32,2.08
126.49,1684.6,2.16
126.53,1684.88,2.08
126.57,1685.16,2.14
126.61,1685.44,2.02
126.65,1685.72,2.16
126.69,1686,1.97
126.73,1686.28,2.04
126.77,1686.56,2.21
126.81,1686.84,2.17
126.85,1687.12,2.12
126.89,1687.4,2.29
126.93,1687.68,2.22
126.97,1687.95,2.31
127.01,1688.23,2.14
127.05,1688.51,2.07
127.09,1688.79,2.1
127.13,1689.07,2.21
127.17,1689.35,2.23
127.21,1689.63,2.15
127.25,1689.91,2.15
127.29,1690.19,2.05
127.33,1690.47,2.2
127.37,1690.75,2.07
127.41,1691.03,1.94
127.45,1691.31,1.92
127.49,1691.59,1.82
127.53,1691.87,1.87
127.57,1692.15,1.7
127.61,1692.43,1.81
127.65,1692.71,1.81
127.69,1692.99,1.96
127.73,1693.26,1.66
127.77,1693.54,1.71
127.81,1693.82,1.74
127.85,1694.1,1.63
127.89,1694.38,1.71
127.93,1694.66,1.66
127.97,1694.94,1.68
128.01,1695.22,1.76
128.05,1695.5,1.75
128.09,1695.78,1.8
128.13,1696.06,1.86
128.17,1696.34,1.99
128.21,1696.62,1.92
128.25,1696.9,1.7
128.29,1697.18,1.49
128.33,1697.46,1.73
128.37,1697.74,1.41
128.41,1698.02,1.53
128.45,1698.3,1.76
128.49,1698.87,0.09
128.53,1699.62,1.06
128.57,1700.37,1.11
128.61,1701.12,-0.29
128.65,1701.88,-0.14
128.69,1702.63,0.56
128.73,1703.38,0.62
128.77,1704.13,0.11
128.81,1704.88,0.98
128.85,1705.63,1.71
128.89,1706.38,1.37
128.93,1707.14,1.14
128.97,1707.89,0.13
129.01,1708.64,-2.51
129.05,1709.39,0.3
129.09,1710.14,0.68
129.13,1710.9,1.95
129.17,1711.72,1.9
129.21,1712.54,1.71
129.25,1713.36,1.19
129.29,1714.17,-1.1
129.33,1714.99,1.7
129.37,1715.81,1.6
129.41,1716.63,2.09
129.45,1717.44,2.17
129.49,1718.26,1.92
129.53,1719.08,1.72
129.57,1719.9,1.77
129.61,1720.71,1.42
129.65,1721.53,1.49
129.69,1722.35,1.88
129.73,1723.17,1.47
129.77,1723.98,1.35
129.81,1724.8,1.73
129.85,1725.62,2.07
129.89,1726.44,2.18
129.93,1727.25,2.12
129.97,1728.07,2.37
130.01,1728.89,2.34
130.05,1729.71,2.35
130.09,1730.52,2.1
130.13,1731.34,2.16
130.17,1732.16,1.99
130.21,1732.98,2.06
130.25,1733.8,2.07
130.29,1734.61,2.16
130.33,1735.43,2.08
130.37,1736.25,2.08
130.41,1737.07,1.85
130.445,1737.78,1.75
130.485,1738.6,1.7
130.525,1739.42,1.79
130.565,1740.23,1.77
130.605,1741.05,1.67
130.645,1741.87,1.59
130.685,1742.69,1.59
130.725,1743.43,1.83
130.765,1743.93,1.64
130.805,1744.43,1.83
130.845,1744.94,1.18
130.885,1745.44,1.86
130.925,1745.95,1.98
130.965,1746.45,1.96
131.005,1746.95,2.14
131.045,1747.46,2.29
131.085,1747.96,2.34
131.125,1748.47,2.22
131.165,1748.97,2.04
131.205,1749.48,2.13
131.245,1749.98,2.1
131.285,1750.48,2.16
131.325,1750.99,1.99
131.365,1751.49,2.02
131.405,1752,2.03
131.445,1752.5,2.07
131.485,1752.86,2.03
131.525,1753.22,1.86
131.565,1753.58,1.88
131.605,1753.94,1.73
131.645,1754.3,1.31
131.685,1754.66,1.46
131.725,1755.03,1.56
131.765,1755.39,0.13
131.805,1755.75,-0.88
131.845,1756.11,-2.81
131.885,1756.47,-0.39
131.925,1756.83,1.13
131.965,1757.19,1.84
132.005,1757.55,1.81
132.05,1757.96,1.51
132.09,1758.32,1.29
132.13,1758.68,1.37
132.17,1759.04,1.5
132.21,1759.4,1.6
132.25,1759.76,1.58
132.29,1760.12,1.64
132.33,1760.48,1.71
132.39,1761.02,1.66
132.43,1761.39,1.46
132.47,1761.75,1.69
132.51,1762.11,1.71
132.55,1762.47,1.8
132.59,1762.83,1.74
132.63,1763.19,1.71
132.67,1763.55,1.64
132.71,1763.91,1.77
132.75,1764.27,1.77
132.79,1764.63,1.77
132.83,1764.99,1.67
132.87,1765.35,1.68
132.91,1765.72,1.74
132.95,1766.08,1.73
132.99,1766.44,1.76
133.03,1766.8,1.68
133.07,1767.16,1.69
133.11,1767.52,1.66
133.15,1767.88,1.77
133.19,1768.24,1.64
133.23,1768.6,1.64
133.27,1768.96,1.77
133.31,1769.32,1.81
133.35,1769.68,1.86
133.39,1770.05,1.93
133.43,1770.41,1.8
133.47,1770.77,1.96
133.51,1771.13,1.95
133.55,1771.49,1.81
133.59,1771.85,1.69
133.63,1772.21,1.92
133.67,1772.57,1.91
133.71,1772.93,1.89
133.75,1773.29,1.69
133.79,1773.65,1.83
133.83,1774.01,1.88
133.87,1774.38,1.8
133.91,1774.74,1.84
133.95,1775.1,1.99
133.99,1775.46,1.83
134.03,1775.82,1.99
134.07,1776.18,1.97
134.11,1776.54,1.86
134.15,1776.9,1.87
134.19,1777.26,1.85
134.23,1777.62,2.05
134.27,1777.98,1.82
134.31,1778.34,1.85
134.35,1778.7,1.92
134.39,1779.07,1.97
134.43,1779.43,1.87
134.47,1779.79,1.92
134.51,1780.15,1.95
134.55,1780.51,1.92
134.59,1780.87,2.07
134.63,1781.23,2.04
134.67,1781.59,2.06
134.71,1781.95,1.94
134.75,1782.31,2.1
134.79,1782.67,2.19
134.83,1783.03,2.1
134.87,1783.4,2.07
134.91,1783.76,2.15
134.95,1784.12,2.18
134.99,1784.48,2.24
135.03,1784.84,2.22
135.07,1785.2,2.37
135.11,1785.56,2.16
135.15,1785.92,2.31
135.19,1786.28,2.25
135.23,1786.64,2.28
135.27,1787,2.24
135.31,1787.36,1.84
135.35,1787.86,1.89
135.39,1788.44,1.93
135.43,1789.02,1.69
135.47,1789.6,1.97
135.51,1790.17,2.02
135.55,1790.75,1.88
135.59,1791.33,0.52
135.63,1791.91,-1.65
135.67,1792.49,1.73
135.71,1793.07,0.73
135.75,1793.64,1.83
135.79,1794.22,1.43
135.83,1794.8,0.9
135.87,1795.38,0.88
135.91,1795.96,0.61
135.95,1796.54,1.9
135.99,1797.11,1.84
136.03,1797.69,1.54
136.07,1798.27,1.2
136.11,1798.85,1.07
136.15,1799.43,1.86
136.19,1800,2.05
136.23,1800.58,2.44
136.27,1801.02,2.24
136.31,1801.36,2.26
136.35,1801.71,2.21
136.39,1802.05,1.92
136.43,1802.39,2.09
136.47,1802.74,1.98
136.51,1803.08,1.94
136.55,1803.43,2.1
136.59,1803.77,2.06
136.63,1804.12,1.99
136.67,1804.46,1.86
136.71,1804.81,1.87
136.75,1805.15,1.83
136.79,1805.5,1.9
136.83,1805.84,2.12
136.87,1806.19,2.16
136.91,1806.53,2.19
136.95,1806.88,2.2
136.99,1807.22,2.24
137.03,1807.57,2.13
137.07,1807.91,2.06
137.11,1808.26,2.13
137.15,1808.6,2.06
137.19,1808.95,2.03
137.23,1809.29,1.93
137.27,1809.64,2.07
137.31,1809.98,2
137.35,1810.33,2.03
137.39,1810.67,2
137.43,1811.02,1.96
137.49,1811.53,1.95
137.51,1811.71,2.08
137.55,1812.05,2.08
137.59,1812.39,1.95
137.63,1812.74,2.1
137.67,1813.08,2.17
137.71,1813.43,2.02
137.75,1813.77,1.87
137.79,1814.12,1.71
137.83,1814.46,1.89
137.87,1814.81,1.83
137.91,1815.15,1.59
137.95,1815.5,1.78
137.99,1815.85,1.52
138.03,1816.29,1.68
138.07,1816.73,1.86
138.11,1817.16,1.79
138.15,1817.6,1.73
138.19,1818.03,1.2
138.23,1818.47,1.93
138.27,1818.91,2.18
138.31,1819.34,2.08
138.35,1819.78,2.23
138.39,1820.21,2.24
138.43,1820.65,2.45
138.47,1821.09,2.28
138.51,1821.52,2.25
138.55,1821.96,2.26
138.59,1822.39,2.29
138.63,1822.83,2.16
138.67,1823.27,2.1
138.73,1823.92,1.97
138.77,1824.36,1.95
138.81,1824.79,2.05
138.85,1825.23,1.93
138.89,1825.66,1.97
138.93,1826.1,1.96
138.97,1826.54,1.9
139.01,1827.31,1.89
139.05,1828.28,1.91
139.09,1829.25,1.95
139.13,1830.22,1.93
139.17,1831.19,1.92
139.21,1832.16,1.85
139.25,1833.13,1.98
139.29,1834.1,1.9
139.33,1835.07,1.98
139.37,1836.04,1.89
139.41,1837.01,1.84
139.45,1837.98,1.79
139.49,1838.95,1.76
139.53,1839.92,1.79
139.57,1840.89,1.74
139.61,1841.86,1.75
139.65,1842.83,1.6
139.69,1843.8,1.63
139.73,1844.77,1.63
139.77,1845.74,1.8
139.81,1846.71,1.84
139.85,1847.68,1.74
139.89,1848.65,1.86
139.93,1849.62,1.94
139.97,1850.59,1.91
140.01,1851.56,1.91
140.05,1852.53,2
140.09,1853.5,1.94
140.13,1854.47,1.96
140.17,1855.44,2.06
140.21,1856.41,1.98
140.25,1857.38,2.07
140.29,1858.35,1.98
140.33,1859.39,2.05
140.37,1860.88,2.05
140.41,1862.38,2.08
140.45,1863.88,2.09
140.49,1865.37,1.98
140.53,1866.87,2.01
140.57,1868.37,2
140.61,1869.86,1.98
140.65,1870.89,2.02
140.69,1871.14,2.03
140.73,1871.38,2.06
140.77,1871.63,2.01
140.81,1871.87,2.01
140.85,1872.11,1.88
140.89,1872.36,1.9
140.93,1872.6,1.92
140.97,1872.85,2.03
141.01,1873.09,2.16
141.05,1873.34,1.96
141.09,1873.58,2.02
141.13,1873.83,2.04
141.17,1874.07,2.04
141.21,1874.31,2.13
141.25,1874.56,2.02
141.29,1874.8,1.95
141.33,1875.05,1.99
141.37,1875.29,2
141.41,1875.54,2.09
141.43,1875.66,2.02
141.47,1875.9,1.99
141.51,1876.15,1.94
141.55,1876.39,1.88
141.59,1876.64,2
141.63,1876.88,1.96
141.67,1877.13,1.92
141.71,1877.37,1.87
141.75,1877.61,1.83
141.79,1877.86,1.71
141.83,1878.1,1.83
141.87,1878.35,1.94
141.91,1878.59,1.89
141.95,1878.84,1.82
141.99,1879.08,1.84
142.03,1879.33,1.8
142.07,1879.57,1.8
142.11,1879.81,1.86
142.15,1880.06,1.88
142.19,1880.3,1.94
142.23,1880.55,1.83
142.27,1880.79,1.79
142.31,1881.04,1.75
142.35,1881.28,1.77
142.39,1881.53,1.8
142.43,1881.77,1.89
142.47,1882.01,1.77
142.51,1882.26,1.77
142.55,1882.5,1.74
142.59,1882.75,1.79
142.63,1882.99,1.71
142.67,1883.24,1.67
142.71,1883.48,1.75
142.75,1883.73,1.83
142.79,1883.97,1.81
142.83,1884.21,1.75
142.87,1884.46,1.58
142.91,1884.7,1.76
142.95,1884.95,1.57
142.99,1885.19,1.62
143.03,1885.44,1.58
143.07,1885.68,1.66
143.11,1885.93,1.67
143.15,1886.17,1.55
143.19,1886.41,1.64
143.23,1886.66,1.58
143.27,1886.9,1.63
143.31,1887.15,1.59
143.35,1887.39,1.62
143.39,1887.64,1.47
143.43,1887.88,1.56
143.47,1888.13,1.52
143.51,1888.37,1.49
143.55,1888.61,1.75
143.59,1888.86,1.56
143.63,1889.1,1.46
143.67,1889.35,1.51
143.71,1889.59,1.59
143.75,1889.84,1.5
143.79,1890.08,1.56
143.83,1890.33,1.52
143.87,1890.57,1.5
143.91,1890.81,1.49
143.95,1891.06,1.48
143.99,1891.3,1.58
144.03,1891.55,1.56
144.07,1891.79,1.59
144.11,1892.04,1.53
144.15,1892.28,1.67
144.19,1892.53,1.62
144.23,1892.77,1.44
144.27,1893.01,1.65
144.31,1893.26,1.54
144.35,1893.5,1.68
144.39,1893.75,1.76
144.43,1893.99,1.72
144.47,1894.24,1.75
144.51,1894.48,1.61
144.55,1894.73,1.72
144.59,1894.97,1.76
144.63,1895.21,1.61
144.67,1895.46,1.65
144.71,1895.7,1.79
144.75,1895.95,1.64
144.79,1896.19,1.83
144.83,1896.44,1.88
144.87,1896.68,1.96
144.91,1896.93,1.97
144.95,1897.17,1.83
144.99,1897.41,1.98
145.03,1897.66,1.99
145.11,1898.15,1.95
145.15,1898.45,2.07
145.19,1898.84,2.25
145.23,1899.23,2.26
145.27,1899.62,2.45
145.31,1900.01,2.59
145.35,1900.4,2.58
145.39,1900.79,2.39
145.43,1901.18,2.52
145.47,1901.57,2.45
145.51,1901.96,2.49
145.55,1902.35,2.6
145.59,1902.74,2.51
145.63,1903.13,2.61
145.67,1903.53,2.48
145.71,1903.92,2.45
145.75,1904.31,2.36
145.79,1904.7,2.22
145.83,1905.09,2.25
145.87,1905.48,1.87
145.91,1905.87,1.91
145.95,1906.26,1.96
145.99,1906.65,1.88
146.03,1907.02,1.98
146.07,1907.38,1.93
146.11,1907.74,1.94
146.15,1908.1,1.8
146.19,1908.46,1.83
146.23,1908.82,1.89
146.27,1909.19,1.9
146.31,1909.55,1.64
146.35,1909.91,1.52
146.39,1910.27,1.53
146.43,1910.63,0.71
146.47,1910.99,0.89
146.51,1911.36,2
146.55,1911.72,1.83
146.59,1912.08,2.64
146.63,1912.44,2.55
146.67,1912.8,2.57
146.71,1913.16,2.63
146.75,1913.67,2.49
146.79,1914.27,2.32
146.83,1914.87,2.06
146.87,1915.47,2
146.91,1916.07,2.05
146.95,1916.66,2.01
146.99,1917.26,1.96
147.03,1917.86,1.87
147.07,1918.46,1.97
147.11,1919.05,1.89
147.15,1919.65,1.81
147.19,1920.25,1.91
147.23,1920.85,1.74
147.27,1921.45,1.73
147.31,1922.04,1.79
147.35,1922.64,1.93
147.39,1923.24,1.77
147.43,1923.84,1.74
147.47,1924.44,1.72
147.51,1925.03,1.63
147.55,1925.63,1.66
147.59,1926.23,1.75
147.63,1926.83,1.56
147.67,1927.43,1.66
147.71,1928.02,1.62
147.75,1928.62,1.67
147.79,1929.22,1.73
147.83,1929.82,1.63
147.86,1930.27,1.73
147.9,1930.86,1.68
147.94,1931.46,1.66
147.98,1932.06,1.56
148.02,1932.66,1.73
148.06,1933.25,1.6
148.1,1933.85,1.67
148.14,1934.45,1.74
148.18,1935.05,1.62
148.22,1935.65,1.56
148.26,1936.24,1.59
148.3,1936.84,1.59
148.34,1937.44,1.59
148.38,1938.04,1.59
148.42,1938.64,1.44
148.46,1939.23,1.56
148.5,1939.83,1.59
148.54,1940.43,1.55
148.58,1941.03,1.7
148.62,1941.63,1.66
148.66,1942.24,1.92
148.7,1942.86,2.05
148.74,1943.47,2.08
148.78,1944.09,2.09
148.82,1944.7,2.18
148.86,1945.32,2.06
148.9,1945.94,2.06
148.94,1946.55,1.95
148.98,1947.17,1.99
149.02,1947.79,1.94
149.06,1948.4,1.91
149.1,1949.02,1.95
149.14,1949.63,1.87
149.18,1950.25,1.9
149.22,1950.87,1.88
149.26,1951.48,1.84
149.3,1952.1,1.88
149.34,1952.71,1.79
149.38,1953.33,1.86
149.42,1953.95,1.76
149.46,1954.56,1.7
149.5,1955.18,1.73
149.54,1955.8,1.68
149.58,1956.41,1.7
149.62,1957.03,1.73
149.66,1957.64,1.76
149.7,1958.26,1.71
149.74,1958.88,1.66
149.78,1959.49,1.52
149.82,1960.11,1.19
149.86,1960.73,1.06
149.9,1961.34,2.24
149.94,1961.96,2.45
149.98,1962.57,2.37
150.02,1963.19,2.28
150.06,1963.81,2.08
150.1,1964.42,2.29
150.14,1965.19,2.11
150.18,1965.97,2.09
150.22,1966.75,2.15
150.26,1967.54,2.29
150.3,1968.32,2.23
150.34,1969.1,2.13
150.34,1969.1,2.13
150.38,1969.89,1.99
150.42,1970.67,2.1
150.46,1971.45,1.96
150.5,1972.24,2.07
150.54,1973.02,2.07
150.58,1973.81,2.01
150.62,1974.59,1.83
150.66,1975.37,2.04
150.7,1976.16,1.95
150.74,1976.94,2
150.78,1977.72,2.1
150.82,1978.51,2.12
150.86,1979.29,1.96
150.9,1980.07,2.01
150.94,1980.86,2.2
150.98,1981.64,2.25
151.02,1982.43,2.15
151.06,1983.21,2.08
151.1,1983.99,2.08
151.14,1984.78,2.13
151.18,1985.56,2.07
151.22,1986.34,2
151.26,1987.13,1.97
151.3,1987.91,2.01
151.34,1988.69,2.02
151.38,1989.48,2.03
151.42,1990.26,1.93
151.46,1991.05,1.92
151.5,1991.83,2.15
151.54,1992.61,2.19
151.58,1993.4,2.32
151.62,1994.18,2.33
151.66,1994.96,2.31
151.7,1995.75,2.37
151.74,1996.53,2.2
151.78,1997.31,2.13
151.82,1998.05,2.16
151.86,1998.45,2.14
151.9,1998.85,2.21
151.94,1999.25,2.28
151.98,1999.65,2.33
152.02,2000.05,2.43
152.06,2000.45,2.3
152.1,2000.85,2.45
152.14,2001.25,2.66
152.18,2001.65,2.64
152.22,2002.05,2.51
152.26,2002.45,2.54
152.3,2002.85,2.8
152.34,2003.25,2.82
152.38,2003.65,2.74
152.42,2004.05,2.67
152.46,2004.45,2.6
152.5,2004.85,2.58
152.54,2005.25,2.61
152.58,2005.65,2.72
152.62,2006.05,2.58
152.7,2006.85,2.48
152.74,2007.25,2.59
152.78,2007.65,2.54
152.82,2008.05,2.51
152.86,2008.45,2.36
152.9,2008.85,2.35
152.94,2009.22,2.45
152.98,2009.57,2.39
153.02,2009.93,2.42
153.06,2010.28,2.48
153.1,2010.63,2.19
153.14,2010.98,2.22
153.18,2011.34,2.42
153.22,2011.69,2.32
153.26,2012.04,2.23
153.3,2012.39,2.13
153.34,2012.75,1.78
153.38,2013.1,1.91
153.42,2013.45,2.24
153.46,2013.8,2.34
153.5,2014.16,2.26
153.54,2014.51,2.07
153.58,2014.86,2.16
153.62,2015.22,2
153.66,2015.57,1.83
153.7,2015.92,1.89
153.74,2016.27,1.93
153.78,2016.63,1.98
153.82,2016.98,1.79
153.86,2017.33,1.93
153.9,2017.68,1.95
153.94,2018.04,2.02
153.98,2018.39,2
154.02,2018.74,2.07
154.06,2019.09,2.08
154.1,2019.45,1.94
154.14,2019.8,1.97
154.18,2020.15,1.94
154.22,2020.51,1.88
