# DESCRIPTION:
# Reference: Gayatri Kathayat, Hai Cheng, Ashish Sinha, Christoph Spötl, R. Lawrence Edwards, Haiwei Zhang, Xianglei Li, Liang Yi, Youfeng Ning, Yanjun Cai, Weiguo Lui Lui, Sebastian F.M. Breitenbach. 2016. Indian monsoon variability on millennial-orbital timescales. Scientific Reports, 6, 24374. doi: 10.1038/srep24374.
# Data from: hhttps://www.ncei.noaa.gov/access/paleo-search/study/20449. Accessed 07 Jan 2023.
# Comment: Data was not modified in any way.

Age [ka BP],d18O [per mil VPDB],d13C [per mil VPDB]
130.267,-4.72,-8.59
130.339,-4.45,-8.3
130.411,-4.35,-7.98
130.51,-4.04,-7.89
130.607,-3.87,-7.9
130.704,-3.6,-8.06
130.802,-3.39,-8.11
130.899,-3.35,-8.4
130.996,-3.37,-8.23
131.093,-3.55,-7.98
131.19,-4,-8.14
131.288,-4.11,-8.21
131.385,-4.26,-8.21
131.734,-4.47,-8.3
132.086,-4.61,-8.22
132.437,-4.67,-8.26
132.788,-4.37,-8.17
133.139,-3.86,-8.06
133.49,-3.62,-8
133.841,-3.54,-8.04
134.192,-3.49,-8.03
134.544,-3.56,-8.01
134.895,-3.77,-7.94
134.974,-3.7,-7.76
135.052,-3.46,-7.34
135.13,-3.62,-7.24
135.208,-3.97,-7.17
135.286,-4.11,-7.06
135.365,-4.11,-7.06
135.443,-4.13,-7.18
135.521,-3.9,-7.11
135.599,-3.76,-7.07
135.677,-3.84,-7.07
135.787,-3.89,-7.03
135.892,-3.75,-6.99
135.998,-3.4,-6.81
136.104,-3.3,-6.7
136.21,-3.22,-6.6
136.315,-3.24,-6.74
136.421,-3.36,-7.08
136.527,-3.35,-7.17
136.632,-3.4,-7.39
136.738,-3.47,-7.66
136.844,-3.4,-7.73
136.949,-3.56,-7.76
137.055,-3.65,-7.75
137.161,-3.91,-7.75
137.266,-3.55,-7.51
137.372,-3.43,-7.52
137.478,-3.59,-7.64
137.584,-3.53,-7.58
137.689,-3.75,-7.66
137.795,-4.1,-7.77
137.901,-3.86,-7.62
138.006,-3.69,-7.58
138.112,-3.85,-7.61
138.218,-3.84,-7.58
138.323,-3.58,-7.4
138.429,-4.06,-7.64
138.535,-3.22,-7.48
138.64,-3.67,-7.69
138.746,-3.24,-7.6
138.852,-3.79,-7.74
138.957,-3.5,-7.62
139.063,-3.56,-7.62
139.169,-4.09,-7.8
139.275,-3.43,-7.65
139.38,-3.64,-7.5
139.486,-4.01,-7.53
139.592,-4.22,-7.79
139.697,-4.15,-7.8
139.803,-4.59,-8.06
139.909,-4.76,-7.98
140.014,-4.94,-8.28
140.12,-4.37,-8.05
140.226,-4.04,-7.86
140.331,-3.66,-7.47
140.437,-3.27,-7.24
140.543,-3.4,-7.4
140.649,-3.81,-7.69
140.754,-3.69,-7.76
140.86,-4.5,-8.3
140.966,-4.15,-8.21
141.071,-4.04,-8.16
141.177,-4.15,-8.06
141.283,-2.59,-7.4
141.388,-3.87,-7.83
141.494,-3.96,-7.98
141.6,-3.57,-7.98
141.705,-3.43,-8.05
141.811,-3.54,-8.17
141.917,-3.89,-8.33
142.022,-4.17,-8.51
142.169,-5.04,-8.83
142.322,-5.22,-9.01
142.475,-6.2,-9.18
142.628,-6.64,-9.21
142.705,-7.38,-9.44
142.779,-6.46,-9.27
142.854,-6.12,-9.38
142.928,-5.09,-9.15
143.003,-4.86,-9.18
143.077,-4.26,-9.03
143.152,-4.2,-9.03
143.226,-4.15,-9.06
143.301,-4,-8.97
143.375,-3.98,-8.96
143.45,-4.11,-8.94
143.524,-4.11,-9.01
143.599,-4.35,-9.15
143.673,-4.64,-9.19
143.748,-4.46,-9.24
143.822,-4.6,-9.26
143.897,-4.78,-9.33
143.971,-4.83,-9.31
144.046,-4.98,-9.34
144.12,-5.64,-9.54
144.195,-4.91,-9.46
144.269,-5.39,-9.56
144.344,-5.52,-9.53
144.418,-5.93,-9.5
144.493,-6.36,-9.55
144.567,-6.11,-9.65
144.642,-5.72,-9.64
144.716,-6.59,-9.66
144.791,-6.74,-9.6
144.865,-6.57,-9.64
144.94,-6.58,-9.59
145.014,-6.61,-9.57
145.089,-6.92,-9.56
145.163,-7.46,-9.74
145.238,-7.04,-9.7
145.312,-7.02,-9.67
145.387,-7.23,-9.68
145.461,-7.02,-9.67
145.536,-6.42,-9.52
145.61,-7.02,-9.63
145.685,-8.02,-9.64
145.759,-8.97,-9.67
145.834,-8.72,-9.51
145.908,-8.45,-9.54
145.983,-7.1,-9.35
146.057,-5.89,-9.37
146.132,-5.23,-9.39
146.206,-4.4,-9.12
146.281,-4.57,-9.08
146.355,-5.6,-9.23
146.43,-6.12,-9.49
146.504,-4.02,-9.07
146.579,-3.9,-9.06
146.653,-3.73,-9.12
146.728,-3.78,-9.16
146.802,-3.81,-9.08
146.877,-3.91,-9.07
146.951,-4.13,-9.16
147.026,-4.43,-9.21
147.1,-4.67,-9.44
147.175,-4.62,-9.42
147.249,-4.78,-9.31
147.324,-4.87,-9.46
147.398,-4.72,-9.34
147.473,-4.48,-9.29
147.547,-4.45,-9.32
147.622,-4.48,-9.29
147.696,-4.52,-9.34
147.771,-4.63,-9.37
147.845,-4.73,-9.38
147.92,-4.79,-9.42
147.994,-4.88,-9.45
148.069,-4.88,-9.52
148.143,-4.96,-9.49
148.218,-4.71,-9.39
148.292,-4.82,-9.48
148.367,-4.71,-9.51
148.441,-4.91,-9.6
148.516,-5.04,-9.67
148.59,-5.16,-9.69
148.665,-5.11,-9.67
148.739,-4.94,-9.62
148.814,-4.62,-9.6
148.888,-4.51,-9.55
148.963,-3.73,-9.19
149.065,-3.95,-9.08
149.173,-4.12,-8.94
149.28,-4.59,-9
149.388,-4.78,-9.08
149.496,-4.81,-9.13
149.604,-4.93,-9.09
149.712,-5.07,-9.11
149.82,-5.07,-9.15
149.928,-5.36,-9.2
150.036,-5.75,-9.29
150.143,-6.11,-9.29
150.251,-6.11,-9.39
150.359,-6.16,-9.39
150.467,-6.45,-9.35
150.575,-6.59,-9.38
150.683,-6.87,-9.43
150.791,-7.47,-9.31
150.899,-7.93,-9.26
151.007,-6.91,-8.75
151.114,-7.64,-9.24
151.222,-7.95,-9.27
151.33,-8.15,-9.27
151.438,-7.83,-9.26
151.546,-7.6,-9.29
151.654,-6.57,-9.12
151.762,-5.75,-8.79
151.87,-4.92,-8.7
151.977,-3.95,-8.65
152.085,-3.77,-8.69
152.193,-2.42,-8.17
152.301,-4.39,-8.78
152.409,-4.69,-8.76
152.517,-4.29,-8.75
152.625,-4.1,-8.85
152.733,-4.06,-8.84
152.84,-4.34,-8.82
152.948,-4.19,-8.61
153.056,-4.02,-8.59
153.164,-2.87,-8.07
153.272,-4.19,-8.49
153.38,-4.98,-8.74
153.488,-5.06,-8.73
153.596,-4.6,-8.68
153.704,-4.57,-8.77
153.811,-4.43,-8.58
153.919,-4.48,-8.27
154.027,-4.26,-8.17
154.135,-4.22,-8.4
154.243,-4.17,-8.51
154.351,-4.1,-8.59
154.459,-4.24,-8.75
154.567,-4.31,-8.78
154.674,-4.51,-8.82
154.782,-4.34,-8.66
154.89,-4.42,-8.67
154.998,-4.25,-8.5
155.106,-4.2,-8.5
155.214,-4.41,-8.57
155.322,-4.6,-8.72
155.43,-4.47,-8.66
155.537,-4.44,-8.62
155.645,-4.51,-8.6
155.753,-5.02,-8.73
155.861,-5.09,-8.7
155.969,-4.98,-8.73
156.077,-4.86,-8.78
156.185,-5.17,-8.71
156.293,-5.03,-8.69
156.401,-4.7,-8.67
156.508,-4.68,-8.65
156.616,-4.91,-8.82
156.724,-4.62,-8.65
156.832,-4.8,-8.66
156.94,-3.28,-8.64
157.048,-4.28,-9.08
157.156,-4.19,-8.88
157.264,-4.85,-9.1
157.371,-5.41,-9.1
157.479,-5.44,-9.2
157.587,-5.22,-9.29
157.695,-5.09,-9.43
157.803,-5.11,-9.29
157.911,-5.31,-9.5
158.019,-5.33,-9.3
158.127,-5.29,-9.37
158.234,-5.07,-9.24
158.342,-5.31,-9.11
158.45,-5.44,-9.15
158.558,-5.38,-9.28
158.666,-5.92,-9.51
158.774,-5.8,-9.58
158.882,-6.36,-9.86
158.99,-6.24,-9.57
159.098,-4.85,-9.04
159.205,-4.6,-8.76
159.313,-4.14,-8.48
159.421,-3.88,-8.29
159.529,-4.03,-8.19
159.637,-3.93,-8.33
159.745,-4.24,-8.97
159.853,-4.38,-8.91
159.961,-4.41,-8.91
160.068,-4.79,-9.02
160.176,-6.3,-9.34
160.284,-6.93,-9.48
160.392,-6.8,-9.49
160.5,-6.38,-9.3
160.608,-5.49,-9.19
160.716,-4.59,-8.94
160.824,-4.31,-8.95
160.931,-4.48,-8.99
161.039,-4.42,-8.89
161.147,-4.56,-8.83
161.255,-4.76,-8.87
161.363,-4.73,-8.6
161.471,-4.09,-8.01
161.579,-3.54,-7.59
161.687,-3.4,-7.63
161.795,-3.5,-7.67
161.902,-3.69,-7.75
162.043,-4.1,-7.54
162.183,-4,-7.22
162.323,-3.52,-6.83
162.464,-3.59,-7.31
162.604,-3.98,-7.73
162.744,-3.64,-7.49
162.884,-3.51,-7.68
163.025,-3.55,-7.74
163.165,-3.52,-7.49
163.305,-4.4,-8.06
163.446,-5.13,-8.36
163.586,-5.58,-8.55
163.726,-5.42,-8.33
163.867,-5.17,-7.94
164.007,-4.66,-7.46
164.147,-3.99,-7.1
164.288,-3.66,-7.07
164.428,-3.72,-7.23
164.568,-3.57,-7.2
164.709,-3.62,-7.23
164.849,-3.52,-7.19
164.989,-3.66,-7.04
165.129,-3.49,-6.76
165.27,-3.6,-6.78
165.41,-3.44,-6.91
165.55,-3.82,-7.32
165.691,-4.2,-7.89
165.831,-3.03,-7.05
165.971,-4.46,-7.4
166.112,-4.92,-7.77
166.237,-4.8,-8.06
166.364,-4.78,-8.24
166.491,-5.02,-8.39
166.618,-5.17,-8.43
166.746,-5.46,-8.45
166.873,-9.18,-7.11
167,-9.42,-7.26
167.127,-9.68,-7.47
167.254,-9.61,-7.48
167.381,-9.83,-7.23
167.508,-9.98,-7.4
167.635,-10.32,-7.53
167.762,-10.48,-7.76
167.889,-10.49,-7.88
168.016,-10.89,-8.1
168.143,-10.64,-8.11
168.27,-10.23,-8.2
168.397,-10.01,-8.17
168.525,-10.03,-8.27
168.652,-10,-8.26
168.779,-9.56,-8.26
168.906,-9.54,-8.24
169.033,-9.06,-8.19
169.16,-8.51,-8.06
169.287,-8.23,-8.06
169.414,-7.35,-8.04
169.541,-6.43,-7.68
169.668,-6.83,-7.93
169.795,-5.5,-6.94
169.922,-5.48,-6.88
170.049,-6.01,-7.49
170.101,-5.3,-7.39
170.146,-4.6,-6.92
170.191,-5.13,-7.05
170.236,-5,-7.24
170.281,-4.96,-7.1
170.327,-5.01,-7.43
170.372,-5.15,-7.37
170.417,-5.04,-7.36
170.462,-4.96,-7.04
170.507,-4.85,-6.61
170.552,-4.84,-6.16
170.597,-7.51,-5.96
170.643,-8.68,-5.88
170.688,-8.11,-6.13
170.733,-6.22,-5.8
170.778,-5.39,-5.24
170.823,-5.32,-4.71
170.868,-5.95,-4.61
170.913,-7.79,-5.96
170.958,-8.26,-6.53
171.004,-8.14,-7.01
171.049,-7.25,-7.9
171.094,-6.81,-8.16
171.139,-5.96,-7.92
171.184,-5.79,-7.93
171.229,-5.06,-7.46
171.274,-5.32,-7.92
171.32,-5.19,-7.94
171.365,-5.25,-8.01
171.41,-5.11,-7.98
171.455,-5.01,-8.04
171.5,-5,-8.04
171.545,-5.55,-8.15
171.59,-5.6,-8.12
171.636,-5.76,-8.2
171.681,-5.75,-8.19
171.726,-5.84,-8.21
171.771,-5.84,-8.25
171.816,-4.23,-7.57
171.861,-5.75,-8.19
171.906,-5.74,-8.24
171.951,-5.5,-7.96
171.997,-5.05,-7.68
172.042,-4.98,-6.89
172.087,-4.93,-5.38
172.132,-4.71,-5.34
172.177,-6.12,-4.87
172.222,-7.42,-5.4
172.267,-8.26,-6.62
172.313,-6.18,-6.67
172.358,-5.47,-6.82
172.403,-5.73,-7.86
172.448,-7.02,-8.96
172.493,-7.74,-9.34
172.538,-7.97,-9.47
172.583,-8,-9.46
172.628,-8.3,-9.71
172.674,-7.58,-9.52
172.719,-5.81,-9.34
172.764,-4.66,-9.67
172.809,-4.77,-10.1
172.854,-4.44,-9.79
172.899,-4.62,-9.95
172.944,-4.7,-10.02
172.99,-4.86,-9.98
173.035,-4.76,-9.96
173.08,-4.81,-9.81
173.125,-4.71,-9.81
173.17,-4.57,-9.91
173.215,-4.69,-10.03
173.26,-4.68,-10.07
173.306,-4.77,-9.97
173.351,-4.87,-9.89
173.396,-3.97,-9.57
173.441,-5.14,-10.1
173.486,-5.17,-10.13
173.531,-5.19,-10.18
173.576,-5.13,-10.15
173.621,-4.97,-9.95
173.667,-4.94,-9.83
173.712,-4.89,-9.7
173.757,-5.07,-9.74
173.802,-5.21,-9.8
173.847,-5.25,-9.82
173.892,-5.39,-9.91
173.937,-5.38,-9.91
173.983,-5.31,-9.88
174.028,-5.35,-9.83
174.073,-5.35,-9.87
174.118,-5.29,-9.83
174.163,-5.45,-9.92
174.208,-5.19,-9.68
174.253,-5.24,-9.68
174.298,-5.39,-9.75
174.344,-5.5,-9.99
174.389,-5.55,-9.98
174.434,-5.4,-9.82
174.479,-5.19,-9.72
174.524,-5.27,-9.91
174.569,-5.23,-9.95
174.614,-5.22,-9.91
174.66,-4.93,-9.51
174.705,-4.45,-9.42
174.75,-5.01,-9.74
174.795,-4.89,-9.59
174.84,-5.5,-9.49
174.885,-4.97,-9.3
176.6,-4.76,-10.03
176.645,-4.53,-10.05
176.691,-4.75,-10.23
176.736,-4.87,-10.15
176.781,-4.2,-9.4
176.826,-4.02,-9.34
176.871,-4.5,-9.58
176.916,-4.59,-9.86
176.961,-4.5,-9.99
177.007,-4.43,-10.02
177.052,-4.38,-10.15
177.097,-4.25,-9.9
177.142,-4.11,-9.82
177.187,-4.32,-9.95
177.232,-4.51,-10.08
177.277,-4.65,-10.11
177.323,-4.68,-9.97
177.368,-4.7,-9.72
177.413,-4.7,-9.65
177.458,-4.59,-9.74
177.503,-4.52,-9.45
177.548,-3.73,-9.46
177.593,-4.11,-9.5
177.638,-4.1,-9.33
177.684,-4.32,-9.71
177.729,-4.61,-10.36
177.774,-4.74,-10.68
177.819,-4.65,-10.65
177.864,-4.57,-10.57
177.909,-4.59,-10.55
177.954,-2.26,-10.08
178,-4.92,-10.52
178.045,-5.1,-10.49
178.09,-5.23,-10.22
178.135,-5.46,-10.07
178.181,-6.68,-9.72
178.187,-6.5,-9.34
178.193,-6.02,-8.99
178.199,-5.13,-8.92
178.204,-6.86,-9.87
178.21,-6.89,-10.05
178.216,-6.97,-10.24
178.222,-6.96,-10.55
178.227,-7.02,-10.24
178.233,-6.74,-9.87
178.239,-7.04,-10.28
178.245,-7,-10.32
178.251,-7.16,-10.19
178.256,-7.32,-10.4
178.262,-7.47,-10.33
178.268,-7.43,-10.43
178.274,-7.07,-9.9
178.279,-7.36,-10.16
178.285,-7.23,-10.05
178.291,-7.39,-9.81
178.297,-7.58,-10.14
178.303,-7.53,-10.06
178.308,-7.64,-9.83
178.314,-7.41,-9.93
178.32,-7.43,-10.58
178.326,-7.03,-10.37
178.332,-7.23,-10.45
178.337,-7.07,-10.34
178.343,-7.12,-10.29
178.349,-7.01,-9.98
178.355,-7.04,-10.14
178.36,-7.09,-10.21
178.366,-5.98,-9.83
178.372,-7.05,-10.07
178.378,-7.14,-10.08
178.384,-7.78,-10.17
178.389,-7.94,-10.1
178.395,-7.66,-10.18
178.401,-7.35,-10.2
178.407,-7.22,-10.1
178.412,-7.05,-9.89
178.418,-7.3,-9.86
178.424,-7.29,-9.92
178.43,-6.97,-9.91
178.436,-7.19,-9.85
178.441,-7.41,-9.75
178.447,-7.16,-9.61
178.453,-7.31,-9.74
178.459,-7.28,-9.78
178.464,-7.24,-9.82
178.47,-7.34,-10
178.476,-7.27,-10.08
178.482,-7.37,-10.26
178.488,-7.58,-10.59
178.493,-7.44,-10.43
178.499,-7.32,-10.24
178.505,-7.36,-10.05
178.511,-7.17,-10.2
178.517,-7.57,-10.54
178.522,-7.53,-10.42
178.528,-7.61,-10.53
178.534,-7.37,-10.3
178.54,-7.66,-10.24
178.545,-7.4,-10.27
178.551,-7.45,-10.34
178.557,-7.52,-10.59
178.563,-7.33,-10.34
178.569,-7.46,-10.59
178.574,-7.42,-10.7
178.58,-7.1,-10.31
178.592,-7.1,-10.31
178.597,-7.26,-10.25
178.603,-7.22,-9.94
178.609,-6.97,-10.04
178.615,-7.38,-9.97
178.621,-7.6,-10.29
178.626,-7.7,-10.21
178.632,-1.96,-5.783
178.638,-7.33,-9.71
178.644,-7.39,-9.94
178.649,-7.58,-10.05
178.655,-7.8,-10
178.661,-7.94,-10.04
178.667,-7.95,-9.89
178.673,-7.98,-10.03
178.678,-8.18,-10.24
178.684,-8.19,-10.39
178.69,-8.25,-10.33
178.696,-8.32,-10.36
178.702,-8.54,-10.61
178.707,-8.76,-10.91
178.713,-8.39,-10.71
178.719,-8.14,-10.69
178.748,-6.58,-9.74
178.788,-6.84,-9.88
178.858,-6.92,-9.79
178.927,-7.45,-9.68
178.996,-7.93,-9.8
179.066,-8.07,-9.79
179.135,-7.68,-9.82
179.204,-7.51,-9.45
179.28,-7.84,-9.65
179.356,-8.06,-9.24
179.431,-7.32,-9.74
179.507,-7.39,-9.75
179.582,-7.23,-9.37
179.658,-7.14,-9.43
179.734,-7.7,-9.57
179.809,-7.77,-9.69
179.885,-7.42,-9.71
179.96,-7.62,-9.7
180.036,-7.2,-9.64
180.112,-6.59,-9.27
180.187,-7.03,-9.33
180.217,-6.95,-9.33
180.222,-7,-9.44
180.246,-6.21,-9.19
180.276,-6.34,-9.33
180.305,-6.25,-9.37
180.335,-6.51,-9.51
180.364,-6.98,-9.32
180.394,-6.14,-9.03
180.423,-6.01,-9.04
180.453,-5.96,-8.87
180.482,-5.27,-8.83
180.512,-5.19,-9.06
180.541,-5.4,-9.16
180.571,-4.99,-9.06
180.6,-4.46,-8.56
180.63,-4.56,-8.89
180.659,-3.84,-8.24
180.689,-4.19,-8.58
180.694,-4.06,-8.46
180.718,-4.21,-8.77
180.748,-3.83,-8.2
180.839,-4.13,-8.65
180.931,-4.35,-8.89
181.023,-4.84,-9.28
181.116,-4.18,-8.43
181.208,-4.24,-8.42
181.3,-4.34,-8.5
181.392,-4.64,-8.73
181.484,-4.47,-8.66
181.576,-4.37,-8.34
181.668,-4.53,-8.49
181.76,-4.02,-8.07
181.853,-4,-8.18
181.945,-3.79,-8.18
182.037,-3.67,-8.07
182.052,-3.89,-8.45
182.129,-3.69,-8.31
182.221,-3.63,-7.85
182.313,-3.39,-7.98
182.405,-3.7,-8.16
182.497,-4.38,-8.38
182.59,-4.89,-8.57
182.608,-4.34,-7.85
182.628,-3.98,-8.06
182.647,-4.47,-8.39
182.666,-4.89,-8.19
182.685,-5.18,-8.53
182.704,-5.35,-8.37
182.724,-5.53,-8.4
182.743,-5.66,-8.79
182.762,-4.83,-8.52
182.781,-4.91,-8.32
182.8,-4.52,-8.07
182.819,-4.36,-8.2
182.839,-4.67,-8.4
182.842,-4.22,-8.01
182.858,-4.36,-8.21
182.877,-5.34,-8.63
182.896,-4.5,-8.08
182.915,-4.37,-8.16
182.934,-4.67,-8.19
182.954,-4.16,-8.52
182.973,-4.35,-7.92
182.992,-4.43,-7.71
183.011,-4.39,-7.74
183.03,-4.62,-7.99
183.05,-4.54,-8.58
183.069,-4.7,-8.21
183.088,-3.89,-7.68
183.107,-4.67,-8.27
183.126,-4.36,-7.91
183.133,-5.16,-8.04
183.145,-4.88,-7.64
183.165,-4.85,-7.84
183.184,-4.69,-7.69
183.203,-5.05,-8.08
183.222,-4.9,-8.02
183.241,-4.8,-8.18
183.26,-4.78,-7.95
183.28,-4.71,-7.79
183.299,-5.64,-8.43
183.318,-4.58,-7.97
183.337,-4.41,-7.82
183.356,-4.71,-7.67
183.375,-4.56,-7.76
183.395,-4.46,-7.62
183.414,-4.22,-7.33
183.433,-4.77,-7.3
183.452,-4.68,-7.53
183.471,-4.36,-7.09
183.813,-4.2,-6.95
184.154,-4.16,-7.38
184.494,-4.5,-7.87
184.835,-4.91,-7.9
185.176,-4.74,-7.8
185.516,-5.49,-8.28
185.526,-4.99,-8.19
185.537,-4.3,-8.08
185.547,-4.23,-7.89
185.557,-4.14,-7.57
185.568,-4.09,-7.63
185.578,-4.54,-7.83
185.589,-4.51,-7.64
185.599,-4.47,-8.1
185.609,-4.39,-7.52
185.62,-4.48,-7.68
185.63,-3.99,-7.09
185.64,-4.01,-7.47
185.651,-5.62,-8.49
185.661,-5.12,-8.09
185.671,-4.12,-8.3
185.682,-4.39,-7.77
185.692,-4.29,-7.95
185.702,-4.1,-7.85
185.704,-4.52,-8.22
185.705,-4.81,-8.49
185.707,-4.71,-8.45
185.709,-5.04,-8.52
185.71,-4.94,-8.49
185.712,-4.93,-8.34
185.713,-4.05,-8.18
185.715,-5.29,-8.54
185.716,-4.96,-8.52
185.718,-5.14,-8.63
185.72,-4.85,-8.56
185.721,-4.99,-8.68
185.723,-4.59,-8.33
185.724,-4.36,-8.38
185.726,-4.5,-8.48
185.728,-4.22,-8.42
185.728,-4.93,-8.5
185.729,-5.26,-8.72
185.731,-4.54,-8.57
185.732,-4.32,-8.6
185.734,-4.78,-8.73
185.735,-4.49,-8.13
185.737,-5.61,-8.89
185.739,-5.14,-8.67
185.74,-5.33,-8.88
185.742,-5.06,-8.36
185.743,-5.24,-8.77
185.745,-5.25,-8.56
185.747,-5.38,-9.06
185.748,-5.07,-8.75
185.75,-4.49,-8.68
185.751,-4.41,-8.41
185.753,-4.14,-8.56
185.754,-4.09,-8.59
185.756,-3.86,-8.18
185.758,-4.54,-8.49
185.759,-4.35,-8.36
185.761,-3.91,-8.5
185.762,-4.22,-8.37
185.764,-4.17,-8.44
185.766,-4.11,-8.37
185.767,-3.86,-8.23
185.769,-3.6,-8.12
185.77,-3.73,-8.39
185.772,-3.79,-8.25
185.773,-3.57,-8.01
185.905,-4.81,-8.95
186.037,-4.72,-8.89
186.169,-4.9,-8.8
186.301,-4.74,-8.78
186.433,-3.34,-8.51
186.565,-4.83,-8.98
186.697,-4.54,-8.81
186.829,-4.78,-9.37
186.961,-5.04,-9.53
187.093,-5.25,-9.64
187.225,-5.52,-9.46
187.357,-5.61,-9.61
187.489,-5.41,-9.48
187.621,-5.55,-9.61
187.753,-4.81,-9.22
187.885,-5.19,-9.73
188.017,-5.28,-9.58
188.149,-5.46,-9.5
188.281,-5.7,-9.47
188.303,-5.13,-8.85
188.413,-6.15,-9.84
188.545,-5.72,-9.31
188.677,-5.87,-9.47
188.809,-5.73,-9.4
188.941,-5.76,-9.36
189.073,-6.38,-9.37
189.205,-5.66,-9.1
189.337,-6.27,-9.53
189.469,-6.17,-9.29
189.601,-5.39,-9.36
189.733,-5.15,-9.73
189.865,-5.38,-9.76
189.997,-5.18,-9.22
190.129,-5.9,-9.58
190.173,-6.13,-9.26
190.261,-6.43,-9.83
190.393,-5.87,-9.88
190.525,-5.76,-9
190.657,-4.04,-7.35
190.789,-3.56,-7.53
190.921,-3.98,-7.79
191.053,-4.25,-7.48
191.185,-11.22,-4.52
191.317,-11.39,-4.65
191.449,-11.73,-4.19
199.872,-6.633,-8.192
199.949,-6.021,-8.098
200.026,-5.164,-8.604
200.103,-5.277,-8.951
200.179,-5.213,-8.811
200.256,-6.136,-9.427
200.333,-6.135,-9.54
200.409,-5.798,-9.113
200.486,-6.346,-9.102
200.563,-6.797,-9.36
200.639,-6.419,-8.327
200.716,-5.711,-7.809
200.793,-5.773,-8.232
200.87,-5.316,-7.371
200.946,-5.245,-7.272
201.023,-6.635,-7.902
201.1,-6.773,-8.425
201.176,-6.305,-7.76
201.253,-4.564,-7.017
201.33,-4.257,-6.886
201.406,-4.182,-7.245
201.483,-4.233,-7.46
201.56,-3.891,-7.193
201.637,-3.789,-7.34
201.713,-4.13,-7.604
201.79,-4.032,-7.397
201.867,-3.725,-6.998
201.943,-3.821,-7.588
202.02,-3.969,-7.619
202.097,-4.025,-7.585
202.173,-4.029,-7.19
202.25,-3.687,-7.421
202.327,-3.717,-7.013
202.404,-3.818,-6.432
202.48,-4.067,-6.575
202.557,-5.05,-7.174
202.634,-6.144,-7.824
202.71,-6.95,-8.27
202.787,-6.454,-8.409
202.864,-5.9,-8.234
202.94,-5.893,-8.266
203.017,-6.292,-8.533
203.094,-6.369,-8.372
203.171,-6.112,-8.386
203.247,-6.334,-8.639
203.324,-6.306,-8.677
203.401,-6.279,-8.373
203.477,-6.147,-8.184
203.554,-6.097,-8.062
203.631,-6.115,-7.959
203.707,-7.022,-9.157
203.784,-7.066,-8.688
203.861,-7.334,-9.203
203.938,-7.211,-8.353
204.014,-7.428,-8.917
204.091,-7.408,-8.774
204.168,-7.154,-8.426
204.244,-7.316,-8.818
204.321,-7.04,-8.674
204.398,-7.212,-8.608
204.474,-7.51,-8.762
204.551,-7.53,-9.235
204.628,-7.574,-8.841
204.705,-8.072,-9.719
204.781,-8.416,-9.854
204.858,-7.549,-8.801
204.935,-6.517,-8.319
205.011,-6.244,-8.425
205.088,-6.442,-8.488
205.165,-6.152,-8.37
205.241,-6.185,-8.32
205.318,-6.097,-8.1
205.395,-6.135,-8.454
205.472,-6.397,-8.442
205.548,-6.724,-9.045
205.625,-7.237,-9.43
205.702,-7.068,-9.388
205.778,-6.797,-9.362
205.855,-6.687,-9.368
205.932,-6.746,-9.418
206.008,-6.483,-9.303
206.085,-6.635,-9.736
206.162,-6.347,-9.389
206.239,-6.609,-9.209
206.315,-6.044,-9.38
206.392,-5.958,-9.233
206.469,-5.675,-9.058
206.545,-5.809,-9.275
206.622,-5.834,-9.223
206.699,-5.947,-9.188
206.775,-6.025,-9.293
206.852,-6.208,-9.245
206.929,-6.231,-8.916
207.006,-5.854,-8.591
207.082,-6.012,-8.899
207.159,-6.03,-9.082
207.236,-6.282,-9.324
207.312,-6.324,-9.319
207.389,-6.43,-9.342
207.466,-6.273,-9.069
207.542,-6.431,-9.078
207.619,-6.346,-9.15
207.696,-6.643,-9.35
207.773,-6.543,-9.386
207.849,-6.535,-9.172
207.926,-6.45,-9.284
208.003,-6.767,-9.657
208.079,-7.271,-9.979
208.156,-7.257,-9.813
208.233,-6.909,-9.577
208.309,-6.705,-9.542
208.386,-6.553,-9.509
208.463,-6.578,-9.458
208.54,-5.404,-4.083
208.616,-6.287,-2.513
208.693,-6.319,-9.327
208.77,-5.977,-8.916
208.846,-5.61,-8.694
208.923,-5.539,-8.359
209,-5.522,-8.29
209.076,-5.73,-8.148
209.153,-5.427,-7.973
209.23,-4.233,-7.853
209.307,-5.246,-7.74
209.383,-5.627,-8.013
209.46,-5.464,-8.12
209.537,-5.126,-7.949
209.613,-5.333,-7.843
209.69,-5.386,-7.948
209.767,-5.683,-8.163
209.843,-5.615,-8.255
209.92,-5.7,-8.407
209.997,-5.824,-8.41
210.074,-5.587,-8.203
210.15,-5.406,-7.905
210.227,-5.315,-7.616
210.304,-5.449,-7.408
210.38,-5.467,-7.285
210.457,-5.788,-7.165
210.534,-5.913,-7.152
210.61,-5.861,-6.979
210.687,-5.863,-6.977
210.764,-5.943,-6.97
210.841,-6.007,-7.082
210.917,-6.038,-7.146
210.994,-6.129,-7.127
211.071,-6.381,-7.255
211.147,-6.664,-7.301
211.224,-6.947,-6.993
211.301,-7.229,-5.936
211.377,-7.533,-5.093
211.454,-7.441,-3.7
211.531,-7.283,-2.626
211.608,-7.28,-2.414
211.684,-7.346,-2.156
211.761,-7.648,-2.08
211.838,-7.495,-1.975
