# DESCRIPTION:
# Reference: Barker, Stephen (2021): Planktic foraminiferal and Ice Rafted Debris (IRD) counts from ODP Site 983. PANGAEA, https://doi.org/10.1594/PANGAEA.929721
# Data from: https://doi.org/10.1594/PANGAEA.929721. Accessed 29 Oct 2022.
# Comment: Data was not modified in any way.

Depth [m] (MCD_TOP),Age [ka BP] (U1385 age),N. pachyderma s [%],IRD [#/g]
14.69,123.57009,1.40187,0
14.71,123.65749,0.3876,0
14.73,123.74489,2.27273,0
14.75,123.83229,0,0
14.77,123.91969,0,0
14.79,124.00708,0.54645,0
14.81,124.09448,0,0
14.83,124.18188,1.02041,0
14.85,124.26928,0,0
14.87,124.35668,0.98039,0
14.89,124.44408,2.34375,0
14.91,124.53147,3.13901,0
14.93,124.61887,3.90071,14.19541
14.95,124.70627,3.6036,0
14.97,124.79367,3.36538,10.27617
14.99,124.88107,5.2356,18.06124
15.01,124.96846,8.03859,7.65367
15.03,125.05586,5.13834,8.08796
15.05,125.14326,7.62712,0
15.07,125.23066,4.0404,8.15183
15.09,125.31806,3.95683,0
15.11,125.40545,2.15827,0
15.13,125.49285,3.09278,0
15.15,125.58025,6.84932,0
15.17,125.66765,5.14706,7.92864
15.19,125.75505,3.27869,0
15.21,125.84245,3.16206,8.06553
15.23,125.92984,3.57143,14.59188
15.25,126.01724,3.10734,0
15.27,126.10464,4.0724,24.53047
15.29,126.19204,7.03704,52.40175
15.31,126.27944,9.5941,65.23124
15.33,126.36683,15.73427,82.60196
15.35,126.45423,23.82979,216.41306
15.37,126.54163,30.57325,289.24833
15.39,126.62903,59.42623,521.50294
15.41,126.71643,30.85106,236.42673
15.43,126.80382,25.64103,126.12391
15.45,126.89122,31.875,275.21154
15.47,126.97862,18.89764,78.00554
15.49,127.06602,15.63422,46.01558
15.51,127.15342,8.64662,64.7191
15.53,127.24082,3.2,7.07495
15.55,127.32821,4.36681,21.91781
15.57,127.41561,4.82456,0
15.59,127.50301,12.67123,64.52263
15.61,127.59041,8.04598,43.74573
15.63,127.67781,7.14286,22.25829
15.65,127.7652,9.63173,93.03366
15.67,127.8526,19.21053,54.37553
15.69,127.94,51.87032,477.99413
15.71,128.68762,81.26582,1769.2855
15.73,129.43524,85.57214,1041.66161
15.75,130.18286,84.11911,1611.90613
15.77,130.93048,90.73034,2108.85555
15.79,131.6781,82.0331,990.18868
15.81,132.42571,90.79498,1214.09214
15.83,133.17333,93.84615,1812.51372
15.85,133.92095,63.45083,603.37273
15.87,134.66857,73.74517,894.31214
15.89,135.41619,68.96552,1051.1497
15.91,135.92659,78.24074,343.22105
15.93,136.19976,82.59386,428.57143
15.95,136.47294,80.73394,229.10913
15.97,136.74611,78.81041,139.54556
15.99,137.01929,78.54545,264.40211
16.01,137.29246,88.19188,319.70553
16.03,137.56563,83.39768,184.03396
16.05,137.83881,75,107.38255
16.07,138.11198,66.66667,177.45737
16.1,138.52175,78.5124,128.25651
16.12,138.79492,81.9398,233.57664
16.14,139.0681,74.18182,231.85509
16.16,139.34127,82.19585,257.98017
16.18,139.61444,61.37184,175.78393
16.2,139.88762,74.55197,276.68773
16.22,140.16079,69.19831,276.88001
16.24,140.43397,63.95349,144.79638
16.26,140.70714,48.47716,160.15399
16.28,140.98032,67.13615,417.64025
16.3,141.25349,89.30041,747.86517
16.32,141.52667,77.67296,129.62025
16.34,141.79984,66.66667,114.99416
16.36,142.07302,60.90909,138.10335
16.38,142.34619,66.50124,315.98154
16.4,142.61937,73.72881,176.67937
16.42,142.89254,79.61957,265.02805
16.44,143.16571,80.20305,188.14307
16.46,143.43889,79.3956,103.66309
16.48,143.71206,74.94647,113.91701
16.5,143.98524,81.87702,67.43941
16.52,144.25841,76.64975,51.41021
16.54,144.53159,77.61628,46.03213
16.56,144.80476,90.40248,135.28749
16.58,145.07794,85.56701,152.98088
16.6,145.35111,93.06931,112.12088
16.62,145.62429,82.83262,105.70571
16.64,145.89746,90.39146,70.68352
16.66,146.17063,93.81443,122.1374
16.68,146.44381,85.67708,78.06994
16.7,146.71698,86.66667,7.751
16.72,146.99016,87.95181,34.18347
16.74,147.26333,85.86207,71.04204
16.76,147.53651,80.29412,58.08433
16.78,147.80968,87.91209,60.2026
16.8,148.08286,89.40092,104.71204
16.82,148.35603,85.58282,138.14937
16.84,148.62921,68.9243,103.71478
16.86,148.90238,58.16733,209.63968
16.88,149.17556,48.88179,272.38182
16.9,149.44873,52.92096,409.27258
16.92,149.7219,48.79032,159.09844
16.94,149.99508,48.16514,107.89272
16.96,150.26825,48.19277,151.22079
16.98,150.54143,49.375,49.44206
17,150.8146,48.80952,118.937
17.02,151.08778,45.78313,112.46391
17.04,151.36095,52.38095,134.29257
17.06,151.63413,57.37052,279.51958
17.08,151.9073,42.92929,220.05731
17.1,152.18048,69.56522,194.82496
17.12,152.45365,55.18135,225.63813
17.14,152.72683,61.18881,187.04335
17.16,153,64.08269,728.88626
17.18,153.3875,85.95318,1368.04604
17.2,153.775,79.91453,1222.3217
17.22,154.1625,91,1476.0412
17.24,154.55,89.45578,1205.50592
17.26,154.9375,92.8,1867.31866
17.28,155.325,91.62011,2483.31845
17.3,155.7125,90.66901,1655.84923
17.32,156.1,92.95455,929.66361
17.34,156.4875,89.92248,572.62153
17.36,156.875,84.7079,334.8793
17.38,157.2625,84.98294,162.7543
17.4,157.65,86.41732,259.98646
17.42,158.0375,86.06557,107.71114
17.44,158.425,83.72093,120.93023
17.46,158.8125,83.64486,124.16057
17.48,159.2,81.08108,45.57683
17.5,159.5875,37.04819,0
17.52,159.975,26.61871,8.51064
17.54,160.3625,29.27757,10.21548
17.56,160.75,22.88961,8.05335
17.59,161.33125,40.08909,33.90344
17.61,161.71875,23.58277,41.63414
17.63,162.10625,36.39344,81.77607
17.65,162.36389,50.21834,173.23308
17.67,162.49167,69.65409,217.1258
17.68,162.55556,77.38095,137.74834
17.7,162.68333,80.39604,190.77901
17.72,162.81111,85.50725,202.92408
17.74,162.93889,95.01661,21.15702
17.76,163.06667,94.13681,46.24277
17.78,163.19444,94.73684,0
17.8,163.32222,92.1659,30.44719
17.82,163.45,91.94915,0
17.84,163.57778,83.49835,10.21059
17.86,163.70556,72.93233,14.54876
17.88,163.83333,31.68317,15.42355
17.9,163.96111,54.32099,137.97678
17.92,164.08889,59.53488,175.27387
17.94,164.21667,41.75258,60.47879
17.96,164.34444,50.49505,282.30105
17.98,164.47222,64.83051,435.7129
18,164.6,78.50467,289.3913
18.02,164.76657,86.84211,279.88338
18.04,164.93314,92.71845,380.87141
18.06,165.09971,93.04348,430.89109
18.08,165.26629,90.39301,232.64268
18.1,165.43286,91.90031,77.40687
18.12,165.59943,91.6388,62.29721
18.14,165.766,92.37057,154.82979
18.16,165.93257,89.19598,74.99634
18.18,166.09914,92.37805,139.35765
18.2,166.26571,90.14925,46.11782
18.22,166.43229,91.01449,48.05707
18.24,166.59886,97.5089,63.51307
18.26,166.76543,92.11618,48.87362
18.28,166.932,95.40984,0
18.3,167.09857,89.71292,31.74603
18.32,167.26514,97.41379,74.54863
18.34,167.43171,96.26437,59.79911
18.36,167.59829,98.13084,40.38492
18.38,167.76486,91.97652,8.80451
18.4,167.93143,85.31187,18.43053
18.42,168.098,87.17949,0
18.44,168.26457,60.92233,0
18.46,168.43114,39.2936,9.99531
18.48,168.59771,54.39331,25.81478
18.5,168.76429,61.53846,19.47953
18.52,168.93086,68.14988,14.54545
18.54,169.09743,55.88235,10.76897
18.56,169.264,38.0805,7.27934
18.58,169.43057,38.6037,5.65971
18.6,169.59714,30.34301,17.95987
18.62,169.76371,27.23005,13.37234
18.64,169.93029,44.39655,98.92708
18.66,170.09686,56.26866,49.40618
18.68,170.26343,65.54054,52.85761
18.7,170.43,65.34954,174.41662
18.72,170.58326,67.63006,118.06303
18.74,170.73653,81.07345,89.07446
18.76,170.88979,98.10875,160.77709
18.78,171.04305,89.10615,72.73646
18.8,171.19632,92.07317,62.22654
18.82,171.34958,97.89916,125.2669
18.84,171.50284,97.35683,150.09922
18.86,171.65611,99.1342,200.66007
18.88,171.80937,97.80564,202.31823
18.9,171.96263,98.4326,208.13008
18.92,172.11589,97.97297,125.89413
18.94,172.26916,92.07317,99.1053
18.96,172.42242,86.27002,95.72241
18.98,172.57568,83.40164,187.78046
19,172.72895,88,152.85864
19.02,172.88221,89.63855,283.22761
19.04,173.03547,87.2211,249.44925
19.06,173.18874,89.46136,272.034
19.08,173.342,90.18568,247.61413
19.09,173.41863,90.22801,164.6151
19.11,173.57189,92.18391,123.17167
19.13,173.72516,91.19497,75.01832
19.15,173.87842,93.75,135.98422
19.17,174.03168,94.38944,177.23077
19.19,174.18495,94.52055,157.51423
19.21,174.33821,98.58156,60.46552
19.23,174.49147,97.33728,35.48983
19.25,174.64474,98.44358,26.55051
19.27,174.798,94.28571,108.40108
19.29,174.95126,99.58678,47.73448
19.31,175.10453,95.77465,21.48887
19.33,175.25779,94.50549,16.10247
19.35,175.41105,93.83562,2.86533
19.37,175.56432,89.59538,66.80881
19.39,175.71758,62.6087,67.23819
19.41,175.87084,74.35897,121.1387
19.43,176.02411,53.84615,217.42606
19.45,176.17737,58.49057,666.04995
19.47,176.33063,46.7354,508.73675
19.49,176.48389,16.01307,107.6716
19.51,176.63716,17.49049,61.47935
19.53,176.79042,17.09845,11.8103
19.55,176.94368,8.36502,12.3887
19.57,177.09695,7.69231,6.76819
19.59,177.25021,15.67568,16.14531
19.61,177.40347,17.66169,9.20334
19.63,177.55674,31.54762,11.56905
19.65,177.71,93.05913,149.50584
19.67,177.84298,96.40832,235.61896
19.69,177.97596,97.61905,273.72709
19.71,178.10894,98.19639,152.45355
19.73,178.24192,97.26027,162.84987
19.75,178.3749,97.2973,109.01658
19.77,178.50788,95.2381,65.94539
19.79,178.64086,96.86801,77.92208
19.81,178.77384,95.5,113.78373
19.83,178.90682,98.26389,41.83007
19.85,179.0398,98.96552,38.13155
19.87,179.17278,91.61074,66.88342
19.89,179.30576,97.2549,32.14465
19.91,179.43874,98.59155,64.7068
19.93,179.57172,97.91667,107.94235
19.95,179.7047,98.23529,97.85933
19.97,179.83768,96.98376,171.45641
19.99,179.97066,99.36306,60.85096
20.01,180.10364,99.74555,106.14772
20.03,180.23662,97.60479,91.12089
20.05,180.3696,97.47475,63.404
20.07,180.50258,96.0739,35.9874
20.09,180.63556,96.8,160.06403
20.11,180.76854,98.85057,67.25044
20.13,180.90152,97.83654,102.60064
20.15,181.0345,98.57143,59.24972
20.17,181.16748,94.86166,50.11186
20.19,181.30046,92.12121,191.94002
20.21,181.43344,94.11765,162.54713
20.23,181.56642,89.39394,77.47273
20.25,181.6994,97.7887,143.13831
20.27,181.83238,94.22492,133.63315
20.29,181.96536,95.4,72.17657
20.31,182.09834,94.63277,101.43779
20.33,182.23132,98.68421,180.38331
20.35,182.3643,98.84527,88.64266
20.37,182.49728,98.52941,160.30056
20.39,182.63026,98.48485,127.32095
20.41,182.76325,98.63946,156.01602
20.43,182.89623,95.11494,177.3204
20.45,183.02921,98.15574,122.86689
20.47,183.16219,95.84296,120.04689
20.48,183.22868,98.56322,203.74532
20.5,183.36166,85.625,155.2456
20.52,183.49464,94.08284,292.74448
20.54,183.62762,83.05556,287.45958
20.56,183.7606,87.86611,167.25779
20.58,183.89358,91.80328,292.88456
20.6,184.02656,86.41618,186.236
20.62,184.15954,75.32468,63.95204
20.64,184.29252,89.15663,106.29624
20.66,184.4255,96.07843,154.96368
20.68,184.55848,81.67939,51.44695
20.7,184.69146,70.65868,33.55577
20.72,184.82444,68.39827,11.95368
20.74,184.95742,65.80311,19.76703
20.76,185.0904,90.76923,89.3231
20.78,185.22338,82.90598,1.67084
20.8,185.35636,76.86567,4.89297
20.82,185.48934,52.20588,6.1127
20.84,185.62232,43.60902,11.08033
20.86,185.7553,25.64103,18.0302
20.88,185.88828,15.77061,8.64398
20.9,186.02126,6.64063,0
20.92,186.15424,6.56934,9.84918
20.94,186.28722,2.91545,10.75811
20.96,186.4202,9.1954,27.6667
20.98,186.55318,7.84314,21.28721
21,186.68616,3.30882,9.06131
21.02,186.81914,3.28638,18.48109
21.04,186.95212,8.04196,5.26143
21.06,187.0851,5.06757,5.16379
21.08,187.21808,0.75758,5.04891
21.1,187.35106,5.86207,7.66559
21.12,187.48404,11.9883,17.8543
21.14,187.61702,9.93789,9.38554
21.16,187.75,38.85481,126.12329
21.18,188.51667,63.33333,226.18647
21.2,189.28333,80.12422,540.63186
21.22,190.05,78.76106,408.88348
21.24,190.81667,65,250.46793
21.26,191.25,25.80645,68.95726
21.28,191.35,23.68421,24.40885
21.3,191.45,19.14894,42.63256
21.32,191.55,16.53543,7.60095
21.34,191.65,15.64103,15.15152
21.36,191.75,10.41162,26.20266
21.38,191.85,19.02985,71.41718
21.4,191.95,24.01575,113.47518
21.42,192.05,22.26721,43.97618
21.44,192.15,26.96335,87.68839
21.46,192.25,61.58798,165.11395
21.48,192.40325,82.61905,181.57543
21.5,192.5565,85.48387,145.68377
21.52,192.70975,89.97429,33.73392
21.54,192.863,90.34853,42.58555
21.56,193.01625,93.40369,38.29714
21.58,193.1695,86.82796,22.40583
21.6,193.32275,84.78873,4.68453
21.62,193.476,62.30769,5.24762
21.64,193.62925,54.91329,15.21395
21.66,193.7825,55.53097,5.96904
21.68,193.93575,42.08333,16.97013
21.7,194.089,30,13.7931
21.72,194.24225,34.17476,25.45238
21.74,194.3955,38.75,56.16006
21.76,194.54875,23.63636,5.5788
21.78,194.702,22.69231,5.90515
21.8,194.85525,24.2915,5.32801
21.82,195.0085,25.88832,0
21.84,195.16175,26.25,0
21.86,195.315,26.8559,4.96047
21.88,195.46825,39.10806,14.87219
21.9,195.6215,46.84685,14.35621
21.92,195.77475,9.81211,15.15152
21.94,195.928,10.61151,2.66578
21.96,196.08125,9.3199,7.45226
21.98,196.2345,8.63422,13.82409
22,196.38775,11.31579,0
22.02,196.541,13.76623,23.91987
22.04,196.69425,8.88383,8.09614
22.06,196.8475,11.5566,9.35673
22.08,197.00075,14.57859,25.03912
22.1,197.154,19.28934,33.80112
22.12,197.30725,21.06918,19.22211
22.14,197.4605,15.36313,34.43637
22.16,197.61375,18.23056,25.71934
22.18,197.767,38.50575,70.50529
22.2,197.92025,42.36453,24.71997
22.22,198.0735,49.73404,75.63735
22.24,198.22675,45.30938,75.22528
22.26,198.38,61.32231,105.11497
22.28,198.56922,62.27642,141.46252
22.3,198.75845,73.72881,325.60227
22.32,198.94767,80.17817,223.21873
22.34,199.1369,69.18919,177.10135
22.36,199.32612,79.5082,159.81199
22.38,199.51534,82.68293,62.65734
22.4,199.70457,82,32.52859
22.42,199.89379,86.95652,103.06748
22.44,200.08301,88.43813,25.57396
22.46,200.27224,89.76487,26.04558
22.48,200.46146,88.54806,4.91476
22.5,200.65068,89.80322,19.93149
22.52,200.83991,90.46358,14.87542
22.54,201.02913,93.93939,6.85049
22.56,201.21836,86.72986,7.52351
22.58,201.40758,93.00699,10.51421
22.6,201.5968,76.4,21.6399
22.62,201.78603,74.41406,9.91633
22.64,201.97525,81.03792,4.55257
22.66,202.16447,63.43284,2.40746
22.68,202.3537,71.27371,2.59277
22.7,202.54292,67.18447,11.69306
22.72,202.73215,54.98155,7.2018
22.74,202.92137,45.41779,5.97089
22.76,203.11059,39.87603,0
22.78,203.29982,16.59389,7.89344
22.8,203.48904,15.46961,0
22.82,203.67826,18.16327,7.36309
22.84,203.86749,34.05941,2.41145
22.86,204.05671,18.10345,4.2261
22.88,204.24594,23.91714,8.2698
22.9,204.43516,22.84264,0
22.92,204.62438,10.0885,9.79692
22.94,204.81361,9.2511,4.73513
22.96,205.00283,9.7479,4.06194
22.98,205.19205,8.14607,0
23,205.38128,11.34454,4.11999
23.02,205.5705,6.02056,0
23.04,205.75973,8.23529,4.39319
23.06,205.94895,8.14159,3.83279
23.08,206.13817,8.33333,0
23.1,206.3274,3.66133,7.77737
23.12,206.51662,4.7619,9.15921
23.14,206.70584,6.84932,9.80843
23.16,206.89507,5.31401,3.89342
23.18,207.08429,4.41501,0
23.2,207.27352,6.00858,0
23.22,207.46274,3.09278,0
23.24,207.65196,4.12621,3.26065
23.26,207.84119,9.21053,4.2061
23.28,208.03041,5.2506,6.5213
23.3,208.21963,6.58915,0
23.32,208.40886,4.08922,0
23.34,208.59808,5.26316,8.54245
23.36,208.78731,2.76074,0
23.38,208.97653,4,0
23.4,209.16575,3.30969,0
23.42,209.35498,2.04918,0
23.44,209.5442,5.94406,0
23.46,209.73342,2.06186,19.539
23.48,209.92265,4.23163,0
23.5,210.11187,4.18605,19.72569
23.52,210.3011,3.85675,0
23.54,210.49032,3.79747,19.25102
23.56,210.67954,3.97351,0
23.58,210.86877,4.78469,23.09358
23.6,211.05799,4.33526,10.32258
23.62,211.24721,3.57942,0
23.64,211.43644,5.09091,0
23.66,211.62566,10.81081,0
23.68,211.81489,8.28402,15.06237
23.7,212.00411,7.6087,5.52105
23.72,212.19333,7.56014,0
23.74,212.38256,5.35714,0
23.76,212.57178,5.46875,9.19937
23.78,212.761,4.58716,23.38896
23.8,212.95023,5.64784,21.06649
23.82,213.13945,3.52113,18.43053
23.84,213.32868,3.97554,17.98511
23.86,213.5179,5.40541,0
23.88,213.70712,4.375,0
23.9,213.89635,3.04569,0
23.92,214.08557,7.89474,0
23.94,214.27479,5.53846,17.07122
23.96,214.46402,7.22433,0
23.98,214.65324,4.08922,0
24,214.84247,1.1811,0
24.02,215.03169,4.47761,9.22988
24.04,215.22091,3.72493,8.5699
24.06,215.41014,3.80435,0
24.08,215.59936,3.30033,9.45347
24.1,215.78858,2.5788,0
24.12,215.97781,3.0837,0
24.14,216.16703,3.79009,0
24.16,216.35626,3.58423,0
24.18,216.54548,4.61538,10.55583
24.2,216.7347,7.55396,0
24.22,216.92393,2.27273,0
24.24,217.11315,4.10959,10.56803
24.26,217.30237,6.80473,27.01182
24.28,217.4916,9.12162,51.39874
24.3,217.68082,7.11864,36.64996
24.32,217.87005,8.07453,73.7221
24.34,218.05927,10,34.16522
24.36,218.24849,16.77632,13.68984
24.38,218.43772,13.72549,16.65366
24.4,218.62694,7.49465,38.32718
24.42,218.81616,7.22101,17.4959
24.44,219.00539,8.39506,32.70646
24.46,219.19255,35.59322,423.84106
24.48,219.37764,65.86207,549.28479
24.5,219.56273,62.29508,592.33142
24.52,219.74782,75.6871,668.90631
24.54,219.93291,74.78632,547.52039
24.56,220.118,75.38462,380.77803
24.58,220.30309,52.02312,67.26615
24.6,220.48818,70.81712,118.81857
24.62,220.67327,68.51852,124.85369
24.64,220.85836,89.61938,377.37497
24.66,221.04345,89.85507,85.10638
24.68,221.22855,79.01907,170.5692
24.7,221.41364,90.64143,78.64555
24.72,221.59873,97.30893,29.49062
24.74,221.78382,97.58179,16.51187
24.76,221.96891,96.27792,14.02279
24.78,222.154,94.2029,12.68583
24.8,222.33909,92.47312,2.93902
24.82,222.52418,89.58785,5.01379
24.84,222.70927,92.65367,3.20577
24.86,222.89436,93.31984,0.77429
24.88,223.07945,86.74699,3.53826
24.9,223.26455,86.75676,0
24.92,223.44964,67.44966,2.74914
24.94,223.63473,31.04575,1.1713
24.96,223.81982,48.61111,0.39254
24.98,224.00491,49.06367,0.56614
25,224.19,25.05353,0
25.02,224.29842,39.54023,2.48447
25.04,224.40684,38.54167,7.796
25.06,224.51526,23.73225,1.92887
25.08,224.62368,6.09319,1.05597
25.1,224.73211,1.1194,0
25.12,224.84053,4.03458,0
25.14,224.94895,0.22676,0
25.16,225.05737,0.81301,0
25.18,225.16579,0.75188,0
25.2,225.27421,3.98089,0
25.22,225.38263,6.84647,2.13305
25.24,225.49105,8.28905,0.52931
25.26,225.59947,9.54545,1.91068
25.28,225.70789,16.97342,8.35322
25.3,225.81632,8.94428,4.09784
25.32,225.92474,9.04523,5.61207
25.34,226.03316,8.84615,51.87787
25.36,226.14158,32.17054,356.59111
25.38,226.25,68.72964,273.89444
25.4,226.4175,69.67213,105.71523
25.42,226.585,70.73171,236.46586
25.44,226.7525,70.90643,219.91645
25.46,226.92,45.11278,108.77307
25.48,227.0875,54.0404,32.69596
25.5,227.255,80.9291,48.8177
25.52,227.4225,53.95683,0
25.54,227.59,35.10393,9.10773
25.56,227.7575,64.55224,0
25.58,227.925,29.16667,0
25.6,228.0925,15.83113,0
25.62,228.26,15.4519,0
25.64,228.4275,16.32653,3.67057
25.66,228.595,14.84536,0
25.68,228.7625,30.59072,16.01802
25.7,228.93,76.31579,76.14546
25.72,229.05832,48.33333,66.51942
25.74,229.18665,48.04598,10.01722
25.76,229.31497,28.46535,0
25.78,229.4433,30.93923,4.04756
25.8,229.57162,13.56784,9.20334
25.82,229.69995,19.94302,13.85281
25.84,229.82827,17.74809,0
25.86,229.95659,35.11706,31.21342
25.88,230.08492,23.36449,17.04848
25.9,230.21324,39.5288,0
25.92,230.34157,44.44444,0
25.94,230.46989,51.38889,16.92674
25.96,230.59822,49.51267,18.40138
25.98,230.72654,41.98473,9.43814
26,230.85486,33.80282,0
26.02,230.98319,27.58621,0
26.04,231.11151,32.51748,0
26.06,231.23984,15.34772,0
26.08,231.36816,23.78947,0
26.1,231.49649,26.01156,0
26.12,231.62481,24.63768,0
26.14,231.75314,29.64353,22.44302
26.16,231.88146,29.47977,0
26.18,232.00978,22.38606,0
26.2,232.13811,23.00242,0
26.22,232.26643,23.83721,0
26.24,232.39476,21.03746,0
26.26,232.52308,13.04348,0
26.28,232.65141,9.09091,0
26.3,232.77973,11.11111,16.70364
26.32,232.90805,5.66667,10.87141
26.34,233.03638,10,31.77756
26.36,233.1647,7.25552,0
26.38,233.29303,7.40741,0
26.4,233.42135,10.96774,11.93584
26.42,233.54968,6.69546,0
26.44,233.678,9.05263,30.7865
26.46,233.80632,9.69163,0
26.48,233.93465,19.1067,8.16222
26.5,234.06297,13.48511,9.77099
26.52,234.1913,16.19537,0
26.54,234.31962,14.15385,13.8919
26.56,234.44795,20.89552,0
26.58,234.57627,8.56031,0
26.6,234.70459,6.17978,0
26.62,234.83292,5.81395,0
26.64,234.96124,8.71795,19.77139
26.66,235.08957,8.867,0
26.68,235.21789,11.66667,0
26.7,235.34622,9.76563,0
26.72,235.47454,5.75816,0
26.74,235.60286,6.71835,8.6992
26.76,235.73119,9.27602,0
26.78,235.85951,6.47773,0
26.8,235.98784,4.18118,0
26.82,236.11616,4.58333,11.28947
26.84,236.24449,1.23457,0
26.86,236.37281,3.7037,0
26.88,236.50114,4.6729,6.54531
26.9,236.62946,6.18557,0
26.92,236.75778,6.14334,0
26.94,236.88611,3.73134,0
26.96,237.01443,6.04839,12.72619
26.98,237.14276,4.95356,0
27,237.27108,3.17919,0
27.02,237.39941,6.74157,0
27.04,237.52773,8.08511,0
27.06,237.65605,3.72881,0
27.08,237.78438,3.40909,0
27.1,237.9127,7.77202,9.32809
27.12,238.04103,4.03727,0
27.14,238.16935,7.61421,8.35836
27.16,238.29768,7.45614,0
27.18,238.426,8.13953,4.58256
27.2,238.55432,5.69395,0
27.22,238.68265,8.93471,7.87208
27.24,238.81097,6.89655,4.71351
27.26,238.9393,5.66038,0
27.28,239.06762,0.78125,0
27.3,239.19595,0.5988,0
27.32,239.32427,2.91262,0
27.34,239.45259,5.71429,0
27.36,239.58092,2.26244,0
27.38,239.70924,1.6835,0
27.4,239.83757,4.47761,0
27.42,239.96589,8.81356,2.14018
27.44,240.09422,9.46746,0
27.46,240.22254,4.59364,0
27.48,240.35086,2.73224,0
27.5,240.47919,2.5974,0
27.52,240.60751,11.61616,198.78151
27.54,240.73584,47.36842,801.74292
27.56,240.98974,55.50847,1134.99465
27.58,241.36923,68.95425,1325.3406
27.6,241.74872,74.40945,2547.07455
27.62,242.12821,68.47458,1480.45891
27.64,242.50769,70,446.49204
27.66,242.88718,74.90909,776.93475
27.68,243.26667,76.67984,666.30766
27.7,243.64615,68.80734,507.16245
27.72,244.02564,71.19438,146.38131
27.74,244.40513,71.81009,111.69284
27.76,244.78462,78.49829,58.67253
27.78,245.1641,65.84362,145.88973
27.8,245.54359,66.66667,76.12251
27.82,245.92308,71.03825,75.60543
27.84,246.30256,77.77778,97.74309
27.86,246.68205,74.81481,57.85814
27.88,247.06154,55.6391,131.37188
27.9,247.44103,74.03315,162.18324
27.92,247.82051,71.8894,448.12972
27.94,248.2,83.05085,514.14226
27.96,248.38766,97.02128,804.87805
27.98,248.57532,100,1027.08124
28,248.76299,97.86096,398.54696
28.02,248.95065,89.58333,706.69427
28.04,249.13831,97.74436,135.6306
28.06,249.32597,88.23529,68.25939
28.08,249.51364,83.33333,9.28382
28.1,249.7013,95.03106,208.02713
28.12,249.88896,94.2029,232.02038
28.14,250.07662,97.26776,179.9731
28.16,250.26429,98.37838,97.82609
28.18,250.45195,99.00498,139.97308
28.2,250.63961,98.77301,67.33298
28.22,250.82727,86.39456,247.17083
28.24,251.01494,93.20755,273.83863
28.26,251.2026,93.23671,177.98003
28.28,251.39026,90.16393,159.55419
28.3,251.57792,87.06468,48.07692
28.32,251.76558,78.27103,64.94824
28.34,251.95325,88.33333,47.95444
28.36,252.14091,92.95775,123.45679
28.38,252.32857,96.01594,70.93688
28.4,252.51623,96.71053,32.75333
28.42,252.7039,92.5,26.77504
28.44,252.89156,95.2381,24.2829
28.46,253.07922,95.74468,18.92371
28.48,253.26688,95.98394,19.2864
28.5,253.45455,92.66055,11.31222
28.52,253.64221,93.65482,66.44306
28.54,253.82987,86.98225,91.79815
28.56,254.01753,83.38109,147.18101
28.58,254.20519,77.05628,141.84863
28.6,254.39286,83.57349,157.7955
28.62,254.58052,83.56941,193.28048
28.64,254.76818,83.38983,309.63202
28.66,254.95584,64.97326,189.93916
28.68,255.14351,46.66667,115.27378
28.7,255.33117,49.07063,85.43459
28.72,255.51883,74.16974,149.77974
28.74,255.70649,84.24242,127.8623
28.76,255.89416,90.07092,311.43552
28.78,256.08182,94.02985,213.69597
28.8,256.26948,96.55172,264.2282
28.82,256.45714,97.70992,208.96287
28.84,256.64481,90.96774,104.50327
28.86,256.83247,90.46053,128.12424
28.88,257.02013,85.76512,125.44803
28.9,257.20779,82,92.719
28.92,257.39545,62.22222,73.61698
28.94,257.58312,91.75627,64.87052
28.96,257.77078,87.95987,92.28551
28.98,257.95844,86.77249,48.802
29,258.1461,88.38951,29.55003
29.02,258.33377,86.34259,48.28763
29.04,258.52143,90.18405,34.74956
29.06,258.70909,93.14721,52.06565
29.08,258.89675,90.53803,25.99513
29.1,259.08442,94.5098,41.18993
29.12,259.27208,94.98861,47.0966
29.14,259.45974,95.7483,41.53532
29.16,259.6474,97.8389,112.61941
29.18,259.83506,93.6019,90.09251
29.2,260.02273,82.5784,70.29656
29.22,260.21039,58,51.82186
29.24,260.39805,54.91453,23.55145
29.26,260.58571,76.13636,170.82672
29.28,260.77338,80.91286,521.93476
29.3,260.96104,81.62291,343.3108
29.32,261.1487,84.29752,211.97452
29.34,261.33636,79.68254,93.77914
29.36,261.52403,70.56738,131.68724
29.38,261.71169,70.32374,58.67419
29.4,261.89935,73.23601,173.84218
29.42,262.08701,71.42857,195.14782
29.44,262.27468,65.04854,455.31347
29.46,262.46234,70.03891,854.87686
29.48,262.65,75.2988,1436.87269
29.5,262.93619,86.81055,2029.58135
29.52,263.22238,87.32394,1153.781
29.54,263.50857,82.16783,1469.96466
29.56,263.79476,85.88957,702.09949
29.58,264.08095,80.66826,767.9616
29.6,264.36714,78.90467,483.9004
29.62,264.65333,83.50168,154.05189
29.64,264.93952,87.00787,264.46281
29.66,265.22571,83.23232,263.91753
29.68,265.5119,85.4251,382.16561
29.7,265.7981,84.06375,276.38002
29.72,266.08429,84.77876,273.58222
29.74,266.37048,86.40777,204.74827
29.76,266.65667,80.16529,132.42082
29.78,266.94286,77.69424,203.35393
