# DESCRIPTION:
# Reference: Westerhold, T., Marwan, N., Drury, A. J., Liebrand, D., Agnini, C., Anagnostou, E., ... & Zachos, J. C. (2020). An astronomically dated record of Earth’s climate and its predictability over the last 66 million years. Science, 369(6509), 1383-1387, https://doi.org/10.1126/science.aba6853
#Data from: https://doi.org/10.1126/science.aba6853. Accessed 22 Nov 2022.
# Comment: Several variables from the original dataset are not included here.

age_tuned [Ma BP],d18O interp,d13C interp,d18O LOESS LongTerm,d13C LOESS LongTerm
1.034,4.412,-0.560,4.24634,-0.56745
1.036,4.560,-0.020,4.24511,-0.56533
1.038,4.713,-0.427,4.24387,-0.56326
1.040,4.705,-0.130,4.24263,-0.56125
1.042,4.477,-0.339,4.24139,-0.5593
1.044,4.651,-0.282,4.24016,-0.55741
1.046,4.595,-0.350,4.23892,-0.55559
1.048,4.566,-0.475,4.23768,-0.55384
1.050,4.630,-0.460,4.23645,-0.55217
1.052,4.579,-1.318,4.23521,-0.55056
1.054,4.543,-1.104,4.23398,-0.54904
1.056,4.523,-0.923,4.23274,-0.5476
1.058,4.335,-0.742,4.23151,-0.54624
1.060,4.146,-0.560,4.23027,-0.54497
1.062,3.958,-0.379,4.22903,-0.54379
1.064,4.051,-0.482,4.22781,-0.54267
1.066,3.900,-0.295,4.22659,-0.54157
1.068,3.790,-0.007,4.22539,-0.5405
1.070,3.534,0.006,4.2242,-0.53946
1.072,3.660,-0.260,4.22303,-0.53844
1.074,3.619,-0.012,4.22187,-0.53744
1.076,3.780,-0.044,4.22072,-0.53646
1.078,3.940,-0.210,4.21958,-0.53551
1.080,3.843,0.038,4.21845,-0.53458
1.082,4.028,0.029,4.21733,-0.53367
1.084,4.225,0.030,4.21623,-0.53278
1.086,4.138,-0.009,4.21513,-0.53191
1.088,4.215,-0.380,4.21404,-0.53106
1.090,4.336,-0.336,4.21296,-0.53022
1.092,4.200,-0.670,4.21189,-0.52941
1.094,4.153,-0.665,4.21082,-0.52861
1.096,4.275,-0.865,4.20977,-0.52782
1.098,4.380,-0.550,4.20872,-0.52706
1.100,4.720,-1.190,4.20767,-0.5263
1.102,4.490,-0.620,4.20664,-0.52556
1.104,4.211,-0.612,4.2056,-0.52484
1.106,4.373,-0.283,4.20458,-0.52412
1.108,4.135,-0.160,4.20355,-0.52342
1.110,4.322,-0.655,4.20254,-0.52273
1.112,3.954,-0.349,4.20152,-0.52205
1.114,4.225,-0.295,4.20051,-0.52139
1.116,3.988,-0.178,4.1995,-0.52073
1.118,4.206,-0.292,4.19849,-0.52008
1.120,4.200,-0.575,4.19749,-0.51943
1.122,4.562,-0.503,4.19648,-0.5188
1.124,4.840,-1.010,4.19548,-0.51817
1.126,4.744,-1.143,4.19448,-0.51755
1.128,4.598,-0.838,4.19348,-0.51693
1.130,4.357,-0.910,4.19247,-0.51632
1.132,4.588,-0.861,4.19147,-0.51572
1.134,4.656,-0.420,4.19046,-0.51511
1.136,4.583,-0.453,4.18946,-0.51451
1.138,4.270,-0.293,4.18845,-0.51391
1.140,4.220,-0.520,4.18744,-0.51332
1.142,4.255,-0.854,4.18642,-0.51272
1.144,4.289,-1.188,4.1854,-0.51212
1.146,4.235,-1.009,4.18438,-0.51153
1.148,4.180,-0.830,4.18335,-0.51093
1.150,4.175,-0.569,4.18232,-0.51033
1.152,4.171,-0.308,4.18128,-0.50973
1.154,4.030,-0.860,4.18023,-0.50912
1.156,3.770,-0.080,4.17918,-0.50851
1.158,3.990,-0.335,4.17813,-0.5079
1.160,3.730,0.070,4.17706,-0.50728
1.162,3.839,0.061,4.17599,-0.50665
1.164,3.720,0.210,4.17491,-0.50602
1.166,3.811,-0.003,4.17382,-0.50538
1.168,3.750,-0.234,4.17272,-0.50474
1.170,3.727,-0.155,4.17161,-0.50408
1.172,4.013,-0.276,4.17049,-0.50342
1.174,3.850,0.084,4.16936,-0.50274
1.176,3.894,0.044,4.16822,-0.50206
1.178,3.897,-0.076,4.16707,-0.50136
1.180,3.852,-0.157,4.1659,-0.50066
1.182,3.911,-0.169,4.16473,-0.49994
1.184,3.915,-0.063,4.16354,-0.4992
1.186,3.910,-0.150,4.16234,-0.49846
1.188,4.546,-0.611,4.16112,-0.4977
1.190,4.601,-0.441,4.15989,-0.49692
1.192,4.734,-0.698,4.15865,-0.49613
1.194,4.813,-0.855,4.15739,-0.49532
1.196,4.880,-0.790,4.15611,-0.49449
1.198,4.661,-0.840,4.15481,-0.49369
1.200,4.775,-0.802,4.15348,-0.49294
1.202,4.737,-0.870,4.15212,-0.49225
1.204,4.639,-0.959,4.15074,-0.49161
1.206,4.487,-0.527,4.14933,-0.49102
1.208,4.500,-0.570,4.14789,-0.49049
1.210,4.200,-0.700,4.14643,-0.49
1.212,4.295,-0.753,4.14494,-0.48956
1.214,3.470,-0.460,4.14343,-0.48917
1.216,4.265,-0.425,4.1419,-0.48881
1.218,4.283,-0.577,4.14035,-0.48851
1.220,3.983,-0.370,4.13878,-0.48824
1.222,4.027,-0.147,4.13719,-0.48801
1.224,3.820,-0.375,4.13558,-0.48781
1.226,3.887,-0.037,4.13396,-0.48765
1.228,3.980,-0.360,4.13233,-0.48753
1.230,3.857,0.097,4.13068,-0.48743
1.232,3.570,0.080,4.12901,-0.48737
1.234,3.615,-0.180,4.12734,-0.48733
1.236,3.705,-0.135,4.12565,-0.48732
1.238,3.470,-0.587,4.12395,-0.48734
1.240,3.795,-1.230,4.12225,-0.48738
1.242,3.790,-1.010,4.12053,-0.48744
1.244,3.750,-1.130,4.11882,-0.48751
1.246,4.420,-1.450,4.11709,-0.48761
1.248,4.595,-1.310,4.11536,-0.48772
1.250,4.770,-1.170,4.11363,-0.48785
1.252,4.745,-1.345,4.11189,-0.48799
1.254,4.720,-1.520,4.11016,-0.48814
1.256,4.970,-1.080,4.10842,-0.4883
1.258,4.380,-1.720,4.10668,-0.48847
1.260,4.390,-0.970,4.10495,-0.48864
1.262,4.230,-1.193,4.10322,-0.48882
1.264,4.197,-0.834,4.10149,-0.489
1.266,4.165,-0.475,4.09977,-0.48918
1.268,4.180,-0.512,4.09805,-0.48935
1.270,4.195,-0.550,4.09634,-0.48953
1.272,4.060,-0.560,4.09464,-0.4897
1.274,4.050,-0.265,4.09295,-0.48987
1.276,4.040,0.030,4.09127,-0.49002
1.278,3.910,-0.083,4.0896,-0.49017
1.280,3.785,-0.085,4.08794,-0.49031
1.282,3.843,-0.020,4.0863,-0.49043
1.284,3.907,-0.110,4.08467,-0.49054
1.286,4.190,-0.700,4.08306,-0.49063
1.288,4.145,-0.190,4.08146,-0.4907
1.290,4.145,-0.405,4.07988,-0.49075
1.292,4.390,-0.920,4.07832,-0.49079
1.294,4.310,-0.915,4.07678,-0.49079
1.296,4.355,-0.853,4.07526,-0.49078
1.298,4.400,-0.790,4.07376,-0.49073
1.300,3.940,-1.090,4.07229,-0.49066
1.302,4.330,-1.070,4.07084,-0.49055
1.304,4.270,-0.805,4.06941,-0.49042
1.306,4.295,-0.635,4.06802,-0.49025
1.308,4.145,-0.601,4.06664,-0.49004
1.310,3.995,-0.568,4.0653,-0.4898
1.312,3.963,-0.253,4.06399,-0.48952
1.314,4.000,-0.535,4.06271,-0.4892
1.316,3.903,-0.343,4.06145,-0.48883
1.318,3.987,-0.290,4.06024,-0.48843
1.320,4.203,-0.468,4.05905,-0.48797
1.322,4.243,-0.477,4.0579,-0.48747
1.324,4.370,-0.505,4.05678,-0.48692
1.326,4.335,-0.470,4.05571,-0.48632
1.328,4.420,-0.930,4.05467,-0.48566
1.330,4.770,-0.700,4.05364,-0.48495
1.332,4.070,-1.120,4.05259,-0.48417
1.334,4.395,-1.180,4.05153,-0.48333
1.336,4.283,-1.200,4.05045,-0.48243
1.338,4.170,-1.220,4.04936,-0.48147
1.340,4.115,-0.860,4.04825,-0.48046
1.342,4.060,-0.500,4.04713,-0.47939
1.344,3.925,-0.440,4.046,-0.47827
1.346,4.040,-0.380,4.04485,-0.4771
1.348,4.155,-0.150,4.0437,-0.47588
1.350,3.600,-0.290,4.04253,-0.47462
1.352,4.080,-0.095,4.04135,-0.47331
1.354,3.730,-0.190,4.04016,-0.47196
1.356,3.515,0.014,4.03897,-0.47057
1.358,3.230,-0.530,4.03776,-0.46915
1.360,3.370,-0.185,4.03655,-0.46768
1.362,3.860,-0.240,4.03533,-0.46619
1.364,3.610,0.060,4.03411,-0.46466
1.366,3.840,-0.220,4.03288,-0.4631
1.368,4.047,-0.327,4.03165,-0.46151
1.370,4.082,-0.348,4.03041,-0.4599
1.372,4.117,-0.370,4.02917,-0.45826
1.374,4.240,-0.540,4.02793,-0.4566
1.376,4.220,-0.340,4.02668,-0.45492
1.378,4.410,-0.555,4.02544,-0.45323
1.380,4.540,-0.490,4.02419,-0.45151
1.382,4.355,-0.850,4.02295,-0.44979
1.384,4.467,-0.567,4.0217,-0.44805
1.386,4.310,-0.230,4.02046,-0.4463
1.388,4.190,-0.360,4.01922,-0.44454
1.390,4.055,-0.355,4.01798,-0.44278
1.392,3.500,-0.270,4.01675,-0.44101
1.394,3.960,-0.007,4.01552,-0.43925
1.396,3.830,0.020,4.01429,-0.43748
1.398,3.885,0.090,4.01308,-0.43571
1.400,3.725,0.035,4.01186,-0.43395
1.402,3.645,-0.035,4.01066,-0.43219
1.404,3.660,-0.152,4.00946,-0.43044
1.406,4.040,-0.130,4.00828,-0.4287
1.408,4.110,-0.230,4.0071,-0.42697
1.410,4.460,-0.205,4.00593,-0.42526
1.412,4.335,-0.870,4.00477,-0.42356
1.414,4.465,-0.760,4.00362,-0.42189
1.416,4.403,-0.603,4.00249,-0.42023
1.418,4.205,-1.250,4.00137,-0.41859
1.420,4.225,-0.832,4.00026,-0.41698
1.422,4.245,-0.415,3.99917,-0.41539
1.424,3.953,-0.800,3.99809,-0.41383
1.426,3.720,-0.810,3.99702,-0.4123
1.428,4.015,-0.625,3.99598,-0.4108
1.430,3.660,-0.040,3.99495,-0.40934
1.432,3.690,-0.510,3.99393,-0.40791
1.434,3.600,0.070,3.99294,-0.40652
1.436,2.990,-0.220,3.99196,-0.40517
1.438,3.200,-0.395,3.99101,-0.40386
1.440,3.610,-0.030,3.99007,-0.4026
1.442,3.185,-0.460,3.98916,-0.40138
1.444,3.400,-0.150,3.98826,-0.40021
1.446,3.450,-0.960,3.98739,-0.39909
1.448,3.370,-0.150,3.98655,-0.39802
1.450,3.520,-1.070,3.98572,-0.397
1.452,4.140,-1.330,3.98492,-0.39604
1.454,4.465,-1.060,3.98415,-0.39514
1.456,4.532,-0.680,3.9834,-0.3943
1.458,4.600,-0.300,3.98268,-0.39352
1.460,4.600,-1.170,3.98199,-0.39281
1.462,4.480,-0.630,3.98132,-0.39216
1.464,4.400,-0.730,3.98068,-0.39152
1.466,4.040,0.010,3.98006,-0.39086
1.468,4.270,-0.490,3.97945,-0.39017
1.470,3.635,-0.110,3.97887,-0.38944
1.472,4.220,-0.530,3.97831,-0.38869
1.474,3.930,0.010,3.97776,-0.38792
1.476,3.850,-0.015,3.97723,-0.38711
1.478,3.770,-0.040,3.97672,-0.38629
1.480,3.715,-0.020,3.97622,-0.38544
1.482,3.660,0.000,3.97575,-0.38457
1.484,3.570,0.100,3.97528,-0.38368
1.486,3.220,-0.280,3.97484,-0.38277
1.488,3.460,-0.020,3.97441,-0.38185
1.490,3.365,-0.105,3.97399,-0.3809
1.492,3.270,-0.190,3.97359,-0.37995
1.494,3.440,-0.260,3.97321,-0.37897
1.496,3.610,-0.330,3.97284,-0.37799
1.498,3.594,-0.358,3.97248,-0.37699
1.500,3.578,-0.386,3.97214,-0.37599
1.502,3.562,-0.414,3.97181,-0.37497
1.504,3.546,-0.442,3.97149,-0.37395
1.506,3.530,-0.470,3.97118,-0.37292
1.508,3.680,-0.305,3.97089,-0.37189
1.510,3.830,-0.140,3.97061,-0.37085
1.512,3.980,0.025,3.97033,-0.36981
1.514,4.130,0.190,3.97007,-0.36877
1.516,4.033,0.053,3.96982,-0.36772
1.518,3.937,-0.083,3.96958,-0.36668
1.520,3.820,-0.203,3.96935,-0.36564
1.522,4.055,-0.115,3.96913,-0.36461
1.524,3.690,0.000,3.96892,-0.36358
1.526,3.920,-0.140,3.96872,-0.36256
1.528,4.020,-0.470,3.96852,-0.36154
1.530,4.563,-0.423,3.96834,-0.36053
1.532,4.130,-1.010,3.96816,-0.35953
1.534,4.405,-0.605,3.96799,-0.35854
1.536,4.010,-0.835,3.96782,-0.35757
1.538,4.170,-1.078,3.96766,-0.35661
1.540,4.330,-1.320,3.96751,-0.35566
1.542,4.270,-0.100,3.96736,-0.35473
1.544,3.863,-0.487,3.96722,-0.35382
1.546,3.962,-0.313,3.96708,-0.35292
1.548,4.060,-0.140,3.96695,-0.35205
1.550,3.910,-0.340,3.96682,-0.35119
1.552,4.080,-0.575,3.9667,-0.35036
1.554,4.250,-0.810,3.96658,-0.34955
1.556,4.140,-1.180,3.96646,-0.34877
1.558,4.145,-0.735,3.96634,-0.34801
1.560,4.150,-0.290,3.96623,-0.34728
1.562,3.570,0.110,3.96612,-0.34658
1.564,3.865,0.200,3.96601,-0.34591
1.566,3.830,-0.160,3.9659,-0.34527
1.568,3.750,0.175,3.9658,-0.34466
1.570,3.880,-0.110,3.96569,-0.34408
1.572,4.340,0.020,3.96558,-0.34354
1.574,4.370,0.035,3.96548,-0.34304
1.576,4.320,-0.930,3.96537,-0.34257
1.578,4.410,-0.040,3.96526,-0.34214
1.580,4.343,-0.118,3.96515,-0.34175
1.582,4.277,-0.197,3.96504,-0.34141
1.584,4.210,-0.275,3.96493,-0.3411
1.586,3.995,-0.335,3.96481,-0.34084
1.588,4.006,-0.332,3.96469,-0.34062
1.590,4.017,-0.328,3.96457,-0.34045
1.592,4.028,-0.325,3.96445,-0.34033
1.594,4.038,-0.322,3.96432,-0.34025
1.596,4.049,-0.318,3.96421,-0.34023
1.598,4.060,-0.315,3.96416,-0.34028
1.600,4.120,-0.230,3.96417,-0.3404
1.602,3.940,-0.165,3.96422,-0.34057
1.604,4.050,0.360,3.96432,-0.34081
1.606,3.670,-0.095,3.96447,-0.34111
1.608,3.700,0.250,3.96467,-0.34146
1.610,3.885,-0.150,3.96491,-0.34187
1.612,3.650,-0.020,3.96519,-0.34233
1.614,3.980,-0.205,3.96551,-0.34284
1.616,3.800,0.025,3.96588,-0.34341
1.618,4.120,-0.530,3.96628,-0.34402
1.620,3.975,-0.500,3.96672,-0.34468
1.622,4.060,0.120,3.96719,-0.34538
1.624,3.850,-0.000,3.9677,-0.34613
1.626,3.880,-0.055,3.96824,-0.34692
1.628,3.963,-0.563,3.96881,-0.34775
1.630,4.183,-0.080,3.96941,-0.34861
1.632,4.080,-0.820,3.97003,-0.34952
1.634,4.195,-0.580,3.97068,-0.35045
1.636,3.560,0.115,3.97136,-0.35142
1.638,3.813,-0.010,3.97206,-0.35242
1.640,3.670,-0.127,3.97278,-0.35345
1.642,3.645,0.083,3.97352,-0.35451
1.644,3.650,-0.040,3.97427,-0.35559
1.646,4.070,-0.425,3.97505,-0.3567
1.648,3.810,-0.087,3.97584,-0.35782
1.650,4.400,-0.020,3.97664,-0.35897
1.652,4.630,-0.740,3.97745,-0.36014
1.654,4.370,-0.055,3.97828,-0.36132
1.656,4.580,-0.840,3.97911,-0.36252
1.658,4.057,-0.460,3.97995,-0.36373
1.660,4.200,-0.270,3.98079,-0.36495
1.662,4.520,-0.770,3.98164,-0.36618
1.664,4.380,-0.423,3.9825,-0.36743
1.666,4.287,-0.352,3.98335,-0.36867
1.668,4.193,-0.280,3.9842,-0.36992
1.670,4.460,-0.270,3.98505,-0.37118
1.672,4.590,-0.670,3.9859,-0.37243
1.674,4.113,-0.147,3.98674,-0.37368
1.676,4.340,-0.240,3.98757,-0.37493
1.678,4.037,0.030,3.9884,-0.37618
1.680,3.990,-0.010,3.98921,-0.37742
1.682,3.912,-0.063,3.99002,-0.37865
1.684,3.833,-0.117,3.99081,-0.37987
1.686,3.755,-0.170,3.99159,-0.38108
1.688,3.910,-0.620,3.99235,-0.38228
1.690,3.855,-0.378,3.99309,-0.38346
1.692,3.800,-0.135,3.99381,-0.38463
1.694,3.807,-0.403,3.99452,-0.38578
1.696,4.060,-0.910,3.9952,-0.3869
1.698,3.490,-0.080,3.99585,-0.38801
1.700,4.040,-1.070,3.99648,-0.38909
1.702,4.020,-1.020,3.99709,-0.39015
1.704,4.400,-0.360,3.99766,-0.39117
1.706,4.630,-1.230,3.99821,-0.39217
1.708,4.395,-0.873,3.99872,-0.39314
1.710,4.160,-0.515,3.9992,-0.39408
1.712,4.060,-0.140,3.99965,-0.39498
1.714,3.847,-0.543,4.00006,-0.39584
1.716,3.857,-0.470,4.00043,-0.39667
1.718,3.636,-0.505,4.00076,-0.39745
1.720,3.415,-0.540,4.00105,-0.3982
1.722,3.820,-0.400,4.0013,-0.3989
1.724,4.030,-0.490,4.0015,-0.39956
1.726,4.130,-0.240,4.00166,-0.40017
1.728,4.000,-0.600,4.00177,-0.40073
1.730,3.870,-0.960,4.00186,-0.40129
1.732,3.930,-0.120,4.00195,-0.40187
1.734,3.905,-0.125,4.00205,-0.40248
1.736,3.645,-0.500,4.00214,-0.40312
1.738,4.132,-0.345,4.00224,-0.40378
1.740,4.620,-0.190,4.00235,-0.40447
1.742,4.490,-0.590,4.00245,-0.40519
1.744,4.250,-0.850,4.00255,-0.40593
1.746,4.050,-0.340,4.00266,-0.40669
1.748,4.570,-0.275,4.00277,-0.40748
1.750,4.125,-0.372,4.00288,-0.40829
1.752,3.680,-0.470,4.00299,-0.40912
1.754,4.275,-0.990,4.0031,-0.40997
1.756,3.770,-0.400,4.00321,-0.41084
1.758,3.478,-0.260,4.00332,-0.41173
1.760,3.185,-0.120,4.00343,-0.41263
1.762,3.277,-0.405,4.00355,-0.41355
1.764,3.370,-0.690,4.00366,-0.41449
1.766,3.620,-0.170,4.00377,-0.41544
1.768,3.430,0.020,4.00387,-0.41641
1.770,3.660,-0.420,4.00398,-0.41739
1.772,3.635,-0.270,4.00409,-0.41838
1.774,3.610,-0.120,4.00419,-0.41939
1.776,3.650,-0.400,4.00429,-0.4204
1.778,3.565,-0.465,4.00439,-0.42143
1.780,3.480,-0.530,4.00449,-0.42246
1.782,3.780,-0.670,4.00459,-0.4235
1.784,4.080,-0.810,4.00468,-0.42455
1.786,4.095,-0.735,4.00477,-0.42561
1.788,4.110,-0.660,4.00485,-0.42667
1.790,4.370,-1.070,4.00494,-0.42773
1.792,4.630,-1.480,4.00501,-0.4288
1.794,4.660,-0.390,4.00509,-0.42988
1.796,4.015,-0.430,4.00516,-0.43095
1.798,4.310,-0.860,4.00523,-0.43203
1.800,4.055,-0.645,4.00529,-0.43311
1.802,3.840,-1.290,4.00534,-0.43418
1.804,3.982,-1.110,4.00539,-0.43526
1.806,4.125,-0.930,4.00544,-0.43633
1.808,3.940,-0.140,4.00548,-0.4374
1.810,4.020,-0.310,4.00552,-0.43847
1.812,3.750,-0.040,4.00554,-0.43953
1.814,3.740,-0.780,4.00557,-0.44059
1.816,3.750,-0.185,4.00558,-0.44164
1.818,3.880,-1.630,4.00559,-0.44269
1.820,3.990,-0.770,4.00559,-0.44372
1.822,3.905,-0.720,4.00559,-0.44475
1.824,3.820,-0.670,4.00558,-0.44577
1.826,3.940,-0.130,4.00556,-0.44677
1.828,3.750,-0.450,4.00553,-0.44777
1.830,4.970,0.260,4.00549,-0.44875
1.832,3.867,-0.557,4.00545,-0.44972
1.834,3.907,-0.575,4.0054,-0.45068
1.836,3.947,-0.593,4.00533,-0.45162
1.838,4.570,-0.320,4.00526,-0.45255
1.840,4.350,-0.460,4.00518,-0.45346
1.842,4.720,-0.480,4.00509,-0.45435
1.844,4.373,-0.553,4.005,-0.45522
1.846,4.245,-1.040,4.00489,-0.45608
1.848,4.140,-0.320,4.00477,-0.45691
1.850,4.075,-0.220,4.00464,-0.45772
1.852,3.940,-0.227,4.0045,-0.45852
1.854,4.160,-0.080,4.00435,-0.45929
1.856,3.785,-0.400,4.00419,-0.46003
1.858,3.955,-0.295,4.00401,-0.46076
1.860,4.067,-0.293,4.00383,-0.46145
1.862,4.240,-0.160,4.00364,-0.46213
1.864,4.390,-0.180,4.00345,-0.46279
1.866,3.920,-0.290,4.00326,-0.46344
1.868,4.010,-0.070,4.00307,-0.46408
1.870,3.870,0.020,4.00288,-0.4647
1.872,4.090,0.110,4.00269,-0.46532
1.874,3.953,-0.033,4.0025,-0.46591
1.876,3.947,0.003,4.00231,-0.4665
1.878,3.940,0.040,4.00212,-0.46708
1.880,3.735,-0.040,4.00192,-0.46764
1.882,3.925,0.000,4.00173,-0.4682
1.884,3.770,-0.685,4.00153,-0.46874
1.886,3.720,-1.270,4.00133,-0.46928
1.888,3.850,0.020,4.00113,-0.4698
1.890,3.640,-0.435,4.00093,-0.47032
1.892,3.755,-0.405,4.00073,-0.47083
1.894,3.615,-0.395,4.00052,-0.47133
1.896,3.865,-0.230,4.00031,-0.47182
1.898,3.903,-0.517,4.0001,-0.47231
1.900,4.100,-0.740,3.99989,-0.47279
1.902,4.150,-0.555,3.99967,-0.47326
1.904,4.200,-0.370,3.99945,-0.47373
1.906,4.460,-0.815,3.99922,-0.47419
1.908,4.570,-0.560,3.999,-0.47465
1.910,4.320,-0.670,3.99876,-0.4751
1.912,4.220,-0.670,3.99853,-0.47554
1.914,4.160,-0.965,3.99829,-0.47599
1.916,4.173,-0.758,3.99804,-0.47643
1.918,4.185,-0.550,3.99779,-0.47686
1.920,4.410,-0.230,3.99754,-0.4773
1.922,3.880,-0.685,3.99728,-0.47773
1.924,4.007,-0.442,3.99701,-0.47816
1.926,4.135,-0.200,3.99674,-0.47859
1.928,4.060,-0.400,3.99647,-0.47901
1.930,3.820,-0.330,3.99619,-0.47944
1.932,3.800,-0.100,3.9959,-0.47987
1.934,3.760,-1.010,3.99561,-0.48029
1.936,3.700,-0.100,3.99531,-0.48072
1.938,3.745,-1.065,3.995,-0.48115
1.940,4.040,-1.465,3.99469,-0.48158
1.942,3.720,-0.240,3.99437,-0.48201
1.944,3.852,-0.618,3.99404,-0.48244
1.946,3.985,-0.995,3.99371,-0.48287
1.948,4.160,-0.300,3.99337,-0.48331
1.950,4.450,-0.950,3.99302,-0.48376
1.952,4.507,-0.410,3.99266,-0.4842
1.954,4.010,-1.540,3.99229,-0.48465
1.956,4.050,-0.490,3.99192,-0.48511
1.958,3.933,-0.760,3.99154,-0.48556
1.960,3.977,-0.673,3.99115,-0.48603
1.962,4.095,-0.800,3.99075,-0.4865
1.964,3.940,-0.120,3.99034,-0.48698
1.966,3.930,-0.100,3.98993,-0.48746
1.968,3.895,0.130,3.9895,-0.48795
1.970,3.740,0.090,3.98906,-0.48845
1.972,3.550,-0.200,3.98862,-0.48896
1.974,3.570,-0.537,3.98816,-0.48947
1.976,3.570,-0.200,3.9877,-0.48999
1.978,3.690,-1.260,3.98722,-0.49052
1.980,3.801,-1.257,3.98674,-0.49107
1.982,3.913,-1.255,3.98624,-0.49162
1.984,4.024,-1.252,3.98573,-0.49218
1.986,4.135,-1.250,3.98521,-0.49275
1.988,4.910,-1.260,3.98468,-0.49333
1.990,4.200,-0.270,3.98414,-0.49393
1.992,4.220,-0.840,3.98359,-0.49454
1.994,4.400,-0.380,3.98303,-0.49515
1.996,3.890,-0.210,3.98244,-0.49578
1.998,4.270,-0.250,3.98183,-0.49642
2.000,3.970,-0.180,3.98118,-0.49706
2.002,4.250,-0.220,3.98051,-0.49771
2.004,4.020,-0.240,3.97981,-0.49836
2.006,3.880,-0.170,3.97908,-0.49902
2.008,3.915,-0.345,3.97833,-0.49968
2.010,3.800,-1.090,3.97755,-0.50035
2.012,4.105,-0.085,3.97674,-0.50103
2.014,4.080,-1.270,3.97592,-0.5017
2.016,3.643,-0.117,3.97507,-0.50238
2.018,3.700,-0.020,3.9742,-0.50307
2.020,3.680,0.040,3.97331,-0.50376
2.022,3.540,0.090,3.9724,-0.50445
2.024,3.430,-0.380,3.97147,-0.50515
2.026,3.640,0.045,3.97052,-0.50584
2.028,3.587,-0.500,3.96956,-0.50654
2.030,3.825,-0.115,3.96858,-0.50724
2.032,3.715,0.050,3.96758,-0.50795
2.034,4.040,0.060,3.96657,-0.50865
2.036,4.040,0.115,3.96555,-0.50936
2.038,4.073,-0.003,3.96451,-0.51006
2.040,4.170,-0.010,3.96346,-0.51077
2.042,4.043,-0.027,3.9624,-0.51148
2.044,3.690,0.060,3.96133,-0.51218
2.046,3.675,-0.278,3.96025,-0.51289
2.048,3.660,-0.615,3.95916,-0.51359
2.050,3.835,-0.470,3.95806,-0.5143
2.052,3.760,0.120,3.95696,-0.515
2.054,3.650,-0.030,3.95585,-0.51571
2.056,3.555,-0.350,3.95474,-0.51641
2.058,3.810,-0.140,3.95362,-0.5171
2.060,3.927,-0.537,3.9525,-0.5178
2.062,4.370,-1.200,3.95137,-0.51849
2.064,4.070,-0.480,3.95025,-0.51918
2.066,4.430,-0.477,3.94912,-0.51987
2.068,4.490,-0.570,3.94799,-0.52055
2.070,4.495,-1.060,3.94687,-0.52123
2.072,4.630,-0.895,3.94574,-0.52191
2.074,4.405,-0.635,3.94462,-0.52258
2.076,4.390,-1.220,3.9435,-0.52325
2.078,4.200,-0.490,3.94239,-0.52391
2.080,4.445,-0.625,3.94128,-0.52456
2.082,4.200,-0.810,3.94018,-0.52521
2.084,4.300,-0.550,3.93909,-0.52586
2.086,4.130,-0.967,3.938,-0.5265
2.088,4.330,-0.910,3.93692,-0.52713
2.090,3.690,-0.210,3.93586,-0.52776
2.092,3.760,-0.140,3.9348,-0.52837
2.094,3.917,-0.477,3.93375,-0.52898
2.096,3.775,-0.110,3.93272,-0.52959
2.098,3.680,-0.545,3.9317,-0.53018
2.100,3.370,-0.190,3.93069,-0.53077
2.102,3.550,-0.250,3.9297,-0.53135
2.104,3.638,-0.417,3.92872,-0.53192
2.106,3.725,-0.585,3.92776,-0.53248
2.108,4.040,-0.390,3.92682,-0.53303
2.110,3.835,-0.255,3.9259,-0.53358
2.112,3.852,-0.488,3.92499,-0.53411
2.114,3.870,-0.720,3.92411,-0.53463
2.116,3.795,-0.095,3.92324,-0.53514
2.118,3.663,-0.337,3.9224,-0.53564
2.120,3.762,-0.373,3.92158,-0.53613
2.122,3.860,-0.410,3.92078,-0.53661
2.124,3.825,-0.895,3.92001,-0.53708
2.126,3.880,-0.890,3.91927,-0.53753
2.128,4.120,-0.190,3.91852,-0.53799
2.130,4.123,-0.280,3.91776,-0.53847
2.132,3.913,-0.510,3.91698,-0.53897
2.134,3.703,-0.500,3.91618,-0.53948
2.136,3.450,-0.480,3.91536,-0.54002
2.138,3.310,-0.160,3.91453,-0.54057
2.140,3.023,-0.353,3.91368,-0.54114
2.142,3.570,-0.170,3.91282,-0.54172
2.144,3.770,-0.313,3.91194,-0.54231
2.146,3.980,-1.210,3.91105,-0.54293
2.148,4.110,-0.800,3.91014,-0.54355
2.150,4.510,-0.580,3.90922,-0.54419
2.152,4.760,-1.370,3.90829,-0.54484
2.154,4.570,-0.965,3.90735,-0.5455
2.156,4.597,-1.007,3.9064,-0.54617
2.158,4.560,-1.620,3.90543,-0.54685
2.160,4.423,-0.932,3.90446,-0.54754
2.162,4.387,-0.473,3.90348,-0.54824
2.164,4.500,-1.620,3.90249,-0.54895
2.166,4.285,-0.535,3.90149,-0.54966
2.168,4.205,-0.475,3.90049,-0.55038
2.170,4.220,-0.230,3.89947,-0.55111
2.172,4.020,-0.730,3.89846,-0.55184
2.174,4.085,-0.750,3.89744,-0.55258
2.176,4.000,-0.120,3.89641,-0.55332
2.178,3.730,-0.650,3.89538,-0.55406
2.180,3.790,-0.095,3.89435,-0.5548
2.182,3.743,-0.275,3.89331,-0.55555
