# DESCRIPTION:
# Reference: Westerhold, T., Marwan, N., Drury, A. J., Liebrand, D., Agnini, C., Anagnostou, E., ... & Zachos, J. C. (2020). An astronomically dated record of Earth’s climate and its predictability over the last 66 million years. Science, 369(6509), 1383-1387, https://doi.org/10.1126/science.aba6853
#Data from: https://doi.org/10.1126/science.aba6853. Accessed 22 Nov 2022.
# Comment: Several variables from the original dataset are not included here.

age_tuned [Ma BP],d18O interp,d13C interp,d18O LOESS LongTerm,d13C LOESS LongTerm
44.515,0.767,0.567,0.728,0.49526
44.520,0.835,0.629,0.72843,0.49614
44.525,0.704,0.492,0.72887,0.49716
44.530,0.572,0.355,0.7293,0.4983
44.535,0.689,0.456,0.72974,0.49954
44.540,0.807,0.558,0.73017,0.50086
44.545,0.688,0.585,0.73059,0.50225
44.550,0.570,0.612,0.731,0.50369
44.555,0.752,0.467,0.7314,0.50517
44.560,0.935,0.322,0.73179,0.50666
44.565,0.890,0.414,0.73216,0.50816
44.570,0.845,0.505,0.73252,0.50964
44.575,0.800,0.597,0.73286,0.51108
44.580,0.772,0.536,0.73318,0.51248
44.585,0.744,0.474,0.73347,0.51382
44.590,0.791,0.511,0.73374,0.51507
44.595,0.794,0.543,0.73398,0.51623
44.600,0.796,0.576,0.73419,0.51727
44.605,0.799,0.608,0.73437,0.51818
44.610,0.762,0.524,0.73452,0.51894
44.615,0.724,0.440,0.73464,0.51954
44.620,0.831,0.514,0.73471,0.51996
44.625,0.938,0.588,0.73475,0.52018
44.630,0.991,0.660,0.73475,0.52033
44.635,0.787,0.537,0.73469,0.52054
44.640,0.792,0.569,0.73459,0.5208
44.645,0.797,0.600,0.73445,0.52111
44.650,0.703,0.597,0.73428,0.52145
44.655,0.609,0.593,0.73406,0.52183
44.660,0.693,0.576,0.7338,0.52224
44.665,0.777,0.558,0.73352,0.52267
44.670,0.700,0.508,0.7332,0.52312
44.675,0.623,0.458,0.73286,0.52357
44.680,0.687,0.508,0.73248,0.52403
44.685,0.751,0.558,0.73208,0.52448
44.690,0.731,0.571,0.73167,0.52492
44.695,0.712,0.583,0.73123,0.52535
44.700,0.630,0.508,0.73077,0.52575
44.705,0.547,0.434,0.73029,0.52613
44.710,0.646,0.518,0.72981,0.52647
44.715,0.746,0.603,0.72931,0.52677
44.720,0.706,0.596,0.7288,0.52702
44.725,0.666,0.590,0.72829,0.52722
44.730,0.759,0.606,0.72777,0.52736
44.735,0.852,0.622,0.72725,0.52743
44.740,0.754,0.550,0.72673,0.52743
44.745,0.656,0.478,0.72621,0.52735
44.750,0.655,0.476,0.7257,0.52719
44.755,0.655,0.474,0.72519,0.52694
44.760,0.688,0.510,0.72461,0.52651
44.765,0.721,0.545,0.72389,0.52586
44.770,0.754,0.581,0.72305,0.525
44.775,0.752,0.592,0.72208,0.52394
44.780,0.748,0.554,0.72101,0.52271
44.785,0.580,0.524,0.71984,0.52133
44.790,0.675,0.458,0.71859,0.51981
44.795,0.588,0.427,0.71726,0.51817
44.800,0.627,0.425,0.71587,0.51643
44.805,0.667,0.423,0.71442,0.51461
44.810,0.673,0.407,0.71294,0.51273
44.815,0.702,0.405,0.71142,0.5108
44.820,0.679,0.409,0.70988,0.50885
44.825,0.656,0.412,0.70834,0.50689
44.830,0.721,0.471,0.70679,0.50494
44.835,0.684,0.459,0.70526,0.50302
44.840,0.590,0.546,0.70375,0.50114
44.845,0.496,0.632,0.70228,0.49934
44.850,0.705,0.468,0.70085,0.49761
44.855,0.698,0.512,0.69947,0.49599
44.860,0.692,0.556,0.69817,0.49449
44.865,0.685,0.600,0.69694,0.49313
44.870,0.725,0.602,0.6958,0.49193
44.875,0.764,0.603,0.69477,0.49091
44.880,0.704,0.570,0.69384,0.49008
44.885,0.645,0.538,0.69303,0.48946
44.890,0.585,0.505,0.69226,0.48889
44.895,0.631,0.479,0.69145,0.4882
44.900,0.678,0.452,0.69059,0.48739
44.905,0.708,0.477,0.68969,0.48648
44.910,0.737,0.502,0.68875,0.48548
44.915,0.767,0.527,0.68779,0.4844
44.920,0.706,0.529,0.6868,0.48326
44.925,0.645,0.532,0.68579,0.48206
44.930,0.584,0.534,0.68476,0.48081
44.935,0.799,0.490,0.68371,0.47954
44.940,1.015,0.446,0.68266,0.47824
44.945,0.920,0.436,0.68161,0.47693
44.950,0.825,0.426,0.68055,0.47562
44.955,0.730,0.416,0.67951,0.47433
44.960,0.732,0.471,0.67847,0.47306
44.965,0.734,0.525,0.67744,0.47183
44.970,0.736,0.580,0.67644,0.47065
44.975,0.685,0.593,0.67545,0.46953
44.980,0.633,0.607,0.6745,0.46847
44.985,0.746,0.596,0.67357,0.4675
44.990,0.859,0.585,0.67269,0.46663
44.995,0.550,0.416,0.67184,0.46586
45.000,0.645,0.451,0.67104,0.46521
45.005,0.739,0.486,0.67029,0.46468
45.010,0.708,0.485,0.66959,0.4643
45.015,0.678,0.483,0.66896,0.46407
45.020,0.647,0.482,0.66839,0.46393
45.025,0.673,0.473,0.66792,0.46381
45.030,0.699,0.464,0.66752,0.46373
45.035,0.725,0.455,0.6672,0.46366
45.040,0.708,0.447,0.66694,0.46363
45.045,0.691,0.439,0.66674,0.46361
45.050,0.674,0.431,0.6666,0.46362
45.055,0.707,0.464,0.66649,0.46365
45.060,0.577,0.200,0.66642,0.4637
45.065,0.608,0.308,0.66638,0.46377
45.070,0.639,0.416,0.66637,0.46386
45.075,0.684,0.454,0.66636,0.46397
45.080,0.721,0.394,0.66637,0.4641
45.085,0.590,0.318,0.66638,0.46425
45.090,0.716,0.371,0.66638,0.46442
45.095,0.668,0.430,0.66637,0.4646
45.100,0.649,0.530,0.66633,0.46479
45.105,0.660,0.421,0.66627,0.46501
45.110,0.628,0.444,0.66618,0.46523
45.115,0.648,0.381,0.66604,0.46547
45.120,0.622,0.368,0.66586,0.46572
45.125,0.595,0.355,0.66562,0.46599
45.130,0.575,0.320,0.66531,0.46627
45.135,0.681,0.475,0.66494,0.46656
45.140,0.640,0.412,0.66448,0.46685
45.145,0.598,0.350,0.66395,0.46716
45.150,0.569,0.383,0.66338,0.46751
45.155,0.541,0.417,0.66286,0.46792
45.160,0.573,0.411,0.66236,0.4684
45.165,0.605,0.406,0.66189,0.46893
45.170,0.270,0.198,0.66144,0.46952
45.175,0.441,0.308,0.66102,0.47016
45.180,0.611,0.419,0.66061,0.47085
45.185,0.655,0.457,0.66021,0.47158
45.190,0.700,0.495,0.65982,0.47235
45.195,0.678,0.479,0.65944,0.47315
45.200,0.657,0.463,0.65906,0.47399
45.205,0.643,0.434,0.65868,0.47485
45.210,0.672,0.473,0.6583,0.47573
45.215,0.702,0.512,0.6579,0.47663
45.220,0.697,0.535,0.65749,0.47755
45.225,0.692,0.558,0.65707,0.47848
45.230,0.700,0.506,0.65662,0.47941
45.235,0.709,0.454,0.65616,0.48035
45.240,0.536,0.305,0.65566,0.48128
45.245,0.551,0.411,0.65514,0.48221
45.250,0.566,0.517,0.65458,0.48314
45.255,0.621,0.540,0.65398,0.48404
45.260,0.677,0.563,0.65334,0.48493
45.265,0.616,0.525,0.65266,0.4858
45.270,0.555,0.486,0.65192,0.48665
45.275,0.659,0.532,0.65114,0.48746
45.280,0.662,0.623,0.6503,0.48833
45.285,0.748,0.610,0.64943,0.48935
45.290,0.760,0.589,0.64853,0.49049
45.295,0.689,0.610,0.6476,0.49176
45.300,0.650,0.550,0.64664,0.49313
45.305,0.662,0.520,0.64566,0.4946
45.310,0.673,0.490,0.64466,0.49615
45.315,0.556,0.489,0.64363,0.49777
45.320,0.642,0.553,0.64259,0.49946
45.325,0.729,0.618,0.64153,0.5012
45.330,0.716,0.618,0.64047,0.50298
45.335,0.704,0.619,0.6394,0.50478
45.340,0.741,0.590,0.63832,0.50661
45.345,0.778,0.560,0.63723,0.50843
45.350,0.702,0.496,0.63615,0.51025
45.355,0.627,0.432,0.63507,0.51206
45.360,0.537,0.463,0.634,0.51383
45.365,0.588,0.549,0.63293,0.51556
45.370,0.639,0.636,0.63188,0.51725
45.375,0.746,0.639,0.63083,0.51886
45.380,0.853,0.642,0.62981,0.52041
45.385,0.748,0.617,0.6288,0.52187
45.390,0.642,0.592,0.62782,0.52323
45.395,0.515,0.532,0.62686,0.52448
45.400,0.611,0.543,0.62593,0.52561
45.405,0.707,0.555,0.62501,0.52679
45.410,0.716,0.564,0.62407,0.52817
45.415,0.725,0.573,0.62313,0.52974
45.420,0.694,0.562,0.62218,0.53147
45.425,0.663,0.552,0.62122,0.53334
45.430,0.768,0.469,0.62026,0.53535
45.435,0.711,0.496,0.61928,0.53747
45.440,0.654,0.523,0.61831,0.53968
45.445,0.586,0.516,0.61732,0.54197
45.450,0.519,0.509,0.61633,0.54431
45.455,0.664,0.639,0.61534,0.5467
45.460,0.809,0.769,0.61435,0.5491
45.465,0.559,0.628,0.61335,0.5515
45.470,0.593,0.626,0.61236,0.55389
45.475,0.626,0.623,0.61136,0.55624
45.480,0.601,0.604,0.61036,0.55854
45.485,0.576,0.584,0.60936,0.56077
45.490,0.742,0.660,0.60836,0.5629
45.495,0.726,0.235,0.60737,0.56493
45.500,0.627,0.340,0.60638,0.56683
45.505,0.529,0.445,0.60539,0.56859
45.510,0.741,0.361,0.60441,0.57019
45.515,0.560,0.241,0.60343,0.5716
45.520,0.379,0.121,0.60245,0.57281
45.525,0.450,0.401,0.60149,0.57381
45.530,0.510,0.491,0.60053,0.57457
45.535,0.570,0.581,0.5995,0.5752
45.540,0.673,0.612,0.59833,0.57584
45.545,0.588,0.572,0.59704,0.57647
45.550,0.504,0.531,0.59563,0.5771
45.555,0.672,0.610,0.59412,0.57772
45.560,0.620,0.627,0.59252,0.57833
45.565,0.567,0.643,0.59084,0.57892
45.570,0.685,0.689,0.5891,0.5795
45.575,0.657,0.675,0.58729,0.58005
45.580,0.629,0.661,0.58545,0.58058
45.585,0.650,0.695,0.58357,0.58109
45.590,0.631,0.640,0.58168,0.58157
45.595,0.612,0.586,0.57977,0.58201
45.600,0.512,0.508,0.57787,0.58242
45.605,0.527,0.465,0.57599,0.58279
45.610,0.542,0.421,0.57413,0.58312
45.615,0.460,0.535,0.57232,0.5834
45.620,0.355,0.443,0.57055,0.58364
45.625,0.250,0.350,0.56885,0.58383
45.630,0.360,0.444,0.56722,0.58396
45.635,0.470,0.538,0.56568,0.58404
45.640,0.490,0.558,0.56424,0.58406
45.645,0.511,0.578,0.56291,0.58402
45.650,0.558,0.614,0.5617,0.58391
45.655,0.605,0.651,0.56062,0.58374
45.660,0.521,0.567,0.55969,0.5835
45.665,0.550,0.584,0.55879,0.58317
45.670,0.579,0.601,0.5578,0.58275
45.675,0.626,0.640,0.55673,0.58226
45.680,0.673,0.679,0.55559,0.58169
45.685,0.650,0.691,0.55438,0.58104
45.690,0.626,0.703,0.55312,0.58033
45.695,0.626,0.674,0.55182,0.57955
45.700,0.626,0.644,0.55048,0.57872
45.705,0.542,0.585,0.54912,0.57784
45.710,0.459,0.527,0.54774,0.57691
45.715,0.527,0.599,0.54636,0.57594
45.720,0.596,0.672,0.54498,0.57493
45.725,-0.049,0.376,0.54361,0.57389
45.730,0.272,0.519,0.54226,0.57282
45.735,0.593,0.661,0.54094,0.57174
45.740,0.585,0.658,0.53966,0.57063
45.745,0.577,0.655,0.53844,0.56952
45.750,0.591,0.699,0.53727,0.5684
45.755,0.606,0.743,0.53617,0.56728
45.760,0.636,0.718,0.53514,0.56616
45.765,0.665,0.692,0.53421,0.56505
45.770,0.594,0.679,0.53336,0.56395
45.775,0.522,0.666,0.53263,0.56288
45.780,0.544,0.623,0.53201,0.56183
45.785,0.533,0.584,0.53151,0.56081
45.790,0.523,0.546,0.53115,0.55982
45.795,0.523,0.577,0.53096,0.55882
45.800,0.523,0.608,0.53098,0.55777
45.805,0.522,0.639,0.53118,0.55666
45.810,0.511,0.551,0.53156,0.5555
45.815,0.501,0.586,0.53209,0.55429
45.820,0.491,0.621,0.53276,0.55303
45.825,0.541,0.633,0.53354,0.55174
45.830,0.590,0.645,0.53444,0.5504
45.835,0.602,0.653,0.53542,0.54903
45.840,0.614,0.662,0.53647,0.54762
45.845,0.606,0.612,0.53758,0.54618
45.850,0.668,0.593,0.53873,0.54472
45.855,0.731,0.574,0.5399,0.54323
45.860,0.713,0.596,0.54108,0.54172
45.865,0.695,0.618,0.54225,0.5402
45.870,0.614,0.581,0.54339,0.53865
45.875,0.533,0.545,0.54449,0.5371
45.880,0.529,0.555,0.54552,0.53554
45.885,0.524,0.564,0.54649,0.53397
45.890,0.519,0.547,0.54736,0.5324
45.895,0.514,0.529,0.54812,0.53082
45.900,0.538,0.486,0.54875,0.52926
45.905,0.550,0.494,0.54925,0.52769
45.910,0.450,0.415,0.54959,0.52614
45.915,0.350,0.336,0.54975,0.5246
45.920,0.347,0.469,0.54994,0.52297
45.925,0.457,0.503,0.55034,0.52114
45.930,0.567,0.538,0.55095,0.51913
45.935,0.540,0.508,0.55174,0.51697
45.940,0.579,0.529,0.5527,0.51465
45.945,0.575,0.529,0.5538,0.51221
45.950,0.550,0.471,0.55502,0.50964
45.955,0.526,0.413,0.55635,0.50698
45.960,0.640,0.471,0.55776,0.50422
45.965,0.668,0.502,0.55924,0.50139
45.970,0.477,0.445,0.56076,0.4985
45.975,0.286,0.387,0.56231,0.49557
45.980,0.556,0.333,0.56387,0.49262
45.985,0.316,0.218,0.56542,0.48964
45.990,0.333,0.263,0.56694,0.48667
45.995,0.350,0.308,0.56841,0.48372
46.000,0.368,0.353,0.56981,0.4808
46.005,0.523,0.312,0.57112,0.47792
46.010,0.473,0.361,0.57232,0.4751
46.015,0.422,0.411,0.57339,0.47236
46.020,0.615,0.497,0.57432,0.46971
46.025,0.589,0.466,0.57508,0.46717
46.030,0.563,0.435,0.57565,0.46474
46.035,0.606,0.517,0.57602,0.46245
46.040,0.635,0.500,0.57616,0.46031
46.045,0.664,0.484,0.57606,0.45834
46.050,0.617,0.491,0.57586,0.45638
46.055,0.482,0.434,0.57571,0.45428
46.060,0.529,0.431,0.57561,0.45206
46.065,0.576,0.427,0.57554,0.44972
46.070,0.620,0.478,0.57551,0.44728
46.075,0.578,0.467,0.5755,0.44475
46.080,0.537,0.456,0.57551,0.44214
46.085,0.564,0.490,0.57553,0.43948
46.090,0.600,0.461,0.57555,0.43675
46.095,0.635,0.432,0.57558,0.43399
46.100,0.583,0.382,0.5756,0.43121
46.105,0.568,0.382,0.5756,0.42841
46.110,0.553,0.381,0.57558,0.4256
46.115,0.648,0.480,0.57554,0.42281
46.120,0.611,0.456,0.57546,0.42004
46.125,0.574,0.433,0.57534,0.4173
46.130,0.667,0.481,0.57517,0.41462
46.135,0.674,0.472,0.57495,0.41199
46.140,0.681,0.464,0.57467,0.40943
46.145,0.725,0.508,0.57433,0.40696
46.150,0.606,0.429,0.57391,0.40459
46.155,0.551,0.368,0.57341,0.40233
46.160,0.497,0.307,0.57283,0.40019
46.165,0.527,0.327,0.57215,0.39818
46.170,0.625,0.362,0.57138,0.39632
46.175,0.722,0.396,0.5705,0.39462
46.180,0.773,0.445,0.56954,0.39306
46.185,0.558,0.393,0.56855,0.39158
46.190,0.617,0.420,0.56752,0.39018
46.195,0.676,0.448,0.56646,0.38886
46.200,0.703,0.454,0.56536,0.38762
46.205,0.730,0.461,0.56422,0.38644
46.210,0.735,0.475,0.56305,0.38532
46.215,0.753,0.531,0.56185,0.38425
46.220,0.747,0.528,0.56061,0.38323
46.225,0.741,0.524,0.55934,0.38225
46.230,0.581,0.439,0.55804,0.38131
46.235,0.621,0.446,0.55671,0.38039
46.240,0.662,0.453,0.55534,0.3795
46.245,0.691,0.402,0.55395,0.37862
46.250,0.643,0.408,0.55252,0.37775
46.255,0.594,0.414,0.55107,0.37689
46.260,0.564,0.370,0.54958,0.37603
46.265,0.591,0.379,0.54807,0.37516
46.270,0.619,0.388,0.54652,0.37427
46.275,0.463,0.299,0.54495,0.37337
46.280,0.455,0.292,0.54336,0.37244
46.285,0.447,0.285,0.54173,0.37148
46.290,0.586,0.359,0.54008,0.37047
46.295,0.436,0.264,0.53841,0.36943
46.300,0.470,0.318,0.53671,0.36833
46.305,0.505,0.372,0.53498,0.36718
46.310,0.531,0.459,0.53316,0.36596
46.315,0.562,0.446,0.53115,0.36468
46.320,0.593,0.433,0.52899,0.36335
46.325,0.614,0.421,0.52668,0.36196
46.330,0.656,0.441,0.52423,0.36054
46.335,0.698,0.462,0.52166,0.35908
46.340,0.473,0.380,0.51898,0.3576
46.345,0.446,0.313,0.51621,0.35609
46.350,0.419,0.246,0.51335,0.35458
46.355,0.485,0.294,0.51042,0.35306
46.360,0.506,0.315,0.50743,0.35154
46.365,0.527,0.337,0.50439,0.35003
46.370,0.348,0.153,0.50133,0.34854
46.375,0.344,0.067,0.49824,0.34707
46.380,0.156,-0.137,0.49515,0.34564
46.385,-0.031,-0.340,0.49206,0.34424
46.390,0.389,0.230,0.489,0.34289
46.395,0.452,0.370,0.48596,0.34159
46.400,0.478,0.355,0.48298,0.34035
46.405,0.503,0.341,0.48005,0.33918
46.410,0.420,0.395,0.47719,0.33808
46.415,0.429,0.376,0.47441,0.33707
46.420,0.437,0.357,0.47173,0.33615
46.425,0.504,0.416,0.46917,0.33532
46.430,0.614,0.481,0.46672,0.33459
46.435,0.563,0.460,0.46424,0.33384
46.440,0.513,0.440,0.46156,0.33291
46.445,0.505,0.429,0.45869,0.33184
46.450,0.447,0.389,0.45567,0.33064
46.455,0.426,0.356,0.45249,0.32932
46.460,0.406,0.323,0.44918,0.32791
46.465,0.341,0.264,0.44575,0.32641
46.470,0.311,0.211,0.44221,0.32486
46.475,0.258,0.170,0.43859,0.32326
46.480,0.204,0.129,0.4349,0.32163
46.485,0.489,0.414,0.43116,0.31998
46.490,0.433,0.370,0.42737,0.31835
46.495,0.478,0.416,0.42356,0.31674
46.500,0.524,0.463,0.41974,0.31516
46.505,0.504,0.433,0.41593,0.31365
46.510,0.485,0.403,0.41215,0.31221
46.515,0.411,0.392,0.4084,0.31086
46.520,0.336,0.380,0.40471,0.30962
46.525,0.359,0.407,0.40108,0.3085
46.530,0.382,0.433,0.39755,0.30753
46.535,0.380,0.402,0.39412,0.30672
46.540,0.378,0.371,0.3908,0.30608
46.545,0.454,0.386,0.38762,0.30564
46.550,0.529,0.400,0.38459,0.30541
46.555,0.515,0.422,0.38172,0.30541
46.560,0.501,0.444,0.37903,0.30565
46.565,0.418,0.404,0.3765,0.30613
46.570,0.336,0.365,0.37407,0.30683
46.575,0.349,0.372,0.37173,0.30772
46.580,0.362,0.379,0.36949,0.30879
46.585,0.380,0.389,0.36732,0.31003
46.590,0.398,0.400,0.36523,0.31142
46.595,0.289,0.421,0.36319,0.31295
46.600,0.303,0.373,0.36121,0.3146
46.605,0.318,0.326,0.35927,0.31636
46.610,0.284,0.329,0.35736,0.3182
46.615,0.251,0.331,0.35548,0.32013
46.620,0.303,0.311,0.35362,0.32212
46.625,0.355,0.291,0.35176,0.32416
46.630,0.348,0.278,0.3499,0.32623
46.635,0.341,0.264,0.34804,0.32831
46.640,0.335,0.282,0.34615,0.3304
46.645,0.329,0.301,0.34424,0.33248
46.650,0.371,0.280,0.34229,0.33453
46.655,0.413,0.260,0.34029,0.33654
46.660,0.351,0.231,0.33824,0.33849
46.665,0.288,0.202,0.33613,0.34037
46.670,0.391,0.285,0.33394,0.34217
46.675,0.494,0.369,0.33167,0.34386
46.680,0.412,0.345,0.32932,0.34543
46.685,0.331,0.321,0.32686,0.34688
46.690,0.344,0.327,0.3243,0.34818
46.695,0.358,0.334,0.32173,0.34956
46.700,0.392,0.354,0.31924,0.35124
46.705,0.425,0.373,0.31684,0.3532
46.710,0.440,0.354,0.31451,0.35541
46.715,0.455,0.404,0.31225,0.35784
46.720,0.471,0.454,0.31004,0.36048
46.725,0.125,0.257,0.30788,0.36329
46.730,-0.221,0.061,0.30576,0.36625
46.735,0.010,0.106,0.30367,0.36933
46.740,0.241,0.151,0.3016,0.37252
46.745,0.187,0.135,0.29955,0.37577
46.750,0.133,0.119,0.2975,0.37908
46.755,0.237,0.201,0.29545,0.3824
46.760,0.340,0.283,0.29339,0.38572
46.765,0.291,0.220,0.29131,0.38902
46.770,0.241,0.158,0.2892,0.39226
46.775,0.216,0.115,0.28705,0.39542
46.780,0.191,0.073,0.28486,0.39848
46.785,0.039,0.018,0.28262,0.4014
46.790,0.162,0.150,0.28031,0.40417
46.795,0.286,0.281,0.27793,0.40676
46.800,0.395,0.478,0.27548,0.40915
46.805,0.366,0.458,0.27294,0.4113
46.810,0.336,0.439,0.2703,0.41319
46.815,0.344,0.413,0.26756,0.41481
46.820,0.358,0.401,0.26471,0.41611
46.825,0.373,0.389,0.26171,0.41727
46.830,0.438,0.470,0.25852,0.41847
46.835,0.382,0.438,0.25516,0.41969
46.840,0.300,0.410,0.25166,0.42095
46.845,0.219,0.382,0.24802,0.42222
46.850,0.153,0.343,0.24426,0.42352
46.855,0.087,0.305,0.24039,0.42483
46.860,0.243,0.396,0.23643,0.42615
46.865,0.256,0.412,0.2324,0.42748
46.870,0.269,0.427,0.22831,0.42882
46.875,0.276,0.578,0.22417,0.43015
46.880,0.235,0.599,0.22,0.43148
46.885,0.195,0.621,0.21582,0.43281
46.890,0.233,0.572,0.21164,0.43412
46.895,0.155,0.520,0.20747,0.43542
46.900,0.076,0.468,0.20334,0.43671
46.905,0.167,0.531,0.19925,0.43797
46.910,0.258,0.594,0.19522,0.4392
46.915,0.202,0.549,0.19127,0.44041
46.920,0.347,0.640,0.18741,0.44158
46.925,0.314,0.590,0.18366,0.44271
46.930,0.281,0.539,0.18003,0.44381
46.935,0.250,0.532,0.17653,0.44486
46.940,0.220,0.524,0.17319,0.44586
46.945,0.222,0.604,0.17002,0.44681
46.950,0.256,0.548,0.16703,0.4477
46.955,0.290,0.492,0.16406,0.44854
46.960,0.283,0.671,0.16096,0.44934
46.965,0.287,0.658,0.15774,0.4501
46.970,0.290,0.644,0.15441,0.45083
46.975,0.184,0.668,0.15099,0.45152
46.980,0.122,0.595,0.14748,0.45218
46.985,0.061,0.521,0.1439,0.45281
46.990,0.281,0.703,0.14027,0.45342
46.995,0.236,0.653,0.13659,0.454
47.000,0.190,0.603,0.13287,0.45457
47.005,0.234,0.551,0.12914,0.45513
47.010,0.185,0.553,0.1254,0.45567
47.015,0.137,0.555,0.12167,0.4562
47.020,0.134,0.529,0.11795,0.45673
47.025,0.131,0.511,0.11427,0.45725
47.030,0.128,0.493,0.11063,0.45778
47.035,0.216,0.594,0.10704,0.45831
47.040,0.304,0.694,0.10353,0.45884
47.045,0.222,0.629,0.10009,0.45939
47.050,0.186,0.640,0.09675,0.45994
47.055,0.150,0.651,0.09352,0.46052
47.060,0.163,0.659,0.0904,0.46111
47.065,0.176,0.668,0.08742,0.46172
47.070,0.132,0.656,0.08458,0.46236
47.075,0.088,0.643,0.0819,0.46303
47.080,0.080,0.541,0.07938,0.46372
47.085,0.073,0.440,0.07693,0.46432
47.090,0.069,0.485,0.07441,0.46469
47.095,0.064,0.530,0.07184,0.46485
47.100,0.049,0.498,0.06922,0.46482
47.105,0.034,0.466,0.06657,0.46463
47.110,0.128,0.462,0.06388,0.46428
47.115,0.223,0.458,0.06117,0.4638
47.120,-0.042,0.268,0.05844,0.4632
47.125,-0.307,0.078,0.0557,0.46251
47.130,-0.184,0.193,0.05296,0.46173
47.135,-0.061,0.307,0.05022,0.4609
47.140,-0.128,0.275,0.0475,0.46003
47.145,-0.195,0.242,0.04479,0.45913
47.150,-0.118,0.323,0.04211,0.45822
47.155,-0.041,0.403,0.03947,0.45733
47.160,-0.103,0.318,0.03686,0.45647
47.165,-0.165,0.232,0.03431,0.45566
47.170,-0.221,0.232,0.0318,0.45492
47.175,-0.277,0.232,0.02936,0.45426
47.180,-0.112,0.398,0.027,0.45371
47.185,0.053,0.563,0.0247,0.45328
47.190,0.020,0.577,0.02249,0.45299
47.195,-0.014,0.591,0.02038,0.45286
47.200,-0.014,0.539,0.01836,0.45291
47.205,-0.015,0.488,0.01645,0.45316
47.210,-0.057,0.392,0.01465,0.45362
47.215,-0.099,0.297,0.01293,0.45407
47.220,0.002,0.327,0.01123,0.45429
47.225,0.103,0.358,0.00957,0.45431
47.230,-0.121,0.038,0.00794,0.45413
47.235,-0.346,-0.282,0.00635,0.45379
47.240,-0.267,-0.196,0.00478,0.4533
47.245,-0.187,-0.111,0.00325,0.45269
47.250,-0.211,0.128,0.00175,0.45197
47.255,0.131,0.421,0.00028,0.45116
47.260,-0.015,0.460,-0.00115,0.4503
47.265,0.025,0.511,-0.00254,0.44939
47.270,0.065,0.562,-0.00391,0.44846
47.275,0.105,0.613,-0.00524,0.44753
47.280,0.052,0.535,-0.00653,0.44662
47.285,-0.159,0.291,-0.00779,0.44575
47.290,0.071,0.506,-0.00901,0.44494
47.295,-0.022,0.462,-0.01019,0.44421
47.300,-0.116,0.417,-0.01134,0.44359
47.305,-0.059,0.438,-0.01245,0.44309
47.310,-0.003,0.459,-0.01353,0.44274
47.315,0.053,0.480,-0.01457,0.44256
47.320,0.099,0.588,-0.01557,0.44256
47.325,0.087,0.604,-0.01653,0.44277
47.330,0.075,0.620,-0.01745,0.4432
47.335,0.063,0.636,-0.01833,0.44389
47.340,0.119,0.571,-0.01918,0.44485
47.345,-0.021,0.437,-0.01982,0.44612
47.350,-0.094,0.400,-0.02012,0.4477
47.355,-0.167,0.363,-0.0201,0.44958
47.360,0.112,0.459,-0.01979,0.45172
47.365,0.155,0.668,-0.01921,0.4541
47.370,0.212,0.268,-0.01841,0.4567
47.375,0.006,0.320,-0.0174,0.45949
47.380,0.095,0.451,-0.01622,0.46245
47.385,0.184,0.582,-0.01489,0.46555
47.390,0.106,0.538,-0.01345,0.46876
47.395,0.042,0.662,-0.01191,0.47206
47.400,0.016,0.645,-0.01031,0.47542
47.405,0.067,0.598,-0.00868,0.47882
47.410,0.118,0.550,-0.00705,0.48224
47.415,0.173,0.709,-0.00544,0.48564
47.420,0.159,0.739,-0.00388,0.48901
47.425,0.270,0.683,-0.00241,0.49231
47.430,0.011,0.460,-0.00104,0.49553
47.435,0.072,0.503,0.00019,0.49863
47.440,0.133,0.545,0.00124,0.5016
47.445,0.048,0.557,0.00211,0.5044
47.450,-0.005,0.493,0.00275,0.50701
47.455,-0.057,0.428,0.00313,0.5094
47.460,-0.110,0.363,0.00324,0.51156
47.465,-0.162,0.299,0.00303,0.51345
47.470,-0.215,0.234,0.0028,0.51541
47.475,-0.232,0.253,0.00283,0.51776
47.480,-0.250,0.273,0.00309,0.52048
47.485,-0.268,0.292,0.00356,0.52353
47.490,-0.159,0.386,0.00423,0.52687
47.495,-0.049,0.480,0.00505,0.53047
47.500,0.060,0.574,0.00602,0.53429
47.505,0.169,0.668,0.00711,0.53831
47.510,0.147,0.694,0.0083,0.54248
47.515,0.125,0.721,0.00956,0.54678
47.520,0.104,0.748,0.01087,0.55116
47.525,0.082,0.775,0.01221,0.5556
47.530,-0.004,0.770,0.01355,0.56005
47.535,0.001,0.728,0.01487,0.56449
47.540,0.005,0.687,0.01614,0.56889
47.545,-0.055,0.596,0.01735,0.57319
47.550,-0.115,0.506,0.01848,0.57739
47.555,-0.062,0.525,0.01949,0.58142
47.560,-0.009,0.544,0.02036,0.58528
47.565,-0.012,0.533,0.02108,0.58891
47.570,-0.015,0.522,0.02161,0.59229
47.575,-0.026,0.541,0.02194,0.59537
47.580,-0.037,0.559,0.02205,0.59814
47.585,-0.049,0.527,0.0219,0.60054
47.590,-0.002,0.545,0.02147,0.60256
47.595,0.044,0.563,0.02075,0.60415
47.600,0.028,0.515,0.01975,0.60543
47.605,0.012,0.467,0.01849,0.60656
47.610,0.238,0.718,0.01701,0.60755
